text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"Does anybody think that there is another shape that has more than one line of symmetry?  Student S, what do you think has more than one line?",teacher,27,3,,,1.0,هل يعتقد أي شخص أن هناك شكل آخر لديه أكثر من خط واحد من التناظر؟ الطالب S، ما الذي تعتقد أن لديه أكثر من خط واحد؟,"Student S, what do you think has more than one line?"
"Oh, more than one line?",student,5,1,,,,أكثر من سطر واحد؟,More than one line?
"It says more than one line.  So, we want to underline.  What would we underline and write the letter of the shape that has more than one line of symmetry?  So, let’s underline that.",teacher,34,6,1.0,,0.0,فهو يقول أكثر من خط واحد. لذا، نريد أن نبرز. ماذا سنبرز ونكتب حرف الشكل الذي لديه أكثر من خط واحد من التناظر؟ لذلك، دعونا نبرز ذلك.,"So, we want to highlight what will we highlight and write a shape letter that has more than one line of symmetry?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Okay.  So, it says, “B draw all the lines of symmetry into the shape you named.”  Are there any more lines of symmetry in this?",teacher,25,4,,,1.0,حسناً، إذاً، يقول، B رسم جميع خطوط التناظر في الشكل الذي قمت بتسميته. هل هناك أي خطوط التناظر في هذا؟,"Well, then, he says, B drew all the lines of symmetry in the form you named."
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"No, good.  Okay.  So, I’m sorry, Student S, you said that there was one.  Was there another one that you found?",teacher,21,0,,,0.0,لا، جيد، حسناً، أنا آسفة، الطالب (س) ، قلت أن هناك واحدة، هل وجدت واحدة أخرى؟,"No, good, well, I'm sorry, student (s), I said there was one, did you find another?"
"Yeah, it’s C.",student,3,0,,,,أجل، إنه (سي),"Yes, it is (C) "
"So, can you come up here and show us how C would be a line of symmetry.  Thank you, Student A.  How many people agree with Student S?  Okay.  So, you show me where you think it is Student S. Does that look exactly – let’s take a look.  Does this piece look exactly like this piece if we fold it?",teacher,61,2,,,1.0,إذاً، هل يمكنك أن تأتي إلى هنا وتظهر لنا كيف أن C سيكون خط التماثل. شكراً، الطالب A. كم من الناس يوافقون على الطالب S؟ حسناً. إذاً، أرني أين تعتقد أنه الطالب S. هل هذا يبدو بالضبط؟ دعونا نلقي نظرة. هل تبدو هذه القطعة تماماً مثل هذه القطعة إذا قمنا بتثبيتها؟,"So, can you come here and show us how C would be the line of symmetry? Thank you, student A. How many people agree with student S? Okay. So, show me where you think student S. Does that look exactly? Let's take a look. Does this piece look exactly like this piece if we fix it?"
Yes. No.,student,2,0,,,,أجل، كلاّ,"Yes, no, not at all."
How many people think it looks exactly like it?,teacher,9,0,,,1.0,كم من الناس يعتقدون أنها تبدو تماما مثل ذلك؟,How many people think she looks exactly like that?
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"No, I think this piece is gonna be much bigger than this piece when you fold it over.  Okay?  It’s gonna actually go more like this.  Okay.  So, that would not be line of symmetry. Okay.  So, we have B.  How many people got B? Good.  All right. So, draw all – so, now, on the second one.  It says, “The picture below shows one half of a symmetric shape.  The dotted line represents its line of symmetry.  Draw the other half of the shape.”  Student G, you think you can do that?  Would you like to come up and try?",teacher,101,6,,,1.0,لا، أعتقد أن هذه القطعة ستكون أكبر بكثير من هذه القطعة عندما تطويلها. حسناً؟ ستذهب في الواقع أكثر من هذا. حسناً. إذاً، هذا لن يكون خط التناظر. حسناً. إذاً لدينا B. كم عدد الأشخاص الذين حصلوا على B؟ جيد. حسناً. إذاً، رسم كل  الآن، على الثاني. يقول:  الصورة أدناه تظهر نصف الشكل التناظر. الخط المقطوع يمثل خط التناظر. رسم النصف الآخر من الشكل.  الطالب G، هل تعتقد أنه يمكنك القيام بذلك؟ هل تود أن تأتي وتحاول؟,"No, I think this piece is going to be much bigger than this piece when you fold it. Okay? You're actually going to go more than that. Okay. So this won't be the line of symmetry. Okay. So we have B. How many people got B? Good. Okay. So, draw all now, on the second. Say: The picture below shows the half-shaped symmetry. The half-shaped line represents the line of symmetry. Draw the other half of the shape. Student G, do you think you can do that?"
Okay.,student,1,0,,,,-حسناً,-Well then
"Student C, yeah, just get your things and you can go over to [inaudible]. How many people agree with that?  Student G, [inaudible] ’cause, now, I’m gonna have you do one more thing. How many people agree with that?  Okay.  Is there anybody that disagrees with that?",teacher,47,0,,,1.0,الطالب (ج) ، نعم، فقط أحضر أشيائك ويمكنك الذهاب إلى (لا يسمع) كم من الناس يوافقون على ذلك؟ الطالب (ج) ، [لا يسمع] لأن الآن، سأجعلك تفعل شيئاً واحداً آخر. كم من الناس يوافقون على ذلك؟ حسناً، هل هناك أي شخص يختلف مع ذلك؟,"Student (c), yes, just get your stuff and you can go to (didn't hear) how many people agree? Student (c), [didn't hear] because right now, I'm going to make you do one more thing."
Wait.,student,1,0,,,,انتظروا,Wait a minute
"Okay.  Can you do me a favor, since you’re up here, can you show me where the lines – if there’s another line of symmetry?  Is there another line of symmetry, do you think? Or is it just that one line of symmetry?  Awesome, that’s great.  Okay.  Everybody agree?",teacher,49,7,,,1.0,حسناً. هل يمكنك أن تفعل لي معروفاً، بما أنك هنا، هل يمكنك أن تريني أين خطوط  إذا كان هناك خط آخر من التناظر؟ هل هناك خط آخر من التناظر، هل تعتقد؟ أم أنها مجرد خط واحد من التناظر؟ رائع، هذا عظيم. حسناً. الجميع متفق؟,"Well, can you do me a favor, since you're here, can you show me where the lines are if there's another line of symmetry? Is there another line of symmetry, do you think? or is it just one line of symmetry?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay.  All right.  Number 3, “Which figure below has only one line of symmetry?  Show how you know.”  So, what am I gonna underline on that?",teacher,26,3,,,0.0,حسناً، حسناً، رقم 3، أي رقم أدناه لديه خط واحد فقط من التناظر؟,"Well, well, number 3, which number below has only one line of symmetry?"
Which –,student,2,0,,,,أي ,There's no such thing as 
Which figure below has only one line of symmetry?,teacher,9,2,,,0.0,أي رقم أدناه لديه خط واحد فقط من التماثل؟,Which number below has only one line of symmetry?
One line of symmetry.,student,4,2,,,,خط واحد من التماثل.,One line of symmetry.
"Excellent.  One line of symmetry and show how you know.  So, how would you show it?  By doing what?",teacher,19,2,,,1.0,ممتاز، خط واحد من التزاوج وتظهر كيف تعرف، لذا، كيف ستظهر ذلك؟,"Excellent, one line of mating and showing how you know, so, how will you show that?"
[Inaudible] of symmetry.,student,3,1,,,,[غير مسموع] من التماثل.,[Unheard] of resemblance.
By what?,teacher,2,0,,,0.0,من خلال ماذا؟,Through what?
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Yeah, you said by doing –",teacher,6,0,,,0.0,أجل، قلت بذلك,"Yeah, that's what I said."
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"– the line in symmetry.  Good.  So, come on up here and show me which one has only one line of symmetry.  Remember what you underlined and go back and read that question afterwards and make sure that you did it right.  Which one has only one line of symmetry?",teacher,50,7,,,0.0, الخط في التناظر. جيد. لذا، تعال هنا وأرني أي واحد له خط واحد فقط من التناظر. تذكر ما تم التأكيد عليه والعودة وقراءة هذا السؤال بعد ذلك والتأكد من أنك فعلتها بشكل صحيح. أي واحد له خط واحد فقط من التناظر؟,"So, come here and show me which one has only one line of symmetry. Remember what was emphasized, come back and read this question afterwards and make sure you did it correctly. Which one has only one line of symmetry?"
"Do you like the – I mean, the ladder on the bottom or –",student,14,0,,0.0,,هل تحبين الدرج في الأسفل أو الدرج,Do you like the stairs at the bottom or the stairs?
"You can circle the one that you think is right, and then I’m gonna ask you to find the lines for me.  So, you want one with only one line of symmetry.  Okay.  So, show me the one line of symmetry.  How many people agree with that? Okay.  Did anybody see another line of symmetry in that shape?",teacher,58,8,0.0,,1.0,يمكنك أن تدور حول تلك التي تعتقد أنها صحيحة، ثم سأطلب منك أن تجد لي الخطوط. لذلك، تريد واحدة مع خط واحد فقط من التناظر. حسنا. لذلك، أرني خط واحد من التناظر. كم من الناس توافق على ذلك؟ حسنا. هل رأى أي شخص خط آخر من التناظر في هذا الشكل؟,"So, you want one with only one line of symmetry. Okay. So, show me one line of symmetry. How many people agree with that? Okay. Has anyone seen another line of symmetry in this form?"
"Oh, yeah.",student,2,0,,,,أوه، نعم.,"Oh, yeah."
"You did, okay.  Student C, can you come up and show me the other line of symmetry there then?",teacher,19,2,,,1.0,الطالب (سي) ، أيمكنك أن تأتي وتريني الخط الآخر من التناظر هناك؟,"Student (C), can you come and show me the other line of symmetry there?"
Of the other?,student,3,0,,,,من الآخر؟,Who else?
"Is there another one?  Or are the others?  Whatever you want to do.  Oh, no, no.  I’m asking you about the other line of symmetry.  You said there’s another line of symmetry in that shape.",teacher,35,4,,,0.0,هل هناك خط آخر؟ أو هم الآخرون؟ أياً كان ما تريد فعله. أوه، لا، لا. أنا أسألك عن الخط الآخر من التناظر. قلت أن هناك خط آخر من التناظر في هذا الشكل.,"Is there another line? or the others? whatever you want to do. oh, no, no. i'm asking you about the other line of analogy. you said that there is another line of analogy in this form."
Which ones?,student,2,0,,,,-أيهما؟,- Which one?
"Okay.  It’s a little bit off.  It would go in the middle.  What kind of a triangle is this, everyone?",teacher,20,1,,,0.0,حسناً، إنه خارج قليلاً، سيكون في الوسط، ما نوع مثلث هذا، الجميع؟,"Well, it's a little outside, it'll be in the middle, what kind of triangle is this, everybody?"
"Oh, oh –",student,3,0,,,,أوه، أوه ,"Oh, oh, oh "
"It’s called in [Elvis] and it’s all the sides are equal, so it’s called an –",teacher,16,0,,,0.0,يُدعى (إلفيس) وكل الجوانب متساوية، لذا يُدعى (إلفيس),"It's called (Elvis) and all sides are equal, so it's called (Elvis) "
Equal –,student,2,0,,,,متساوية ,Equal to each other 
Equilateral triangle.,teacher,2,2,,,0.0,مثلث متساوي,An equilateral triangle
It’s called an equilateral.,student,4,1,,,,يُسمى مساوية.,It's called equality.
"Equilateral triangle.  So, on a equilateral triangle, look, we’ve got a line that comes this way, you got a line that comes this way and you got a line that comes this way.  So, I wasn’t sure that that is the only one with one line of symmetry.  No, that would not be our answer. Student N, you think you know?  Can you come up here?",teacher,66,9,,,0.0,"مثلث متساوي. اذا, على مثلث متساوي, انظر, لدينا خط يأتي من هذا الطريق, لديك خط يأتي من هذا الطريق و لديك خط يأتي من هذا الطريق. لذلك, لم أكن متأكدا من أن هذا هو الوحيد مع خط واحد من التناظر. لا, هذا لن يكون إجابتنا. الطالب N, هل تعتقد أنك تعرف؟ هل يمكنك الصعود هنا؟","So, on an equilateral triangle, look, we have a line coming this way, you have a line coming this way and you have a line coming this way. So, I wasn't sure if this was the only one with a single line of symmetry. No, that wouldn't be our answer."
"Oh, I know.",student,3,0,,,,أوه، أنا أعرف.,"Oh, I know."
Is Student N – is it okay – did Student N sign the sheet? Double check that.  Make sure he can be in the –,teacher,25,0,,,0.0,هل الطالب N  هل هو على ما يرام  هل الطالب N توقيع ورقة؟ تحقق من ذلك مرتين. تأكد من أنه يمكن أن يكون في ,Is student N OK is student N signing a paper? check it twice. make sure it can be in 
Huh?,student,1,0,,,,هاه؟,That's right.
"Did you sign this sheet so you can be videoed?  We’ll find out. Okay.  So, if we fold this over this way, it will look the same, right?  Can we fold it any other way?",teacher,35,0,,,0.0,هل وقعت على هذه الورقة لكي يتم تصويرك؟ سنكتشف ذلك. حسناً، إذا قمنا بتثبيتها بهذه الطريقة، ستبدو نفسها، صحيح؟ هل يمكننا أن نقوم بتثبيتها بطريقة أخرى؟,"Well, if we fix it this way, it will look the same, right? Can we fix it another way?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"No, we can’t so that’s why we – how many lines of symmetry in G?  Can you show us, Student L?  You think there’s more than one in G?",teacher,29,2,,,1.0,لا، نحن لا نستطيع لذلك لماذا نحن لدينا عدد خطوط التناظر في G؟ هل يمكنك أن تظهر لنا، الطالب L؟ هل تعتقد أن هناك أكثر من واحد في G؟,"No, we can't, so why do we have the number of parallel lines in G? Can you show us, student L? Do you think there is more than one in G?"
There’s more [inaudible] it.,student,4,0,,,,هناك أكثر من ذلك.,There's more to it than that.
"Okay.  So, I’m sorry, Student N, you’re in the video.  So, you need to be sitting in the back, hon.  Next time, maybe, more people will bring it. Are there any more than that?  So, if it’s a circle –",teacher,40,1,,,0.0,حسنا، أنا آسف، الطالب ن، أنت في الفيديو، لذا، أنت بحاجة إلى الجلوس في الخلف، عزيزي. في المرة القادمة، ربما، المزيد من الناس سيأتي به. هل هناك أي أكثر من ذلك؟,"Well, I'm sorry, student N, you're in the video, so you need to sit in the back, honey."
There’s a lot of lines.,student,5,1,,,,هناك الكثير من الخطوط,There are a lot of lines.
"Yeah, there’s a lot of lines.  Look at this.  So, you can keep going, right?  So, there’s many lines of symmetry in a circle.  What about this one?  Is this one symmetrical?",teacher,32,5,1.0,,1.0,نعم، هناك الكثير من الخطوط. انظر لهذا. لذلك، يمكنك الاستمرار، أليس كذلك؟ لذلك، هناك العديد من الخطوط من التناظر في الدائرة. ماذا عن هذا؟ هل هذا واحد متناظر؟,"So, you can go on, right? So, there are many parallel lines in the circle. What about this? Is this one parallel?"
"Yes, yes.",student,2,0,,,,-أجل، أجل,"- Yes, yes, yes"
Is F symmetrical?,teacher,3,1,,,0.0,هل F متماثل؟,Is F symmetrical?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Student K, what do you think?",teacher,6,0,,,1.0,الطالب كيه، ما رأيك؟,"Student Kay, what do you think?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"So, you’re saying if you fold F, it’ll look exactly the same on the other side?",teacher,16,0,,,1.0,إذاً، هل تقصد أنه إذا قمت بتثبيت F، فسوف يبدو نفس الشيء تماماً على الجانب الآخر؟,"So, do you mean that if you install F, it will look exactly the same on the other side?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
Who can show me where it was gonna be exactly the same? Student M?,teacher,14,0,,,1.0,من يمكنه أن يظهر لي أين سيكون نفس الشيء بالضبط؟,Who can show me where exactly the same thing will be?
Um.,student,1,0,,,,امم.,Umm. 
"Okay.  So, then, if I – hold on just a second, honey.  If I fold this, this way, isn’t this gonna look like this? Isn’t this gonna come down?  Yeah, I’m gonna fold this here.",teacher,35,0,,,0.0,حسناً إذاً، إذاً إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً، إذاً...,"Well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well, well"
Oh.,student,1,0,,,,-أوه .,-Oh .
"Just be at the desk, please, and stay away from that table. It’s broken.  It’s okay.  Just leave it like that, please. Okay.  So, if I fold it, can you see that that wouldn’t be symmetrical?  It would not be the same, ’cause this would come down here.",teacher,48,1,,,0.0,فقط كن على الطاولة، رجاءً، وابتعد عن تلك الطاولة. إنها مكسورة. لا بأس. فقط اتركها هكذا، رجاءً. حسناً. إذاً، إذا قمت بتثبيتها، هل ترى أن هذا لن يكون متماثلًا؟ لن يكون هو نفسه، لأن هذا سينزل هنا.,"Just be on the table, please, and stay away from that table. It's broken. It's okay. Just leave it like this, please. Okay. So, if you install it, do you see that this won't be the same? It won't be the same, because this will come down here."
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"All right.  And what about, Student M, since you’re here, what about E?  Do you think E has more than one line of symmetry?",teacher,24,2,,,1.0,حسناً، وماذا عن الطالب M، بما أنك هنا، ماذا عن E؟ هل تعتقد أن E لديها أكثر من خط واحد من التناظر؟,"Well, what about student M, since you're here, what about E? do you think E has more than one line of symmetry?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Or does it have any lines of symmetry?  Okay.  So, everybody, any more lines of symmetry there?",teacher,17,4,,,1.0,حسناً، الجميع، هل هناك مزيد من خطوط التناظر هناك؟,"All right, everybody, are there any more parallel lines out there?"
Yeah.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Where would that be, Student S?  Come up, quickly.  Thank you, Student M.  What other line of symmetry would it have? Excellent.  So, if it has that line of symmetry, does it have another one?",teacher,35,4,,,1.0,أين سيكون ذلك، الطالب S؟ تعال، بسرعة. شكراً، الطالب M. ما خط التناظر الآخر سيكون له؟ ممتاز. إذاً، إذا كان لديه هذا الخط التناظر، فهل لديه خط آخر؟,"Thank you, student M. What other line of symmetry will he have? Excellent. So, if he has this line of symmetry, does he have another line?"
That’s what I was drawing.,student,5,0,,,,هذا ما كنت ارسمه,That's what I was drawing.
"Very good, on the diagonal.  Well done. Okay.  So, let’s go back and look at our question one more time.  “Which figure below has only one line of symmetry?” What is it asking?  And which one is my answer?  Student A, what did it ask for?",teacher,46,3,0.0,,0.0,جيد جداً على الشاشة. جيد جداً. حسناً. لذا، دعونا نعود ونلقي نظرة على سؤالنا مرة أخرى.,"Very good on screen. Very good. Okay. So, let's go back and look at our question again."
They’re asking which shape only has one line of symmetry.,student,10,2,,0.0,,إنهم يسألون أي شكل لديه خط واحد فقط من التناظر,They ask what shape has only one line of symmetry.
Right.  And what was our answer?,teacher,6,0,0.0,,0.0,صحيح، وكيف كانت إجابتنا؟,"That's right, and what was our answer?"
H.,student,1,0,,,,(إتش),(H)
"H, excellent.  Okay, guys.  Please, Student A, can you put this overhead away for me, please? All right.  We’re gonna begin on our math investigations now. Thank you.  Thanks.  You can put that away now.  Now, we’re doing the math now, please. All right, everyone, as soon as you’re seated, I’ll tell you what we’re gonna do today.  Thank you. Thanks.  All right, everybody, so I’m gonna ask you to put your pencils down, sit up in good listening position.  Show me your best attention, ’cause we’re starting something new.  Student D, don’t be distracted, okay? All right, everybody, so, for the next few days, we’re gonna solving multiplication problems that are related to each other.  We’re gonna call these multiplication cluster problems. So, we know what multiplication is.  Oh, wrong, [inaudible] I’m sorry. Cluster problems.  So, if something’s a cluster, it means that they’re clustered together or they’re kind of in a bunch or in a group.  All right?  So, you might have a cluster of grapes.  You might have a cluster of children all huddled together. So, it’s kind of when things are all grouped together.  So, that’s a cluster.  Repeat the word cluster after me.",teacher,198,3,,,0.0,H، ممتاز. حسناً، يا رفاق. من فضلك، الطالب A، هل يمكن أن تضع هذه الرسوم العلوية بعيداً من أجلي، من فضلك؟ حسناً. سنبدأ في تحقيقات الرياضيات الآن. شكراً. شكراً. يمكنك أن تضع ذلك بعيداً الآن. الآن، نحن نقوم بالرياضيات الآن، من فضلك. حسناً، الجميع، بمجرد أن تجلسوا، سأخبركم بما سنفعله اليوم. شكراً. شكراً.,"H, great. all right, guys. please, student A, can you please put these top fees away for me? all right. we'll start researching math now. thank you. thank you. you can put that away now. now, we're doing math now, please. all right, everyone, as soon as you sit down, I'll tell you what we're going to do today. thank you. thank you."
Cluster.,multiple students,1,0,,,,المجموعة.,The group.
"Cluster.  All right.  So, today, I want you to think about this final problem is this is the final problem.  Which one of these would actually help me to solve that?  Just think about it.  Don’t raise your hand until you’re ready, until you know for sure, which one might help you.  Can anybody see anything up there that would actually help them to solve 13 times 8?  Student K?",teacher,70,0,,,1.0,حسناً، اليوم، أريدكم أن تفكروا في هذه المشكلة النهائية هي هذه المشكلة النهائية. أي من هذه المشكلة ستساعدني في حلها؟ فكروا في ذلك فقط. لا ترفعوا أيديكم حتى تكونوا مستعدين، حتى تعرفوا بالتأكيد، أي من هذه المشكلة قد تساعدكم. هل يمكن لأي شخص أن يرى شيئاً هناك من شأنه أن يساعدهم في حل 13 × 8؟ الطالب ك؟,"Well, today, I want you to think about this final problem is this final problem. Which of these problems will help me solve it? just think about it. Don't raise your hands until you're ready, until you know for sure, which of these problems might help you. Can anyone see anything out there that would help them solve 13 × 8?"
13 times 4.,student,3,0,,,,13 × 4,13 × 4 13 × 4
Why would 13 times 4 help you?,teacher,7,0,,,1.0,لماذا يساعدك 13 × 4؟,Why does 13 × 4 help you?
"Because, maybe, people don’t know 13 times 8, because of such high numbers, ’cause they could solve like the product of like a huge number.",student,25,1,,1.0,,لأن، ربما، الناس لا يعرفون 13 × 8 بسبب مثل هذه الأرقام العالية، لأنها يمكن أن تحل مثل ناتج من مثل عدد ضخم.,"Because, perhaps, people don't know 13 × 8 because of such high numbers, because they can be solved as a product of such a huge number."
"Okay.  So, what’s the relationship between 13 times 4 and 13 times 8?",teacher,13,0,1.0,,0.0,حسناً، ما هي العلاقة بين 13 × 4 و 13 × 8؟,"Well, what is the relationship between 13 × 4 and 13 × 8?"
Because 13 times 4 is half of 13 times 8.,student,10,0,,1.0,,لأن 13 × 4 هو نصف 13 × 8.,Because 13 × 4 is half of 13 × 8.
"Excellent.  This is half of this.  So, in order to find the answer, we do this and then we do what to it?",teacher,23,0,1.0,,0.0,ممتاز، هذا هو نصف هذا، لذلك، من أجل العثور على الإجابة، نحن نفعل هذا، ثم ماذا نفعل به؟,"Excellent, that's half of it, so, in order to find the answer, we do this, then what do we do with it?"
4 times – You would double it.,student,7,0,,,,4 مرات  سوف تضاعف.,4 times will double.
"Shh.  You double it, right.  Okay.  So, let’s do it.  How do we break down 13 times 4?  Let’s try it.  Student D?",teacher,23,0,1.0,,0.0,حسناً، دعونا نفعل ذلك، كيف نقسم 13 × 4؟ دعونا نحاول ذلك. الطالب D؟,"Well, let's do that, how do we divide 13 by 4? let's try that. student D?"
You break the 13 into 10 –,student,7,0,,,,تَكْسرُ 13 إلى 10 ,Break 13 to 10 
Yeah.,teacher,1,0,0.0,,0.0,-أجل، أجل,"- Yes, yes, yes"
– times 4.,student,3,0,,,, × 4,4 × 4 
Uh-huh.,teacher,1,0,,,0.0,اه-ها.,Ah-ha. 
And 3 times 4.,student,4,0,,,,و 3 × 4,and 3 × 4
Excellent.,teacher,1,0,,,0.0,ممتاز.,Excellent.
"So, the 10 times 4 is 40.  And 3 times 4 is 12.",student,13,0,,0.0,,اذاً 10 × 4 = 40 و 3 × 4 = 12,So 10 × 4 = 40 and 3 × 4 = 12
"Excellent.  So, what does that add up to, Student D?",teacher,10,1,1.0,,1.0,ممتاز، إذاً، ما الذي يصل إليه هذا، الطالب (دي) ؟,"Excellent, then, what does this lead to, student D?"
It’s 52.,student,2,0,,,,انها 52,It's 52.
"52.  So, my answer to 13 times 4 is 52.  Is that my answer everyone?",teacher,15,0,,,0.0,إذاً، إجابتي على 13 × 4 هي 52، هل هذه إجابتي للجميع؟,"So, my answer to 13 × 4 is 52, is that my answer to everyone?"
