text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"These are the same.  So can I say that they have the same surface, or the area are the same? Now, but if you look at the two boxes, do they hold the same number of cubes?",teacher,37,2,,,0.0,هذه هي نفسها. لذلك هل يمكنني أن أقول أن لديهم نفس السطح، أو المساحة هي نفسها؟ الآن، ولكن إذا نظرت إلى الصناديق، هل تحتوي نفس عدد الكوبات؟,"Now, but if you look at the boxes, do they contain the same number of cups?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"So can I say that the volume is different, okay? This one versus this one.  But what about the surface? Just the bottom.  We’re just looking at the bottom.  The same, right? So area is the same but volume is different.  So if we look at surface, are we looking at the inside, how many cubes it can fit in here?",teacher,61,4,,,0.0,لذا يمكنني أن أقول أن الحجم مختلف، حسنا؟ هذا مقابل هذا. ولكن ماذا عن السطح؟ فقط القاع. نحن فقط ننظر إلى القاع. نفس الشيء، أليس كذلك؟ لذلك المساحة هي نفسها ولكن الحجم مختلفة. إذا نظرت إلى السطح، نحن ننظر إلى الداخل، كم عدد الكوبات التي يمكن أن تناسب هنا؟,"So I can say that the size is different, okay? this versus this. but what about the surface? just the bottom. we're just looking at the bottom. the same thing, right? so the space is the same but the size is different. if you look at the surface, we're looking inside, how many cups can fit here?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"Okay, we’re just looking at the surface. So for example this paper has a surface and you can see the number of squares here, right? Okay? But if I turn it this way, suppose you can look at the paper as flat from this angle, do you see any? If this is two-dimensional, you’re not supposed to see any height, right? But it has a surface, but there’s no volume.  And last week I think we said that volume has to do with what kind of objects?",teacher,87,5,,,0.0,حسنا، نحن فقط ننظر إلى السطح. لذلك على سبيل المثال هذه الورقة لديها سطح ويمكنك رؤية عدد المربعات هنا، أليس كذلك؟ حسنا؟ ولكن إذا قمت بتحويلها بهذه الطريقة، إذا كنت يمكن أن ننظر إلى الورقة على أنها مسطحة من هذا الزاوية، هل ترى أي؟ إذا كان هذا ثنائي الأبعاد، لا من المفترض أن نرى أي ارتفاع، أليس كذلك؟ ولكن لديها سطح، ولكن ليس هناك حجم. والأسبوع الماضي أعتقد أننا قلنا أن حجم له علاقة مع أي نوع من الأشياء؟,"Well, we're just looking at the surface. So for example this paper has a surface and you can see the number of squares here, right? Okay? But if you turn it this way, if you can look at the paper as flat from this angle, do you see any? If this is two-dimensional, we're not supposed to see any height, right?"
Three-dimensional. Three-dimensional solids.,student,3,2,,,,ثلاثية الأبعاد، الصلبات الثلاثية الأبعاد,"three-dimensional, three-dimensional solids"
"Three-dimensional solids, right? So I want you to remember this, boys and girls, and as we find the area or the surface, we’re not going to think about the volume, okay? [Interruption] So what was I saying? Okay, when we look at the surface area, we’re not going to think about volume, okay? So what you’re going to do is to create a box that looks like this, but this time I am going to give you a grid that looks like this instead of the pattern.  You will have to figure out the pattern for making this, and you just draw it and cut it out and make a box the size of this, all right? And this is the same as the first one that you made last week before you added. Now, after that, pay attention please, after that you’re actually going to use this as a cover.  And this is a box, so you cover this box and now it’s a rectangular prism, right? Okay.  So again, we’re not looking at volume, so not the inside, but only on the outside, the surface, okay? Let me just help you start by looking at one of the sides.  So let’s say the box is like this, Student S, let’s say this is the top.  I just call it the top, and that’s the bottom, sides, front, back, okay? How can we find the surface or the area of this top side? Student J?",teacher,246,10,,,0.0,حسناً، عندما ننظر إلى مساحة السطح، لن نفكر في حجمها، حسناً؟ حسناً، عندما ننظر إلى مساحة السطح، لن نفكر في حجمها، حسناً؟ إذاً ما الذي ستفعله هو إنشاء مربع يبدو هكذا، ولكن هذه المرة سأعطيك شبكة تبدو هكذا بدلاً من النمط. سوف تضطر إلى معرفة النمط لصنع هذا، و سوف ترسمها وتقطعها وتصنع مربع بحجم هذا، حسناً؟ وهذا هو نفسه الذي قمت به الأسبوع الماضي قبل إضافة ذلك. الآن، بعد ذلك، يرجى الاهتمام، بعد ذلك سوف تجد هذا مربع كغطاء.,"Well, when we look at the surface area, we won't think about its size, okay? Well, when we look at the surface area, we won't think about its size, okay? So what you're going to do is create a square that looks like this, but this time I'm going to give you a grid that looks like this instead of a pattern."
Measure length and width.,student,4,2,,,,قياس الطول والعرض,Measuring length and width
"Length, okay, that’s 6 units.  And then 4 units this way.  So how many?",teacher,14,3,,,0.0,الطول، حسناً، هذه 6 وحدات، ثم 4 وحدات بهذه الطريقة، كم عدد؟,"Length, well, these are 6 units, then 4 units this way, how many lengths?"
24 units.,student,2,1,,,,24 وحدة,24 units 
"There are 24 not just units, but square units.  So 6 times 4 square units.  Okay, does that make sense? So now we took care of the top.  How many sides are there in a rectangular prism? How many different sides?",teacher,41,7,,,0.0,هناك 24 وحدة ليست مجرد وحدة، ولكن وحدة مربع. لذلك 6 × 4 وحدة مربع. حسنا، هل هذا منطقي؟ لذلك الآن قمنا بالاهتمام بالجزء العلوي. كم الجانب هناك في مجسم مستطيل؟ كم الجانب المختلفة؟,"There are 24 units, not just a unit, but a square unit. So 6 × 4 square units. Okay, does that make sense? So now let's look at the top. How many sides are there in a rectangular figure? How many different sides?"
6.,student,1,0,,,,6 .,6 .
"6, right? Top, bottom, 1, 2, front, back, 3, 4, side, side, 5, 6.  Okay? So what you’re going to do is you’ll make this box first and then I want you to write… Figure out the area of the top and then the area of the bottom, the area of the front side, area of the backside, the side, one of the sides, and then the other side, okay? So once we have all six of those, what does that mean? We have found all the surfaces, right? All the sides.  And then how do you find the surface area of this entire rectangular prism?",teacher,106,8,,,1.0,6، صحيح؟ أعلى، أسفل، 1، 2، الأمام، الخلف، 3، 4، الجانب، الجانب، 5، 6؟ حسناً، ما الذي ستفعله هو أن تصنع هذا الصندوق أولاً، ثم أريدك أن تكتب... تحديد مساحة الجزء العلوي ومن ثم مساحة الجزء السفلي، مساحة الجانب الأمامي، مساحة الجانب الخلفي، الجانب، أحد الجانبين، ومن ثم الجانب الآخر، حسناً؟,"Well, what you're going to do is make this box first, then I want you to write... specify the area of the top and then the area of the bottom, the area of the front side, the area of the back side, the side, one side, and then the other side, okay?"
You add them up?,student,4,1,,,,هل قمت بإضافةها؟,Have you added it?
"You just add everything up and then you have the total surface area of this.  So why don’t I have you start by making the top.  This is pattern for Box 1. Can you walk around the other way instead of walking this way? Thank you. Okay, does everyone have one? You need one more? So use a pencil to make the pattern and then you cut, okay? Yes? There’s one more right there, yes. Okay, so make sure you count carefully. Student J, do you know what to do? Can you stop for a minute, Student J? So how many squares across? How many units? If you count from here, how many?",teacher,113,6,,,0.0,حسناً، هل يمكنكم المشي في الاتجاه الآخر بدلاً من المشي بهذه الطريقة؟ شكراً. حسناً، هل لدى الجميع واحد؟ هل تحتاجون إلى واحد آخر؟ لذا استخدموا قلم رصاص لإنشاء النمط ثم قطعوا، حسناً؟ نعم؟ هناك واحد آخر هناك، نعم. حسناً، تأكدوا من احتسابها بعناية. حسناً، اتأكدوا من حسابها بعناية. الطالب J، هل تعلمون ماذا تفعلون؟ هل يمكنك التوقف لدقيقة، الطالب J؟,"Okay, can you walk in the opposite direction instead of walking this way? Thank you. Okay, does everyone have one? Do you need another one? So use a pencil to create the pattern and then cut, okay? Yeah? There's another one right there, yeah. Okay, make sure you calculate it carefully. Okay, make sure you calculate it carefully. Student J, do you know what to do? Can you stop for a minute, student J?"
4 square units.,student,3,2,,,,أربعة وحدات مربعة,Four units of a square
"4, right? Square units.  How about this way? Here to here? Is it also 4 square units?",teacher,17,4,,,0.0,أربعة، صحيح؟ وحدات مربعة. ماذا عن هذا الطريق؟ هنا إلى هنا؟ هل هي أيضا أربعة وحدات مربعة؟,"Four, right? square units. How about this way? here to here? are they also four square units?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"So is this going to match? You need to make a pattern that’s this size, right? And only one layer.  One unit high, okay? All right, very good.  Very good.  Are you all set, Student J? Okay. Why are you making another one, Student L?",teacher,45,1,,,1.0,حسناً، جيد جداً. جيد جداً. هل أنت جاهز، الطالب J؟ حسناً. لماذا أنت تصنع واحدة أخرى، الطالب L؟,"Well, very good, very good, are you ready, student J? Well, why are you making another one, student L?"
Because I messed it up.,student,5,0,,,,لأنني أفسدت الأمر,Because I've ruined it.
"So here you just cut the corner, is that right?",teacher,10,0,0.0,,0.0,لذا هنا أنت فقط قطع الزاوية، أليس كذلك؟,"So here you're just cutting the corners, aren't you?"
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"That’s fine, you can do another one. What are you looking for?",teacher,12,0,,,0.0,لا بأس، يمكنك القيام بعمل آخر، ماذا تبحث؟,"It's okay, you can do another job, what are you looking for?"
Tape.,student,1,0,,,,شريط.,It's a tape.
"Just tape the top and you don’t have to tape the lid, the cover.  Just tape the sides so you can cover this, like a box, okay? Okay, now that’s the same as this, okay? Boys, how do you think we can find the area? Remember we talked about this? Or the surface area of this whole rectangular prism?",teacher,59,6,,,0.0,فقط ربط الجزء العلوي وليس عليك ربط الغطاء، الغطاء فقط ربط الجانبين حتى تتمكن من تغطية هذا، مثل الصندوق، حسناً؟ حسناً، الآن هذا هو نفس هذا، حسناً؟ يا رفاق، كيف تعتقدون أننا نستطيع العثور على المنطقة؟ تذكرون أننا تحدثنا عن هذا؟ أو مساحة سطح هذه الصورة المستقيمة بأكملها؟,"Just tie the top and you don't have to tie the lid, just tie the sides so you can cover this, like the box, okay? Okay, now this is the same as this, okay? guys, how do you think we can find the area? remember we talked about this? or the surface area of this whole straight image?"
"You find all the areas, like this part, this part, this part and this part and this part and you add them up together.",student,24,2,,0.0,,يمكنك العثور على جميع المناطق، مثل هذا الجزء، هذا الجزء، هذا الجزء، هذا الجزء، وهذا الجزء، وهذا الجزء، وتجمعهم معا.,"You can find all the areas, like this part, this part, this part, this part, this part, this part, and put them together."
"Okay, do you agree with that, Student S?  The area.",teacher,10,1,1.0,,0.0,حسناً، هل توافقين على ذلك، الطالب (س) ؟,"Well, do you agree with that, student (s)?"
"That does not work.  If you add this and that, these share. No, you add this 20 plus 24 plus 18…",student,21,2,,0.0,,هذا لا ينجح إذا أضفت هذا وذلك، هذه حصة لا، تضيف هذا 20 زائد 24 زائد 18,"This doesn't work if you add this and then, this part no, add this 20 plus 24 plus 18"
"Okay, Student S, can you say that again? What do you mean they share?",teacher,14,0,1.0,,1.0,حسناً، الطالب (س) ، أيمكنك قول ذلك مجدداً؟,"Well, student C, can you say that again?"
"Because right here, if you put the cube in, this square and this square are the same squares.",student,18,4,,1.0,,لأن هنا، إذا وضعت المربع في، هذا المربع وهذا المربع هي نفس المربع.,"Because here, if you put the square in, this square and this square is the same square."
"They’re part of the same cube, so we can’t count them twice. But remember what we said? Are we working with cubes or are we not doing cubes any more, and this time, Student S, it’s just the surface, okay.  Just the surface.  So this has nothing to do with that, because we’re not doing cubes, okay, just the squares.  In other words, how many squares are there all around this, okay? So remember surface area. Area is just the surface, not the inside, okay? So that’s a good point.  Do you understand?",teacher,93,9,1.0,,0.0,فهي جزء من نفس الكوب، لذا لا يمكننا احتسابها مرتين. لكن تذكر ما قلنا؟ هل نعمل مع الكوبات أو نحن لا نعمل مع الكوبات بعد الآن، وهذه المرة، الطالب S، انها فقط السطح، حسنا. فقط السطح. لذلك هذا ليس له علاقة بذلك، لأننا لا نقوم بعمل الكوبات، حسنا، فقط المربعات. بعبارة أخرى، كم مربع هناك في جميع أنحاء هذا، حسنا؟ لذا تذكر مساحة السطح. المساحة هي فقط السطح، وليس الداخل، حسنا؟ لذلك هذا نقطة جيدة. هل تفهم؟,"It's part of the same cup, so we can't count it twice. But remember what we said? are we working with cups or aren't we working with cups anymore, and this time, student S, it's just the surface, okay. just the surface. So this has nothing to do with it, because we don't make cups, okay, just the squares. In other words, how many squares are there around this, okay?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay, so can you start calculating and write in your notebook just like the way I wrote on the board? So once you have your box, boys and girls, you can start figuring out the surface area of this box.  The entire box.  It’s just like counting all the squares around this box, so that’s the number of squares, area. Here, Student G, tell me about this? How did you figure these out?",teacher,73,5,,,1.0,حسناً، هل يمكنك البدء في الحساب والكتابة في دفتر الملاحظاتك تماماً كما كتبت على اللوحة؟ إذاً بمجرد أن يكون لديك الصندوق، أيها الفتيان والفتيات، يمكنك البدء في معرفة مساحة سطح هذا الصندوق. الصندوق بأكمله.,"Well, can you start counting and writing in your notebook exactly as you wrote on the board? so once you have the box, boys and girls, you can begin to know the surface area of this box."
So the top area I found by the bottom because it’s the same.,student,13,1,,1.0,,إذاً المنطقة العليا التي وجدتها بالقرب من القاع لأنّها نفسها,So the upper zone that you found near the bottom is because it's the same.
"You’re saying the top area is the same as the bottom area, okay.",teacher,13,2,1.0,,0.0,أنت تقول أن المنطقة العليا هي نفس المنطقة السفلى، حسناً.,"You're saying that the upper zone is the same as the lower zone, okay?"
"And the front, this here, and the back are the same.",student,11,0,,0.0,,والجبهة، وهذا هنا، والخلف هي نفسها.,"The front, this here, and the back are the same."
"Okay, where’s the front.  So 3 units by 4 units, show me.  Mm- hmm, go ahead, so they are 12 square units, right? The front and the …",teacher,28,4,1.0,,0.0,حسناً، أين الجانب الأمامي، إذاً 3 وحدات على 4 وحدات، أرني، هيا، فهي 12 وحدة مربعة، صحيح؟ الجانب الأمامي و...,"Well, where's the front side, so 3 units on 4 units, Arnie, come on, it's 12 square units, right?"
Back.,student,1,0,,,,عودوا,Come back to me again.
Are the same.  Then what about the last two?,teacher,9,0,,,0.0,هل هي نفسها، ماذا عن الأخيرين؟,"Is it the same, what about the last two?"
"The sides, they’re also the same.",student,6,0,,,,الجانبين، هم أيضا نفس الشيء.,"Both sides, too, are the same thing."
"Right, okay.  So that’s why you did it twice.  Okay.  And how do you find the total number of squares around this rectangular prism?",teacher,24,4,0.0,,1.0,حسناً، حسناً، لهذا السبب قمت بذلك مرتين، حسناً، وكيف تجد العدد الإجمالي للمربعات حول هذه الصورة المستقيمة؟,"Well, well, that's why I did it twice, well, how do you find the total number of squares around this straight image?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Mm-hmm, and then you have the… Total surface area, very good. Okay what are you working on?",teacher,17,3,,,0.0,ثم لديك مساحة السطح الكاملة جيدة جداً حسناً، ما الذي تعمل عليه؟,"Then you have a very good total surface area. Well, what are you working on?"
[I had to re-do it.],student,5,0,,,,[يجب علي إعادة القيام بذلك.],[I have to do it again.]
Oh.  So just quickly fix it and then you can start looking for the area.,teacher,15,1,0.0,,0.0,لذا إصلاحها بسرعة وبعدها يمكنك البدء في البحث عن المنطقة,So fix it quickly and then you can start searching for the area
This is not going to fit on the box.,student,9,0,,0.0,,هذا لن يتناسب مع الصندوق,This won't fit in the box.
"So, Student M, what’s the strategy for finding the surface area?",teacher,11,2,0.0,,0.0,إذاً، الطالب (م) ، ما هي إستراتيجية العثور على مساحة السطح؟,"So, student (m), what is the strategy for finding the surface area?"
Multiply the width…,student,3,1,,,,مضاعفة العرض...,Double the width...
"Okay, just a minute.  Why don’t you look at this for now.  So tell me how you can find the surface area.  What is the surface area?",teacher,27,4,,,0.0,حسناً، لحظة، لمَ لا تنظر إلى هذا الآن؟ أخبرني كيف يمكنك العثور على مساحة السطح؟,"Okay, wait a minute, why don't you look at this now and tell me how you can find the surface area?"
"The top, the area of the top and the bottom.  You find it by multiplying the length and the width.",student,20,3,,0.0,,الجزء العلوي، مساحة الجزء العلوي والأسفل. يمكنك العثور عليه عن طريق مضاعفة الطول والعرض.,"The upper part, the area of the upper and lower parts. you can find it by doubling the length and width."
"Okay, and why do you have to multiply the length by the width?",teacher,13,2,1.0,,1.0,حسناً، ولماذا يجب أن تضاعف الطول بعرضه؟,"Well, why should the length be doubled in width?"
To figure out the area.,student,5,1,,,,لمعرفة المنطقة,To explore the area
Where’s the area?,teacher,3,1,1.0,,0.0,أين المنطقة؟,Where is the area?
The units.,student,2,1,,,,الوحدات,The units are 
"Okay, the number of…  What are these?",teacher,7,0,,,0.0,حسناً، ما هو رقم هذه؟,"Well, what is this number?"
Square units.,student,2,2,,,,وحدات مربعة.,Square units.
"So once you have this then, what do you do?",teacher,10,0,,,0.0,إذاً بمجرد أن تحصل على هذا، ماذا تفعل؟,"So once you get this, what do you do?"
You [inaudible].,student,2,0,,,,أنت [غير مسموع].,You are [unheard of].
"Remember, we have to look for the surface area, that means all these sides all together, right? So what do you have to do? Can you figure out the area of this side? How about the area of this? So what does that make?",teacher,44,4,,,1.0,تذكر، يجب أن نبحث عن مساحة السطح، وهذا يعني كل هذه الجانبين معا، أليس كذلك؟ ماذا عليك أن تفعل؟ هل يمكنك معرفة مساحة هذا الجانب؟ ماذا عن مساحة هذا؟,"Remember, we have to look for the surface area, which means all of these sides together, right? What do you do? Can you figure out the area of this side? What about the area of this?"
The area around the box.,student,5,1,,,,المنطقة حول الصندوق.,The area around the box.
"Yes, so how do you find the total surface area?",teacher,10,3,1.0,,1.0,نعم، إذاً كيف تجد مساحة السطح الكلية؟,"Yes, so how do you find the total surface area?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Well, you can do this way, you can do this.  So once you have all 6 then what do you do?",teacher,21,0,,,1.0,حسناً، يمكنك فعل ذلك بهذه الطريقة، يمكنك فعل هذا، إذاً بمجرد أن يكون لديك كل ستة، ماذا تفعل؟,"Well, you can do it this way, you can do this, so once you have all six, what do you do?"
Add them up.,student,3,1,,,,إضافهم.,Add them.
"Okay, so let’s see that in your notebook.  Let’s put this aside and why don’t we start writing. Okay boys and girls, I need to see that in your notebook, so you need to write down surface area.  Student L, put this book away. Where’s the surface area?",teacher,48,4,,,0.0,حسناً، دعونا نرى ذلك في دفتر الملاحظات. دعونا نضع هذا جانباً ولماذا لا نبدأ في الكتابة. حسناً يا شباب وفتيات، أريد أن أرى ذلك في دفتر الملاحظات، لذا عليك أن تكتب مساحة السطح. الطالب L، ضع هذا الكتاب جانباً. أين مساحة السطح؟,"Well, let's see it in the notebook. Let's put this aside and why not start writing. Okay, guys and girls, I want to see it in the notebook, so you have to write the surface area. Student L, put this book aside."
108.,student,1,0,,,,108.,108.
And you need to show me how you found 108.  108 what? Units?,teacher,13,1,,,0.0,وعليك أن تريني كيف وجدت 108.108 ماذا؟,And you have to show me how you found 108.108 what?
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Surface area, is that a unit?",teacher,6,3,,,0.0,مساحة السطح، هل هذه وحدة؟,"Surface area, is this a unit?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"So you need to show you how found each one, okay? All right are you all set? Okay, so you’ve got the first step.",teacher,24,0,,,0.0,لذا عليك أن تظهر لك كيف وجدت كل واحد، حسناً؟ هل أنت جاهز؟ حسناً، إذاً لديك الخطوة الأولى.,"So you need to show yourself how I found each one, okay? are you ready? okay, so you have the first step."
Can we use tape?,student,4,0,,,,هل يمكننا استخدام الشريط؟,Can we use the tape?
"Yes, if you have tape you can just tape these corners.",teacher,11,0,,,0.0,نعم، إذا كان لديك شريط يمكنك فقط ربط هذه الزوايا.,"Yes, if you have a bar you can just tie these corners together."
Okay.,student,1,0,,,,-حسناً,-Well then
"Okay, Student S, do you now what’s happening? What are you looking for now?",teacher,14,0,,,0.0,حسناً، الطالب (س) ، هل تعرف ما الذي يحدث الآن؟,"Well, student (s), do you know what's happening now?"
I’m looking for the area [inaudible].,student,6,1,,,,أبحث عن المنطقة,I'm looking for the area
"All around this box, right? Okay? So how do you think you can find the area to the bottom.  Let’s say that’s the top, this is the bottom.",teacher,28,1,1.0,,1.0,في جميع أنحاء هذا الصندوق، أليس كذلك؟ حسناً؟ إذاً كيف تعتقد أنه يمكنك العثور على المنطقة إلى الأسفل. دعونا نقول أن هذا هو الجزء العلوي، هذا هو الجزء السفلي.,"So how do you think you can find the area downwards? Let's say this is the top, this is the bottom."
Multiply [inaudible].,student,2,1,,,,مضاعفة [غير مستمع].,Double [inaudible].
"Right.  Okay.  So can you write that down? Student A, I need to see your work.",teacher,16,0,,,0.0,حسناً، أيمكنك كتابة ذلك؟ الطالب الأول، أريد رؤية عملك,"Student number one, I want to see your work."
"After we do all these, we add these other things?",student,10,1,,0.0,,بعد أن نفعل كل هذا، نضيف هذه الأشياء الأخرى؟,"After we have done all this, shall we add these other things?"
Why? Why do you need to add all those numbers?,teacher,10,1,1.0,,1.0,لماذا تحتاج إلى إضافة كل هذه الأرقام؟,Why do you need to add all these numbers?
To find the surface area.,student,5,2,,,,لإيجاد مساحة السطح,to find the surface area.
And what is surface area?,teacher,5,2,1.0,,0.0,وما هو مساحة السطح؟,And what is the surface area?
The area of a three-dimensional shape.,student,6,2,,,,مساحة شكل ثلاثي الأبعاد,A three-dimensional space.
