text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
What percent of the students take the bus?,teacher,8,1,,,0.0,كم بالمئة من الطلاب يأخذون الحافلة؟,How many percent of students take the bus?
Fifty percent.,multiple students,2,1,,,,خمسين في المئة,Fifty percent
Fifty percent.  Okay.  Fifty percent of the?,teacher,7,2,,,0.0,خمسين في المئة حسناً خمسين في المئة من,Fifty percent well fifty percent of
Students take the bus.,multiple students,4,0,,,,الطلاب يأخذون الحافلة.,Students take the bus.
"Students.  All right.  Now we have the second question.  Can you read that question, please?",teacher,15,0,,,0.0,الطلاب، حسناً، الآن لدينا السؤال الثاني، هل يمكنك قراءة هذا السؤال، من فضلك؟,"Students, well, now we have a second question, can you read this question, please?"
What percent of the students walk?,student,6,1,,,,كم في المئة من الطلاب يمشون؟,How many percent of the students walk?
"What percent?  Okay, sorry.",teacher,4,1,1.0,,0.0,ما النسبة المئوية؟,What percentage?
Explain how you know that answer – your answer is correct.,student,11,0,,0.0,,أوضح كيف تعرف هذه الإجابة,Explain how you know the answer.
"Now in this question we have more than one part, right?",teacher,11,0,0.0,,0.0,الآن في هذا السؤال لدينا أكثر من جزء واحد، أليس كذلك؟,"Now in this question we have more than one part, don't we?"
Yes. Two.,multiple students,2,0,,,,نعم، اثنان,"Yes, two."
"Two parts.  Now, don't forget when we are ready to answer the question we should answer the two – ?",teacher,20,0,,,0.0,الآن، لا تنسى عندما نكون مستعدين للإجابة على السؤال يجب علينا الإجابة على الإثنين,"Now, remember, when we are ready to answer the question, we must answer both."
Parts of the question.,multiple students,4,0,,,,أجزاء من السؤال,Parts of the question
Parts of the question.  Now what's the first part of this question?  Let me see.  Let me go over here.  What's the first part?  Can you – ?,teacher,28,0,,,0.0,أجزاء من السؤال. الآن ما هو الجزء الأول من هذا السؤال؟ دعني أرى. دعني أذهب إلى هنا. ما هو الجزء الأول؟ هل يمكنك ؟,Now what is the first part of this question? let me see. let me go over here. what is the first part? can you?
What's the percent of the students that walked to school?,student,10,1,,0.0,,ما هو نسبة الطلاب الذين ذهبوا للمدرسة؟,What is the percentage of students who have gone to school?
"What's the percent of students that walk?  Now, let me see if you can't come up with the answer to that.  I'm going to – that kid over here.",teacher,29,1,1.0,,0.0,ما هو النسبة المئوية من الطلاب الذين يمشون؟ الآن، دعوني أرى إذا كنت لا يمكن أن تأتي مع الإجابة على ذلك. أنا ذاهب إلى  هذا الطفل هنا.,"Now, let me see if you can't come up with an answer to that."
Twenty percent.,student,2,1,,,,عشرون في المئة,Twenty percent
"Twenty?  Twenty percent you said.  One-fifth of her students walked.  He said 20 percent.  Boys, do you agree that it's 20 percent?",teacher,22,3,,,0.0,20؟ قلت 20 في المئة. واحد من الخامس من طلابها المشي. قال 20 في المئة.,I said 20 percent. one in five of her students walked. 20 percent said.
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Do you agree?,teacher,3,0,,,0.0,أتوافقين؟,Do you agree?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay.  I need to see the girls.  Girls, do you agree that it's 20?",teacher,14,0,,,0.0,حسناً، أحتاج لرؤية الفتيات هل توافقون أنه 20؟,"Well, I need to see the girls, do you agree it's 20?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Now, why do you think it's 20 percent?  Tell me.",teacher,10,1,,,1.0,الآن، لماذا تعتقد أنها 20 في المئة؟,"Now, why do you think it's 20 percent?"
Because one-fifth equal 20 percent.,student,5,1,,,,لأن واحد الخامس يساوي 20 في المئة.,Because a fifth is equal to 20 percent.
Because one-fifth is 20 percent.  Now he said 20 percent and all of you agreed that's 20 percent is what percent of the students that walk.  And I'm gonna write it here 20 percent.  But yet they are asking you to explain how you know that the answer is correct?  Remember our objective says that we got to explain our answer.  And he said – what did you say?  Can you repeat it?,teacher,73,5,1.0,,0.0,لأنه واحد الخامس هو 20 في المئة. الآن قال 20 في المئة و جميعكم اتفقوا على أن 20 في المئة هو ما في المئة من الطلاب الذين يمشون. وسأكتبه هنا 20 في المئة. ولكن لكنهم يطلبون منك أن تشرح كيف تعرف أن الإجابة صحيحة؟ تذكر هدفنا يقول أننا يجب أن تشرح الإجابة. وقال  ماذا قلت؟ هل يمكنك تكرار ذلك؟,"Because one fifth is 20 percent. Now 20 percent said, and all of you agreed that 20 percent is the percentage of students who walk. I'll write it down here as 20 percent. But they ask you to explain how you know the answer is correct?"
One-fifth equals 20 percent.,student,4,1,,,,الخامس يساوي 20 في المئة.,The fifth is equal to 20 percent.
"One-fifth is 20 percent.  Now how do you know that one-fifth is 20 percent?  Can you tell me?  How do you know that one- fifth is 20 percent?  How do you know that?  Can you help, Student J?",teacher,38,3,,,1.0,واحد الخامس هو 20 في المئة. الآن كيف تعرف أن واحد الخامس هو 20 في المئة؟ هل يمكنك أن تخبرني؟ كيف تعرف أن واحد الخامس هو 20 في المئة؟ كيف تعرف ذلك؟ هل يمكنك المساعدة، الطالب J؟,"Now how do you know that one fifth is 20 percent? can you tell me? how do you know that one fifth is 20 percent? how do you know that? can you help, student J?"
"You could write, I know that it's 20 percent because 20 percent is equal to –",student,16,2,,1.0,,يمكنك كتابة، أنا أعرف أنه 20 في المئة لأن 20 في المئة يساوي ,"You can write, I know it's 20 percent because 20 percent is equal to "
"Okay, go ahead.  Equal to what?",teacher,6,0,1.0,,1.0,حسناً، هيّا، يساوي ماذا؟,"Well, come on, it's worth what?"
Like –,student,2,0,,,,مثل,"For example, "
Equals one-fifth.  Is that what you mean?,teacher,7,0,,,1.0,يساوي الخامس، هل هذا ما تقصدينه؟,"Equals five, is that what you mean?"
Yeah.  One-fifth equals –,student,4,0,,,,نعم، واحد الخامس يساوي,"Yes, one-fifth is equal to."
Yeah.  But how do you know that one-fifth is 20 percent?  Can you help?,teacher,14,1,,,1.0,أجل، لكن كيف تعرف أن الخامس هو 20 في المئة؟,"Yes, but how do you know that the fifth is 20 percent?"
You could do it this way.  One-fifth of 50?,student,9,0,,0.0,,يمكنك أن تفعل ذلك بهذه الطريقة - خمس من 50؟,Can you do it this way - five out of 50?
One-fifth of 50?  Why 50?  Why 50?,teacher,7,0,1.0,,1.0,خمس من 50 لماذا 50 لماذا 50؟,Five out of 50 why 50 why 50?
Not – fifty of the students.  'Cause –,student,8,0,,0.0,,ليس خمسين من الطلاب,Not fifty students.
Fifty?  Do we have fifty there?,teacher,6,0,1.0,,0.0,خمسين؟ هل لدينا خمسين هناك؟,"Fifty, do we have fifty there?"
No 'cause one [Inaudible] what percent of the students take the bus.,student,12,1,,1.0,,لا لأن واحد [لا يمكن سماع] ما نسبة الطلاب يأخذون الحافلة.,"No, because no one [can't hear] what percentage of students take the bus."
"Okay.  That is 50 percent of the students.  But why do you have to relate it to one-fifth?  Okay.  Again, my question is how do you know that one-fifth of is 20 percent?  Do you have something to add?",teacher,39,3,1.0,,1.0,حسنا. هذا هو 50 في المائة من الطلاب. ولكن لماذا يجب أن ترتبط مع واحد الخامس؟ حسنا. مرة أخرى، سؤالي هو كيف تعرف أن واحد الخامس هو 20 في المائة؟ هل لديك شيء لإضافة؟,"Okay. that's 50 percent of the students. but why should you associate with the fifth one? okay. again, my question is how do you know that the fifth one is 20 percent? do you have anything to add?"
"Yes, one-fifth of percent – one-fifth is the same as two-ten. And when you have like a tenth you just got, like, ten times the number that's – ten times the [numerator] and it's gonna be the same as two-ten.  And two-tenths is the same as 20 percent.",student,48,5,,0.0,,نعم، واحد الخامس من المئة  واحد الخامس يساوي اثنين عشرة. وعندما يكون لديك مثل العاشر لديك فقط، مثل، عشرة أضعاف الرقم الذي هو  عشرة أضعاف [العداد] وسيكون هو نفس اثنين عشرة. و اثنين عشرة هو نفس 20 في المئة.,"Yes, one fifth of one hundred one fifth equals twelve. and when you have such a tenth you only have, for example, ten times the number that is ten times [the number] and it will be the same twelve. and twelve is the same 20 percent."
"Okay.  Two-tenths.  Two-tenths is equivalent to one-fifth. Right?  And it's the same as 20 percent.  If one-fifth is 20 percent, two-tenths is also 20 percent.  Now girls, what do you think?",teacher,31,7,1.0,,1.0,حسناً. اثنان عشرات. اثنان عشرات تعادل خمس واحد. صحيح؟ و هو نفس 20 في المئة. إذا كان خمس واحد 20 في المئة، اثنان عشرات هي أيضا 20 في المئة. الآن الفتيات، ما رأيكم؟,"Okay. two tenths. two tenths is equal to one fifth. right? and it's the same 20 percent. if one fifth is 20 percent, two tenths are also 20 percent. now girls, what do you think?"
Correct.  But there's another way you could do it.  You can find one-fifth of –,student,15,0,,1.0,,صحيح. ولكن هناك طريقة أخرى يمكنك القيام بذلك. يمكنك العثور على الخامس من ,That's right. but there's another way you can do it. you can find the fifth of .
Can you say it louder?,teacher,5,0,0.0,,0.0,أيمكنك أن تقولها بصوت أعلى؟,Can you say it out loud?
You can find one-fifth of a whole.,student,7,1,,,,يمكنك العثور على الخامس من الكامل,You can find the fifth part of the whole
One-fifth of a whole.  Yes.  That's a good idea.  Yeah.  And in a whole how many fifths you have?,teacher,19,2,1.0,,0.0,-نعم، هذه فكرة جيدة، نعم، كم عدد الخمسات التي لديك؟,"-Yes, that's a good idea, yes, how many fifths do you have?"
Two.,multiple students,1,0,,,,اثنان.,Two.
How many fifths you have in a whole?  Fifths?,teacher,9,1,,,1.0,كم من الخامسة لديك؟,How many fifths do you have?
Four fifths. Five.,student,3,0,,,,أربعة الخامسة، خمسة,"Four to five, five to five."
"Two, three, four, five.",teacher,4,0,,,0.0,اثنان، ثلاثة، أربعة، خمسة.,"Two, three, four, five."
Six. Four.,student,2,0,,,,ستة، أربعة,"Six, four"
Two-fifths?,teacher,1,0,,,0.0,اثنين من الخامسة؟,Two out of five?
One.,student,1,0,,,,واحد.,One.
Excuse me.  Let me – let me look at it this way.  Okay.  Let me -- what do you have to say?,teacher,22,0,,,1.0,اسمحوا لي، اسمحوا لي أن ننظر إليها بهذه الطريقة، حسناً، اسمحوا لي، ماذا لديك لتقول؟,"Excuse me, allow me to look at it this way, well, excuse me, what do you have to say?"
Could you say the question again?,student,6,0,,,,هل يمكنك أن تقول السؤال مرة أخرى؟,Can you say the question again?
I said one in a whole.  One whole.  How many fifths you have in a whole?  A whole.,teacher,18,4,0.0,,0.0,قلت واحد بالكامل، واحد بالكامل، كم من الخامسة لديك بالكامل؟,"I said one entirely, one entirely, how many fifths do you have entirely?"
One. I have three Two. Five.,student,6,0,,,,واحد لدي ثلاثة اثنان خمسة,I have one three two five
Five.  That's good.  Five-fifths.  Yeah.  Then if you have five- fifths fifths is the same as what?,teacher,17,0,1.0,,0.0,خمسة، هذا جيد، خمسة خمسة، نعم، إذا كان لديك خمسة خمسة خمسة خمسة هو نفس ما؟,"Five, that's good, five five, yes, if you have five five five five five five is it the same thing?"
100 percent.,multiple students,2,1,,,,مئة بالمئة,One hundred percent
100 percent.  If you divide 100 percent into – into what?  Into five parts then each part would be what?,teacher,20,3,,,0.0,إذا قمت بتقسيم 100 في المئة إلى  إلى ماذا؟ إلى خمسة أجزاء ثم كل جزء سيكون ما؟,"If you divide 100 percent into what? into five parts, then each part will be what?"
One-fifth.,student,1,0,,,,واحد الخامس,One fifth One fifth
"Yeah.  This is – if you want to explain it this way, you do this.",teacher,15,0,,,1.0,نعم، هذا هو  إذا كنت ترغب في تفسير الأمر بهذه الطريقة، تفعل هذا.,"Yeah, that's it, if you want to explain it that way, do this."
Twenty-five times –,student,3,0,,,,خمسة وعشرون مرة,Twenty-five times 
"You divide this one, two, three – one, two, three, four, five, right?",teacher,13,1,,,0.0,تقسم هذا واحد، اثنان، ثلاثة  واحد، اثنان، ثلاثة، أربعة، خمسة، أليس كذلك؟,"Divide this one, two, three one, two, three, four, five, right?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Into five parts, right, and this – this is the same as five- fifths or one whole, right?",teacher,18,1,,,0.0,إلى خمسة أجزاء، صحيح، وهذا  هذا هو نفس خمسة الخامسة أو كامل واحد، أليس كذلك؟,"To five parts, right, and that's the same five-fifths or one whole, right?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"And one-fifth is this one, right?  And this is one-fifth and this is the same as what percent?  One whole is – ?",teacher,23,2,,,0.0,والخامس هو هذا، أليس كذلك؟ وهذا هو الخامس وهذا هو نفس ما في المئة؟,"And the fifth is this, right? and this is the fifth and this is the same percentage?"
100 percent.,multiple students,2,1,,,,مئة بالمئة,One hundred percent
"100 percent.  And one-fifth is one 100 divided by one, two, three, four, five.  If you divide 100 by 5, what you have?",teacher,23,3,,,0.0,100 في المئة. و 1/5 هي 1 100 مقسومة على 1، 2، 3، 4، 5,"and 1/5 is 1 100 divided by 1, 2, 3, 4, 5 100"
20.,student,1,0,,,,عشرون,Twenty years later.
20.  And 20 percent.  A one-fifth is the same as – ?,teacher,12,1,,,0.0,20. و 20 في المئة. واحد الخامس هو نفس ؟,And 20 percent. one fifth is the same?
20 percent.,student,2,1,,,,20 بالمئة,20 percent
"20 percent.  Right.  Now he explained it, right?  This is how you should explain your --",teacher,16,1,,,1.0,20 في المئة. صحيح. الآن هو شرح ذلك، أليس كذلك؟ هكذا يجب أن تشرح ...,"Twenty percent. Right. Now is the explanation for that, isn't it?"
Answer.,student,1,0,,,,أجبني,Answer me 
Your answer.  Now is that difficult to do?,teacher,8,0,,,0.0,إجابتك، هل هذا صعب الآن؟,"Your answer, is that hard now?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"No, it's not difficult.  Now are you ready to go to the third question?",teacher,14,0,,,0.0,لا، ليس صعباً، هل أنت مستعد للذهاب إلى السؤال الثالث؟,"No, it's not hard, are you ready to move on to the third question?"
Third.,multiple students,1,0,,,,ثالثاً,"And thirdly, "
"Now, I'm gonna have one boy over here to read the – can you read the third question?  Question C.",teacher,20,0,,,0.0,"الآن، سأحضر صبي هنا ليقرأ ""هل يمكنك قراءة السؤال الثالث؟ السؤال ""ج"".","Now, I'm bringing a boy here to read ""Can you read the third question?"" question ""C""."
What percent of the students ride with their parents?  Show or explain how you got your answer.,student,17,1,,0.0,,كم في المئة من الطلاب يسافرون مع آبائهم؟,How many percent of students travel with their parents?
Now.  Here the question – the question is what percent – can you state – state the question for me?  What percent? What's the question?  Question C?,teacher,27,2,1.0,,0.0,الآن. هنا السؤال  السؤال هو ما المئة  يمكنك أن تقول  شرح السؤال بالنسبة لي؟ ما المئة؟ ما هو السؤال؟ السؤال C؟,Now here. the question is what percentage can you tell me the answer to the question? what percentage? what is the question? question C?
It says what percent of the students ride with their parents?,student,11,1,,0.0,,تقول كم بالمئة من الطلاب يقودون مع آبائهم؟,How many percent of students do you think drive with their parents?
Parents.  Now let's go have – let's go up a little bit.  It says – see the problem there?,teacher,19,0,1.0,,0.0,الآباء. الآن دعونا نذهب إلى  دعونا نذهب إلى الأعلى قليلا. يقول  ترى المشكلة هناك؟,Parents. now let's go to the top. let's go a little higher. he says you see the problem there?
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
It says the rest of her students ride with their parents.  Hmm. Isn't this a little bit difficult?  Isn't this a little bit difficult to do?  Right?  But now how are we going to solve this problem here?  What is the first thing to do to solve this problem?  Let me go over here.  Okay.  What is the first thing that you do to solve this problem?  What percent of the students ride with their parents?  I believe it says the rest.  Okay.  The rest of the students ride with their parents.,teacher,92,1,,,0.0,تقول بقية طلابها يركبون مع والديه. هل هذا صعب قليلا؟ أليس صعب قليلا؟ صحيح؟ ولكن الآن كيف سنحل هذه المشكلة هنا؟ ما هو الشيء الأول الذي يجب القيام به لحل هذه المشكلة؟ دعوني أذهب إلى هنا. حسناً. ما هو الشيء الأول الذي تفعله لحل هذه المشكلة؟ ما هو النسبة الأولى من الطلاب يركبون مع والديه؟ أعتقد أنه يقول الباقي. حسناً.,She says the rest of her students ride with their parents. Is it a little difficult? Isn't it a little difficult? Right? But now how are we going to solve this problem here? What's the first thing to do to solve this problem? Let me go over here. Okay. What's the first thing you do to solve this problem? What's the first percentage of students ride with their parents?
You put at both of the percents of – you've got 50 – 50 percent plus 20 percent and then find – and then you do 70 percent plus what equals so 100 percent.,student,34,5,,0.0,,تضع في كلتا النسبة مئوية من  لديك 50  50٪ زائد 20٪ ثم تجد  ثم تفعل 70٪ زائد ما يساوي 100٪,Put in both the percentage of what you have 50 50% plus 20% and then find and then do 70% plus which is equal to 100%
"Yeah.  But it seems to me that that's the answer.  But boys, what you say?",teacher,15,0,0.0,,0.0,أجل، لكن يبدو لي أن هذا هو الإجابة، لكن يا رفاق، ماذا تقولون؟,"Yeah, but that seems to me to be the answer, but guys, what do you say?"
Yeah.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
And over here?  What do you say? Are you – do you agree with him?,teacher,15,0,,,1.0,و هنا؟ ماذا تقولين؟ هل توافقين عليه؟,And here? what do you say? do you agree with it?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Can you tell me what he just said?,teacher,8,0,,,1.0,هل يمكنك أن تخبرني ماذا قال للتو؟,Can you tell me what he just said?
He said that you have to add the –,student,9,1,,0.0,,قال أن عليك إضافة ,He said that you should add 
What do you want to add?,teacher,6,1,1.0,,1.0,ماذا تريد أن تضيف؟,What would you like to add?
The percents that you have.,student,5,1,,,,النسبة المئوية التي لديك,The percentage that you have
"The half?  The percent of B.  Half of the students?  Then it's – he said it's 50 percent, right?",teacher,19,2,1.0,,0.0,النصف؟ نسبة B. النصف من الطلاب؟ ثم هو  وقال انه هو 50 في المئة، أليس كذلك؟,"Half? proportion B. Half of the students? then he said he was 50 percent, right?"
Add 20 percent. Yes.,student,4,2,,,,إضافة 20 في المئة نعم,Adding an additional 20 percent yes
You're gonna add it –,teacher,5,1,,,0.0,ستضيفينها,You'll be hosting it.
20 percent.,multiple students,2,1,,,,20 بالمئة,20 percent
Add it to 20 percent.,teacher,5,2,,,0.0,أضفها إلى 20 في المئة,Add it to 20 percent
Equals 70 percent. 70 percent.,student,5,2,,,,يساوي 70 بالمئة. 70 بالمئة.,is equal to 70 percent. 70 percent.
"70 percent and – now let me stop there.  Okay.  Let me see one of the girls over there.  I'm going to you.  Okay.  Now 70 percent – now you said that you add 50, right?  Then 20? And you have 70 percent.  Is that the answer?",teacher,47,4,1.0,,0.0,70٪ و  الآن دعوني أوقف هنا. حسناً. دعوني أرى واحدة من الفتيات هناك. سأذهب إليك. حسناً. الآن 70٪  الآن قلت أنك تضيف 50، صحيح؟ ثم 20؟ و لديك 70٪. هل هذا هو الجواب؟,"Well, let me see one of the girls over there. I'll go to you. Okay. Now 70 percent. Now 70 percent. Now you said you added 50, right? then 20? and you have 70 percent. Is that the answer?"
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
Okay.  Now girls.  What can you say?,teacher,7,0,,,1.0,حسناً، الآن الفتيات، ماذا تقولين؟,"Well, now girls, what do you say?"
You add 70 plus what equals to 100 percent.,student,9,2,,1.0,,يمكنك إضافة 70 + ما يساوي 100٪.,You can add 70+ which is equal to 100%.
Okay.  You add 70 plus what?  Okay.  She said add 70 plus – what that goes to?,teacher,17,2,1.0,,0.0,حسناً، هل تضيف 70 زائد ماذا؟ حسناً، قالت تضيف 70 زائد  إلى ماذا يصل ذلك؟,"Well, she said add 70 plus to what?"
100 percent.,multiple students,2,1,,,,مئة بالمئة,One hundred percent
100 percent.  Then?  He would be what?,teacher,7,1,,,0.0,مئة بالمئة، ثم ماذا سيكون؟,"One hundred percent, then what will it be?"
30 percent,multiple students,2,1,,,,30 في المئة,30 percent
