text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"That’s right.   And then you can go from there.  Good. Okay, you guys, anybody done?  All right, take another minute. What are you doing?  First of all, let’s get rid of this, because that’s too small of a writing tool.  Do you know how to get started on this problem?  Because I’m going to call on you, so you’d better think about what you’re doing here. Looks good.  Good.  Good.  Good.  Yes?",teacher,72,0,,,0.0,هذا صحيح. ومن ثم يمكنك الذهاب من هناك. جيد. حسناً، يا رفاق، أي أحد قد انتهى؟ حسناً، خذ دقيقة أخرى. ماذا تفعلون؟ أولاً، دعونا نتخلص من هذا، لأن هذا أداة كتابة صغيرة جداً. هل تعرف كيف تبدأ في حل هذه المشكلة؟ لأنني سأدعوكم، لذلك من الأفضل أن تفكروا في ما تفعلونه هنا. يبدو جيداً. جيد. جيد. جيد. نعم.,"Okay, guys, is anyone finished? Okay, take another minute. What are you doing? First, let's get rid of this, because this is a very small writing tool. Do you know how to start solving this problem? Because I'm going to invite you, so it's best to think about what you're doing here."
Do we do this one on the back?,student,8,0,,0.0,,هل نقوم بهذا من الخلف؟,Do we do this from behind?
"No, I think we’re just going to stick with this, okay? Does it have to do with math? Is there anything you can do with that fraction? What do you think, Student A, is that done?  That’s the right answer, but is there something else you can do with it?",teacher,50,1,1.0,,1.0,لا، أعتقد أننا سنبقى مع هذا فقط، حسنا؟ هل لها علاقة بالرياضيات؟ هل هناك أي شيء يمكنك القيام به مع هذا الجزء؟ ما رأيك، الطالب A، هل هذا قد تم؟ هذا هو الإجابة الصحيحة، ولكن هل هناك شيء آخر يمكنك القيام به؟,"No, I think we're just going to stick with this, okay? Does it have to do with math? Is there anything you can do with this part? What do you think, Student A, has this been done? That's the right answer, but is there anything else you can do?"
Reduce it?,student,2,0,,,,تقليلها؟,Reduce it?
"We don’t use those words, do we?",teacher,7,0,,,0.0,نحن لا نستخدم تلك الكلمات، أليس كذلك؟,"We don't use those words, do we?"
I don’t know.,student,3,0,,,,أنا لا أعرف.,I don't know.
"We say lesser terms, right?",teacher,5,0,,,0.0,نحن نقول شروط أقل، أليس كذلك؟,"We're saying lower terms, aren't we?"
Lesser terms.,student,2,0,,,,شروط أقل,There are fewer conditions
"Okay.  Let’s see how we did.   Okay.  You want to stay with us when we go over this, okay?  And when we’re done going over it I’m going to come back and I want to see that you took the time to go ahead and make changes here, okay?  And be able to talk about the changes.  All right. All right, Student H, can you get one light again please?  I think just about everybody’s done here. [0:08:00] So Mia is sorting her books.  She has biographies, novels, histories, and reference books.   Student J, can you read the first one for us please?",teacher,103,0,,,0.0,حسناً. دعونا نرى كيف نجحنا. حسناً. تريد البقاء معنا عندما نناقش هذا، حسناً؟ وعندما ننتهي من مراجعته سأعود وأريد أن أرى أنك أخذت الوقت للذهاب إلى الأمام وإجراء تغييرات هنا، حسناً؟ وأن تكون قادرة على التحدث عن التغييرات. حسناً. حسناً، الطالب ه، هل يمكنك الحصول على ضوء مرة أخرى من فضلك؟,"Okay, let's see how we did. Okay, you want to stay with us when we discuss this, okay? and when we're done reviewing it, I'll come back and want to see if you took the time to go ahead and make changes here, okay? and be able to talk about the changes."
What fraction of Mia’s books [inaudible].,student,6,1,,,,أي جزء من كتب (ميا) [غير مسموع],Any part of a book (mia) [unheard of]
"Okay, so they want to know – it’s not Mel, it’s Mia – and they want to know what fraction are novels.  Walking around the room, just about everybody is all set with this.  Student S, what’s the first thing I’ve got to figure out with these novels in order to find out a part, a portion?  What do I have to know first?",teacher,64,1,1.0,,0.0,حسناً، إذاً يريدون أن يعرفوا أنه ليس ميل، إنه ميا، و يريدون أن يعرفوا أي جزء من الروايات هي. في المشي حول الغرفة، تقريباً كل شخص على ما يرام مع هذا. الطالب S، ما هو أول شيء يجب أن أعرفه مع هذه الروايات من أجل معرفة جزء، جزء؟ ماذا يجب أن أعرفه أولاً؟,"Well, so they want to know that it's not Mel, it's Mia, and they want to know what part of the novel is. walking around the room, almost everyone is okay with this. Student S, what is the first thing I need to know about these novels in order to know part, part?"
The whole.,student,2,1,,,,كل شيء,It's all about everything
"I have to know the whole, and we talked about that a lot. Okay, so it’s the whole, right, Student D? The whole of all those different types of books.  So the first thing we’re going to do, Student S, is what?  To get that hole we…",teacher,47,3,,,0.0,يجب أن أعرف الكل، و تحدثنا عن ذلك كثيراً، حسناً، فهذا الكل، أليس كذلك، الطالب (د) ؟ الكل من جميع أنواع الكتب المختلفة. لذا أول شيء سنفعله، الطالب (س) ، هو ماذا؟,"I have to know everyone, and we've talked about it a lot, well, that's all, isn't it, student (d) ? all of all kinds of different books. so the first thing we're going to do, student (c), is what?"
Add.,student,1,1,,,,إضافة.,Add to it.
"Right.  Add up all these – biographies, novels, histories and reference books.  And what did you get for an answer when you added those, Student S? He knew what to do. Student A?",teacher,33,1,,,0.0,حسناً، قم بإضافة كل هذه السيرة الذاتية والروايات والتاريخ والكتب المرجعية، وماذا حصلت على إجابة عندما قمت بإضافة هذه، الطالب S؟ كان يعرف ماذا يفعل الطالب A؟,"Well, add all these biographies, novels, history, and reference books, and what did you get when you added these, student S? did he know what student A was doing?"
84.,student,1,0,,,,84,84 84
"Okay, anybody disagree with that?",teacher,5,0,,,1.0,حسناً، هل يختلف أحدٌ بذلك؟,"Well, does anyone disagree with that?"
"Wait, was is it?",student,4,0,,,,مهلاً، هل كان كذلك؟,"Wait, was it?"
"He said 84.  If I add 28, 13, 34 and 9, I do in fact get 84 total books.  That’s the whole.  It’s like Nana’s potatoes on the Thanksgiving table, right?  It’s the big thing. It’s all the potatoes that are available.",teacher,42,3,,,0.0,قال 84، إذا أضفت 28، 13، 34، و 9، فأحصل في الواقع على 84 كتابًا إجماليًا. هذا هو الكل. إنه مثل بطاطس جدتي على طاولة عيد الشكر، أليس كذلك؟ هذا هو الشيء الكبير. إنها جميع البطاطس المتاحة.,"He said 84, if I add 28, 13, 34, and 9, I actually get a total of 84 books. That's all. It's like my grandmother's potatoes on the Thanksgiving table, isn't it?"
84 potatoes?,student,2,0,,,,84 بطاطاً؟,Potatoes? 84?
"Yeah, Student J, that’s right.  What fraction of the books are novels, Student J?",teacher,14,1,,,0.0,أجل، الطالب (جي) ، هذا صحيح، كم جزء من الكتب هي روايات، الطالب (جي) ؟,"Yes, student J, that's right, how many books are novels, student J?"
13?,student,1,0,,,,13؟,Thirteen?
"13/84.  Okay, can I express that in lesser terms?",teacher,9,0,,,1.0,حسناً، هل يمكنني أن أعبر عن ذلك بصيغة أقل؟,"Well, can I put it in a lesser form?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
I don’t think I can.  Can somebody tell me a strategy that they have to figure out if I could or if I couldn’t?  What are some of the things you can do to see if you can put it into lesser terms.  Student D?,teacher,45,0,,,1.0,لا أعتقد أنني أستطيع. هل يمكن لأحد أن يخبرني استراتيجية يجب أن يكتشفها إذا كنت أستطيع أو لا؟ ما هي بعض الأشياء التي يمكنك القيام بها لمعرفة ما إذا كنت يمكن أن تضعها في شروط أقل. الطالب D؟,I don't think I can. Can anyone tell me a strategy that should be explored if I can or not? what are some things you can do to see if you can put it in lower terms? student D?
Dividing 13 to see if you would hit 84.  The times that you can multiply by is your denominator.,student,19,2,,0.0,,تقسيم 13 لمعرفة ما إذا كنت ستضرب 84.,Divide 13 to see if you're going to hit 84.
"Okay, so he’s saying I take multiples of 13 and see if I keep on going will I land exactly on 84.  That’s what you’re saying, right?  And if I do, then I can divide 84 by 13 and that number will be my denominator. [0:11:00] Okay, we see that a lot when we see something like this.  Okay? Sure, they’re both odd, it’s not so easy because if they were even we could just keep chopping them in half.  But here he realizes that 3 is a factor of itself obviously, but it’s also a factor of 9.  So we can divide 9 by 3 and it would end up in loose terms as 1/3.  And I think that’s a simpler way of saying what we were talking about.  All right? Does that work here?",teacher,136,4,1.0,,0.0,حسناً، فهو يقول أنّني آخذ مضاعفاً من 13 وأرى إذا استمرت في المضي قدماً هل سأصل إلى 84 بالضبط؟ هذا ما تقولينه، أليس كذلك؟ وإذا فعلت، فيمكنني تقسيم 84 بـ 13 وذلك الرقم سيكون نسمي. [0:11:00] حسناً، نحن نرى ذلك كثيراً عندما نرى شيئاً كهذا. حسناً؟ بالتأكيد، كلاهما غريب، ليس من السهل جداً لأنه إذا كانا متساوياً، فيمكننا الاستمرار في تقسيمهما إلى النصف. ولكن هنا يدرك أن 3 هو عامل ذاته بشكل واضح، لكنه أيضًا عامل 9، لذا يمكننا تقسيم 9 بـ 3 و سينتهي في تعبيرات فضفاضة مثل 1/3. وأعتقد أن هذه طريقة أبسط لقول ما كنا نتحدث عنه. حسناً؟ هل هذا يعمل هنا؟,"Well, he says I take multiples of 13 and see if I keep moving forward to get to exactly 84? That's what you're saying, isn't it? And if I do, I can divide 84 by 13 and that number will be my denominator. [0:11:00] Well, we often see that when we see something like this."
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"It doesn’t.  Okay.  Next one.  Student A, can you read number two for us.",teacher,14,0,,,0.0,حسناً، المرحلة التالية، الطالب الأول، هل يمكنك قراءة رقم 2 لنا؟,"Well, the next step, the first student, can you read number 2 for us?"
What fraction of these books are biographies?,student,7,1,,,,كم جزء من هذه الكتب هي سيرة الذكريات؟,How many of these books are biographies?
"Okay, so what did you get for this?",teacher,8,0,0.0,,0.0,حسناً، ماذا حصلت على هذا؟,"Well, what did you get out of this?"
"28/84, and I reduced it to 1/3. Okay, I actually had walked by Student A when she had done this and she had left the problem at 28/84.  Because there’s 28 biographies out of a total of 84 books.  So it’s 28/84.  And I said, can you show me that in a different way?  And then she said, “I can reduce it.” And she just said it again.  But we really don’t want to think of it in terms of reducing, guys, because if you think about something that’s being reduced, it means that you’re making it smaller, right?  But we’re not making stuff smaller, we’re dealing with this right here, equivalents.  It gives the feeling that you’re making it smaller, and you’re not making it smaller, you’re showing the same portion, you’re just showing it differently.  You’re showing it with a smaller numerator and a smaller denominator. Okay, so let’s say that we’re just going to show it in its least terms.  That’s the best way of saying it.  Yes? 7/42.",student,172,4,,0.0,,"28/84 ، وقمت بتخفيضها إلى 1/3. حسناً ، لقد ذهبت إلى الطالب A عندما فعلت هذا وقالت إنها تركت المشكلة في 28/84. لأنه هناك 28 سيرة ذاتية من إجمالي 84 كتاباً. لذا فهي 28/84. وقلت ، هل يمكنك أن تريني ذلك بطريقة مختلفة؟ وقالت ، ""يمكنني تقليصها. "" وقالت مرة أخرى. ولكننا لا نريد حقاً أن نفكر في ذلك من حيث تقليصها ، يا رفاق ، لأنه إذا كنت تفكر في شيء يتم تقليصه ، فهذا يعني أنك تجعله أصغر ، أليس كذلك؟ ولكننا لا نجعله أصغر ، نحن نتعامل مع هذا هنا ، أقارب أصغر. هذا يعطي الشعور بأنك أصغر ، وأنت لا تجعله أصغر ، أنت تظهر نفس الجزء ، أنت تظهر ذلك بشكل مختلف.","Well, I went to student A when I did this and said that she left the problem at 28/84. because there are 28 biographies out of a total of 84 books. So it's 28/84. and I said, ""Can you show me that in a different way?"" and she said, ""I can shorten it"". and she said again. but we don't really want to think about it in terms of shortening it, guys, because if you think about something being shortened, that's it."
"Whoa, wait, slow down, slow down, slow down. Student D?",teacher,10,0,0.0,,0.0,مهلاً، إهدأ، إهدأ، إهدأ، إهدأ,"Whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa, whoa."
It equals 14/42.,student,3,0,,,,انها تساوي 14/42.,It is equal to 14/42.
"Okay, so I can take that 28 because it’s an even number and chop it in half.  And I can chop the 84 in half because that’s an even numbers.  So I have 14/42.  Am I done?",teacher,37,2,,,0.0,حسناً، يمكنني أن آخذ رقم 28 لأنه رقم مساوي وأقسمه إلى النصف، ويمكنني أن أقسم رقم 84 إلى النصف لأنه رقم مساوي، لذا لدي 14/42. هل انتهيت؟,"Well, I can take the number 28 because it's an equal number and divide it by half, and I can divide the number 84 by half because it's an equal number, so I have 14/42."
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"All right, Patrick, now what?",teacher,5,0,,,0.0,حسناً، (باتريك) ، ماذا الآن؟,"Well, (Patrick), what now?"
7 out of 21.,student,4,0,,,,7 من 21.,7 out of 21.
"Okay, 7 out of 21.  They’re both odd numbers so I guess that’s as far as I can go, right? I can go further, Student D?",teacher,26,1,,,0.0,حسناً، 7 من 21، كلاهما أرقام غريبة لذا أعتقد أن هذا هو أقصى ما يمكنني فعله، صحيح؟,"Well, 7 out of 21, they're both odd numbers, so I guess that's the least I can do, right?"
1/3.,student,1,0,,,,1/3.,1/3.
"1/3.  And the reason I can go further in 1/3 is because I know that 7 is a factor of 21, it goes into it 3 times.  7 goes into itself once, and it goes into 21, 3 times.  So it doesn’t – and we say this a lot – it doesn’t always have to be that the numerator and denominator are even numbers. There’s other ways to show fractions in lesser terms. Nice job.  Can somebody read the last one for me?  Student J?",teacher,85,4,,,0.0,والسبب الذي يجعلني أستطيع المضي قدماً في 1/3 هو أنني أعرف أن 7 هو عامل من 21، فإنه يدخل 3 مرات. 7 يدخل نفسه مرة واحدة، وهو يدخل في 21، 3 مرات. لذلك فإنه لا يفعل  ونحن نقول هذا كثيرًا  لا يجب أن يكون دائماً أن العداد والاسم هو أرقام متساوية. هناك طرق أخرى لإظهار الكسور بأحكام أقل. عمل جيد. هل يمكن لأحد أن يقرأ الأخير بالنسبة لي؟ الطالب J؟,"The reason I can go ahead in 1/3 is that I know that 7 is a factor of 21, it goes into 3 times. 7 goes into itself once, and it goes into 21, 3 times. So it doesn't and we say this a lot. It shouldn't always be that the numerator and the name are equal numbers. There are other ways to show fractions with less precision."
What fraction of these books are not reference books?,student,9,1,,0.0,,أي جزء من هذه الكتب ليست كتب مرجعية؟,Which part of these books is not a reference book?
"What fractions of the books are not reference books.  Okay. What did you do here, Student J.",teacher,17,1,1.0,,1.0,أي جزء من الكتب ليست كتب مرجعية؟,What part of a book is not a reference book?
"I added biographies, novels and histories and I got 75.  And then I [inaudible].",student,14,0,,0.0,,أضفت سيرة الذكريات والروايات والتاريخ و حصلت على 75.,"I added biographies, novels, and history and got 75."
"So you added the biographies, novels and histories and left the reference books alone.  You added those all up and you got 75.  What was that denominator again?",teacher,28,1,1.0,,0.0,لذا قمت بإضافة السيرة الذاتية والروايات والتاريخ وتركت الكتب المرجعية وحدها و قمت بإضافة كل هذه و حصلت على 75,"So I added a resume, novels, and history and left the reference books alone and I added all of these and I got 75."
54.,student,1,0,,,,54,54 54
"Okay.  Now I have to figure out, can I show this in lesser terms?",teacher,14,0,,,1.0,حسناً، الآن عليّ أن أكتشف، هل يمكنني أن أوضح هذا بصيغة أقل؟,"Well, now I have to find out, can I explain this in a lesser form?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
"No, I think this one’s pretty straightforward too.  Anybody have any questions about this?  I think this was pretty much a straightforward easy one to start with.  Turn the page over, guys, and you should have another one. I’m going to set the timer on this.  There’s only two questions on this one.  Okay, a class went to see the gorillas at the zoo.  The following sign is displayed outside the gorilla cage.  Can you identify the gorillas? And it gives you a fractural amount for Kylie, Amanda, Jerry and Homer. Hey, before you get on this question, what do you think the skill is here, guys?  What do you think we’re trying to do?",teacher,115,0,,,0.0,لا، أعتقد أن هذه السؤال بسيط جدا أيضا. أي شخص لديه أي أسئلة حول هذا؟ أعتقد أن هذا كان بسيط جدا بسيط جدا لبدء. حول الصفحة، والرجال، وينبغي أن يكون لديك واحدة أخرى. سأضع التوقيت على هذا. هناك فقط اثنين من الأسئلة على هذا واحد. حسنا، درس ذهب لرؤية الغوريلا في الحديقة الحيوانية. علامة التالية تظهر خارج قفص الغوريلا. هل يمكنك تحديد الغوريلا؟ وهذا يعطي لكم كمية كسر لـ كايلي، أماندا، جيري وهومر. مهلا، قبل أن تحصل على هذا السؤال، ما الذي تعتقد أن المهارة هنا، والرجال؟ ما الذي تعتقد أننا نحاول القيام به؟,"No, I think this is a very simple question too. Anybody have any questions about this? I think this was too simple, too simple to begin with. around the page, guys, you should have another one. I'll set the time on this one. There are only two questions on this one."
We’re trying to put the fractions from shortest to largest.,student,10,1,,0.0,,نحن نحاول وضع الكسور من أقصر إلى أكبر.,We're trying to put the fractions from shorter to larger.
"Yeah, so we’re ordering fractions, okay?  It’s a lot of the work we’ve done, guys.  We’ve done a lot of equivalent work.  We’ve done a lot of ordering fraction work, and a lot of ordering fraction percent equivalents. So that’s exactly what this question is about.  You guys have about three minutes, okay?  Question?",teacher,54,6,1.0,,0.0,نعم، إذاً نحن نطلب الكسور، حسناً؟ هذا الكثير من العمل الذي قمنا به، يا رفاق. لقد قمنا بالكثير من العمل المتساوي. لقد قمنا بالكثير من العمل المتساوي بتنظيم الكسور، وكثير من النظام المتساوي بنسبة الكسور. هذا بالضبط ما يدور حول هذا السؤال. لديكم حوالي ثلاث دقائق، حسناً؟ سؤال؟,"That's a lot of work we've done, guys. We've done a lot of equal work. We've done a lot of equal work organizing fractions, and a lot of equal system for fractions. That's exactly what this question is about."
So we’re supposed to order it by the percents?,student,9,1,,0.0,,إذن من المفترض أن نطلبها حسب النسبة المئوية؟,So are we supposed to order them in percentage terms?
"Well, that is a strategy, I suppose, and then you could have to convert that, because they’re presenting you fractions, right?  So if you do go ahead and put them into percents, you’d better put them back as fractions like they have them to you.  But that’s one way of doing it, definitely. There’s another way of doing it as well besides putting them into percents, and we’ll go over both of them, okay? Yes?",teacher,75,5,1.0,,0.0,حسناً، هذه استراتيجية، أعتقد، ومن ثم قد تضطر إلى تحويل ذلك، لأنهم يعرضون لك الكسور، أليس كذلك؟ لذلك إذا قمتم بالذهاب ووضعها في المئات، فمن الأفضل أن تعيدوها ككسور مثلما لديهم لهم لك. ولكن هذه طريقة واحدة للقيام بذلك، بالتأكيد. هناك طريقة أخرى للقيام بذلك أيضاً إلى جانب وضعها في المئات، وسنذهب عبر كليهما، حسناً؟ نعم.,"Well, that's a strategy, I think, and then you might have to change that, because they're giving you fractions, right? So if you go and put them in hundreds, it's best to return them as fractions as they have them for you. But that's one way to do it, of course."
Is this supposed to be three?,student,6,0,,,,هل من المفترض أن يكون هذا ثلاثة؟,Is this supposed to be three?
"Yes, that would be 3 out of 5. You know what you’re doing, you’re fine. Now remember, it says write the names.  You have to associate the name with the fraction and report it as a name. Good. What are you doing?  Student N, we want to try to avoid using this now, okay?  If you need to go to it for backup you can, but try it without it first, okay? You done?  If you come by here I’ll tell you something.  What’s this question asking?",teacher,87,1,1.0,,0.0,نعم ، هذا سيكون 3 من 5. أنت تعرف ما تفعله ، أنت بخير. الآن تذكر ، أنه يقول كتابة الأسماء. عليك ربط الاسم مع الجزء وإبلاغ عن ذلك باسم. جيد. ماذا تفعل؟ الطالب N ، نريد أن نحاول تجنب استخدام هذا الآن ، حسنا؟ إذا كنت بحاجة إلى الذهاب إليه للحصول على النسخة الاحتياطية يمكنك ، ولكن جربها بدونها أولا ، حسنا؟ لقد فعلت؟ إذا جئت إلى هنا سأخبرك بشيء. ما هذا السؤال يطرح؟,"Yes, that's going to be 3 out of 5. You know what you're doing, you're fine. Now remember, it says spelling names. You have to link the name to the part and report it by name. Good. What are you doing? Student N, we want to try to avoid using this right now, okay? If you need to go to him for backup you can, but try without it first, okay?"
It’s asking to list the fractions from least to greatest.,student,10,1,,0.0,,إنه يطلب إدراج الكسور من الأقل إلى الأكبر.,It requires the inclusion of fractions from the least to the largest.
"Yeah, it’s asking you to do that, but how is it asking you to report it?  As fractions?",teacher,18,1,1.0,,0.0,أجل، إنه يطلب منك فعل ذلك، لكن كيف يطلب منك الإبلاغ عنه؟ ككسور؟,"Yes, he asks you to do so, but how does he ask you to report it?"
By the names.,student,3,0,,,,من خلال الأسماء,through the names.
"By names.  So even though you know the math here, Student J, you absolutely know the math and I’m certain that these are all tied properly to the shortest gorilla to the tallest gorilla, but on an assessment, if they’re asking you to follow these directions and report the names, you need to write the names, or in the Rupert they might not allow me to give you credit.",teacher,69,0,,,0.0,على الرغم من أنك تعرف الرياضيات هنا، الطالب J، أنت تعرف الرياضيات تماما وأنا متأكد من أن جميع هذه مرتبطة بشكل صحيح إلى أقصر الغوريلا إلى أعلى الغوريلا، ولكن عند تقييم، إذا كانوا يطلبون منك أن تتبع هذه الإرشادات وتقرير الأسماء، تحتاج إلى كتابة الأسماء، أو في روبرت قد لا يسمحون لي أن أعطيك الائتمان.,"Although you know mathematics here, student J, you know mathematics perfectly and I'm sure all of these are correctly linked to the shortest gorilla to the top gorilla, but when evaluating, if they ask you to follow these guidelines and report names, you need to write names, or at Robert they may not allow me to give you credit."
Okay.,student,1,0,,,,-حسناً,-Well then
Yes?,teacher,1,0,,,0.0,-أجل؟,- Yes?
I got all the way up to here.  I got to 72 and then I noticed that if I plus it I would get to 99 and not to 100.,student,30,0,,1.0,,لقد وصلت إلى هنا وصلت إلى 72 ثم لاحظت أنه إذا أضفتها سأصل إلى 99 وليس إلى 100.,I've gotten to 72 and then noticed that if I add it up I'll get to 99 instead of 100.
What are you going by?,teacher,5,0,0.0,,0.0,ما الذي تفعله؟,What are you doing?
Six.,student,1,0,,,,ستة.,Six.
"By six?   Let me turn off the thing, we’ll come right back, okay?",teacher,13,0,,,0.0,اسمحوا لي أن أطفئ هذا الشيء، سنعود حالاً، حسناً؟,"Let me turn this thing off, we'll be right back, okay?"
I think there might have been a difference between that one and that one.,student,14,0,,1.0,,أعتقد أنه قد يكون هناك فرق بين هذا والآخر,I think there may be a difference between this and the other
"Let me ask you a question, why are you going by six? You put these into percents.  Can you remember how to put that into a percent?",teacher,27,2,0.0,,0.0,اسمحوا لي أن أسألكم سؤالاً، لماذا تذهبون إلى ستة؟ تضعوها في نسبة مئوية. هل تتذكرون كيف تضعوها في نسبة مئوية؟,"Let me ask you a question, why do you go to six? put it in percentage. Do you remember how to put it in percentage?"
"It’s what I was doing, and I was going to add them all.",student,13,1,,0.0,,هذا ما كنتُ أفعله، وكنتُ سأضيفهم جميعاً,"That's what I was doing, and I was going to add them all."
