text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Yes.  Each eighths should be equal.  I didn’t do a very good job on that part.  Okay?  So just be aware that you’re trying to make them even pieces.  Student D?,teacher,31,0,,,0.0,أجل، كل ثمانية يجب أن تكون متساوية، لم أقوم بعمل جيد في هذا الجزء، حسناً؟,"Yeah, every eight should be equal, I didn't do a good job on that part, okay?"
[inaudible] [is organized] [inaudible],student,4,0,,,,[غير مسموع] [منظم] [غير مسموع],[Unsound] [organized] [Unsound]
"Very good.  And we’re going to talk about why not all of them do have a dot in the middle though.  So hold that thought. Student S, you were going to do six-eighth.",teacher,33,0,,,0.0,جيد جداً. ونحن سوف نتحدث عن لماذا ليس لديهم نقطة في الوسط على الرغم من ذلك. لذا حافظ على هذا الفكر. الطالب S، كنت ستعمل ستة ثمانية.,"Very good. and we'll talk about why they don't have a point in the middle though. so keep that in mind. student S, you'd do six-eight."
[inaudible] one-six [inaudible] I know how to figure [inaudible],student,9,0,,0.0,,[غير مسموع] واحد ستة [غير مسموع] أنا أعرف كيفية التفكير [غير مسموع],[Unheard] One six [Unheard] I know how to think [Unheard]
I thought you were – before you mentioned that you knew six- eighths was equal to something.  No?,teacher,18,0,0.0,,0.0,اعتقدت أنكِ كنتِ كذلك قبل أن ذكرتِ أنكِ تعرفين أن ستة ثمانية تساوي شيئاً ما,I thought you were before you mentioned that you knew that a six-eight was worth something.
No.,student,1,0,,,,-كلا .,"- No , not at all ."
Okay.  So what did you want to do?,teacher,8,0,,,1.0,حسناً، ما الذي أردت فعله؟,"Well, what did you want to do?"
The one – the number six.,student,6,0,,,,واحد هو رقم ستة.,One is number six.
"Okay.  Let’s first finish the eighths since we started them. Let’s go – let’s complete a whole track before we move on. So, Student K, you have another one?",teacher,29,1,0.0,,0.0,حسناً، دعونا ننهي المرحلة الثامنة أولاً منذ أن بدأنا بها، دعونا نذهب، دعونا ننهي مسار كامل قبل أن ننتقل.,"Well, let's finish the eighth stage first since we started it, let's go, let's finish the whole course before we move on."
Sixth-eighth is also three-fourth.,student,4,0,,,,السادس الثامن هو أيضا ثلاثة أربعة.,The eighth sixth is also three four.
"Very good.  So, six-eighths should have been lined up with three-fourths.  Those are equal.  We should have that memorized by now and you should be able to prove it.  We’re still missing quite a few on the eighths chart or eights line though.  Student B?",teacher,45,2,,,0.0,جيد جداً. إذاً، ستة ثمانية يجب أن تكون مرتبطة مع ثلاثة أرباع. تلك هي متساوية. يجب أن يكون لدينا ذلك حفظاً الآن و يجب أن تكون قادراً على إثبات ذلك. ما زلنا نفتقد عددًا كبيرًا في الرسم البياني الثامن أو خط الثمانية على الرغم من ذلك. الطالب ب؟,So six-eighths should be related to three-quarters. those are equal. we should have that saved now and we should be able to prove it. we still miss a lot of numbers on the eighth chart or the eighth line though. student b?
Five-eighths is equal to two-thirds.,student,5,0,,,,خمسة ثمانية تساوي ثلثين.,Five eighths is equal to two thirds.
Five-eighths is equal to two-thirds.  Let’s see.  Five-eighths is equal to two-thirds.  Is that true?,teacher,15,0,1.0,,0.0,خمسة ثمانية يساوي ثلثي. دعونا نرى. خمسة ثمانية يساوي ثلثي. هل هذا صحيح؟,Five-eight is equal to two-thirds. Let's see. Five-eight is equal to two-thirds.
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
Can we show something –,teacher,5,0,,,0.0,هل يمكننا أن نريك شيئاً,Can we show you something?
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
Sorry.  Five-eighths.  We don’t have five-eighths down yet.,teacher,8,0,,,0.0,آسف، خمسة ثمانية، ليس لدينا خمسة ثمانية حتى الآن.,"Sorry, five-eight, we don't have five-eight yet."
If you put it right there –,student,7,0,,,,إذا وضعتها هناك,If you put it there
Well do you remember – does anyone remember what five-eighths as a percent?,teacher,13,1,0.0,,1.0,هل تتذكرون أي شخص يتذكر أي خمسة ثمانية في المئة؟,Do you remember anyone who remembers any five-eight percent?
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Challenge question. Student S?,teacher,4,0,,,0.0,سؤال تحدي الطالب (س) ؟,What is the student's challenge question (s)?
Thirty three [inaudible],student,3,0,,,,ثلاثون وثلاثون,Thirty-three.
"That’s four-eighths as a percent, Student S.",teacher,7,1,,,0.0,هذا هو أربع ثمانية في المئة، الطالب S.,"That's four-eight percent, student S.."
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
Four out of eight.,teacher,4,0,,,0.0,أربعة من ثمانية.,Four out of eight.
Fifty.,student,1,0,,,,خمسين,Fifty 
Fifty percent.  So that might help you get to five-eighths. Student S?,teacher,12,1,,,0.0,خمسين في المئة، هذا قد يساعدك على الوصول إلى خمسة ثمانية.,"Fifty percent, this could help you get to five-eighths."
Sixty two point five percent.,student,5,1,,,,62 نقطة خمسة بالمئة,62 points of five percent
Sixty two point five percent -- stamp it in your brain – is five-eighths.  Do you remember what two-thirds is?,teacher,20,1,1.0,,0.0,62 نقطة 5 في المئة -- طابع في دماغك  هو خمسة ثمانية. هل تتذكرون ما هو الثلثين؟,62 points of 5 percent -- the digit in your brain is five-eight.Do you remember what two-thirds is?
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
What?,teacher,1,0,,,0.0,ـ ماذا؟,- What?
Sixty-six and two-thirds.,student,3,0,,,,ستة وستين وثلثين,Sixty-six and two-thirds.
"Sixty-six and two-thirds.  They’re really close, right?  So they’re going to look almost lined up but they’re not exact.  Thank you for bringing that up.  So, you guys look. We have zero-eighths.  We have two-eighths, three-eighths, six-eighths, one whole.  We’re missing quite a few.  Could you help me out, Student J?",teacher,51,2,,,0.0,ستين وستين وثلاثين. انهم قريبون جدا، أليس كذلك؟ لذلك سوف تبدو تقريبا متسلسلة ولكنها ليست دقيقة. شكرا على ذكر ذلك. لذلك، يا رفاق انظروا. لدينا صفر ثمانية. لدينا ثمانية اثنين ثمانية، ثلاثة ثمانية، ست ثمانية، واحد كامل. نحن نقص عدد قليل. هل يمكنك مساعدتي، الطالب J؟,"So, thanks for mentioning that. So, guys, look. we have zero eight. we have eight two eight, three eight, six eight, one full. we are short of a few. can you help me, student J??"
You’re missing one-eighths and five-eighths.,student,5,0,,,,أنت تفتقد واحد ثمانية وخمس ثمانية.,You miss one eight and five eight.
Where should one-eighths be?,teacher,4,0,1.0,,0.0,أين يجب أن يكون ثمانية؟,Where should eight be?
In between zero-eighths and two-eighths.,student,5,0,,,,بين صفر ثمانية و ثمانية ثمانية,Between zero eight and eight eight
"Excellent job.  Right in the middle it should be.  Is one- eighths.  So now we have zero-eighths, one-eighths, two- eighths, three-eighths, four-eighths.",teacher,22,0,1.0,,0.0,عمل ممتاز. في الوسط يجب أن يكون. هو واحد ثمانية. لذلك الآن لدينا صفر ثمانية، واحد ثمانية، اثنين ثمانية، ثلاثة ثمانية، أربعة ثمانية.,"So now we have zero eight, one eight, two eight, three eight, four eight."
"Oh, I forgot five-eighths.",student,4,0,,,,لقد نسيت خمس ثمانية,I forgot five-eighths.
"Student T, help us out.",teacher,5,0,,,0.0,الطالب (تي) ، ساعدنا,"Student, please help us"
We forgot five-eighths  and  four-eighths.,student,5,0,,,,نسينا خمسة ثمانية وأربعة ثمانية,Nasina five-eight and four-eight.
We have four –,teacher,4,0,0.0,,0.0,لدينا أربعة,We have four.
Four-eights is in there.  It’s supposed to – the five-eighths is supposed to be in the middle of four-eighths and six- eighths.,student,22,0,,0.0,,أربعة ثمانية هناك من المفترض أن تكون الخمسة ثمانية في منتصف أربعة ثمانية وستة ثمانية,Four-eighths there are supposed to be five-eighths in the middle of four-eighths and six-eighths
Excellent job.  Yes.,teacher,3,0,0.0,,0.0,عمل ممتاز - نعم -,Excellent work - yes -
[inaudible] seven-eighths.,student,2,0,,,,سبعة ثمانية,Seven eight
Student M?,teacher,2,0,,,0.0,الطالب (م) ؟,The student (s) ?
Seven-eighths is supposed to be in between six-eighths and a whole.,student,11,1,,0.0,,7 ثمانية من المفترض أن تكون بين 6 ثمانية وكل.,7 eighths are supposed to be between 6 eighths and all.
You got it.  So double check that you have that on your chart. Let’s also tell what one whole is so that we can double check our work.  Student J.,teacher,30,1,1.0,,0.0,لقد حصلت عليه. لذا تحقق من أن لديك ذلك على الرسم البياني الخاص بك. دعونا أيضا نقول ما هو كامل واحد حتى نتمكن من التحقق من عملنا مرتين. الطالب J.,So make sure you have that on your chart.Let's also say what a perfect one is so we can double-check our work.
[inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"No, as the eights.",teacher,4,0,,,0.0,لا، مثل الثمانية.,"No, like eight."
Eight-eighths is one whole.  Just so that we can practice.  Is that all on your paper?,student,16,1,,0.0,,ثمانية ثمانية هي واحدة كاملة فقط حتى نتمكن من التدريب هل هذا كل شيء في ورقتك؟,Eight-eight is one complete one only so that we can practice is that all in your paper?
And they’re trying to be as even as possible between the dots?,teacher,12,0,0.0,,0.0,ويحاولون أن يكونوا على قدم المساواة بين النقاط؟,And are they trying to be on an equal footing between the points?
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Very good.  Somebody mentioned they want to go to sixes next.,teacher,11,0,,,0.0,جيد جداً، شخص ما ذكر أنهم يريدون الذهاب إلى الستة التالية,"Very well, someone mentioned that they wanted to go to the next six."
Student S.,student,2,0,,,,الطالب S.,Student S. Student S.
"Student S, you want to start us off?",teacher,8,0,,,0.0,الطالب (س) ، هل تريد أن تبدأنا؟,"Student, would you like to start with us?"
I done found out – I done found out where three-sixths goes.,student,12,0,,0.0,,لقد اكتشفت، لقد اكتشفت إلى أين يذهب 3/6,"I've figured it out, I've figured out where it's going 3/6"
Excellent.  Because?,teacher,2,0,0.0,,0.0,ممتاز، لماذا؟,"Excellent, why?"
Because it’s equal to ½.,student,5,0,,,,لأنه يساوي 1⁄2.,Because it is equal to 1⁄2.
"Very good.  So, I’m going to line them up.  We have three-sixes is equal to one half, all that work we did the other day with it.  Very good.  Anything else we can label?  Student N.",teacher,36,1,1.0,,1.0,جيد جداً، لذا سأقوم بتصويرها. لدينا ثلاثة ستة يساوي نصف، كل هذا العمل الذي قمنا به في اليوم السابق. جيد جداً. أي شيء آخر يمكننا تسميته؟ الطالب N.,"We have three six equals half, all the work we did the day before. Very good. What else can we call it? Student N."
Four-six.,student,1,0,,,,أربعة ستة.,Four four six.
Four-sixes where?,teacher,2,0,,,0.0,أربعة ستة أين؟,Four six where?
In between three-sixths and five-sixths.,student,5,0,,,,بين ثلاثة ستة و خمسة ستة,Between three six and five six
Very good.,teacher,2,0,0.0,,0.0,جيد جداً,"Very good, very good."
[inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"So we have zero-sixths, two-sixths, three-sixths, four-sixths, five-sixths.  We’re still missing some, Student B.",teacher,14,0,,,0.0,لدينا صفر ستة، اثنان ستة، ثلاثة ستة، أربعة ستة، خمسة ستة. ما زلنا نفتقد بعض، الطالب ب.,"We have zero six, two six, three six, four six, five six."
One-sixth.,student,1,0,,,,واحد السادس,The sixth unit.
