text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Ok. Into 30 and 7.  30 is a what?  We talked about this yesterday.  We talked about splitting it up into certain things.  30 is a what?,teacher,27,0,,,0.0,حسنا، في 30 و 7. 30 هو ماذا؟ تحدثنا عن هذا بالأمس. تحدثنا عن تقسيمه إلى أشياء معينة. 30 هو ماذا؟,"Well, at 30 and 7.30 is what? we talked about this yesterday. we talked about dividing it into certain things. 30 is what?"
A multiple of 10.,student,4,1,,,,مضاعف من 10,multiplied by 10.
"Good.  30 is a multiple of 10.  We know how to multiply by multiples of 10.  Student Z, what are the dimensions of this array?",teacher,25,5,,,0.0,جيد. 30 هو مضاعف من 10 نحن نعرف كيف نضاعف من قبل مضاعف من 10. الطالب Z، ما هي أبعاد هذا الترتيب؟,"Good. 30 is a multiple of 10 we know how to multiply by a multiple of 10. Student Z, what are the dimensions of this sequence?"
8 times 30.,student,3,0,,,,8 × 30,8 × 30 8 × 30
"8 times 30.  And who can tell me what the dimensions of this array are, Student B?  8 times 7.  Take one minute to solve this, please, and then I’ll call on someone to answer.  If you need help, raise your hand.",teacher,42,2,,,0.0,8 × 30 ومن يستطيع أن يقول لي ما هي أبعاد هذا الترتيب، الطالب ب؟ 8 × 7. خذ دقيقة واحدة لحل هذا، من فضلك، ومن ثم سأطلب من شخص ما للإجابة. إذا كنت بحاجة إلى المساعدة، رفع يدك.,"8 × 30 and who can tell me what the dimensions of this arrangement are, student b? 8 × 7. Take a minute to solve this, please, and then I'll ask someone to answer."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Yep.  Yeah, you can do it, yeah.",teacher,7,0,,,0.0,نعم، يمكنك القيام بذلك، نعم.,"Yes, you can do that, yes."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Let’s go.  Get your math stuff out.  Go move your desk, right back up.  All right.  Back up a little bit.  Okay.  Back up a little bit.  Pull your chair in, Student R. All right.  In about 10 more seconds we are going to be talking about this.  Student B, can I borrow your pencil for a second? All right.  Who can tell me how to solve this?  Turn your body, please.  Student J, 8 times 30?",teacher,77,0,,,0.0,دعونا نذهب. الحصول على الأشياء الرياضية الخاصة بك. اذهب تحرك مكتبك، مرة أخرى إلى الأعلى. حسنا. تراجع قليلا. حسنا. تراجع قليلا. سحب الكرسي الخاص بك، الطالب R. حسنا. في حوالي 10 ثوان أخرى سوف نتحدث عن هذا. الطالب B، هل يمكنني استعارة قلمك للحظة؟ حسنا. من يمكنه أن يخبرني كيفية حل هذا؟ حول جسمك، من فضلك. الطالب J، 8 × 30؟,"Let's go. Get your sports stuff. Go move your desk, back up again. Okay. Step back a little. Okay. Step back a little. Pull your chair, student R. Okay. In about 10 seconds, we'll talk about this. Student B, can I borrow your pen for a moment? Okay. Who can tell me how to solve this?"
8 times 30 is 220.,student,5,0,,,,8 × 30 = 220,8 × 30 = 220
8 times 3?,teacher,3,0,0.0,,0.0,ثمانية × ثلاثة؟,Eight times three?
8 times 3 –,student,4,0,,,,8 × 3 ,8 × 3  8 × 3 
"8 times 3 is 24.  If we’re multiplying by a multiple of 10, we talked about one of the rules is that we can put a 0 at the end to add another place.  240.  Make sure you’re correct. Put that on your paper, please.  Student J, 8 times 7?",teacher,50,3,,,0.0,8 × 3 = 24. إذا كنا نضاعف بمضاعفة من 10 ، تحدثنا عن إحدى القواعد هي أنه يمكننا وضع 0 في النهاية لإضافة مكان آخر. 240. تأكد من أنك على حق. ضع ذلك على ورقتك ، من فضلك. الطالب J ، 8 × 7؟,"8 × 3 = 24. if we multiply by 10 times, we talked about one of the rules is that we can put a 0 at the end to add another place. 240. make sure you're right. put that on your paper, please. student J, 8 × 7?"
56.,student,1,0,,,,56,56
"56.  God bless you.  Student Z, 240 plus 56?",teacher,9,0,,,0.0,ـ 56 ـ الله يبارككك ـ الطالب ز، 240 + 56؟,"- 56 - God bless you - Student Z, 240 + 56?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"296.  Who can answer that question in a statement?  What are we even talking about?  296 what, Student M?  Nice and loud.",teacher,22,0,,,0.0,من يمكنه الإجابة على هذا السؤال في بيان ما الذي نتحدث عنه؟,Who can answer that question in a statement of what we are talking about?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Good.  So there are – actually, look at the final question. What does the final question ask?",teacher,17,0,,,0.0,"جيد. اذا هناك  في الواقع, انظر الى السؤال الاخير. ماذا يسأل السؤال الاخير؟","Good. So there is actually, look at the last question."
There are 296 [inaudible].,student,4,0,,,,هناك 296 [غير مسموع].,There are 296 [unheard].
"Good.  So, they actually already told us how many rows of sunflowers – there were 37 rows – so this is 296 sunflowers.  You should have the final answer, yep.",teacher,30,0,,,0.0,حسناً، لقد أخبرونا بالفعل كم صف من زهور الشمس  كان هناك 37 صف  لذا هذا 296 زهور الشمس. يجب أن يكون لديك الإجابة النهائية، نعم.,"Well, they already told us how many rows of sunflowers there were, so that's 296 sunflowers."
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟,Miss [unheard of]?
Yes.,teacher,1,0,,,0.0,-أجل، أجل,"- Yes, yes, yes"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  All right.  Let’s look at B.  Who can read B for me? Student K, can you read B, please?",teacher,20,0,,,0.0,حسناً، دعونا نلقي نظرة على (ب) ، من يستطيع قراءة (ب) بالنسبة لي؟,"Well, let's take a look at (b), who can read (b) for me?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Start that sentence again.,teacher,4,0,,,0.0,ابدأ هذه الجملة من جديد,Start this sentence all over again
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"No, some tulips.",teacher,3,0,,,0.0,لا، بعض التوليب.,"No, some tulips."
"– and some yellow.  If there were the same number of each color, how many red tulips [inaudible]?",student,18,0,,0.0,,إذا كان هناك نفس العدد من كل لون، كم من التوليبات الحمراء؟,"If there are the same number of each color, how many red tulips?"
"Okay.  So some important information is that there are three different colors.  There are red, there are blue, and there are yellow.  What’s another piece of important information that I haven’t written up here yet?  Student J, what’s another piece of important information that’s in that problem? Student M, what else is important?",teacher,53,0,1.0,,1.0,حسناً. إذاً بعض المعلومات المهمة هي أن هناك ثلاثة ألوان مختلفة. هناك أحمر، هناك أزرق، وهناك أصفر. ما هي المعلومات المهمة الأخرى التي لم أكتبها هنا بعد؟ الطالب J، ما هي المعلومات المهمة الأخرى في هذه المشكلة؟ الطالب M، ما هي المعلومات المهمة الأخرى؟,"So some important information is that there are three different colors: there's red, there's blue, and there's yellow. What other important information haven't I written down here yet? Student J, what other important information in this problem? Student M, what other important information?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  They ordered 57 different tulips, and there are red, blue, and yellow.  What type of operation are we going to use now, Student T?",teacher,25,0,,,0.0,حسناً، لقد طلبوا 57 طُوباً مختلفاً، وهناك أحمر وأزرق وأصفر، ما نوع العملية التي سنستخدمها الآن، الطالب (تي) ؟,"Well, they have ordered 57 different bricks, and there are red, blue, and yellow, what kind of process will we use now, student (t)?"
You’re going to use division.,student,5,1,,,,سوف تستخدم القسم,You will use the section.
"We’re going to use division.  Good.  And what’s our division problem going to be, Student A?",teacher,16,2,1.0,,0.0,سنستخدم التقسيم. جيد. وما هي مشكلة التقسيم لدينا سوف تكون، الطالب A؟,"We're going to use division. Good. And what problem will our division have, student A?"
57 [inaudible].,student,2,0,,,,57 [غير مسموع].,57 [Unheard of].
"Well, we already know the something.  Just because we don’t have a number here, we do have an amount.  Student B, what’s the amount that we’re dividing by?",teacher,28,0,,,0.0,حسناً، نحن نعلم شيئاً فقط لأننا لا نملك رقم هنا، فنحن نملك مبلغ. الطالب ب، ما هو المبلغ الذي نقسم به؟,"Well, we know something just because we don't have money here, we have an amount."
3.,student,1,0,,,,3 .,3 .
Why 3?  Where did you get 3 from?,teacher,8,0,,,1.0,لماذا 3؟ من أين حصلت على 3؟,Where did you get 3?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Very good.  So they’re red, blue, and yellow.  This is 1, this is 2, and this is 3.  Those are the three colors that they’re doing it for, okay?  The three colors that they have bought.  How could we set this up, Student D?",teacher,44,0,,,1.0,جيد جداً. لذا فهي حمراء وأزرق وصفراء. هذا هو 1، وهذا هو 2، وهذا هو 3. هذه الألوان الثلاثة التي يقومون بها، حسناً؟ الألوان الثلاثة التي قاموا بشرائها. كيف يمكننا إعداد هذا، الطالب D؟,"So they're red, blue, and yellow. this is 1, this is 2, and this is 3. these three colors they make, okay? the three colors they bought. how can we set this up, student D?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  Putting them in groups.  Like how?  Like this?  Student J, is that what this means?  What could I do first, Student S?",teacher,23,0,,,1.0,حسناً، وضعهم في مجموعات، مثل كيف؟ مثل هذا؟ الطالب (ج) ، أهذا ما يعنيه هذا؟ ماذا يمكنني أن أفعل أولاً، الطالب (س) ؟,"Well, put them in groups, like how? like this? student (c), is that what this means? what can I do first, student (c)?"
You could [inaudible].,student,3,0,,,,يمكنك [غير مسموع].,You can [unheard of].
"Okay.  Let’s add 10 to each group.  What multiplication problem could help us keep track of that, Student B?",teacher,19,2,,,1.0,حسناً، دعونا نضيف 10 إلى كل مجموعة. أي مشكلة مضاعفة يمكن أن تساعدنا على تتبع ذلك، الطالب ب؟,"Well, let's add 10 to each set.What doubles problem can help us track that, student b?"
10 times 3.,student,3,0,,,,10 × 3,10 × 3
"Okay.  10 times 3, which equals what, Student B?",teacher,9,0,,,0.0,حسناً، 10 × 3، مما يعادل ماذا، الطالب ب؟,"Well, 10 × 3, which is equal to what, student b?"
30.,student,1,0,,,,ثلاثون,thirty-three.
Are we there yet?,teacher,4,0,,,0.0,هل وصلنا؟,Are we there yet?
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"Not quite.  What could we do next, Student K?",teacher,9,0,,,0.0,ليس تماماً، ماذا يمكننا أن نفعل بعد ذلك، الطالب (كاي) ؟,"Not quite, what can we do next, student K?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  Let’s add 5 to each group.  What multiplication problem would help me keep track of this, Student S?",teacher,19,2,,,1.0,حسناً، دعونا نضيف 5 إلى كل مجموعة، أي مشكلة مضاعفة ستساعدني على تتبع هذا، الطالب S؟,"Well, let's add 5 to each set, what doubles problem will help me track this, student S?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"5 times 3.  Good.  Equals 15.  Good.  So far I have 30 and 15. What am I at so far, Student D?",teacher,22,0,,,0.0,5 × 3. جيد. يساوي 15. جيد. حتى الآن لدي 30 و 15.,5 x 3. good. is equal to 15. good. so far I have 30 and 15.
45.,student,1,0,,,,45,45 45
45.  Am I there yet?,teacher,5,0,,,0.0,هل وصلت إلى هناك بعد؟,Have you ever been there before?
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
No.  I’m not.,teacher,3,0,,,0.0,لا، لستُ كذلك,"No, I'm not."
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟,Miss [unheard of]?
Uh-huh.,teacher,1,0,,,0.0,اه-ها.,Ah-ha. 
You could add 4.,student,4,1,,,,يمكنك إضافة 4,You can add 4.
"Okay.  Let’s add 4 to each group.  And what multiplication problem would help me keep track of that, Student Z?",teacher,20,2,,,0.0,حسناً، دعونا نضيف 4 إلى كل مجموعة، وما هي مشكلة الضربة التي ستساعدني على تتبع ذلك، الطالب ز؟,"Well, let's add 4 to each set, and what is the multiplication problem that will help me track that, student Z?"
4 times 3.,student,3,0,,,,4 × 3,4 × 3 4 × 3
4 times 3.  Which equals –?,teacher,6,0,,,0.0,4 × 3، أي يساوي ؟,"4 × 3, which is equal to?"
12.,student,1,0,,,,12,12  12 
12.  Who can add this for me?  Student J/,teacher,9,1,,,0.0,12. من يمكنه إضافة هذا لي؟,12. who can add this to me?
30 plus 15 plus 12 equals 57.,student,7,0,,,,30 + 15 + 12 = 57,30 + 15 + 12 = 57
"Good job.  So 5 and 2 is 7, 4 and 1 is 5.  57.  Are we there yet?",teacher,18,0,1.0,,0.0,عمل جيد إذاً 5 و 2 هو 7 و 4 و 1 هو 5 و 57 هل وصلنا بعد؟,So 5 and 2 are 7 and 4 and 1 is 5 and 57 are we there yet?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
What do we need to do now?  So I’m done?,teacher,10,0,,,0.0,ماذا علينا أن نفعل الآن؟,What should we do now?
Yes. No.,multiple students,2,0,,,,أجل، كلاّ,"Yes, no, not at all."
"I don’t have a final answer.  For A I have there are 296 sunflowers.  Student D, what should I do?",teacher,20,0,,,0.0,ليس لدي إجابة نهائية لدي 296 زهرة شمسية للطالب (د) ماذا أفعل؟,I don't have a definitive answer. I have 296 sunflowers for student (d) What do I do?
You have to add them.,student,5,1,,,,يجب أن تضيفهم,You should add them
"Add each column, right?  Student S, can you do 10 plus 5 plus 4?",teacher,14,1,1.0,,0.0,إضافة كل عمود، صحيح؟ الطالب S، هل يمكنك أن تفعل 10 زائد 5 زائد 4؟,"Student S, can you do 10 plus 5 plus 4?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"That equals 19.  What about this second group, Student J?",teacher,10,0,,,1.0,وهذا يساوي 19 ماذا عن هذه المجموعة الثانية، الطالب J؟,"And that equals 19. What about this second group, student J?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Good.  What about this third group, Student S?",teacher,8,0,,,0.0,جيد، ماذا عن المجموعة الثالثة، الطالب (س) ؟,"Good, what about the third group, student (s)?"
19.,student,1,0,,,,19.,19. 19.
"19.  Still equals 19.  So the final questions says, “If there was the same number of each color, how many red tulips did they order?”  Who can answer that in a statement?  Tell me how many red tulips they ordered.  Student S?",teacher,42,0,,,0.0,19. لا يزال يساوي 19. لذا السؤال الأخير يقول: إذا كان هناك نفس العدد من كل لون، كم طوبان حمراء طلبوا؟ من يستطيع الإجابة على ذلك في بيان؟ أخبرني كم طوبان حمراء طلبوا. الطالب S؟,"19. is still equal to 19. So the last question is: if there were the same number of each color, how many red bricks were ordered? who can answer that in a statement? tell me how many red bricks were ordered. student S?"
There are 19 red tulips.,student,5,0,,,,هناك 19 طولبان حمراء.,There are 19 red diameters.
"Good.  Or they ordered, ordered is the verb that they’re using. So let me just erase this top part. They ordered 19 red tulips.  You want to make sure that you have the red tulips on there, because that’s really what they’re asking you. Hold on one second.",teacher,48,0,1.0,,0.0,حسنًا. أو طلبوا، أو طلبوا هو الفعل الذي يستخدمونه. لذا دعوني فقط أسحف الجزء العلوي. لقد طلبوا 19 طولبان حمراء. تريد التأكد من أن لديك الطولبان الحمراء هناك، لأن هذا هو بالضبط ما يطلبون منك. انتظر لحظة.,"Well. or ask, or ask is the verb they use. so let me just drag the top. they asked for 19 red cubes. you want to make sure you have red cubes there, because that's exactly what they're asking you to do. wait a minute."
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟,Miss [unheard of]?
[Inaudible.]  Student D?,teacher,3,0,,,0.0,الطالب (دي) ؟,The student?
"I know another way, because 60 divided by 3 equals 20.  I just [inaudible].",student,14,1,,1.0,,أعرف طريقة أخرى، لأن 60 مقسماً بـ 3 يساوي 20.,"I know another way, because 60 divided by 3 is equal to 20."
"So Student D is talking about another way.  She’s kind of using – remember we talked the other day about benchmark numbers, like numbers, especially if you’re on a multiple [tower], you can know like the 10th and the 20th, and maybe even the 5th and the 15th right away?  So Student D is saying she knows 3 times 20 equals 60, okay? And if she takes away one group of 3 from 60, you’ve got what, Student D?",teacher,79,1,1.0,,0.0,إذاً الطالب D يتحدث عن طريقة أخرى. هي نوعاً ما تستخدم  تذكر أننا تحدثنا بالأمس عن الأرقام المرجعية، مثل الأرقام، خاصةً إذا كنت على برج متعدد، يمكنك معرفة مثل العاشر والعشرين، وربما حتى الخامس والخامس عشر على الفور؟ إذاً الطالب D يقول أنها تعرف 3 × 20 = 60، حسناً؟ وإذا أخذت مجموعة من 3 من 60،,"So student D is talking about another method. It's kind of like remembering that we talked yesterday about reference numbers, like numbers, especially if you're on a multiple tower, you can know like the 10th, 20th, maybe even the 5th and 15th right away? So student D says she knows 3 × 20 = 60, okay? and if you take a set of 3 out of 60,"
57.,student,1,0,,,,57,57 57
"57.  Which means, if she’s taking away one group of 3, now she has 3 times 19.  Good.  That’s a good strategy.  Okay.  Can you turn to 7C please?  Who can read 7C for me?  Student S, nice and loud.",teacher,40,0,,,0.0,وهذا يعني، إذا كانت تأخذ مجموعة واحدة من 3، الآن لديها 3 × 19. جيد. هذه استراتيجية جيدة. حسنا. هل يمكنك الانتقال إلى 7C من فضلك؟ من يستطيع قراءة 7C بالنسبة لي؟ الطالب S، لطيفة وبشكل عال.,"That is, if she takes one set of 3, now she has 3 × 19. Good. This is a good strategy. Okay. Can you please move to 7C? Who can read 7C for me? Student S, nice and loud."
The class ordered 56 –,student,5,0,,,,الطبقة طلبت 56 ,The class asked for 56 
[Bean],teacher,1,0,0.0,,0.0,[فول],[Ful]
– bean plants [inaudible].  They want to [inaudible].  How many [inaudible]?,student,11,0,,0.0,,نباتات الفاصوليا [غير مسموعة]. يريدون [غير مسموعة]. كم [غير مسموعة]؟,bean plants. they want [unheard]. how much [unheard]?
Okay.  What’s some important information from C?  Student R?,teacher,9,0,0.0,,1.0,حسناً، ما هي بعض المعلومات المهمة من الطالب (ر) ؟,"Well, what are some important information from the student (s)?"
That they have [inaudible].,student,4,0,,,,"""أنهم لا يسمعون"".","""That they do not hear""."
"Okay.  So important information is 56 bean plants.  Does it give you anything else, any other numbers in there? Student B?  Are there any other numbers in that problem? No?  Student M? Nope?  Student K?",teacher,35,0,,,1.0,حسناً، إذاً المعلومات المهمة هي 56 نبات فاصولياً، هل تعطيك أي شيء آخر، أي أرقام أخرى هناك؟ الطالب ب؟ هل هناك أي أرقام أخرى في هذه المشكلة؟ لا؟ الطالب م؟ لا؟ الطالب ك؟,"All right, so the important information is 56 bean plants, does it give you anything else, any other numbers there? student b? are there any other numbers in this problem? no? student m? no? student k?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  So they definitely say they want the same number in each row.  So what do we need to do?  How could we figure that out?  It doesn’t say, like, they want 8 in each row, or anything like that.  It just says they want the same number in each row.  What are some possibilities?  Student S? Well, an array would really be for multiplication.  This is like splitting up the bean plants into rows, so it’s really division.  Student D?",teacher,81,3,,,1.0,حسناً. إذاً يقولون بالتأكيد أنهم يريدون نفس الرقم في كل سطر. إذاً ما الذي يجب علينا فعله؟ كيف يمكننا معرفة ذلك؟ لا يقولون أنهم يريدون 8 في كل سطر، أو أي شيء من هذا القبيل. يقولون فقط أنهم يريدون نفس الرقم في كل سطر. ما هي بعض الاحتمالات؟ الطالب S؟ حسناً، فإن الترتيب سيكون حقاً للمضاعفة. هذا يشبه تقسيم نباتات الفاصوليا إلى صفوف، لذا فهو حقاً تقسيم. الطالب D؟,"So they're definitely saying they want the same number in every line. So what should we do? How can we know? They're not saying they want 8 in every line, or anything like that. They're just saying they want the same number in every line. What are some chances? Student S? Well, the order will really be for multiplication. This is like dividing bean plants into rows, so it's really division. Student D?"
"You could do, like, [inaudible].",student,5,0,,,,يمكنك أن تفعل، مثل، [غير مسموع].,"You can do, for example, [unheard of]."
"Okay, wait.  Okay.  So Student D said 28, we could have 28 rows, or we could have 2 rows.  What do you notice about the way I’m setting this up?  What does it look like we’re about to list?  I’m giving you a lot of hints on this one. Student J?",teacher,51,0,0.0,,1.0,حسناً، مهلاً، حسناً، الطالب (د) قال 28، يمكننا أن نحصل على 28 صف، أو يمكننا أن نحصل على 2 صف. ماذا لاحظت عن الطريقة التي أضع بها هذا؟ كيف يبدو أننا على وشك أن نضع قائمة؟ أنا أعطيك الكثير من النصائح حول هذا. الطالب (ج),"Well, wait, well, the student (d) said 28, we can get 28 rows, or we can get 2 rows. What did you notice about the way I put this? How does it look like we're about to make a list?"
I think we’re going to [inaudible].,student,6,0,,,,أعتقد أننا سنذهب إلى [غير مسموع].,I think we're going to go to [unheard of].
Yeah.  We’re talking about factors.,teacher,5,1,0.0,,0.0,نعم نحن نتحدث عن العوامل,"Yes, we are talking about factors."
Pairs.,student,1,0,,,,أزواج,Couples are married.
