text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
I think that means that you’re going to be adding numbers that are fractions that are like uneven.  They’re not the same numbers.,student,23,1,,0.0,,أعتقد أن هذا يعني أنك ستقوم بإضافة الأرقام التي هي كسور غير متساوية,I think this means that you're going to add numbers that are unequal fractions.
Okay so you’re saying that we’re going to be adding fractions that are not even?  They’re not even?  Okay.  They’re not even or they are not the same?,teacher,28,1,1.0,,0.0,حسناً إذاً أنت تقول أننا سنقوم بإضافة الكسور التي ليست متساوية؟ هل هي ليست متساوية؟ حسناً، هل هي ليست متساوية أو ليست نفسها؟,So you're saying we're going to add fractions that aren't equal?
They’re not equal.,student,3,0,,,,إنهم ليسوا متساوين,They are not equal.
You.,teacher,1,0,,,0.0,أنتِ.,It's you.
And then we’re gonna learn how to solve word problems too.,student,11,0,,0.0,,ومن ثم سوف نتعلم كيفية حل مشاكل الكلمات أيضا.,And then we'll learn how to solve word problems as well.
"Let’s say what we’re going to be doing.  So everybody in here when you get up, when I walk around to check your paper everybody should be able to tell me what is that we are doing or what it is you’re supposed to be learning.  Or what it is that you’re learning.  Okay.  Believe me.  Like I said to you I know I how to read but the most important thing is do you know what is that you’re going to learn once the lesson is over?",teacher,88,0,1.0,,0.0,دعونا نقول ما سنفعله. لذلك الجميع هنا عندما تستيقظون، عندما أمشي حولها للتحقق من ورقتكم يجب أن يكون الجميع قادرين على إخبارني ما الذي نقوم به أو ما الذي من المفترض أن تتعلمونه. أو ما الذي تتعلمونه. حسناً. صدقوني. كما قلت لكم أعرف كيف أقرأ ولكن الشيء الأكثر أهمية هو هل تعلمون ما الذي سوف تتعلمونه بمجرد انتهاء الدروس؟,"So everyone here when you wake up, when I walk around to check your paper, everyone should be able to tell me what we're doing or what you're supposed to be learning or what you're learning."
Yeah.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
Okay.  That’s the most important.  Okay.  All right.  Somewhere it says – what’s the word you said?  Not the same?  Not the same.  You say what word I used instead of not the same?,teacher,34,0,,,0.0,حسناً، هذا هو الأكثر أهمية حسناً، حسناً، في مكان ما مكتوب ما هي الكلمة التي قلتها؟ ليست نفسها؟ ليست نفسها. تقولين أي كلمة استخدمتها بدلاً من أنها ليست نفسها؟,"Well, that's the most important thing. Well, well, somewhere it's written what word you said? isn't the same? isn't the same. say which word you used instead of not being the same?"
Unlike.,multiple students,1,0,,,,على عكس ذلك,On the contrary.
Unlike.  Unlike.  You know what [remember seeing the grown ups and just saying not the same?  What did I say?],teacher,20,0,,,0.0,على عكس، على عكس، أتعلم ماذا؟,"On the contrary, on the contrary, you know what?"
Unlike.,multiple students,1,0,,,,على عكس ذلك,On the contrary.
Unlike.  Unlike.  What’s the other word that I’m using?,teacher,9,0,,,0.0,على خلاف، على خلاف، ما هي الكلمة الأخرى التي أستخدمها؟,"On the contrary, on the contrary, what other word do I use?"
Denominator.,multiple students,1,1,,,,المسمي.,The name.
Okay.  Denominator.  Okay.  If you look at the fraction one- half can you identify which is which?  Which one is this one?,teacher,22,2,,,0.0,حسناً، المعارض، حسناً، إذا نظرت إلى الجزء ونصف، هل يمكنك تحديد أي منها هو أي؟,"Well, the exhibits, well, if you look at the half-part, can you tell which one is a?"
The numerator.,multiple students,2,1,,,,العداد.,The counter.
And which one is this?,teacher,5,0,,,0.0,و أيهما هو هذا؟,And which one is this?
Denominator.,multiple students,1,1,,,,المسمي.,The name.
Okay so the lesson for the day is – look at this.  One-third plus one-third.  Are the denominators the same or are they unlike?,teacher,24,1,,,0.0,حسناً إذاً الدروس لهذا اليوم هي  انظروا إلى هذا. واحد ثلث زائد واحد ثلث. هل المطلقات هي نفسها أم أنها مختلفة؟,"Well then, the lessons for today are look at this. one-third plus one-third. Are the divorces the same or are they different?"
Alike. The same.,multiple students,3,0,,,,نفس الشيء.,It's the same thing.
Okay.  What – are they the same or are they unlike?,teacher,11,0,,,1.0,حسناً، هل هي نفسها أم تختلف؟,"Well, are they the same or different?"
Same?,multiple students,1,0,,,,نفس الشيء؟,The same thing?
Please stop.,teacher,2,0,,,0.0,من فضلك توقف,Please stop.
Unlike?,student,1,0,,,,على عكس؟,On the contrary?
"Okay.  Listen to the question.  Are the denominators, are they like or unlike?",teacher,13,1,,,0.0,حسناً، اسمع السؤال، هل المسمّين متشابهون أم غير متشابهين؟,"Well, listen to the question, are the denominators similar or different?"
Like.,multiple students,1,0,,,,مثل.,As an example.
Okay.  We’re making progress.  So everybody is with me now?,teacher,10,0,,,0.0,حسناً، نحن نحرز تقدماً، إذن الجميع معي الآن؟,"Well, we're making progress, so everybody's with me now?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay, everybody is with me?",teacher,5,0,,,0.0,حسناً، هل الجميع معي؟,"Well, is everyone with me?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay, so this is a slam dunk.  Right.  We go one plus – Okay.  Two – what do you say?",teacher,20,0,,,1.0,حسناً، إذاً هذه ضربة ضخمة، حسناً، سنذهب إلى واحد زائد، حسناً، إثنان، ماذا تقول؟,"Okay, so this is a big hit, well, we'll go to one plus, well, two, what do you say?"
Two-thirds.,multiple students,1,0,,,,ثلثين,Two-thirds of the time.
Okay.  You guys need to go to the dentist because?,teacher,10,0,,,0.0,حسناً، لماذا تريدون الذهاب إلى طبيب الأسنان؟,"Well, why do you want to go to the dentist?"
Tooth hurts.,multiple students,2,0,,,,الأسنان تؤلم.,Teeth hurt.
Say what?,teacher,2,0,,,0.0,أقول ماذا؟,What am I supposed to say?
Two-thirds.,multiple students,1,0,,,,ثلثين,Two-thirds of the time.
You got it?  All right.  This is baby stuff right?  But for today what does the lesson say now?  Look at the objectives to see what does it say that we are going to be doing? We’re going to be learning?  You guys know how to read too right?  So now in your own words what do you think we’re gonna be learning?,teacher,63,0,,,0.0,هل فهمت؟ حسناً، هذه أشياء طفولية صحيح؟ ولكن اليوم ماذا تقول الدروس الآن؟ انظر إلى الأهداف لمعرفة ما الذي يقوله أننا سنقوم به؟ سنعلم؟ أنتم تعرفون القراءة بشكل جيد جداً؟ لذا الآن بكلماتكم الخاصة ماذا تعتقدون أننا سنعلم؟,"Okay, well, these are childish things right? but today what do the lessons say now? look at the goals to see what he says we're going to do? will we learn? do you know how to read very well? so now in your own words what do you think we're going to learn?"
We’re gonna be learning problems that have to do with fractions.,student,11,1,,0.0,,سوف نتعلم مشاكل تتعلق بالكسور,We will learn about the problems associated with fractures.
What kind of fractions?  Fractions that what?,teacher,7,2,1.0,,0.0,أي نوع من الكسور؟,What kind of fractures?
With unlike denominators.,student,3,1,,,,مع أسماء مختلفة.,with different names.
He’s talking.,teacher,2,0,,,0.0,إنه يتحدث,He is speaking.
The denominators aren’t the same.,student,5,1,,,,الاسماء ليست نفسها,Names are not themselves names.
"Very good.  [I’ll use his words.  Is now stop, is not stop you putting it in your own words.]  Because that’s the only way you’re going to remember it because there has been a problem in the past that you sometimes forget things.  But if you put it in your own words you’re going to never forget it.  Everyone understand that?",teacher,61,0,0.0,,0.0,جيد جداً. [سأستخدم كلماته. هل توقف الآن، لا يمنعك عن وضعها بكلماتك الخاصة.] لأن هذه هي الطريقة الوحيدة التي ستذكرها بها لأنه كان هناك مشكلة في الماضي أنك نسيت أشياء في بعض الأحيان. ولكن إذا وضعتها بكلماتك الخاصة لن تنسيها أبداً. الجميع يفهم ذلك؟,"[I'll use his words. Stop now, he won't stop you from putting them in your own words.] because that's the only way you'll remember them because there was a problem in the past that you sometimes forgot things."
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Now okay, all right.  I’m going to put a problem on the board and I want you to tell me what is it that you notice about this problem?  Tell me what it is that you notice.  But before you do that I would like you to talk to your partner, okay, three-eight plus – okay – plus one-fourth. Talk to your partner.  Tell me what do you notice about that problem on the board. Okay, what do you notice? Okay.  You’re not doing that.",teacher,85,0,,,0.0,حسناً، حسناً، سأضع مشكلة على اللوح وأريدك أن تخبرني ما الذي لاحظته في هذه المشكلة؟ أخبرني ما الذي لاحظته. ولكن قبل أن تفعل ذلك أود منك أن تتحدث إلى شريكك، حسناً، ثلاثة ثمانية زائد، حسناً، زائد ربع. تحدث إلى شريكك. أخبرني ما الذي لاحظته عن هذه المشكلة على اللوح. حسناً، ماذا لاحظته؟ حسناً، أنت لا تفعل ذلك.,"Okay, well, I'm going to put a problem on the board and I want you to tell me what you noticed in this problem? Tell me what you noticed. But before you do that I want you to talk to your partner, okay, three eight plus, okay, plus a quarter. Talk to your partner. Tell me what you noticed about this problem on the board."
"They are different, the denominator are different.",student,7,1,,,,إنها مختلفة، المطلق مختلف.,"It's different, it's completely different."
Different or what word did I use?,teacher,7,0,1.0,,0.0,مختلفة أو أي كلمة استخدمتها؟,Different or any word you use?
Unlike.,student,1,0,,,,على عكس ذلك,On the contrary.
"What did I use? Okay, okay, what are you noticing? No, I’m not asking that.  Okay, so – you’re not adding right now.  We’re just looking at what you’re noticing.",teacher,30,0,,,0.0,ما الذي استخدمته؟ حسناً، حسناً، ما الذي تلاحظينه؟ لا، أنا لا أسأل ذلك. حسناً، إذاً أنت لا تضيف الآن. نحن فقط ننظر إلى ما تلاحظينه.,"Well, well, well, what do you notice? No, I'm not asking that. Well, so you're not adding now. We're just looking at what you notice."
There’s going to be more –,student,6,0,,,,سيكون هناك المزيد,There will be more.
Did you hear what I just asked you?  Did you hear what I just asked you?,teacher,16,0,0.0,,0.0,هل سمعت ما سألتك؟,Did you hear what I asked you?
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
I asked you what is it that you are noticing about the problem right now.  I just said – so you’re going ahead of time. So you already starting to add it?  Is that what you’re saying?  All right.  That’s good.  Keep that in mind.  I’m going to come back to you. What is it that you notice in terms of the denominator and the –,teacher,66,2,,,1.0,سألتك ما الذي تلاحظينه في هذه المشكلة الآن. قلت فقط  لذا أنت  متقدمة في الوقت المناسب. إذاً هل بدأت بالفعل في إضافة ذلك؟ هل هذا ما تقولينه؟ حسناً. هذا جيد. ضع ذلك في اعتبارك. سأعود إليك. ما الذي تلاحظينه من حيث المعادل و ,I asked you what you're noticing about this problem now. I just said so you're ahead in time. So have you really started adding that? Is that what you're saying? Okay. That's good. Keep that in mind. I'll get back to you. What you're noticing in terms of the equivalent and 
Oh that four is half of eight.,student,7,0,,,,هذا الرابع هو نصف ثمانية.,This fourth is half an eight.
So you noticed something.  Thank you very much.  Okay so let’s go now – some people will tell me it was something that you noticed okay?  That you noticed right away.  We’re talking about the denominator – unlike denominator.  What is something that you noticed?  Student E?,teacher,47,2,0.0,,1.0,لذا لاحظت شيئاً. شكراً جزيلاً. حسناً لنذهب الآن. بعض الناس سيخبرونني أنه كان شيئاً لاحظته. حسناً؟,"So I noticed something.Thank you very much.Well, let's go now.Some people will tell me it was something I noticed.Okay?"
I noticed that –,student,4,0,,,,لاحظت ذلك,I noticed that.
He’s talking.,teacher,2,0,,,0.0,إنه يتحدث,He is speaking.
- in three-eights and one-fourth I noticed the numerator is equal one fourth.  So one forth of the numerator.,student,19,2,,1.0,,في ثمانية ثمانية و ربع واحد لاحظت أن العداد يساوي ربع واحد,At eight-eight-and-a-half I noticed that the counter is equal to one-quarter
Okay.  So the numerator – can anybody help him out?  Help him out.  He needs help.  Do you need help?,teacher,20,1,1.0,,0.0,حسناً، إذاً الرقم يمكن لأي شخص مساعدته، ساعدوه، يحتاج إلى مساعدة، هل تحتاج إلى مساعدة؟,"Well, so the number can help anyone, help them, need help, do you need help?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay, he needs help.  Somebody help him out.  Come on guys.",teacher,11,0,,,0.0,حسناً، إنه يحتاج للمساعدة، فليساعده أحدهم.,"Well, he needs help, so no one can help him."
[Inaudible.] I noticed that the three-eighths and the one-fourth that the three-eighths –,student,13,0,,1.0,,[غير مسموعة.] لاحظت أن الثلاث ثمانية والرابع أن الثلاثة ثمانية ,[Unheard.] I noticed that three is eight and the fourth that three is eight 
Okay you can tell him [inaudible] outside for a minute.  Tell him what you’re saying.  Okay.  All right.  You step up to the board if you want to.  Whatever.  What is his problem?,teacher,33,0,1.0,,0.0,حسناً، يمكنك أن تخبره بالخارج لدقيقة، قل له ما تقوله، حسناً، يمكنك أن تتقدم إلى اللجنة إذا أردت، مهما كان، ما هي مشكلته؟,"Well, you can tell him outside for a minute, tell him what you want to say, well, you can go to the committee if you want, whatever it is, what's his problem?"
"What are you trying to say? I’m trying to say that I noticed that three-eighths and the numerator, the bottom – [Inaudible] numerator. Oh, the denominator of the one-fourth, bottom, is equal to the three-eighths.  I mean to the eight. Oh, this is what he’s saying that the four is equal to the eight.",student,54,3,,0.0,,ما الذي تحاول قوله؟ أنا أحاول أن أقول أنني لاحظت أن ثمانية ثمانية و العدادة، أسفل  [لا يمكن سماع] العدادة. أوه، نسمي الرابع، أسفل، يساوي الثمانية الثلاثة. أعني إلى الثمانية. أوه، هذا ما يقوله هو أن أربعة يساوي الثمانية.,"What are you trying to say? I'm trying to say that I noticed that eight is eight and the counter, below the counter. Oh, I call the fourth, below, is equal to eight three. I mean to eight. Oh, that's what he says is that four is equal to eight."
What is he saying?,teacher,4,0,1.0,,1.0,ما الذي يقوله؟,What is he saying?
"I think he’s trying to say that eight is half of four. No, the other way.  Four is half of eight.",student,21,0,,0.0,,أعتقد أنه يحاول أن يقول أن ثمانية هي نصف أربعة. لا، على العكس. أربعة هي نصف ثمانية.,"I think he's trying to say that eight is half four.No, on the contrary.Four is half eight."
So you noticed that.  Okay.  Yes.  So that’s what you noticed. [Inaudible.]  We’re gonna come back to it okay.  But you’re noticing something.  All right.  So I’m going to erase this.  Okay.  Let’s go with somebody else.  What did you notice?,teacher,41,0,0.0,,1.0,إذاً لاحظت ذلك. حسناً. نعم. إذاً هذا ما لاحظته. [غير قابل للسمع] سنعود إلى الأمر حسناً. ولكنك لاحظت شيئاً. حسناً. لذا سأحذف هذا. حسناً. دعنا نذهب مع شخص آخر. ماذا لاحظت؟,So I noticed that. Okay. Yeah. So that's what I noticed. [inaudible] We'll get back to it. Okay. But you noticed something. Okay. So I'll delete this. Okay. Let's go with someone else. What did you notice?
I noticed that both denominators of each fraction has different denominators.,student,11,3,,1.0,,لاحظت أن كل من مذكرات كل جزء لديه مذكرات مختلفة.,I noticed that each of the diaries of each part has different diaries.
Okay.  Very good.  What word did I use?,teacher,8,0,1.0,,0.0,حسناً، جيد جداً ما الكلمة التي استخدمتها؟,"Well, very well, what word did you use?"
Unlike.,multiple students,1,0,,,,على عكس ذلك,On the contrary.
What word are you using?,teacher,5,0,,,0.0,ما هي الكلمة التي تستخدمها؟,What word do you use?
Different.,multiple students,1,0,,,,مختلفة.,Different. Different.
Different.  So we noticed that?  Yes?,teacher,6,0,,,0.0,مختلف، هل لاحظنا ذلك؟,"Different, have we noticed that?"
I noticed that the numerators of both fractions are unlike.,student,10,2,,1.0,,لاحظت أن العدادات لكل من الكسور مختلفة.,I noticed that the meters for each of the fractions are different.
Are unlike.  Very good.  What else?  I said that first so you gotta use your own words.,teacher,17,0,1.0,,1.0,أنتِ مختلفة جداً، جيد جداً، ماذا أيضاً؟ قلتُ ذلك أولاً، لذا عليكِ أن تستخدمي كلماتكِ.,"You're so different, so good, what else? I said that first, so you have to use your own words."
Are not the same.,student,4,0,,,,ليست نفسها,She's not herself.
"Are not the same.  Very good.  Different, not the same is the same thing.  So we noticed that right?  And you notice what the objective say?  Solve word problems where we’re adding fractions with unlike denominator.  So now we need to learn – now the next thing we need to learn is how to add them.",teacher,56,3,,,0.0,ليست نفسها. جيد جدا. مختلفة، ليست نفسها هي نفس الشيء. لذلك لاحظنا ذلك صحيح؟ ولاحظ ما يقول الموضوع؟ حل مشاكل الكلمات حيث نحن نضيف الكسور مع مختلف المسمي. لذلك الآن نحن بحاجة إلى تعلم  الآن الشيء التالي الذي نحتاج إلى تعلمه هو كيفية جمعها.,"It's not the same. It's very good. It's different, it's not the same thing. So we noticed that right? and notice what the subject says? solve word problems where we add fractions with different denominators. So now we need to learn now the next thing we need to know is how to put them together."
So that tells us all the things that we’re going to do is have unlike denominators?,student,16,1,,0.0,,إذاً هذا يخبرنا أن كل الأشياء التي سنقوم بها هي أن يكون لها أسماء مختلفة؟,So this tells us that all the things we're going to do are have different names?
Right.  And then what are you going to have to do with them?,teacher,13,0,1.0,,0.0,حسناً، وماذا ستفعلين معهم؟,"Well, what are you going to do with them?"
You’re going to have to –,student,6,0,,,,ستضطرين,You'll have to.
Huh?,teacher,1,0,0.0,,0.0,هاه؟,That's right.
Add them.,multiple students,2,1,,,,إضافهم,Add them 
Okay.  Right.  We know that.  But what are we going to do with them?  [What we learn how] to add fractions what are you going to learn to do?,teacher,29,2,,,0.0,حسناً، صحيح، نحن نعلم ذلك، لكن ماذا سنفعل معهم؟,"Well, yes, we know that, but what are we going to do with them?"
We’re going to [inaudible] word problems.,student,6,0,,,,سنذهب إلى مشاكل الكلمات.,Let's get to the wording problem.
Make or solve them?,teacher,4,0,0.0,,0.0,صنعهم أو حلها؟,Creating them or solving them?
Solve.,multiple students,1,0,,,,الحل.,The solution.
What do you say make?,teacher,5,0,,,0.0,ماذا تقول؟,What do you say?
Solve.,student,1,0,,,,الحل.,The solution.
Say what we’re going to do?,teacher,6,0,,,0.0,أخبرني ماذا سنفعل؟,"Tell me, what are we going to do?"
Solve.,student,1,0,,,,الحل.,The solution.
Let me ask you a question.  So if you don’t know how to solve three-eight plus one-fourth did you learn anything at the end of the lesson?,teacher,27,0,,,0.0,اسمحوا لي أن أسألكم سؤال إذا كنتم لا تعرفون كيفية حل ثمانية ثمانية زائد ربع هل تعلمتم أي شيء في نهاية الدروس؟,"Let me ask you a question if you don't know how to solve an eight eight plus a quarter, did you learn anything at the end of the lesson?"
Yes. No.,student,2,0,,,,أجل، كلاّ,"Yes, no, not at all."
"Stop.  Student F, he needs help.  How do you help him out?  He needs help.  Excuse me?",teacher,17,0,,,0.0,توقف، الطالب (إف) يحتاج للمساعدة كيف تساعده؟,"Stop, the student (f) needs help, how can you help him?"
The whole lesson is going to be that so you’re not going to learn if you don’t know how to do it.,student,22,1,,0.0,,الدرس كله سيكون ذلك لذا لن تتعلم إذا لم تعرف كيف تفعل ذلك.,That will be the whole lesson so you won't learn if you don't know how to do it.
What did he just say?,teacher,5,0,0.0,,0.0,ماذا قال للتو؟,What did he just say?
I didn’t really hear him.,student,5,0,,,,لم أسمعه حقاً,I didn't really hear him.
Right.  You need to pay attention.  This is team work.  You get something out.  This is team work.  We all learn the same. Did you hear what I said?,teacher,29,0,0.0,,0.0,حسناً، عليك الانتباه، هذا العمل الجماعي، تحصل على شيء، هذا العمل الجماعي، كلنا نتعلم الشيء نفسه، هل سمعت ما قلته؟,"Well, you have to pay attention, this collective action, you get something, this collective action, we all learn the same thing, did you hear what I said?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"All right, Student F, go.",teacher,5,0,,,0.0,حسناً، الطالب (ف) ، إذهب,"All right, student F, go ahead."
"Okay, you’re not going to learn  anything at the end of the lesson because the lesson is going to be about solving unlike denominators.  So if you don’t know how to do it you’re not going to learn anything.",student,39,1,,0.0,,حسناً، لن تتعلم أي شيء في نهاية الدروس لأن الدروس ستكون عن الحل على عكس المطلقات. لذا إذا لم تعرف كيف تفعل ذلك لن تتعلم أي شيء.,"Well, you're not going to learn anything at the end of the lesson because lessons will be about solving unlike divorces, so if you don't know how to do it, you're not going to learn anything."
"The question that was posed to you, if you don’t know how to add unlike fractions, unlike denominator, at the end of the lesson, are you going to be able to solve problems?",teacher,33,3,1.0,,0.0,السؤال الذي تم طرحه عليك، إذا كنت لا تعرف كيفية إضافة عكس الكسور، عكس المطلق، في نهاية الدروس، هل سوف تكون قادرة على حل المشاكل؟,"The question posed to you is, if you don't know how to add the inverse of the fractions, the inverse of the absolute, at the end of the lesson, will you be able to solve problems?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
Why not?,teacher,2,0,,,1.0,-لماذا لا؟,-Why not?
Because you’re doing fractions with unlike denominators.,student,7,2,,,,لأنك تقوم بعمل الكسور مع أسماء مختلفة.,Because you're doing fractions with different names.
So if you don’t know how to –,teacher,8,0,0.0,,0.0,لذا إذا كنت لا تعرف كيفية,So if you don't know how
If we don’t know how to do them at the end so we’re not going to do them.,student,18,0,,0.0,,إذا لم نعرف كيف نفعل ذلك في النهاية فلن نفعل ذلك,"If we don't know how to do it in the end, we won't."
Then you got a problem.,teacher,5,0,0.0,,0.0,إذاً لديك مشكلة,So you have a problem?
Exactly.,student,1,0,,,,-حسناً,-Well then
So what is it that we need to concentrate now?  The whole concentration will be to go to what?,teacher,19,1,,,0.0,إذن ما الذي نحتاج إلى التركيز عليه الآن؟ التركيز كله سيكون للذهاب إلى ماذا؟,So what do we need to focus on now? will all the focus be on going to what?
Adding –,student,2,0,,,,إضافة,Add to it
Thank you.  Say it again.,teacher,5,0,,,0.0,شكراً، قل ذلك مرة أخرى.,"Thank you, say that again."
Adding different denominators.,student,3,1,,,,إضافة أسماء مختلفة,Adding different names
Adding – so our whole concentration is going to go where?,teacher,11,1,,,0.0,إضافة  لذلك كل تركيزنا سوف تذهب إلى أين؟,"Besides, where will all our focus go?"
Adding unlike denominators.,multiple students,3,1,,,,إضافة أسماء مختلفة,Adding different names
Because once we know how to do this then the game is over.,teacher,13,0,,,0.0,لأنه بمجرد أن نعرف كيف نفعل هذا اللعبة قد انتهت,"Because once we know how to play this game, it's over."
It will be a slam dunk.,student,6,0,,,,سوف يكون هجومًا كبيرًا.,It's going to be a big attack.
Say it again?,teacher,3,0,0.0,,0.0,قولها مرة أخرى؟,Say it again?
It will be a slam dunk.,student,6,0,,,,سوف يكون هجومًا كبيرًا.,It's going to be a big attack.
Because why will the problem be a slam dunk?  Why? I haven’t heard from you Student F.,teacher,17,0,1.0,,0.0,لم لا أسمع منك الطالب (ف) ؟,Why don't I hear from you student (f)?
Because we already know how to add different denominators.,student,9,2,,1.0,,لأننا نعلم بالفعل كيفية إضافة المعادلات المختلفة.,Because we already know how to add different equations.
Why is that going to be our slam dunk?,teacher,9,0,0.0,,0.0,لماذا سيكون هذا غطاءنا؟,Why should this be our cover?
Because we know how to add different denominators.,student,8,2,,1.0,,لأننا نعلم كيفية إضافة المعادلات المختلفة.,Because we know how to add different equations.
