text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
All right.  So what would one of your story problems be for 16 times 3?,teacher,15,0,,,1.0,حسناً، ما هي مشكلة قصتك لـ 16 × 3؟,"Well, what's wrong with your story for 16 × 3?"
"There are 16 students, and the students have to match up in 3 groups of 16?",student,16,0,,0.0,,هناك 16 طالبا، والطلاب يجب أن تتطابق في 3 مجموعات من 16؟,"There are 16 students, and students must match in 3 groups of 16?"
"So if you had 16 students and you were breaking them up into groups, would that be division or multiplication, for putting them into groups?",teacher,25,2,1.0,,1.0,إذاً لو كان لديك 16 طالبًا وتقسمتهم إلى مجموعات، هل سيكون ذلك تقسيمًا أو مضاعفة، لوضعهم في مجموعات؟,"So if you had 16 students and divided them into groups, would that be dividing or doubling, putting them into groups?"
"Oh, division.",student,2,1,,,,أوه، القسم.,"Oh, I swear."
So is that a division problem?,teacher,6,1,,,0.0,إذاً هل هذه مشكلة التقسيم؟,So is this a partition problem?
"Yeah, or no.",student,3,0,,,,نعم، أو لا.,"Yes, or no."
"No, it’s multiplication.  So how can you change that around to be a multiplication problem?",teacher,15,2,,,1.0,لا، إنها مضاعفة، فكيف يمكنك تغيير ذلك لتصبح مشكلة مضاعفة؟,"No, it's a double problem, so how can you change that to a double problem?"
"Well, since remember I said that, like, division –",student,9,1,,0.0,,حسنا، منذ تذكر قلت ذلك، مثل، التقسيم ,"Well, for as long as I can remember, I've said that, like, division."
So you have 16 students.  So you could say each student has –,teacher,13,0,0.0,,0.0,اذاً لديك 16 طالب. اذاً يمكنك ان تقول ان كل طالب لديه ,"So you have 16 students, so you can say that each student has a"
Three pencils.,student,2,0,,,,ثلاثة أقلام,Three pencils.
Three pencils.  So what would your question be in that story problem?,teacher,12,0,,,1.0,ثلاثة أقلام قلم إذن ما هو سؤالك في مشكلة القصة؟,"Three pencils, so what is your question about the problem of the story?"
How many pencils in all?,student,5,0,,,,كم عدد الأقلام؟,How many pencils do you have?
In all.  Awesome.  So Student M?,teacher,6,0,1.0,,0.0,حسناً، الطالب (إم) ؟,"All right, the student (M) ?"
"If I was making a story problem, my story problem would be, I have 16 students in the class.  Each student has 3 pockets. How many pockets all together?",student,29,0,,0.0,,إذا كنت أقوم بمشكلة قصة، فإن مشكلة قصتي ستكون، لدي 16 طالب في الفصل. كل طالب لديه 3 جيوب. كم جيوب معاً؟,"If I make a story problem, my story problem will be, I have 16 students in my classroom. Each student has 3 pockets. How many pockets together?"
Pockets in their pants?,teacher,4,0,1.0,,0.0,جيوب في سروالهم؟,Pockets in their pants?
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Cool.  All right.  So let’s get back together.  I heard some really good [inaudible] from Students L and M.  So, who can share with me a story problem that they would have for one of these problems, a story problem they can make up? Student J?",teacher,46,0,,,0.0,رائع. حسناً. لذا دعونا نعود معاً. سمعت بعض الأشياء الجيدة جداً من الطلاب L و M. إذاً، من يمكنه مشاركة معي مشكلة القصة التي سيكون لديهم لأحد هذه المشاكل، مشكلة القصة التي يمكنهم إختراعها؟ الطالب J؟,"So let's get back together.I've heard some very good things from students L and M. So who can share with me the problem of the story they'll have for any of these problems, the problem of the story they can invent?"
I have 16 boxes.  They each have three applies in them.  How many apples in all?,student,16,0,,0.0,,لدي 16 صناديق لكل منها ثلاث تطبيقات كم عدد التفاح؟,I have 16 boxes of three apps each. How many apples?
"Awesome.  So, what I’m picturing is 16 boxes in my head, like Student J said.  So 12, 13, 14, 15 – and how many apples did you put in each box?",teacher,31,0,1.0,,0.0,"رائع. إذاً ما أتخيل هو 16 صناديق في رأسي، كما قال الطالب J. إذاً 12, 13, 14, 15 وكم تفاحة وضعت في كل صناديق؟","So I imagine it's 16 boxes in my head, as student J. said. So 12, 13, 14, 15 and how many apples did I put in each box?"
Three.,student,1,0,,,,ثلاثة.,Three.
"Three apples.  So then he asked – what was your final question, Student J?",teacher,14,0,,,0.0,ثلاثة تفاحة، ثم سأل ما هو سؤالك الأخير، الطالب جي؟,"Three apples, then he asked what was your last question, student J?"
How many apples in all.,student,5,0,,,,كم عدد التفاح بالجميع؟,How many apples per person?
"How many apples in all?  So, multiplication problem or division problem?",teacher,11,2,1.0,,0.0,كم عدد التفاح في الإجمال؟ إذاً، مشكلة مضاعفة أو مشكلة تقسيم؟,"How many apples are there in total? so, the doubling problem or the division problem?"
Multiplication.,multiple students,1,1,,,,مضاعفة,It's going to be doubled.
"Exactly.  It was a multiplication problem; that’s what we wanted.  Awesome, Student J.  So rather than counting all of these apples, what’s a shortcut for adding, Student T? What’s our shortcut for adding?",teacher,33,1,,,0.0,"بالضبط. كانت مشكلة مضاعفة, هذا ما أردنا. رائع, الطالب J. لذلك بدلا من احتساب كل هذه التفاحة, ما هو اختصار لإضافة, الطالب T؟ ما هو اختصار لدينا لإضافة؟","Great, student J. So instead of counting all these apples, what's the acronym to add, student T? What's our acronym to add?"
Multiplication.,student,1,1,,,,مضاعفة,It's going to be doubled.
"Multiplication.  So rather than adding 3 plus 3 plus 3 plus 3 plus 3 until we’re done, we can just multiply 16 times 3, because we have 16 boxes.  Student J, can you sit right there next to Student C?  All right.  Now, so we have the story problem and we drew a picture.  Who can tell me something they know about the product?  Remember, the product is the answer to a multiplication problem.  What are we going to know about the products of these two multiplication problems?  Student S?",teacher,90,7,,,0.0,مضاعفة. لذلك بدلا من إضافة 3 + 3 + 3 + 3 + 3 حتى ننتهي، يمكننا فقط مضاعفة 16 × 3، لأن لدينا 16 مربع. الطالب J، هل يمكنك الجلوس هناك بجانب الطالب C؟ حسنا. الآن، لدينا مشكلة القصة ونحن رسمنا صورة. من يمكن أن تخبرني شيئا يعرفون عن المنتج؟ تذكر، المنتج هو الجواب على مشكلة مضاعفة. ماذا سنعرف عن المنتجات من هذه المشاكل المضاعفة؟ الطالب S؟,"So instead of adding 3 + 3 + 3 + 3 + 3 until we finish, we can only multiply 16 × 3, because we have 16 squares. Student J, can you sit there next to student C? Well. Now, we have a story problem and we've drawn a picture. Who can tell me anything they know about the product?"
It’s going to [inaudible].,student,4,0,,,,سيصبح (غير مُسمع),It will become (inaudible)
It’s going to what?  What is going to be [inaudible] the other one?  Which one is going to be double?,teacher,20,0,,,0.0,هل ستذهب إلى ماذا؟ ما الذي سيكون [غير قابل للسمع] الآخر؟ أي واحد سوف يكون مزدوج؟,Will you go to what? what will be the next one? which one will be double?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Which one?,teacher,2,0,,,0.0,أيّة؟,Which one?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Is this answer going to be double this answer, or is this answer going to be double of this answer?",teacher,20,0,,,0.0,هل هذه الإجابة ستكون مضاعفة هذه الإجابة، أو هل هذه الإجابة ستكون مضاعفة هذه الإجابة؟,"Will this answer be double that answer, or will this answer be double that answer?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Say it a little louder, Student B?",teacher,7,0,,,0.0,قل ذلك بصوت أعلى، الطالب ب؟,"Say that out loud, student B?"
That is.,student,2,0,,,,هذا هو.,That's him.
"Which one?  The top answer is going to be double this answer? How many people agree that this answer is going to be double of this answer?  So say this answer – let’s pretend that this answer was 5, which is isn’t, but let’s pretend – this answer is going to be double 5; this answer is going to be 10.  How many people agree with that?  How many people think that it’s going to be something else?  All right.  Who thinks it’s going to be maybe something else? Student J?  So you disagree?  What do you think?",teacher,98,0,,,1.0,أي واحد؟ الجواب الأعلى سيكون ضعف هذا الإجابة؟ كم من الناس يوافقون على أن هذا الإجابة سيكون ضعف هذا الإجابة؟ لذلك قل هذا الإجابة  دعونا نتظاهر أن هذه الإجابة كانت 5، والتي ليست كذلك، ولكن دعونا نتظاهر  هذا الإجابة سوف تكون مزدوجة 5؛ هذا الإجابة سوف تكون 10.,"How many people would agree that this answer would be twice that answer? So say this answer, let's pretend that this answer was 5, which is not, but let's pretend that this answer will be double 5; this answer will be 10."
I think that the first [inaudible] double answer [inaudible].,student,9,0,,0.0,,أعتقد أن الإجابة المزدوجة الأولى غير مسموعة.,I think the first double answer is unheard of.
"So you think that 16 times 6, its answer, its product is going to be double what the product of this is?",teacher,22,2,1.0,,1.0,إذاً هل تعتقد أن 16 × 6، إجابته، نتاجها سيكون ضعف نتاج هذا؟,"So do you think that 16 × 6, the answer, the output would be twice the output of this one?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"So if this answer was 5 – which it isn’t, but let’s pretend that it is – that this would be double, so this one would be 10?",teacher,28,0,,,1.0,إذا كان هذا الإجابة هو 5  والتي هي ليست، ولكن دعونا نتظاهر أنها  أن هذا سيكون مضاعفا، لذلك هذا واحد سيكون 10؟,"If this answer is 5 and it is not, but let's pretend that this will be doubled, so this one will be 10?"
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Why do you think that, Student J?",teacher,7,0,,,1.0,لماذا تعتقد ذلك، الطالب جي؟,"Why do you think so, student J?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Yeah.  Remember our doubling and halving?  If one factor stays the same – did we have one factor stay the same, Student K?",teacher,23,0,,,0.0,هل تتذكرين مضاعفة ونصفنا؟ إذا كان هناك عامل واحد يبقى نفسه؟,"Do you remember the double and a half, if there is only one factor that remains the same?"
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
What factor stayed the same?,teacher,5,0,,,0.0,ما العامل الذي بقي نفسه؟,What factor remained the same?
16.,student,1,0,,,,16.,16.
"16.  So if we have one factor stay the same and one factor is doubled, did one of these factors get doubled?",teacher,22,1,,,1.0,١٦. إذا كان لدينا عامل واحد يبقى نفسه، ومرجع واحد مضاعف، هل مضاعف أحد هذه العوامل؟,"If we have one factor that remains the same, and one reference is multiplied, is any one of these factors multiplied?"
Yeah.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"What factor got doubled, Student M?",teacher,6,0,,,0.0,أي عامل مضاعف، الطالب M؟,"What is the multiplier factor, student M?"
3.,student,1,0,,,,3 .,3 .
"3 got doubled to 6.  So we doubled 3 into 6, then my answer will be doubled, so my answer needs to be double.  So I’m going to go from 5, I’m going to double 5 to get to 10. So, let’s actually solve this and see what’s going to happen.  Let’s solve this and see what’s going to happen. Do I know my 16s tables?",teacher,66,0,,,0.0,3 مضاعفة إلى 6 ، لذلك قمنا بمضاعفة 3 إلى 6 ، ثم سيتم مضاعفة إجابتي ، لذلك يجب أن تكون إجابتي مضاعفة. لذلك سأذهب من 5 ، سأضاعف 5 للوصول إلى 10. لذلك ، دعونا نقوم بحل هذا بالفعل ونرى ما سيحدث. دعونا نقوم بحل هذا ونرى ما سيحدث.,"So I'm going to go from 5, I'm going to multiply 5 to get to 10. So, let's solve this already and see what happens. Let's solve this and see what happens."
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"No.  So, how can I solve 16 times 3?  What am I going to have to do?  What’s a strategy I can use, Student C?",teacher,25,0,,,0.0,لا، كيف يمكنني حل 16 × 3؟ ماذا سأفعل؟ ما هي الاستراتيجية التي يمكنني استخدامها، الطالب C؟,"No, how can I solve 16 × 3? what will I do? what strategy can I use, student C?"
You can break up the 16.,student,6,0,,,,يمكنك أن تقطع الـ16,You can cut the 16.
"Awesome.  I like it.  So if I have 16 times 3, what am I going to break up the 16 into?  What groups?",teacher,23,0,1.0,,0.0,رائع. أنا أحب ذلك. إذا كان لدي 16 × 3، ماذا سأقوم بتقسيم 16 إلى أي مجموعات؟,"If I had 16 × 3, what would I do to divide 16 into what sets?"
10.,student,1,0,,,,عشرة,Ten is ten.
10 and –?,teacher,3,0,,,0.0,10 و ؟,10 and 10?
6.,student,1,0,,,,6 .,6 .
"6.  Awesome.  So I’m going to get rid of my 16.  I’m going to have a group of 10 and a group of 6.  So how many new multiplication problems am I going to have, Student T?",teacher,37,1,,,0.0,6. رائع. لذلك سوف أتخلص من 16. سوف يكون لدي مجموعة من 10 و مجموعة من 6.,So I'm going to get rid of 16. I'm going to have a set of 10 and a set of 6.
Two.,student,1,0,,,,اثنان.,Two.
Two.  Can you give me one of them?,teacher,8,0,,,0.0,اثنان، هل يمكنك أن تعطيني واحدة منهم؟,"Two, can you give me one of them?"
3 times 10.,student,3,0,,,,ثلاث مرات عشرة,Three times ten is three times ten.
"3 times 10.  And remember when we do the break-apart method, we need our parentheses.  What’s my other problem, Student R?",teacher,21,1,,,0.0,3 × 10. وتذكر عندما نقوم بعملية الانفصال، نحتاج لنقاطنا. ما هي مشكلتي الأخرى، الطالب R؟,"And remember, when we do the separation process, we need our points.What's my other problem, student R?"
3 times 6.,student,3,0,,,,3 × 6,3 × 6
"3 times 6.  Awesome.  My parenthesis, again.  What am I missing?  I’m missing something that’s really important in here.  Student C?",teacher,21,0,,,0.0,ثلاث مرات ستة، رائع، شفتي، مرة أخرى، ماذا أفتقد؟ أفتقد شيئاً مهماً حقاً هنا. الطالب سي؟,"Three times six, great, my eyes, again, what am I missing? I'm missing something really important here."
Plus sign.,student,2,0,,,,بالإضافة إلى علامة.,In addition to a sign.
"My plus sign.  Does it go here, here, or here?",teacher,10,0,,,0.0,علامتي الإضافية، هل تذهب إلى هنا، هنا، أو هنا؟,"My extra tag, are you going here, here, or here?"
The middle.,student,2,0,,,,في الوسط,In the middle
The middle.  All right?  So let’s solve this.  3 times 10 is –?,teacher,13,0,,,0.0,الوسط. حسناً؟ دعونا نحل هذا. 3 × 10 هو ؟,The middle. Okay? let's solve this. 3 × 10 is it?
30.,multiple students,1,0,,,,ثلاثون,thirty-three.
"30.  Remember, we’ve got to drop our plus sign down.  3 times 6 is –?",teacher,15,0,,,0.0,تذكّر، يجب أن نسقط علامة + إلى أسفل. 3 × 6 هو ؟,"Remember, we have to drop the + symbol down. 3 × 6 is ?"
18.,multiple students,1,0,,,,18.,18. 18.
18.  So we need to add 30 plus 18.  Student K?,teacher,11,1,,,0.0,18. لذلك نحن بحاجة إلى إضافة 30 زائد 18. الطالب ك؟,18. so we need to add 30 plus 18. student k?
48.,student,1,0,,,,48.,48.
"48.  30 plus 18 – 0 and 8 is 8, 3 and 1 is 4.  48.  So, if we know that 16 times 3 is 48, 16 times 3 is 48, what’s that going to be.  What’s the product of 16 times 6 going to be, Student L?",teacher,48,1,,,0.0,"48. 30 + 18  0 و 8 = 8, 3 و 1 = 4, 48. إذاً، إذا علمنا أن 16 × 3 = 48, 16 × 3 = 48, ما الذي سيكون عليه؟ ما هو نسبة 16 × 6 ستصبح، الطالب L؟","48. 30 + 18 0 and 8 = 8, 3 and 1 = 4, 48. So if we know that 16 × 3 = 48, 16 × 3 = 48, what will it be?"
It’s gonna be – we’re doubling – we’re adding 16 again?,student,11,0,,0.0,,هل سنضيف 16 مرة أخرى؟,Shall we add 16 again?
"We’re not adding 16 again.  Remember over here.  If one factor stays the same and one factor is doubled – so we doubled, we went from 3 to 6, we doubled 3 – then our answer will –?",teacher,38,0,1.0,,0.0,"نحن لا نضيف 16 مرة أخرى. تذكر هنا. إذا كان العامل واحد يبقى نفسه و العامل واحد مضاعفة  لذلك ضاعفنا، ذهبنا من 3 إلى 6, ضاعفنا 3  ثم جوابنا سيكون ؟","We don't add 16 again. Remember here. if one factor remains the same and one factor is multiplied by that multiplier, we went from 3 to 6, multiplied by 3 then our answer would be?"
Double.,multiple students,1,0,,,,مضاعفة,It's going to be doubled.
Double.  So we know we need to double –?,teacher,9,0,,,0.0,مضاعفة. لذا نحن نعلم أننا بحاجة إلى مضاعفة ؟,So we know we need a double?
48.,multiple students,1,0,,,,48.,48.
"48.  How do we double 48?  We can do it two ways.  Student R, what’s one way you can double 48?",teacher,21,0,,,1.0,كيف نضاعف 48؟ يمكننا القيام بذلك بطريقتين. الطالب R، ما هي طريقة واحدة يمكنك مضاعفة 48؟,"We can do this in two ways.Student R, what is one way you can multiply 48?"
"8 plus 8.  I mean, 4 plus 4 and that’s 8.",student,11,0,,0.0,,8 + 8. أعني، 4 + 4 وهذا 8,"I mean, 4 + 4 and that's 8."
Where are you getting the 4 from?,teacher,7,0,1.0,,0.0,من أين حصلت على 4؟,Where did you get 4?
The 4 [inaudible].,student,3,0,,,,الأربعة [غير مسموعة].,The four [unheard].
Oh.  So add 4 plus 4?,teacher,6,1,,,0.0,إذاً إضافة 4 + 4؟,So add 4 + 4?
40 plus 40. Put an 8 with that. Was she trying to say –?,student,14,0,,0.0,,40 + 40. ضع 8 مع ذلك. هل كانت تحاول أن تقول ؟,40 + 40. put 8 though. was she trying to say?
Why?  What two numbers are you adding together?  You’re just adding 4 together?,teacher,13,0,0.0,,1.0,لماذا؟ ما هي الأرقام التي تضيفها معا؟ هل تضيف 4 معا فقط؟,Why? what numbers do you add together? do you just add 4 together?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"So if I double 48, what’s one way I can double 48?  I can use addition but what – no, if I do 4 plus 4 – so 4 plus 4 is 8.  That’s double 48?  Hold on.  No, she’s almost there. Give her a second.",teacher,46,1,,,0.0,اذا مضاعفة 48، ما هي طريقة واحدة يمكنني مضاعفة 48؟ يمكنني استخدام الجمع ولكن ما  لا، إذا قمت 4 زائد 4  لذلك 4 زائد 4 هو 8؟ هذا  مضاعفة 48؟ انتظر. لا، انها تقريبا هناك. اعطيها ثانية.,"So multiplied by 48, what's one way I can multiply by 48? I can use the sum but no, if I do 4 plus 4 so 4 plus 4 is 8? is that multiplied by 48? Wait. No, it's almost there. Give it a second."
Do 4 plus 4 and then do 8 plus 8.,student,10,0,,0.0,,افعل 4 + 4 ثم افعل 8 + 8.,Do 4 + 4 and then do 8 + 8.
Hold on.  But what numbers do I need to add together?  What’s the total number that I need to add?,teacher,20,3,1.0,,0.0,الانتظار. ولكن ما هي الأرقام التي أحتاج إلى إضافة إليها؟ ما هو العدد الإجمالي الذي أحتاج إلى إضافة؟,But what numbers do I need to add? What is the total number I need to add?
48.,student,1,0,,,,48.,48.
48 plus –?,teacher,3,0,,,0.0,48 زائد ؟,48 plus ?
48.,student,1,0,,,,48.,48.
"48.  Thank you.  Because when you say it that way I was kind of confused, and I’m sure some of the kids in the class were confused.  So you can double 48 by adding 48 plus 48.  How else can you double 48?  Student J?",teacher,45,0,,,1.0,48، شكراً لك. لأنني عندما قلتها بهذه الطريقة كنت في حالة من الارتباك، وأنا متأكد من أن بعض الأطفال في الفصل كانوا في حالة من الارتباك. لذلك يمكنك مضاعفة 48 عن طريق إضافة 48 زائد 48. كيف يمكنك مضاعفة 48؟ الطالب J؟,"48, thank you. because when I said it this way I was confused, and I'm sure some of the kids in the class were confused. so you can multiply 48 by adding 48 plus 48. how can you multiply 48? student J?"
48 times 2.,student,3,0,,,,48 × 2,48 × 2
48 times 2.  So either way would work.  Okay?  Either way would work.  So which one’s going to be easier?  Student K?,teacher,22,0,,,0.0,48 × 2 إذاً كل الطرق ستنجح حسناً؟ كل الطرق ستنجح. إذاً أي من الطرق سيكون أسهل؟ الطالب ك؟,"48 × 2 so all the ways will work, okay? all the ways will work. so which way will be easier?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"I think 48 plus 48, because I don’t know my 48 tables.  We’d have to break it apart.  So 8 plus 8 is –?",teacher,24,0,,,1.0,أعتقد أن 48 + 48 ، لأنني لا أعرف الجداول الـ 48 الخاصة بي. يجب أن نقسمها. إذن 8 + 8 هي ,"I think it's 48 + 48, because I don't know my own 48 tables."
16.,multiple students,1,0,,,,16.,16.
16.  40 plus 40 is –?,teacher,6,0,,,0.0,16، 40 زائد 40 هو ؟,"16, 40 plus 40 is what?"
80.,multiple students,1,0,,,,80.,80. 80.
80.  So now let’s add 16 plus 80.  6 plus 0 is –?,teacher,13,1,,,0.0,80. الآن دعونا نضيف 16 + 80. 6 + 0 هو ؟,Now 80. Let's add 16 + 80. 6 + 0 is ?
6.,multiple students,1,0,,,,6 .,6 .
1 plus 8 is –?,teacher,5,0,,,0.0,1 + 8 = ؟,1 + 8 = ?
9.,multiple students,1,0,,,,9,9 9
"96.  Student C?  All right.  Go sit at the back table.   So just because you guys aren’t on camera doesn’t mean that you still need to do the math work, okay?  Just because you’re not on camera doesn’t mean that you can just sit here. All right.  One factor stayed the same, one factor doubled, answer doubled.  Or you could look at it this way:  one factor stayed the same, one factor was cut in half – we cut it in half, we got 3 – so our answer’s going to get cut in half.  Right?  Can’t you look at it the other way, too?",teacher,105,0,,,0.0,96. الطالب سي؟ حسناً. اذهب وجلسي على الطاولة الخلفية. لذا فقط لأنكما لستما على الكاميرا لا يعني أنكما لا تزال بحاجة للقيام بعمل الرياضيات، حسناً؟ فقط لأنكما لستما على الكاميرا لا يعني أنكما يمكن أن تجلسوا هنا. حسناً. عنصر واحد بقي نفسه، عامل واحد مضاعف، إجابة مضاعف. أو يمكنك أن تنظر إليها بهذه الطريقة: عامل واحد بقي نفسه، عامل واحد تم قطعه إلى النصف  قطعناه إلى النصف، لدينا 3  لذلك إجاباتنا  سوف يتم قطعها إلى النصف. أليس كذلك؟ لا يمكنك أن تنظر إليها من الناحية الأخرى أيضاً؟,"So just because you're not on camera doesn't mean you still need to do math, okay? just because you're not on camera doesn't mean you can sit here."
Yeah.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Sure.  So one thing that – real quick, before we break out and do some problems – one thing that I wanted us to look at was an array.  Did anyone, when you were talking to your friend, say, “I would represent it as an array”?  So who can come up and draw a 16 by 3 array?  Student J.  Ever? The whole year you’ve never gone up on the board?  Come on.",teacher,73,4,,,0.0,طبعاً. إذاً شيء واحد سريع جداً، قبل أن ننفجر ونقوم ببعض المشاكل، شيء واحد أردتنا أن ننظر إليه هو المجموعة. هل كان هناك أحد، عندما كنت تتحدث إلى صديقك، يقول، هل سأمثله كمجموعة؟ لذا، من يمكنه أن يأتي ويرسم المجموعة 16×3؟ الطالب جي.,"So one thing very quickly, before we explode and make some problems, one thing we wanted to look at was the set. Was there anyone, when you were talking to your friend, who said, ""Shall I represent him as a set?"" So, who can come and draw the set 16×3? Student J.."
"[Inaudible] in the third grade what we used to do is use, like, we used to count numbers, the higher numbers and then the 1s table.  So what she was trying to say is, instead of just adding 48 and 48, she was just trying to say add 4 and 4, which is like –",student,55,1,,0.0,,"[لا يمكن سماعها] في الصف الثالث ما اعتدنا القيام به هو استخدام، مثل، اعتدنا على حساب الأرقام، أعلى الأرقام ومن ثم الجدول 1s. لذلك ما كانت تحاول قوله هو، بدلا من مجرد إضافة 48 و 48, كانت تحاول فقط أن تقول إضافة 4 و 4, وهو مثل ","So what she was trying to say was, instead of just adding 48 and 48, she was just trying to say add 4 and 4, which is like ."
So she meant add the 4 from here and the 4 from here?,teacher,13,1,1.0,,1.0,إذاً كانت تعني إضافة 4 من هنا و 4 من هنا؟,So she meant adding 4 from here and 4 from here?
Yeah.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"But are we really adding 4 and 4, Student D?",teacher,10,0,,,0.0,ولكن هل نحن حقاً نضيف 4 و 4، الطالب D؟,"But are we really adding 4 and 4, student D?"
No.,student,1,0,,,,-كلا .,"- No , not at all ."
No.  You’re adding what?,teacher,4,0,,,0.0,لا، ماذا ستضيفين؟,"No, what are you going to add?"
We’re adding 40 and 40.,student,5,0,,,,نحن نضيف 40 و 40.,We're adding 40 and 40.
40 and 40.  Not 4 and 4.  Good.,teacher,8,0,1.0,,0.0,40 و40 ليس 4 و4 جيد,40 and 40 aren't 4 and 4 good.
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
