text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
Step two.  You're gonna draw how you solved it.  I actually want to see it on paper.  I want to see that on this paper.,teacher,25,0,,,0.0,الخطوة الثانية، سوف ترسم كيف حلته، أريد أن أرى ذلك على الورق، أريد أن أرى ذلك على هذا الورق.,"Step two, you will draw how to solve it, I want to see it on paper, I want to see it on this paper."
So I solve it again?,student,5,0,,,,إذاً سأحل الأمر مجدداً؟,So I'm going to solve it again?
No.  You can just copy that down onto here.  Put your name down,teacher,13,0,1.0,,0.0,لا، يمكنك فقط نسخ ذلك هنا، ضع اسمك هنا,"No, you can just copy it here, put your name here."
For which problem?  Problem one or problem two?,student,8,0,,0.0,,للمشكلة الأولى أم المشكلة الثانية؟,For the first problem or the second problem?
Either one.,teacher,2,0,1.0,,0.0,أياً كان.,Whatever it is.
And then right a story about it?,student,7,0,,,,ومن ثم قصة عن ذلك؟,And then a story about it?
"No.  Let go.  We keep our hands to our self, Student J.",teacher,12,0,0.0,,0.0,لا، دعونا نذهب، سنحافظ على أيدينا لنفسنا، الطالب (جي),"No, let's go, we'll keep our hands to ourselves, student."
And then – ?,student,4,0,,,,و بعدها ؟,And then what?
[Inaudible]  Hmm?,teacher,2,0,,,0.0,[غير مسموع] Hmm؟,[Unheard] Hmm?
Do I have to draw a different story [probably]?,student,9,0,,0.0,,هل يجب أن أرسم قصة مختلفة؟,Should I draw a different story?
Or show how you solved it on paper.  No.  I don't want you to write a story problem.  I want you to show how you solved one of these problems on the paper.  So either copy that down onto here or copy this down onto –,teacher,46,0,1.0,,0.0,لا اريدك ان تكتب مشكلة قصة اريدك ان تظهرك كيف حلتي واحدة من هذه المشاكل على الورق,I don't want you to write a problem story I want you to show you how you solved one of these problems on paper
[Inaudible] word problems?,student,3,0,,,,مشاكل في الكلمات؟,Problems with words?
"No, I just want you to show how you solved this problem or how you solved this problem on that paper.",teacher,21,0,,,0.0,لا، أنا فقط أريد منك أن تظهر كيف حل هذه المشكلة أو كيف حل هذه المشكلة على تلك الورقة.,"No, I just want you to show me how to solve this problem or how to solve this problem on that piece of paper."
You mean write a word problem [Inaudible],student,7,0,,,,تعني كتابة مشكلة كلمة [لا يمكن سماعها],It means writing down the problem of the word [inaudible].
Not a word problem.  The word problem below it.  Draw the solution and then write the word problem underneath it.,teacher,20,1,1.0,,0.0,لا مشكلة الكلمة، مشكلة الكلمة تحتها، رسم الحل ثم اكتب مشكلة الكلمة تحتها.,"No problem with the word, the problem with the word underneath, draw the solution and then write the problem with the word underneath."
Mr. A?,student,2,0,,,,سيّد (أ) ؟,Mr. (a) ?
Yes?,teacher,1,0,,,0.0,-أجل؟,- Yes?
What are you supposed to do on this paper?,student,9,0,,0.0,,ماذا يفترض بك أن تفعل في هذه الورقة؟,What are you supposed to do on this piece of paper?
Hmm?,teacher,1,0,0.0,,0.0,هل هذا صحيح؟,Is that true?
He just [answered] us.,student,4,0,,,,لقد أجابنا فحسب,We just answered the question.
"Can you explain it?  Yes, Student J?",teacher,7,0,,,1.0,هل يمكنك أن تشرح ذلك؟,Can you explain that?
I'm getting confused.  So –,student,5,0,,,,أنا أصبح مشوشاً,I'm getting confused.
Okay.  So why don't you read this problem out loud to me?,teacher,12,0,0.0,,1.0,حسناً، لما لا تقرأ هذه المشكلة بصوت عال لي؟,"Well, why don't you read this problem out to me?"
Miss S sells bags of oranges in her grocery  --,student,10,0,,0.0,,الآنسة (س) تبيع حقائب من البرتقال في متجرها,Ms. C. sells bags of oranges in her shop
Grocery.,teacher,1,0,1.0,,0.0,البقالة.,The groceries.
-- grocery store.  There are four oranges in the bag.,student,10,0,,0.0,,هناك أربعة برتقال في الحقيبة,There are four oranges in the bag.
Each bag.,teacher,2,0,1.0,,0.0,كل حقيبة,Each suitcase is a suitcase.
I mean each bag.  David bought six bags of oranges to bring to his class.  How many oranges did David buy?,student,21,0,,0.0,,أعني كل حقيبة (ديفيد) اشترى ستة حقائب من البرتقال لأحضرها إلى صفيه كم عدد البرتقال التي اشترىها (ديفيد) ؟,"I mean, every bag (David) bought six bags of oranges to bring to his ranks, how many oranges did he (David) buy?"
So how many bags are there?,teacher,6,0,1.0,,0.0,إذاً كم عدد الحقائب الموجودة؟,So how many suitcases are there?
There's four oranges in each bag.,student,6,0,,,,هناك أربعة برتقال في كل حقيبة.,There are four oranges in each bag.
And we said that we circle important number and underline important words.,teacher,12,2,0.0,,0.0,ونحن نقول أننا نقوم بعمل دائرة حول العدد المهم وتأكيد الكلمات المهمة.,And we say that we make a circle around the important number and emphasize the important words.
[First one].,student,2,0,,,,[الأول واحد].,[The first one].
And how many – okay but then what?  Six bags of oranges?,teacher,12,0,,,0.0,وكم عدد الـ  حسنا لكن ماذا بعد ذلك؟ ستة أكياس من البرتقال؟,"And how many -- okay, but what's next, six bags of oranges?"
And then [I think I'm] [Inaudible].,student,6,0,,,,ومن ثم [أعتقد أنني] [غير قابل للسمع].,And then [I think I am] [unheard of].
What's that?  Open up to page 41.,teacher,7,0,0.0,,0.0,ما هذا؟ افتح إلى الصفحة 41,What is this? open to page 41
Might be [Inaudible] Might be recording me because –,student,9,0,,0.0,,قد يكون [لا يمكن سماع] قد يكون تسجيل لي لأن ,It may be [inaudible] it may be a recording of me because 
"So page two.  So question two, Student S.",teacher,8,0,0.0,,0.0,إذاً الصفحة الثانية، السؤال الثاني، الطالب S.,"So page two, question two, student S.."
In all that [charting] that you had in the book she [Inaudible] like that.,student,14,0,,0.0,,في كل ما كتبتموه في الكتاب كانت مثلها.,In everything you wrote in the book she was like her.
Okay.  I'll let –,teacher,4,0,0.0,,0.0,حسناً، سأترك,"Well, I'll leave you to it."
Do you have to do forty-six or [Inaudible],student,8,0,,0.0,,هل يجب أن تفعل أربعين وستة أو [لا يمكن سماع],Should you do forty-six or [inaudible]
Mm-hmm.,teacher,1,0,0.0,,0.0,-حسناً,-Well then
[Forty]?,student,1,0,,,,[أربعين]؟,[forty]?
"Mm-hmm.  Student S?  I don't think that needed to be opened up so why don't you put the things back in that tray.  Isn't there a tray with some things in it?  Put the fraction pieces back in, please.",teacher,39,1,,,0.0,الطالب (س) ، لا أعتقد أنه كان من الضروري فتحها لذا لماذا لا تضع الأشياء مرة أخرى في تلك الصحنة؟ أليس هناك صحن مع بعض الأشياء فيه؟,"Student C, I don't think it was necessary to open it, so why not put things back in that plate?"
This is going to be easy.  The second one's easy.,student,10,0,,0.0,,هذا سيكون سهلاً الثاني سيكون سهلاً,"This will be easy, the second will be easy."
"One, two, three, four, five, six.  So this is what?  Eight plus eight plus eight.  Can you show me how you added those to three – what numbers together and came up with 32?  When you're ready, Student K, raise your hand and I'll come take a look.",teacher,48,0,0.0,,0.0,واحد، اثنان، ثلاثة، أربعة، خمسة، ستة. إذا ما هو هذا؟ ثمانية زائد ثمانية زائد ثمانية. هل يمكنك أن تظهر لي كيف قمت بإضافة هذه إلى ثلاثة  أي أرقام معا وجاءت إلى 32؟ عندما تكون جاهزا، الطالب ك، رفع يدك وسوف يأتي لألقي نظرة.,"One, two, three, four, five, six. so what is this? eight plus eight plus eight. can you show me how to add these to three any numbers together and get to 32? when you're ready, student k, raise your hand and I'll come and take a look."
"I need help, Mr. A. Can I get some water?",student,10,0,,0.0,,أحتاج للمساعدة، سيد (إي) هل يمكنني الحصول على بعض الماء؟,"I need help, Mr. E. Can I get some water?"
"No.  No.  Why don't you draw – instead of writing down, why don't you try drawing?  How many bags are – did David buy?",teacher,24,0,0.0,,1.0,لا، لا. لماذا لا ترسم  بدلاً من الكتابة، لماذا لا تحاول الرسم؟ كم حقيبة  اشترى ديفيد؟,"Why don't you paint instead of writing, why don't you try painting?"
Six.,student,1,0,,,,ستة.,Six.
Six?  So why don't you draw six bags?  How many oranges are in each bag?,teacher,15,0,,,0.0,ستة، لماذا لا ترسم ستة حقائب؟ كم عدد البرتقال في كل حقيبة؟,"Six, why don't you draw six bags? how many oranges are in each bag?"
Four.,student,1,0,,,,أربعة.,Four.
"Ooh.  Let's try solving it that way.  Drawing the picture. Either big in it.  Yes, Student K?",teacher,17,0,,,0.0,دعونا نحاول حل الأمر بهذه الطريقة، نرسم الصورة، إما كبيرة فيها.,"Let's try to solve it this way, drawing a picture, either large in it."
I need help.,student,3,0,,,,أنا بحاجة لمساعدة.,I need help.
Student G?,teacher,2,0,,,0.0,الطالب جي؟,The student?
It's not even going in.,student,5,0,,,,إنه لن يدخل حتى,He won't even get in.
[Inaudible],teacher,1,0,0.0,,0.0,[غير مسموع],[Unheard of]
Four times six. Count to four six times.,student,8,0,,0.0,,أربع مرات ستة عد إلى أربع مرات ستة,Four times six count to four times six
Go get a drink of water.  So draw a picture.  Okay.  So – and what does a picture represent?,teacher,19,0,0.0,,0.0,اذهب واحصل على مشروب من الماء. لذا ارسم صورة. حسناً. إذاً  وماذا تمثل صورة؟,"Go get a drink of water, so draw a picture."
Six bags?,student,2,0,,,,ستة أكياس؟,Six bags?
So each of this is a bag?  And how many are in each bag?,teacher,14,0,,,0.0,إذاً كلّ هذه حقيبة، وكم عدد هذه في كلّ حقيبة؟,"So these are all bags, and how many of these are in each bag?"
Four.,student,1,0,,,,أربعة.,Four.
"So do – go ahead and fill in the four.  Okay, Student L, where's your math book?",teacher,17,0,,,0.0,حسناً، الطالب L، أين كتاب الرياضيات الخاص بك؟,"Well, student L, where's your math book?"
[Inaudible],student,1,0,,,,[غير مسموع],[Unheard of]
"Okay, Student L?  Is this what you were looking for?  It was –",teacher,13,0,,,0.0,حسناً، الطالب (إل) هل هذا ما كنت تبحث عنه؟,"Well, student, is this what you've been looking for?"
It was on the floor.,student,5,0,,,,كان على الأرض,It was on the ground.
It was on the floor.  [Make sure it goes in this.],teacher,11,0,1.0,,0.0,كان على الأرض [تأكد من أنها تدخل في هذا.],It was on the ground [make sure she's involved in this.]
It is –,student,3,0,,,,إنه كذلك,It's just the way it is.
So what you come up with?,teacher,6,0,,,0.0,إذاً ما الذي توصلت إليه؟,So what have you come to?
Thirty-four.,student,1,0,,,,أربعة وثلاثون,Thirty-four and thirty-four.
Great.  So make sure you put your answer in here and then I [Inaudible],teacher,14,0,,,0.0,عظيم، لذا تأكد من وضع إجابتك هنا ومن ثم أنا,"Great, so be sure to put your answer here and then me."
Mr. A. Can I use the bathroom?,student,7,0,,,,سيّد (إي) ، هل يمكنني استخدام الحمام؟,"Mister, can I use the bathroom?"
Show me how you solved it?,teacher,6,0,0.0,,1.0,أرني كيف حلته؟,Show me how to solve it.
Can I use the bathroom?,student,5,0,,,,هل يمكنني استخدام الحمام؟,Can I use the bathroom?
"Student A, come on up.  Hmm?  Not right now.",teacher,9,0,1.0,,0.0,الطالب (إي) ، تعال ليس الآن,"Student (E), come on not now"
"[On the] word problem, do the words?",student,7,0,,,,مشكلة الكلمات، هل الكلمات؟,"The problem with words, are words?"
Draw your solution on that white line – on that white paper and then write that word problem underneath it.,teacher,20,2,1.0,,0.0,رسم الحل الخاص بك على ذلك الخط الأبيض  على ذلك الورق الأبيض ثم كتابة هذه الكلمة مشكلة تحتها.,Your solution to that problem is to draw a white line on that white paper and then type this word underneath the problem.
Oh.,student,1,0,,,,-أوه .,-Oh .
"Mm-hmm.  So what's your answer?  How many oranges did he how many oranges?  Yes, so erase.",teacher,16,0,,,0.0,إذاً، ما هو إجابتك؟ كم عدد البرتقال التي قام بها؟,How many oranges did he make?
24 oranges.,student,2,0,,,,24 برتقال,There are 24 oranges.
That's [okay] [Inaudible],teacher,3,0,,,0.0,هذا [حسناً] [غير قابل للسمع],That's [well] [unheard of]
"I [would have said], like [Inaudible].",student,6,0,,,,أنا [يجب أن أقول]، مثل [غير مستمع].,"I [have to say], like [not listening]."
