text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_back_translated
"Do not speak out.  Raise your hand, please.  How many square units with one?",teacher,14,2,,,0.0,لا تتكلّم، ارفعوا يدكم، من فضلكم، كم عدد الوحدات المربعة مع واحدة؟,"Don't talk, raise your hand, please, how many squared units with one?"
[Inaudible] equal to six square units.,student,6,2,,,,[غير مسموع] يساوي ست وحدات مربعة.,[Unheard] is equal to six square units.
Okay.  Six square units.  There’s one here – everyone is looking – another one.  Okay?,teacher,15,2,1.0,,0.0,حسناً، ست وحدات مربعة، هناك واحد هنا، الجميع يبحث عن واحد آخر، حسناً؟,"Well, six square units, there's one here, everybody's looking for another one, okay?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Both sides, top and bottom.  Six square units.  Correct?",teacher,9,2,,,0.0,على الجانبين، أعلى وأسفل، ستة وحدات مربعة، صحيح؟,"On both sides, up and down, six square units, right?"
Yes.,student,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Now, today’s objective, everyone, is surface area.  How many of you have seen this term before?  We found the area of a shape, the perimeter of a shape, the volume of a shape.  So now we’re going to work to find the surface area of the dimensional shape.  So let’s look at the term “surface area.”  When you see the term surface area, what does that mean?  What are they asking for?  What are they looking for?  Yes, Student C?",teacher,80,12,,,0.0,الآن، الهدف اليوم، الجميع، هو مساحة السطح. كم منكم قد رأى هذا المصطلح من قبل؟ وجدنا مساحة الشكل، محيط الشكل، حجم الشكل. لذلك الآن نحن ذاهبون إلى العمل للعثور على مساحة السطح من الشكل الأبعاد. لذلك دعونا ننظر إلى مصطلح مساحة السطح.,"Now, the goal today, everyone, is the surface area. How many of you have seen this term before? We found the surface area of the shape, the circumference of the shape, the size of the shape. So now we are going to work to find the surface area from the shape dimensions. So let's look at the term surface area."
[Inaudible] the surfaces of a cube.  We have to find the area of it.,student,14,2,,0.0,,يجب أن نجد مساحة مكعب,We have to find a cubic space.
Okay.  Student C said we have to look at the surfaces of a cube.  Does it always have to be a cube everyone?,teacher,23,2,1.0,,0.0,حسناً، الطالب (سي) قال أن علينا أن ننظر إلى أسطح الكوب هل يجب أن يكون الكوب دائماً؟,"Well, the student (C) said that we should look at the surfaces of the cup."
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
"What else could it be, Student C?",teacher,7,0,,,1.0,ماذا يمكن أن يكون غير ذلك، الطالب سي؟,"What else could it be, student C?"
A rectangle.,student,2,1,,,,مستطيل,It is rectangular.
[Inaudible] rectangle.,teacher,2,1,,,0.0,مستطيل,It is rectangular.
A rectangular prism.,student,3,2,,,,نظرية مستطيلة,The theory of rectangles
"Oh, you saw not just a rectangle but a rectangular –",teacher,11,2,,,0.0,أوه، لم ترى مجرد مستطيل ولكن مستطيل ,"Oh, you didn't see just a rectangle but a rectangle."
Prism.,multiple students,1,1,,,,بريزما.,It's a prism.
"Prism, right?",teacher,2,1,,,0.0,بريزم، أليس كذلك؟,"Brism, is it not?"
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Okay, Student C, repeat what you said again?",teacher,8,0,,,0.0,حسناً، الطالب (سي) ، تكرر ما قلته مرة أخرى؟,"Well, student (C), repeat what you said again?"
"We have to look for the surface of a rectangular prism, and the area.",student,14,3,,0.0,,علينا أن نبحث عن سطح نظرية مستطيلة، والمنطقة.,"We need to look for a rectangular theoretical surface, and a region."
Okay.  She’s saying we have to find the surfaces and the area of the rectangular prism.  Can someone answer that for me? Can someone answer that?  Yes [inaudible].,teacher,28,3,1.0,,0.0,حسناً، إنها تقول أننا يجب أن نجد السطح ومساحة الصورة المستقيمة، هل يمكن لأحد أن يجيب لي؟ هل يمكن لأحد أن يجيب على ذلك؟,"Well, it says that we must find the surface and the area of the image straight, can anyone answer me? can anyone answer that?"
You also have to find the volume.  You have to find the [inaudible].,student,13,1,,0.0,,عليك أيضاً العثور على الصوت يجب عليك العثور على الصوت,You also have to find the sound you have to find the sound.
"Okay, what Student W said – okay.  We have to find the length, the width, and the height.  So before we can find the surface area, we have to figure out what is the length, what is the width. We have to find out – what [inaudible], if we want.  What word describes length, width, and height?  What’s that word I’m looking for?  What one word describes length, width, and height?  Yes.  Starts with a D.",teacher,76,6,1.0,,0.0,حسناً، ما قاله الطالب W  حسناً. علينا العثور على الطول، والعرض، والارتفاع. لذا قبل أن نجد مساحة السطح، علينا معرفة ما هو الطول، وما هو العرض. علينا معرفة  ما [غير مسموع] ، إذا أردنا. ما هي الكلمة التي تصف الطول، والعرض، والارتفاع؟ ما هي تلك الكلمة التي أبحث عنها؟ ما هي الكلمة التي تصف الطول، والعرض، والارتفاع؟ نعم. تبدأ بـ D.,"So before we find the surface area, we have to find out what the length is, and what the width is. We have to find out what [not heard], if we want to. What word describes length, width, and height? What word is that I'm looking for? What word describes length, width, and height? Yes. It starts with D."
Dimension.,multiple students,1,1,,,,الأبعاد,The dimensions
"Dimensions.  Dimension.  [Inaudible] we need to find the dimensions of the prism, okay?  So what I want you to do as a group – I’m going to give each group a rectangular prism. Why is it called a rectangular prism?  Student J?",teacher,42,8,,,1.0,الأبعاد. الأبعاد. [غير مسموع] نحن بحاجة إلى العثور على أبعاد الصورة، حسناً؟ لذلك ما أريده منك أن تفعله كمجموعة  سأعطى كل مجموعة بصورة مستطيلة. لماذا تسمى بصورة مستطيلة؟ الطالب J؟,"Dimensions. Dimensions. [unheard] We need to find the dimensions of the image, okay? so what I want you to do as a group is I'm going to give each set a rectangular shape."
It’s a 3-D shape and then [inaudible] rectangles.,student,8,1,,0.0,,إنه شكل ثلاثي الأبعاد ثم مستطيل,It's a three-dimensional shape and then rectangular.
Okay.  It’s a 3-D shape and the base is a –?,teacher,11,0,1.0,,0.0,حسناً، إنه شكل ثلاثي الأبعاد والقاعدة هي ؟,"Well, it's a three-dimensional shape and the rule is?"
Rectangle.,multiple students,1,1,,,,مستطيل,It is rectangular.
"Rectangle.  Okay.  So I’m giving each group a rectangular prism.  You will work as a group to find how many stamps – everyone listen – find how many stamps of surface area of the rectangular prism.  Do not take it apart, please.  It’s not a toy, remember.  Each group has a rectangular prism. Yes?",teacher,54,9,,,0.0,مستطيل. حسناً. لذلك سأعطى لكل مجموعة نظرية مستطيلة. ستعملون كمجموعة للعثور على عدد العلامات  الجميع يستمعون  العثور على عدد العلامات من المساحة السطحية من نظرية مستطيلة. لا تفكرها، من فضلكم. انها ليست لعبة، تذكروا. كل مجموعة لديها نظرية مستطيلة. نعم.,"So I'm going to give each set a rectangular theory. You're going to work as a set to find the number of marks everyone is listening to find the number of marks of the surface area from a rectangular theory. Don't think about it, please. It's not a game, remember. Each set has a rectangular theory."
"Do you mean that [inaudible] both sides, the length, the width, and the height [inaudible].",student,15,1,,0.0,,هل تعني أن الجانبين الطويل والعريض والارتفاع غير مسموعين؟,"Do you mean that the long, wide, and high sides are unheard of?"
"Okay.  Remember, you’re working together. In addition to the rectangular prism, I am going to give each group a piece of chart paper, and you have to show me how you figured out the answer.  Each group will have a chart paper.  So many faces again does this rectangular prism have?",teacher,51,5,0.0,,0.0,حسناً، تذكرون، إنكم تعملون معاً. بالإضافة إلى الصورة المستقيمة، سأعطى لكل مجموعة قطعة من ورقة الرسم البياني، وعليك أن تريني كيف اكتشفت الإجابة. كل مجموعة سيكون لها ورقة الرسم البياني.,"Well, remember, you're working together. In addition to the straight image, I'll give each set a piece of a chart sheet, and you have to show me how you found out the answer."
Six.,multiple students,1,0,,,,ستة.,Six.
"Six faces.  So we’re going to figure out how many stamps it will take to cover the entire rectangular prism.  Okay?  I will give you a piece of paper.  You have to show me how you solved the problem. [Inaudible] one, two, three, four.  [Inaudible.]",teacher,45,2,,,0.0,ستة وجوه. لذلك نحن ذاهبون لمعرفة كم من الطوابع ستحتاج إلى تغطية كل prism مستطيل. حسنا؟ سأعطيك قطعة من الورق. عليك أن تظهر لي كيف حل المشكلة. [لا يمكن سماع] واحد، اثنان، ثلاثة، أربعة. [لا يمكن سماع],"Six faces. So we're going to figure out how many stamps you're going to need to cover each rectangular prism. Okay? I'll give you a piece of paper. You have to show me how to solve the problem. [Unheard] One, two, three, four. [Unheard]"
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
We’re finding the surface area.  [Inaudible] area.,teacher,7,3,,,0.0,نحن نعثر على مساحة السطح.,We find the surface area.
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible.] Okay.  Someone should be taking notes.,teacher,7,0,,,0.0,حسناً، يجب أن يكتب أحدهم ملاحظات,"Well, someone has to write notes."
"I will, because [inaudible].",student,4,0,,,,سأفعل، لأن [غير مسموع].,"I will, because [unheard of]."
"[Inaudible] ideas.  Let’s see what I have here.  Working together as a group.  That means all four of you, working together.  [Inaudible.]",teacher,22,0,,,0.0,دعونا نرى ما لدي هنا، العمل معاً كمجموعة، وهذا يعني أنكم الأربعة تعملون معاً.,"Let's see what I have here, working together as a group, which means the four of you are working together."
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible.],teacher,1,0,,,0.0,[غير مسموع.],[Unheard of.]
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible.],teacher,1,0,,,0.0,[غير مسموع.],[Unheard of.]
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible] the surface area of any prism. [Inaudible.]  What does 3 represent?,teacher,12,3,,,0.0,[لا يمكن سماعها] مساحة سطح أي نظارة. [لا يمكن سماعها.] ماذا يمثل 3؟,[Unable to hear] the surface area of any mirror. [Unable to hear.] What does 3 represent?
The length?  The width?  The length?,student,6,2,,,,الطول، العرض، الطول؟,"Length, width, length?"
The width.  What does the 4 represent?,teacher,7,0,1.0,,0.0,العرض، ماذا يمثل الرابع؟,"The show, what does the fourth represent?"
The length.,student,2,1,,,,الطول.,Length. Length.
Okay.  So what does the 12 represent?,teacher,7,0,,,1.0,حسناً، ما الذي يمثل 12؟,"Well, what does 12 represent?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"Wait a minute.  You multiply the length by the width, so what does the 12 represent?  What happened [inaudible]?",teacher,19,2,,,0.0,انتظر لحظة، تضاعف الطول بالعرض، ما الذي يمثل 12؟ ماذا حدث؟,"Wait a minute, double the length by the width, what does 12 represent?"
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
So you multiply by the length by the width. What are we finding?,teacher,13,2,,,0.0,اذا تضاعف بالطول بالعرض ما الذي نجده؟,"If the length is doubled by the width, what do we find?"
Area.,student,1,1,,,,المنطقة,The region.
"Thank you.  Okay.  So, now that we have this, and that represents area, [inaudible] multiply that by 3? [Inaudible.]  One surface, one surface.  [Inaudible.]",teacher,24,2,,,0.0,شكراً. حسناً، الآن لدينا هذا، وهذا يمثل المساحة، [غير مسموع] مضاعفة ذلك بـ 3؟ [غير مسموع] سطح واحد، سطح واحد. [غير مسموع],"All right, now we have this, and that represents the space, [inaudible] double that by 3? [inaudible] One level, one level. [inaudible]"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
It does.  So why do you think [inaudible].,teacher,8,0,,,1.0,-إنه كذلك، فلماذا تظنين ذلك؟,"- Yes, it is, so why do you think so?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Wait a minute.  This surface [inaudible] prism height again?,teacher,9,1,,,0.0,انتظر لحظة، هذا ارتفاع البرازما السطحي مجدداً؟,"Wait a minute, is this the height of the plasma surface again?"
6.,multiple students,1,0,,,,6 .,6 .
So that’s [inaudible]?,teacher,3,0,,,0.0,إذاً هذا (غير قابل للسمع) ؟,So this (inaudible) is it?
[Inaudible.] [Inaudible.],multiple students,2,0,,,,[غير مسموع] [غير مسموع],[Unheard of] [Unheard of]
[Inaudible.] [Inaudible.],teacher,2,0,,,0.0,[غير مسموع] [غير مسموع],[Unheard of] [Unheard of]
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
"What did I say, Miss [inaudible]? What do you guys say, when you multiply 12 by 3?  What did I say?  Remember, I said, how many [inaudible] do you have that has 12 [inaudible]?  Remember, [inaudible] has two surfaces, so what happened to these two surfaces? [Inaudible] this surface?  Is it hard?  Is it [inaudible]? Student J?  [Inaudible] again.  How many square units?  How many stamps?  If I [inaudible], how many stamps would you need?  Only 6?  9?  Okay.  So how many stamps would you need to cover this [inaudible]? So, [inaudible] like this, by 6?  [Inaudible.]",teacher,97,3,,,1.0,ماذا قلت يا آنسة [غير مسموعة]؟ ماذا تقولون يا رفاق عندما تضربون 12 ب 3؟ ماذا قلت؟ تذكر، قلت، كم عدد [غير مسموعة] لديك التي لديها 12 [غير مسموعة]؟ تذكر، [غير مسموعة] لديها سطحين، فماذا حدث لهذه السطحين؟ [غير مسموعة] هذه السطح؟ هل صعبة؟ [غير مسموعة]؟ هل هو [غير مسموعة]؟ الطالب J؟ [غير مسموعة] مرة أخرى. كم وحدة مربعة؟ كم طوابع؟ إذا أنا [غير مسموعة] ، كم طوابع ستحتاج؟ فقط 6؟ 9؟ حسناً.,"What did you say, Miss [unheard]? What do you guys say when you hit 12 b 3? What did I say? Remember, I said, how many [unheard] numbers do you have that have 12 [unheard]? Remember, [unheard] has two surfaces, so what happened to these two surfaces? [unheard] This surface? Is it hard? [unheard]? Is it [unheard]? Student J? [unheard] again."
Three.  Four.,student,2,0,,,,ثلاثة، أربعة,"Three, four"
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible.]  Is this 3 by 3 as well?,teacher,8,0,,,0.0,هَلْ هَذَا 3 على 3 أيضاً؟,Is this 3 over 3 too?
This is a cube.,student,4,1,,,,هذا مكعب,That's a cube.
"12 by 3.  [Inaudible.]  The surface area, I’m making stamps [inaudible].  How many stamps – no talking when I’m talking.  How many stamps [inaudible].",teacher,24,2,,,0.0,مساحة السطح، أنا أقوم بإنشاء طوابع، كم طوابع لا تتحدث عندما أتحدث، كم طوابع.,"The surface area, I create stamps, how many stamps do not speak when I speak, how many stamps."
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
[Inaudible.] [Inaudible.] [Inaudible.] [Inaudible.] [Inaudible.],multiple students,5,0,,,,[غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع],[Unheard of] [Unheard of] [Unheard of] [Unheard of] [Unheard of] [Unheard of] [Unheard of] [Unheard of]
Hold on for a moment.  [Inaudible.],teacher,6,0,1.0,,0.0,انتظر لحظة.,Wait a minute.
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
Okay everyone.,teacher,2,0,,,0.0,حسناً، الجميع,"All right, everybody."
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
"Okay.  Everyone has a [inaudible].  I need everyone’s attention.  Student A, I’m waiting for you.  Student D, I’m waiting for your attention.  Student Q, I’m waiting for your attention.  [Inaudible], focus.  Okay.  So we have a prism. How many stamps will it take to cover the entire prism?  Raise your hands.  How many stamps will it take to cover the entire prism?  Are you paying attention over there?  Okay.  42. What are the dimensions again, everyone?",teacher,76,4,,,0.0,حسناً. كل شخص لديه [لا يسمعه]. أحتاج إلى إنتباه الجميع. الطالب A، أنا أنتظرك. الطالب D، أنا أنتظر إنتباهك. الطالب Q، أنا أنتظر إنتباهك. [لا يسمعه]، التركيز. حسناً. لدينا نظاماً. كم عدد العلامات التي ستحتاج إلى تغطية نظاماً كاملاً؟ ارفعوا أيديكم. كم عدد العلامات التي ستحتاج إلى تغطية نظاماً كاملاً؟,"Student A, I'm waiting for you Student D, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for your attention Student Q, I'm waiting for"
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[Unheard of.]
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-What's the matter?
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"[Inaudible] attention, especially you, Student Q.  And Student D, I really need your attention, because for the next activity, you will have to work in pairs to find the surface area of two rectangular prisms.  And I need you to focus and pay attention so that you can be successful in finding the answer. So everyone, look at your prism.  What are the dimensions?",teacher,64,6,,,0.0,الانتباه، خاصة أنت، الطالب Q، والطالب D، أنا حقا بحاجة إلى انتباهك، لأن للنشاط التالي، سيكون لديك للعمل في أزواج للعثور على المساحة السطحية من prisms مستطيلين. وأنا بحاجة إلى التركيز والاهتمام حتى تتمكن من النجاح في العثور على الإجابة.,"Attention, especially you, student Q, and student D, I really need your attention, because for the next activity, you will have to work in pairs to find the surface area of rectangular prisms."
6.,student,1,0,,,,6 .,6 .
"Remember, I’m looking for dimensions.  Look at your prisms right now.  What is it?",teacher,14,2,,,0.0,تذكر، أنا أبحث عن أبعاد أنظر إلى نظاراتك الآن ما هي؟,"Remember, I'm looking for dimensions look at your glasses now what are they?"
12.,student,1,0,,,,12,12  12 
"Dimensions, everyone.  What is the length?  [Inaudible.]",teacher,7,2,,,0.0,الأبعاد، الجميع، ما هو الطول؟,"Dimensions, everyone, what is the length?"
3. 24.,student,2,0,,,,3. 24.,3. 24.
Okay.  [Inaudible.]  What’s the width?,teacher,5,0,,,0.0,حسناً، ما هو العرض؟,"Well, what's the offer?"
3.,student,1,0,,,,3 .,3 .
3 square units.  And the height?,teacher,6,2,,,0.0,ثلاث وحدات مربعة، والارتفاع؟,"Three units square, and height?"
Is 3.,student,2,0,,,,هو 3,3 is 
3 square units.,teacher,3,2,,,0.0,ثلاث وحدات مربعة,Three units of a square
"[Inaudible.]  So 3 times 4 is 12, times 3 is –.",student,11,0,,0.0,,اذاً 3 × 4 = 12 × 3 = ,So 3 × 4 = 12 × 3 = 
"Okay.  If you covered the entire [inaudible] with the stamps, the stamp [inaudible] square unit, how many square units did you figure out it will take? [0:28:00]",teacher,27,4,1.0,,0.0,حسناً، إذا غطيت الطوابع بأكملها، الطوابع المربعة، كم عدد الطوابع المربعة التي ستحتاجها؟,"Well, if you were to cover all the stamps, the square stamps, how many square stamps would you need?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
"What do you have, Student W?  66 square units.  [Inaudible.] Okay.  Student I was who said it will take 42 square units.",teacher,22,4,,,0.0,ماذا لديك، الطالب W؟ 66 وحدة مربعة. حسناً. الطالب الأول الذي قال أنه سيستغرق 42 وحدة مربعة.,"What do you have, student W? 66 square units. Okay. The first student who said it would take 42 square units."
"No, I said that.",student,4,0,,,,لا، أنا قلت ذلك.,"No, I said that."
"Okay, well, that’s [inaudible].  You’re good.",teacher,6,0,,,0.0,حسناً، هذا غير قابل للسمعة أنتِ جيدة,"Well, that's not reputable, you're good."
He said 76.,student,3,0,,,,قال 76,76 said 
"76.  And this would explain to me how you figured it out.  I need a speaker for this [inaudible], and you’re going to explain to me how you figured it out.  Okay, everyone is listening right now.  Okay, how did you figure it out, Student K?",teacher,46,0,,,1.0,و هذا سيشرح لي كيف اكتشفت ذلك. أنا بحاجة إلى متحدث لهذا، وأنت ستشرح لي كيف اكتشفت ذلك. حسنا، الجميع يستمعون الآن. حسنا، كيف اكتشفت ذلك، الطالب ك؟,"I need a speaker for this, and you're going to explain to me how you found out."
"We counted the whole [inaudible], and then we got 12.",student,10,1,,0.0,,لقد عدنا كل شيء، ثم وصلنا إلى 12,"We counted everything, and then we got to 12."
"Okay.  Everyone listen.  Student D, you’re not paying attention, please.  Okay.  Hold on for one minute.  Student K said we counted the number of 12 units for the [inaudible] side, okay?  How many square units was that?",teacher,37,3,1.0,,0.0,حسناً، اسمعوا جميعاً، الطالب (د) ، أنت لا تستمع، رجاءً، حسناً، إنتظر لحظة، الطالب (ك) قال أننا عدنا عدد 12 وحدة للجانب غير السمعي، حسناً، كم عدد الوحدات المربعة تلك؟,"All right, all right, listen, student (d), you're not listening, please, well, wait a minute, student (k) said we counted 12 units for the non-acoustic side, well, how many square units are those?"
That was 12.,student,3,0,,,,كان ذلك 12,That was 12 years ago.
Wait a minute.  12 square units.,teacher,6,2,,,0.0,انتظر لحظة، 12 وحدة مربعة.,"Wait a minute, 12 square units."
And then we knew that all the other sides were 12.,student,11,0,,1.0,,ومن ثم عرفنا أن جميع الجانبين الآخرين كان 12.,And then we knew that all the other sides were 12.
And Student K said that we knew that all the three sides were also 12 square units.  Why did you think that?,teacher,22,2,1.0,,1.0,و قال الطالب ك أننا نعلم أن جميع الجانبين الثلاثة هي أيضا 12 وحدة مربعة. لماذا تعتقد ذلك؟,The student said that we know that all three sides are also 12 units squared.
Because –,student,2,0,,,,لأن ,Because 
"Everyone pay attention.  Student D, you’re not paying attention. Okay.  Why is that?",teacher,13,0,,,1.0,انتبهوا جميعاً الطالب (دي) ، أنتِ لا تنتبهين,"Everyone pay attention to the student, you are not paying attention."
Because they all have the same dimensions.,student,7,1,,,,لأنهم جميعاً لديهم نفس الأبعاد,Because they all have the same dimensions.
"Okay.  Student K says I know they’re all equal, 12 square units, because they do not all have the same dimensions. Next, Student K.",teacher,24,3,1.0,,0.0,حسناً، الطالب ك يقول أنني أعرف أنهم جميعاً متساوون، 12 وحدة مربعة، لأن كل منهم ليس لديهم نفس الأبعاد.,"Well, student K says I know they're all the same, 12 square units, because they don't all have the same dimensions."
Then I did the other faces which are equal to 9.,student,11,0,,0.0,,ثم قمت بالوجوه الأخرى التي تساوي 9.,Then I made the other faces equal to 9..
"Okay.  Then – what did Student K just say, Student D?  How can you learn if you’re not listening?  Everyone, this is a new concept for most of you.  We need to listen to learn.  We need to listen to each other.  We need to be respectful to each other so that we can learn.  Okay, continue, Student K.",teacher,59,0,0.0,,1.0,حسناً. إذن ماذا قال الطالب ك للتو، الطالب د؟ كيف يمكنك أن تتعلم إذا كنت لا تستمع؟ الجميع، هذا مفهوم جديد بالنسبة لمعظمكم. نحن بحاجة إلى الاستماع للتعلم. نحن بحاجة إلى الاستماع إلى بعضنا البعض. نحن بحاجة إلى أن نكون محترمين بعضنا البعض حتى نتمكن من التعلم. حسناً، استمر، الطالب ك.,"So what did student K just say, student D? How can you learn if you don't listen? Everyone, this is a new concept for most of you. We need to listen to learn. We need to listen to each other. We need to respect each other so that we can learn."
[Inaudible] that the other faces were 9 because that goes 3 by 3.,student,13,0,,1.0,,[لا يمكن سماع] أن الوجوه الأخرى كانت 9 لأن ذلك يذهب 3 على 3.,[Can't be heard] that the other faces were 9 because that goes 3 over 3.
"Okay.  Student K said the other faces were 9 because the side faces everyone were 9, because they were 3 by 3, so they added another 9 square units.  9 square units, okay?  And then, what was the next step?",teacher,40,4,1.0,,0.0,حسناً، قال الطالب (ك) أن الوجوه الأخرى كانت 9 لأن الوجوه الجانبية للجميع كانت 9، لأنها كانت 3 على 3، لذا أضافوا 9 وحدة مربعة أخرى. 9 وحدة مربعة، حسناً؟ ثم، ما هي الخطوة التالية؟,"Well, the student (k) said that the other faces were 9 because the side faces of everyone were 9, because they were 3 over 3, so they added another 9 square units."
And then we added all of them.  We added the total.,student,11,1,,0.0,,ومن ثم قمنا بإضافة جميعها. قمنا بإضافة الإجمالي.,And then we added all of them.
"Okay.  So he found the sum of all the surfaces, and that equaled to –",teacher,15,1,0.0,,0.0,حسناً، لقد وجد مجموع جميع السطحات، وهذا يساوي ,"Well, he found the sum of all the surfaces, which is equal to ."
66.,student,1,0,,,,66,66 66 66
66 square units.  Does everyone understand that?,teacher,7,2,,,1.0,66 وحدة مربعة هل يفهم الجميع ذلك؟,66 square units Does everyone understand that?
Yes.,multiple students,1,0,,,,-أجل، أجل,"- Yes, yes, yes"
"Student D, you know shooking your head means that I understand. What do you understand?",teacher,15,0,,,1.0,الطالب (دي) ، أنت تعرف أن هز رأسك يعني أنني أفهم ماذا تفهم؟,"Student, you know that shaking your head means I understand what you understand?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
Okay.  Tell me.  Tell me what [inaudible]. What did he do?,teacher,11,0,,,1.0,حسناً، أخبرني، أخبرني ماذا فعل؟,"Well, tell me, tell me, what did he do?"
[Inaudible.],student,1,0,,,,[غير مسموع.],[Unheard of.]
He added the what?  Did he add the dimensions?  What you’re telling me is that he added the dimensions.  You’re telling me that he added 4 square units plus 3 square units plus 3 square units.  Is that what he did?,teacher,41,9,,,0.0,هل قام بإضافة ما؟ هل قام بإضافة الأبعاد؟ ما تخبرني به هو أنه قام بإضافة الأبعاد.,Did he add anything? Did he add dimensions? What you're telling me is that he added dimensions.
No.,multiple students,1,0,,,,-كلا .,"- No , not at all ."
No.  Tell me what did he do?  What did he do?,teacher,11,0,,,1.0,لا، أخبرني ماذا فعل؟,"No, tell me, what did he do?"
He [inaudible] 12 times 4.,student,5,0,,,,هو [غير مسموع] 12 مرات 4.,It is [unheard of] 12 times 4.
"No.  I’m talking to Student D right now.  Listen, listen.",teacher,10,0,0.0,,0.0,لا، أنا أتحدث إلى الطالب (د) الآن,"No, I'm talking to the student (s) right now."
12 times 12.,student,3,0,,,,12 × 12,12 × 12
