text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
"Oh, the percent strips, that’s another one that we can use, because we’ve made a bunch of resources so far in this unit that could help us be successful on this game board.  But doesn’t it look like this game board is full of number lines? And that’s exactly what these are.  But we’re going to call them today, fraction tracks, because that’s the name of the game that we’re going to be playing tomorrow. Okay? So if you look, we have a fraction track for halves, thirds, fourths, fifths, sixths, eighths, and tenths.  Does everybody see that? So what we’re going to do now is, we are going to go over the first one, the fraction track for halves.  And today you have a couple supplies that you can use. You will be able to use a small ruler and your pencil.  And what I’m going to do now is, I’m going to put this on the overhead and we’re going to talk about the halves, and we’re going to do a couple of them together, and we’re going to see what we notice.  Then we are going to use our strategies and we’re going to work with our partners to fill them out. Okay.  So remember, if you cannot see this board, and I know it’s difficult because we are having some difficulties with our overhead screen. So look at the top fraction track, and it is representing halves.  So you’re starting on the left-hand size, zero halves.  Okay? And I’m going to show you something using this ruler.  If I use this ruler, and everybody follow along with me, and I put it right on that one-half mark that’s already marked for me. Does everybody see that? Go ahead and do it on your own game board. So one-half is already identified for us on the game board. Are there any other fraction tracks that have one-half already marked?",teacher,322,12,0.0,,0.0,أوه، شريطات النسبة المئوية، هي واحدة أخرى التي يمكننا استخدامها، لأننا حصلنا على مجموعة من الموارد حتى الآن في هذه الوحدة التي يمكن أن تساعدنا على أن نكون ناجحين على هذه اللوحة اللعبة. ولكن هل لا يبدو أن هذه اللوحة اللعبة مليئة بالخطوط الرقمية؟ وهذا بالضبط ما هي. ولكننا سوف ندعوها اليوم، شريطات الكسور، لأن هذا هو اسم اللعبة التي سنلعبها غدا. حسنا؟ إذا نظرت، لدينا مجموعة من المسارات الكسور حتى الآن في هذه الوحدة التي يمكن أن تساعدنا على أن نكون ناجحين على هذه اللوحة اللعبة.
No.,multiple students,1,0,,,,-كلا .
No? Look on the game board.  Raise your hand.  What fraction track has another stop halfway through? Student K?,teacher,19,1,,,0.0,أنظر إلى اللوحة، ارفع يدك، أي مسار ثقيل لديه توقف آخر في منتصف الطريق؟
"Umm, I don’t get that.",student,5,0,,,,أنا لا أفهم ذلك
"Okay, Student D?",teacher,3,0,0.0,,0.0,حسناً، الطالب دي؟
Five-tenths.,student,1,1,,,,خمسة عشرات.
"Okay, so we’re going to say that the tenths fraction tract has a stop halfway through on its track.  Okay? And, good job, he even told me what I need to be labeling that. So here we have – and I’m just going to do this because some of us are – one half.  So Student D, what did you say I’m going to name that other stop?",teacher,68,2,,,0.0,حسناً، سوف نقول أن القطعة العشرية لديها توقف في منتصف مسارها، حسناً؟ حسناً، عمل جيد، حتى أخبرني بما يجب أن أسميه ذلك. لذا هنا لدينا  وأنا سأفعل هذا لأن بعضنا  نصف.
Five-tenths.,student,1,1,,,,خمسة عشرات.
Five-tenths.  And how did you know it was going to be five- tenths.,teacher,13,2,,,1.0,خمس عشرات وكيف عرفت أنها ستكون خمس عشرات؟
Because [inaudible].,student,2,0,,,,لأنّها غير مسموعة.
"Right, but let’s say, let’s talk about the tenths track, and we know that it’s halfway, right? So what do we know about tenths and halves?",teacher,26,2,,,0.0,صحيح، ولكن دعونا نقول، دعونا نتحدث عن المسار العاشر، ونحن نعلم أنه في منتصف الطريق، أليس كذلك؟
Five-tenths is one-half.,student,3,1,,,,خمسة عشرات هو نصف.
"So five-tenths would be equivalent to one-half, right? Because now we’re talking about the tenths track.  We know that with our ruler lined up, that we have a stop halfway through.  And Student D knew that five-tenths was equivalent to one-half, so that is how he figured that one out.  Okay? [0:07:00] Now, let’s put our rulers back on, now we have one-half and five- tenths.  Maybe just a little bit to the left so we can see our markings already.  Are there any other fraction tracks that we can use this line to put our stops on? Are there any other fraction tracks that we can use this line? Student Y, do you want to name one?",teacher,118,13,,,1.0,إذن الخمسة عشرات تعادل نصف، أليس كذلك؟ لأننا الآن نتحدث عن مسار العاشرة. ونحن نعلم أنه مع حاكمنا متسلسل، لدينا توقف في منتصف الطريق. والطالب D كان يعرف أن الخمسة عشرات تعادل نصف، لذلك هو كيف اكتشف ذلك واحد. حسنا؟ [0:07:00] الآن، دعنا نضع حاكمنا مرة أخرى، الآن لدينا نصف وخمسة عشرات. ربما فقط قليلا إلى اليسار حتى يمكننا رؤية علاماتنا بالفعل. هل هناك أي مسارات كسور أخرى التي يمكننا استخدام هذه الخطة لوضع توقفنا؟ هل هناك أي مسارات كسور أخرى التي يمكننا استخدام هذه الخطة؟ الطالب Y، هل تريد أن تسمي واحدة؟
Three-sixths.,student,1,0,,,,ثلاثة ستة.
"Three-sixths, good.  So everybody go to their sixths fraction track.  Now this is where the ruler part comes into play. Because remember I said that if it’s not an accurate game board, then tomorrow when we go to play our game it’s not going to be accurate.  So this is where you move your ruler so that you’re lined up with those two fractions, and then you find your sixths track and you draw a dot.  So that’s your stop.  And then we have three-sixths. And how did you know three-sixths was one of them, Student Y? How did you know that three-sixths would be one?",teacher,106,5,,,1.0,ثلاثة ستة، جيد. لذا الجميع يذهبون إلى مسار الجزء السادس. الآن هذا هو المكان الذي يأتي فيه الجزء الحاكم في اللعبة. لأن تذكر أنني قلت أنه إذا لم يكن اللوحة دقيقة اللعبة، ثم غدا عندما نذهب للعب لعبةنا أنها لن تكون دقيقة. لذلك هذا هو المكان الذي تحرك فيه الحاكم الخاص بك بحيث تكون متسلسلة مع هذين الجزئين، ثم تجد مسار السادس الخاص بك وتسحب نقطة. لذلك هذا هو توقفك. ثم لدينا ثلاثة ستة. وكيف عرفت أن ثلاثة ستة كان واحد منهم، الطالب Y؟ كيف عرفت أن ثلاثة ستة سيكون واحد؟
Because I know that three-sixths is equivalent to one-half in fractions.,student,11,2,,1.0,,لأنني أعرف أن ثلاثة ستة يساوي نصف في الكسور.
"Perfect.  So, so far, we have three equivalent fractions. Let’s put our ruler back.  Are there any other fraction tracks that we could fill in a stop half way? Student K?",teacher,31,3,1.0,,0.0,مثالية. لذلك، حتى الآن، لدينا ثلاثة كسور متساوية. دعونا نضع حاكمنا مرة أخرى. هل هناك أي مسارات كسور أخرى التي يمكننا ملءها في توقف في منتصف الطريق؟ الطالب ك؟
"Here, I could put two-fourths.",student,5,0,,,,هنا، يمكنني وضع ربعين.
"Good, so let’s everybody now go to our fourths fraction track and let’s put a stop here and label that two-fourths.  Is there any other fraction tracks that need a stop halfway? Student J?",teacher,34,2,1.0,,0.0,حسناً، فلنذهب جميعاً الآن إلى مسار قطع أرباعنا، لنضع توقف هنا ونضع علامة على ذلك أرباعين. هل هناك أي مسارات أخرى تحتاج إلى توقف في منتصف الطريق؟ الطالب J؟
Four-eighths.,student,1,0,,,,أربعة ثمانية.
"Good.  So we need to go to the eighths fraction track.  We need to line up our ruler, draw our stop in, and label it, four- eighths.  Right? Okay, good.  So now, are there any others before I move on? Are there any other fraction tracks that need a stop halfway? Student K?",teacher,53,4,,,0.0,حسناً، علينا أن نذهب إلى مسار الجزء الثامن. علينا أن نقوم بتخطيط حاكمنا، ونسحب توقفنا، ونسميه، أربعة ثمانية. حسناً، حسناً. الآن، هل هناك أي مسارات أخرى قبل أن أذهب؟ هل هناك أي مسارات أخرى من الجزء الذي يحتاج إلى توقف في منتصف الطريق؟ الطالب ك؟
Two-tenths?,student,1,1,,,,اثنان عشرات؟
"Two-tenths, would that be equivalent to one-half?",teacher,7,2,,,0.0,اثنين من العشرات، هل هذا يعادل نصف؟
No.,student,1,0,,,,-كلا .
"So we already did the one on the tenths fraction track, remember? The stop was already there for us.  All we had to do was identify it.  Okay? And that’s what we’re going to be doing today, is we’re going to make sure that each fraction track has the appropriate stops on its track. And, we’re going to use the ruler another way. So let’s just look at the half track, the first one up there. So that’s all we need to worry about right now.  What is a way we can double-check with our ruler? So I put the ruler vertically this way to double-check to see that they were all lined up, all the fractions that are equivalent to a half, okay? Yes, Student J?",teacher,127,10,,,0.0,لذلك فعلنا بالفعل واحدة على مسار الجزء العاشر، تذكر؟ توقف كان هناك بالفعل بالنسبة لنا. كل ما كان علينا القيام به هو تحديد ذلك. حسنا؟ وهذا ما سنفعله اليوم، هل سوف نتأكد من أن كل مسار الجزء لديه وقفات مناسبة على مسارها. وسنستخدم الحكم بطريقة أخرى. لذلك دعونا ننظر فقط إلى نصف المسار، أول واحد هناك. لذلك هذا كل ما نحتاج إلى القلق به الآن. ما هي الطريقة التي يمكننا التحقق من مزدوج مع الحكم لدينا؟ لذلك وضعت الحكم عمودي بهذه الطريقة للتحقق من مزدوج لمعرفة أنهم كانوا جميعا متسلسلين، وجميع الجزءات التي تعادل نصف، حسنا؟ نعم، الطالب J.
"If you really lined up, it’s not exactly right there.",student,10,1,,0.0,,إذا كنت حقاً متسلسلة، فهي ليست بالضبط هناك.
"As long as it’s close enough for us to play our game.  But it does have to be pretty accurate for tomorrow’s game.  Okay? Now, let’s look at the half fraction track.  Is that track completed? Does it have all the stops on this track, the half?",teacher,47,1,0.0,,0.0,طالما أنها قريبة بما فيه الكفاية لنا للعب لعبةنا. ولكن يجب أن تكون دقيقة جدا لعبة الغد. حسناً؟ الآن، دعونا ننظر إلى مسار نصف الجزء. هل تم الانتهاء من ذلك المسار؟ هل لديه كل التوقفات على هذا المسار، نصف؟
No.,multiple students,1,0,,,,-كلا .
"Just this top track, this first one right here.  Do I need to add any other stops on? And what I want you to think of, it’s called fraction tracks, so think of a train track.  So you’re on the half train.  You start off at zero halves, that’s the starting point. That’s where you get on and board.  Then, what is your first stop going to be, Student I? What is the first stop on that track? The half track.  If you get on your train and you board at zero halves, what stop is the train going to make next?",teacher,102,2,,,0.0,فقط هذا المسار العلوي، هذا المسار الأول هنا. هل أحتاج إلى إضافة أي توقف آخر؟ وأريدكم أن تفكروا فيه، يُدعى مسارات الكسور، لذا فكروا في مسار القطار. إذا كنتم على نصف القطار. تبدأون من نصف صفر، وهذا هو نقطة البداية. هذا هو المكان الذي تصلون إليه وتصعدون إليه. ثم، ما هي أول محطة ستقوم به، الطالب الأول؟ ما هي أول محطة على ذلك المسار؟ نصف المسار. إذا وصلتم إلى قطاركم وتصعدون إلى نصف صفر، ما هي المحطة التالية التي ستقوم بها القطار؟
Half.,student,1,0,,,,النصف.
"So this train is on its route and it stops here.  That’s its first stop.  Some people might board, some people might get off, but then it continues on.  What’s the next stop on this track? Student T?",teacher,38,0,,,0.0,إذاً هذا القطار في طريقه و يتوقف هنا. هذه هي أول محطة. قد يركب بعض الناس، قد ينزل بعض الناس، ولكن بعد ذلك يستمر. ما هي المحطة التالية على هذا المسار؟ الطالب T؟
A whole.,student,2,1,,,,ككل.
"A whole, two halves.  Did I miss any stops?",teacher,9,1,,,0.0,كامل، نصفين، هل فاتني أيّ توقف؟
No.,multiple students,1,0,,,,-كلا .
"No.  Right? But what I want to double-check is to make sure that my stops are accurate. So everybody take their rulers now, everybody take their rulers and we’re going to measure.  And what should we notice? Let’s think about it.  Let’s make a prediction. What do you think the distance from zero halves to one-half is going to be? Student K? Let’s make a prediction.  How far do you think this first stop will be from zero halves to one half? Student T?",teacher,84,4,,,0.0,لا. صحيح؟ ولكن ما أريد التحقق منه هو التأكد من أن توقفاتي دقيقة. لذا كل شخص يأخذ حكامه الآن، كل شخص يأخذ حكامه ونحن سنقيس. وماذا يجب أن نلاحظ؟ دعونا نفكر في ذلك. دعونا نقوم بتنبؤ. ما هو المسافة التي تعتقد أنها ستكون من صفر نصف إلى نصف؟ الطالب K؟ دعونا نقوم بتنبؤ. كم تعتقد أن هذه المحطة الأولى ستكون من صفر نصف إلى نصف؟ الطالب T؟
"It’s a half, or it could be called 50 percent.",student,10,1,,0.0,,إنه نصف، أو يمكن أن نسميه 50 في المئة.
"Okay, but do you think it’s going to be the same amount as it will be from one-half to one-whole?",teacher,20,1,1.0,,0.0,حسناً، لكن هل تعتقد أنه سيكون نفس المبلغ كما سيكون من نصف إلى واحد كامل؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"Right.  And that’s where this ruler comes in, and that’s where our double-checking will come into play. So everybody take their rulers now.  How many inches is it from zero halves to one-half? Hands up.",teacher,35,2,,,0.0,صحيح. وهذا هو المكان الذي يأتي فيه هذا الحاكم، وهذا هو المكان الذي يبدأ فيه التحقق المزدوج لدينا. لذلك الجميع يأخذ الحاكم الخاص بهم الآن. كم بوصة هو من صفر نصف إلى نصف؟ ارفع يديك.
In inches or …,student,4,0,,,,في بوصات أو ...
Let’s do inches.  Student C?,teacher,5,0,,,0.0,دعونا نفعل بوصات الطالب (سي) ؟
Four.,student,1,0,,,,أربعة.
"Four.  Now, Student C, let’s double-check the next stop.  Is it four inches from one-half to one-whole?",teacher,17,1,,,0.0,أربعة، الآن، الطالب سي، دعونا نتحقق من المحطة التالية. هل هو أربعة بوصات من نصف إلى واحد كامل؟
"Yes, it is.",student,3,0,,,,-أجل، إنه كذلك
"Right.  So then Student C would say, “I have successfully finished this fraction track.”  Then, up here if you see on the white board, I’ve labeled to make it easier for you so we don’t forget any, all the fractions that need to be on this track.  So Miss H could say, “This track is done.” Then I would move on to my next track, to the thirds track. So this is kind of your guidance to make sure you don’t forget any stops, okay? So the next step is you’re going to go down to the thirds track, and this is where you’re going to work with your partners. Make sure that from each space in between zero thirds to one-third is the same, one-third to two-thirds, then two- thirds to three-thirds are all equal.  Also, don’t forget, some of them are already marked on there for you.  So some of the stops are already there.  And use what you know of the equivalent percents in fractions to help you fill in more than one at a time, just like we did with the halves. We knew that one-half was also equal to two-fourths, three- sixths, four-eighths and five-tenths.  So when we were filling out our half stop, we could fill out other ones as well.  So use what you know of equivalent percents in fractions to help you out.  Okay? So now what you’re going to be doing, Student A, is you’re going to be working with your table partner to fill in the rest of your tracks. Make sure you use your ruler and your background knowledge, okay? I will be coming around to each group to check to make sure you’re on the right track, okay? Also, be ready to share some of your strategies on how you filled out this fraction track.  Come on girls, how come you don’t have those filled out? We did those together. So did you double-check and measure?",teacher,328,12,,,0.0,حسناً. إذاً فإن الطالب (ج) سيقول: لقد أنهيت بنجاح هذه المسارة الكسرية، حسناً؟ إذاً، إذاً، إذاً إذا رأيت على اللوحة البيضاء، سأضع علامة لتسهيل الأمر بالنسبة لك حتى لا ننسى أي منها، جميع الكسائر التي تحتاج إلى أن تكون على هذه المسارة. لذا يمكن أن تقول الآنسة (ه) ، هذا المسار قد تم. ثم سأنتقل إلى مسارتي التالي، إلى مسار الثلثات. إذاً، هذه نوع من الإرشادات الخاصة بك للتأكد من عدم نسيان أي توقفات، حسناً؟ إذاً، الخطوة التالية هي أنك ستذهب إلى أسفل إلى الثلثات، وهذا هو المكان الذي ستعمل فيه مع شركائك. تأكد من أن كل مساحة بين صفر إلى ثلث واحد هي نفس المسار، ثلث واحد إلى ثلث واحد.
"Yeah, the way we did the first one is we measured the distance in here and it was … 7 centimeters. Yeah, 7 centimeters.  And then we did the same thing over here and it was 7 centimeters.",student,38,5,,0.0,,نعم، الطريقة التي قمنا بها في الأولى هي قياس المسافة هنا وكانت 7 سنتيمترات نعم، 7 سنتيمترات ثم فعلنا نفس الشيء هنا وكانت 7 سنتيمترات
"Okay, and was it 7 centimeters also between one-third and two- thirds?",teacher,12,1,1.0,,0.0,حسناً، وهل كانت 7 سنتيمتر أيضاً بين ثلثي و ثلثي؟
Uh-huh.  That’s why we put 7 centimeters.  See? That’s 7 centimeters.  And then you go over here and it’s 7 centimeters.,student,21,3,,0.0,,لهذا وضعنا سبعة سنتيمترات، هذا سبعة سنتيمترات، ثم تذهب إلى هنا وتجد سبعة سنتيمترات.
"Good, all right.",teacher,3,0,0.0,,0.0,حسناً، حسناً
These ones are confusing.,student,4,0,,,,هذه الخلطات
"Okay, so the next one you’re going to do is the thirds track, right? So looking at our fraction here, how many equal groups do we need to break this track into? How many stops are we going to have?",teacher,40,2,,,0.0,حسناً، إذاً التالي الذي ستقوم به هو مسار الثالث، صحيح؟ إذاً بالنظر إلى جزءنا هنا، كم مجموعة متساوية نحتاجها لقطع هذا المسار؟ كم توقف سنحصل عليه؟
Three.,student,1,0,,,,ثلاثة.
Right.  And what told us that?,teacher,6,0,,,1.0,صحيح، وما الذي أخبرنا بذلك؟
"Because one stop here, one stop here, and one stop here.",student,11,0,,1.0,,لأنه توقف واحد هنا، توقف واحد هنا، ووقف واحد هنا.
"Okay, so what tells us how many groups we’re going to have in total?",teacher,14,1,0.0,,1.0,حسناً، ما الذي يخبرنا عن عدد مجموعاتنا الإجمالية؟
Three.,student,1,0,,,,ثلاثة.
What’s telling us that?,teacher,4,0,,,1.0,ما الذي يخبرنا بذلك؟
The first one.,student,3,0,,,,الأولى.
"Look at this fraction, what tells you.  Zero tells you how many stops there are going to be?",teacher,18,1,,,0.0,انظر إلى هذا الجزء، ما الذي يخبرك؟ صفر يخبرك كم توقف سيكون هناك؟
Three.,student,1,0,,,,ثلاثة.
"Three.  Because remember, the denominator tells you how many groups you’re going to have altogether, right? So we know that this track is going to have three stops.  So far we only have one stop, from here to here, so we need to add in the next stop.  So we need to figure out where we’re going to put one-third, right? So what could you measure on here that would help tell you the measurement for the next stop? Because each stop has to be what?",teacher,86,4,,,0.0,ثلاثة. لأن تذكر، القاسم يخبرك كم المجموعات التي سوف يكون لديك، صحيح؟ لذلك نحن نعلم أن هذا المسار سوف يكون ثلاثة توقف. حتى الآن لدينا توقف واحد فقط، من هنا إلى هنا، لذلك نحن بحاجة إلى إضافة في المحطة التالية. لذلك نحن بحاجة إلى معرفة أين سوف نضع الثلث، أليس كذلك؟ لذلك ما الذي يمكن قياس هنا الذي سيساعدك على معرفة قياس المحطة التالية؟ لأن كل محطة يجب أن يكون ما؟
Four inches?,student,2,0,,,,أربعة بوصات؟
It doesn’t have to be four inches.  That was on the halves one. But what did you know about each stop? This was four inches and this was four inches.  So they need to be what?,teacher,36,0,,,0.0,ليس من الضروري أن يكون أربعة بوصات. كان ذلك في نصف واحد. ولكن ماذا كنت تعرف عن كل محطة؟ هذا كان أربعة بوصات وهذه كانت أربعة بوصات. لذلك يجب أن يكونوا ما؟
Eight inches.,student,2,0,,,,ثمانية بوصات
No.,teacher,1,0,,,0.0,-كلا .
It needs to be three.,student,5,0,,,,يجب أن يكون ثلاثة.
"It needs to be equal.  Each stop needs to be the equal amount. Now, this measurement is going to be the same for any other one.  Okay? But what you need to know is that each stop on this track is going to be equal.  Okay? So is there already a stop on this track?",teacher,55,1,1.0,,0.0,يجب أن تكون متساوية. كل توقف يجب أن يكون بنفس الكمية. الآن، هذه القياسات سوف تكون نفسها لأي واحد آخر. حسنا؟ ولكن ما تحتاج إلى معرفته هو أن كل توقف على هذا المسار سوف تكون متساوية. حسنا؟ لذلك هل هناك بالفعل توقف على هذا المسار؟
Yes.,student,1,0,,,,-أجل، أجل
"Okay, so maybe let’s try and measure that stop to see if that helps us out.  You can use inches if that’s what you feel more comfortable with. So you line it up.",teacher,33,2,,,0.0,حسناً، دعونا نحاول قياس تلك الموقفة لنرى ما إذا كان هذا يساعدنا. يمكنك استخدام بوصات إذا كان هذا ما تشعرين بأنك أكثر راحة به. لذا قم بتصويرها.
It would be close to three.,student,6,0,,,,سيكون الأمر قريبًا من الثالثة
"Here.  So now, where can you measure out the first stop? Good, so now where are you going to put the first stop?",teacher,23,1,0.0,,0.0,حسناً، إذاً الآن، أين يمكنك قياس المحطة الأولى؟ الآن، أين ستضع المحطة الأولى؟
Right here.,student,2,0,,,,هنا تماماً.
Good.  And you’re going to label it what?,teacher,8,0,,,0.0,جيد، وماذا ستسميه؟
One-third.,student,1,0,,,,ثلث
"Good.  So use your ruler, because remember we need to be accurate so that tomorrow when we go to play the game… Now, let’s measure to double-check to see if this is the same amount, and then we know all of our stops are correct.",teacher,45,2,,,0.0,جيد، لذا استخدم الحاكم الخاص بك، لأن تذكر أننا بحاجة إلى أن تكون دقيقة حتى غدا عندما نذهب للعب اللعبة... الآن، دعونا قياس للتحقق مزدوج لمعرفة ما إذا كان هذا هو نفس المبلغ، ثم نعلم جميع توقفنا صحيحة.
No.,student,1,0,,,,-كلا .
Is it close enough?,teacher,4,0,,,0.0,هل هو قريب بما فيه الكفاية؟
Close.,student,1,0,,,,قريباً
"Okay, now let’s do that vertical trick that I taught you.  What is one-third also equal to?",teacher,17,1,,,0.0,حسناً، دعونا نفعل هذه الخدعة العمودية التي علمتك بها، ما هو الثلث أيضاً؟
One third is equal to two-sixths.,student,6,0,,,,ثلث يساوي ستين
"Good.  So is there already a two-sixths on this game board? So could we have just taken our ruler, lined it up vertically to two-sixths, right? Okay.  So those are the two strategies that you can use.  Use your measurement, or use what you know about the other equivalent fractions that are already on the game board to help you out.  Did you need help?",teacher,65,5,1.0,,0.0,حسناً. إذاً هل هناك بالفعل اثنين من السادس على هذه اللوحة اللعبية؟ لذلك هل يمكن أن نأخذ حاكمنا، ونصفها عمودياً إلى اثنين من السادس، أليس كذلك؟ حسناً. هذه هي الاستراتيجيات التي يمكنك استخدامها. استخدم قياسك، أو استخدم ما تعرفه عن الكسور المتكافئة الأخرى الموجودة بالفعل على اللوحة اللعبية لمساعدتك. هل تحتاج إلى مساعدة؟
Somebody erased it.,student,3,0,,,,شخص ما قام بحذفها
"Well those are all just on the left-hand side, the zeroes, those are just the starting points.  This is good, you got this track done.  But two-fourths wouldn’t go here because two-fourths is equivalent to what fraction?",teacher,37,2,,,0.0,حسنا هذه كلها على الجانب الأيسر فقط، الصفر، هذه مجرد نقاط البداية. هذا جيد، حصلت على هذا المسار. ولكن ربعين لن تذهب إلى هنا لأن ربعين يساوي أي جزء؟
One-half.,student,1,0,,,,ونصف.
Right.  So remember I showed you this on the board.  One-half is already here for you.  So use what you already have and use what you know to make this easier for you.,teacher,33,0,,,0.0,حسناً، تذكر أنني أريتك هذا على اللوحة، النصف هنا لك بالفعل، لذا استخدم ما لديك بالفعل واستخدم ما تعرفه لجعل الأمر أسهل لك.
[Inaudible],student,1,0,,,,[غير مسموع]
"I can turn it a little bit for you but that’s it.  Okay, no, this has to stay here.  If you want to swivel your chair so that your back is against the sun, that’s fine.  So then what is this? They’ve already given you the stop, all you need to do is name that stop.  So if this is the fourths track, what are we missing here?",teacher,68,0,,,0.0,حسناً، لا، هذا يجب أن يبقى هنا. إذا كنت ترغب في تحويل كرسيك بحيث تكون ظهرك ضد الشمس، فهذا جيد. إذاً ما هذا؟ لقد أعطوكوا بالفعل المحطة، كل ما عليك القيام به هو إسم تلك المحطة. إذاً إذا كان هذا هو مسار الرابع، فما الذي نقصده هنا؟
The thirds.,student,2,0,,,,الثلث.
Right.  So that’s equivalent to what fraction?,teacher,7,2,,,0.0,صحيح، هذا يعادل أي جزء؟
Three-fifths?,student,1,0,,,,ثلاثة الخامسة؟
"So let’s look at the fifths track.  There’s one, two, three would be about here, does that fall on that line?",teacher,21,1,,,0.0,لذا دعونا ننظر إلى المسار الخامس. هناك واحد، اثنان، ثلاثة سيكون حول هنا، هل هذا يقع على هذا الخط؟
Four-eighths.,student,1,0,,,,أربعة ثمانية.
"If I had five pies and I tried to divide them in half, could I do it?",teacher,17,1,,,0.0,إذا كان لدي خمسة فطائر وأحاول تقسيمها إلى النصف، هل يمكنني القيام بذلك؟
Four-eighths is…,student,2,0,,,,أربع ثمانية هو...
"Right, but listen to me, if I had five pies and I wanted to divide them equally among two friends, could I do it?",teacher,24,1,,,0.0,صحيح، لكن اسمعني، إذا كان لدي خمسة فطائر وأردت تقسيمها بالتساوي بين اثنين من الأصدقاء، هل يمكنني القيام بذلك؟
No.,student,1,0,,,,-كلا .
