text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
"So I’m dividing these 37 into 8 pieces.  Let’s keep going.  In number 4, how many do I have?  Student J?",teacher,21,0,,,0.0,اذا انا اقسم هذه 37 الى 8 قطع دعونا نستمر في الرقم 4 كم عدد لدي؟ الطالب J؟
You have 8.,student,3,0,,,,لديك 8
"I have 8.  In number 5, how many do I have, Student B?  I have 8.  What am I doing here?  It looks to me like I’m counting by 8s.  What operation is that, Student J, if I’m counting by a certain number?",teacher,43,0,,,0.0,لدي 8. في الرقم 5، كم عدد لدي، الطالب ب؟ لدي 8. ماذا أفعل هنا؟ يبدو لي وكأنني أعد بـ 8s. ما هي هذه العملية، الطالب J، إذا كنت أعد بـ رقم معين؟
Skip counting?,student,2,0,,,,تخطي العد؟
"It’s skip counting, which is exactly the same as what, Student I?  Multiplication.  This is a multiplication problem.  37 rows, 8 in each row.  That’s like if I had 37 friends and I gave 8 of something to each friend.  How could we solve this?  Student D, how could we solve this?",teacher,52,2,,,1.0,انها عداد تخطي، والتي هي بالضبط نفس ما، الطالب الأول؟ مضاعفة. هذه مشكلة مضاعفة. 37 صفوف، 8 في كل صف. هذا مثل لو كان لدي 37 صديق وأعطيت 8 من شيء لكل صديق. كيف يمكننا حل هذا؟ الطالب D، كيف يمكننا حل هذا؟
You could do 37 times –.,student,6,0,,,,يمكنك فعل 37 مرة .
"Okay, so 37. Let’s draw.  Let’s draw an array.  The dimensions of my array are what, Student J?",teacher,18,3,1.0,,0.0,حسناً، إذاً 37. دعونا نرسم. دعونا نرسم صف. أبعاد صفري هي ما، الطالب J؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
Okay.  The dimensions are 37 by 8.  What could I split up?  I don’t know how to skip count by 37.  I know how to skip count by 2s.  I don’t know 37.  I don’t even know what would come next.  Student S?,teacher,43,1,,,0.0,حسناً، الأبعاد 37×8 ما الذي يمكنني تقسيمه؟ لا أعرف كيفية تخطي العد بـ37. أعرف كيفية تخطي العد بـ2s. لا أعرف 37. لا أعرف حتى ما الذي سيحدث بعد ذلك. الطالب S؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
Ok. Into 30 and 7.  30 is a what?  We talked about this yesterday.  We talked about splitting it up into certain things.  30 is a what?,teacher,27,0,,,0.0,حسنا، في 30 و 7. 30 هو ماذا؟ تحدثنا عن هذا بالأمس. تحدثنا عن تقسيمه إلى أشياء معينة. 30 هو ماذا؟
A multiple of 10.,student,4,1,,,,مضاعف من 10
"Good.  30 is a multiple of 10.  We know how to multiply by multiples of 10.  Student Z, what are the dimensions of this array?",teacher,25,5,,,0.0,جيد. 30 هو مضاعف من 10 نحن نعرف كيف نضاعف من قبل مضاعف من 10. الطالب Z، ما هي أبعاد هذا الترتيب؟
8 times 30.,student,3,0,,,,8 × 30
"8 times 30.  And who can tell me what the dimensions of this array are, Student B?  8 times 7.  Take one minute to solve this, please, and then I’ll call on someone to answer.  If you need help, raise your hand.",teacher,42,2,,,0.0,8 × 30 ومن يستطيع أن يقول لي ما هي أبعاد هذا الترتيب، الطالب ب؟ 8 × 7. خذ دقيقة واحدة لحل هذا، من فضلك، ومن ثم سأطلب من شخص ما للإجابة. إذا كنت بحاجة إلى المساعدة، رفع يدك.
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Yep.  Yeah, you can do it, yeah.",teacher,7,0,,,0.0,نعم، يمكنك القيام بذلك، نعم.
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Let’s go.  Get your math stuff out.  Go move your desk, right back up.  All right.  Back up a little bit.  Okay.  Back up a little bit.  Pull your chair in, Student R. All right.  In about 10 more seconds we are going to be talking about this.  Student B, can I borrow your pencil for a second? All right.  Who can tell me how to solve this?  Turn your body, please.  Student J, 8 times 30?",teacher,77,0,,,0.0,دعونا نذهب. الحصول على الأشياء الرياضية الخاصة بك. اذهب تحرك مكتبك، مرة أخرى إلى الأعلى. حسنا. تراجع قليلا. حسنا. تراجع قليلا. سحب الكرسي الخاص بك، الطالب R. حسنا. في حوالي 10 ثوان أخرى سوف نتحدث عن هذا. الطالب B، هل يمكنني استعارة قلمك للحظة؟ حسنا. من يمكنه أن يخبرني كيفية حل هذا؟ حول جسمك، من فضلك. الطالب J، 8 × 30؟
8 times 30 is 220.,student,5,0,,,,8 × 30 = 220
8 times 3?,teacher,3,0,0.0,,0.0,ثمانية × ثلاثة؟
8 times 3 –,student,4,0,,,,8 × 3 
"8 times 3 is 24.  If we’re multiplying by a multiple of 10, we talked about one of the rules is that we can put a 0 at the end to add another place.  240.  Make sure you’re correct. Put that on your paper, please.  Student J, 8 times 7?",teacher,50,3,,,0.0,8 × 3 = 24. إذا كنا نضاعف بمضاعفة من 10 ، تحدثنا عن إحدى القواعد هي أنه يمكننا وضع 0 في النهاية لإضافة مكان آخر. 240. تأكد من أنك على حق. ضع ذلك على ورقتك ، من فضلك. الطالب J ، 8 × 7؟
56.,student,1,0,,,,56
"56.  God bless you.  Student Z, 240 plus 56?",teacher,9,0,,,0.0,ـ 56 ـ الله يبارككك ـ الطالب ز، 240 + 56؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"296.  Who can answer that question in a statement?  What are we even talking about?  296 what, Student M?  Nice and loud.",teacher,22,0,,,0.0,من يمكنه الإجابة على هذا السؤال في بيان ما الذي نتحدث عنه؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Good.  So there are – actually, look at the final question. What does the final question ask?",teacher,17,0,,,0.0,"جيد. اذا هناك  في الواقع, انظر الى السؤال الاخير. ماذا يسأل السؤال الاخير؟"
There are 296 [inaudible].,student,4,0,,,,هناك 296 [غير مسموع].
"Good.  So, they actually already told us how many rows of sunflowers – there were 37 rows – so this is 296 sunflowers.  You should have the final answer, yep.",teacher,30,0,,,0.0,حسناً، لقد أخبرونا بالفعل كم صف من زهور الشمس  كان هناك 37 صف  لذا هذا 296 زهور الشمس. يجب أن يكون لديك الإجابة النهائية، نعم.
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟
Yes.,teacher,1,0,,,0.0,-أجل، أجل
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  All right.  Let’s look at B.  Who can read B for me? Student K, can you read B, please?",teacher,20,0,,,0.0,حسناً، دعونا نلقي نظرة على (ب) ، من يستطيع قراءة (ب) بالنسبة لي؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
Start that sentence again.,teacher,4,0,,,0.0,ابدأ هذه الجملة من جديد
[Inaudible.],student,1,0,,,,[غير مسموع.]
"No, some tulips.",teacher,3,0,,,0.0,لا، بعض التوليب.
"– and some yellow.  If there were the same number of each color, how many red tulips [inaudible]?",student,18,0,,0.0,,إذا كان هناك نفس العدد من كل لون، كم من التوليبات الحمراء؟
"Okay.  So some important information is that there are three different colors.  There are red, there are blue, and there are yellow.  What’s another piece of important information that I haven’t written up here yet?  Student J, what’s another piece of important information that’s in that problem? Student M, what else is important?",teacher,53,0,1.0,,1.0,حسناً. إذاً بعض المعلومات المهمة هي أن هناك ثلاثة ألوان مختلفة. هناك أحمر، هناك أزرق، وهناك أصفر. ما هي المعلومات المهمة الأخرى التي لم أكتبها هنا بعد؟ الطالب J، ما هي المعلومات المهمة الأخرى في هذه المشكلة؟ الطالب M، ما هي المعلومات المهمة الأخرى؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  They ordered 57 different tulips, and there are red, blue, and yellow.  What type of operation are we going to use now, Student T?",teacher,25,0,,,0.0,حسناً، لقد طلبوا 57 طُوباً مختلفاً، وهناك أحمر وأزرق وأصفر، ما نوع العملية التي سنستخدمها الآن، الطالب (تي) ؟
You’re going to use division.,student,5,1,,,,سوف تستخدم القسم
"We’re going to use division.  Good.  And what’s our division problem going to be, Student A?",teacher,16,2,1.0,,0.0,سنستخدم التقسيم. جيد. وما هي مشكلة التقسيم لدينا سوف تكون، الطالب A؟
57 [inaudible].,student,2,0,,,,57 [غير مسموع].
"Well, we already know the something.  Just because we don’t have a number here, we do have an amount.  Student B, what’s the amount that we’re dividing by?",teacher,28,0,,,0.0,حسناً، نحن نعلم شيئاً فقط لأننا لا نملك رقم هنا، فنحن نملك مبلغ. الطالب ب، ما هو المبلغ الذي نقسم به؟
3.,student,1,0,,,,3 .
Why 3?  Where did you get 3 from?,teacher,8,0,,,1.0,لماذا 3؟ من أين حصلت على 3؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Very good.  So they’re red, blue, and yellow.  This is 1, this is 2, and this is 3.  Those are the three colors that they’re doing it for, okay?  The three colors that they have bought.  How could we set this up, Student D?",teacher,44,0,,,1.0,جيد جداً. لذا فهي حمراء وأزرق وصفراء. هذا هو 1، وهذا هو 2، وهذا هو 3. هذه الألوان الثلاثة التي يقومون بها، حسناً؟ الألوان الثلاثة التي قاموا بشرائها. كيف يمكننا إعداد هذا، الطالب D؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  Putting them in groups.  Like how?  Like this?  Student J, is that what this means?  What could I do first, Student S?",teacher,23,0,,,1.0,حسناً، وضعهم في مجموعات، مثل كيف؟ مثل هذا؟ الطالب (ج) ، أهذا ما يعنيه هذا؟ ماذا يمكنني أن أفعل أولاً، الطالب (س) ؟
You could [inaudible].,student,3,0,,,,يمكنك [غير مسموع].
"Okay.  Let’s add 10 to each group.  What multiplication problem could help us keep track of that, Student B?",teacher,19,2,,,1.0,حسناً، دعونا نضيف 10 إلى كل مجموعة. أي مشكلة مضاعفة يمكن أن تساعدنا على تتبع ذلك، الطالب ب؟
10 times 3.,student,3,0,,,,10 × 3
"Okay.  10 times 3, which equals what, Student B?",teacher,9,0,,,0.0,حسناً، 10 × 3، مما يعادل ماذا، الطالب ب؟
30.,student,1,0,,,,ثلاثون
Are we there yet?,teacher,4,0,,,0.0,هل وصلنا؟
No.,multiple students,1,0,,,,-كلا .
"Not quite.  What could we do next, Student K?",teacher,9,0,,,0.0,ليس تماماً، ماذا يمكننا أن نفعل بعد ذلك، الطالب (كاي) ؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  Let’s add 5 to each group.  What multiplication problem would help me keep track of this, Student S?",teacher,19,2,,,1.0,حسناً، دعونا نضيف 5 إلى كل مجموعة، أي مشكلة مضاعفة ستساعدني على تتبع هذا، الطالب S؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"5 times 3.  Good.  Equals 15.  Good.  So far I have 30 and 15. What am I at so far, Student D?",teacher,22,0,,,0.0,5 × 3. جيد. يساوي 15. جيد. حتى الآن لدي 30 و 15.
45.,student,1,0,,,,45
45.  Am I there yet?,teacher,5,0,,,0.0,هل وصلت إلى هناك بعد؟
No.,multiple students,1,0,,,,-كلا .
No.  I’m not.,teacher,3,0,,,0.0,لا، لستُ كذلك
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟
Uh-huh.,teacher,1,0,,,0.0,اه-ها.
You could add 4.,student,4,1,,,,يمكنك إضافة 4
"Okay.  Let’s add 4 to each group.  And what multiplication problem would help me keep track of that, Student Z?",teacher,20,2,,,0.0,حسناً، دعونا نضيف 4 إلى كل مجموعة، وما هي مشكلة الضربة التي ستساعدني على تتبع ذلك، الطالب ز؟
4 times 3.,student,3,0,,,,4 × 3
4 times 3.  Which equals –?,teacher,6,0,,,0.0,4 × 3، أي يساوي ؟
12.,student,1,0,,,,12
12.  Who can add this for me?  Student J/,teacher,9,1,,,0.0,12. من يمكنه إضافة هذا لي؟
30 plus 15 plus 12 equals 57.,student,7,0,,,,30 + 15 + 12 = 57
"Good job.  So 5 and 2 is 7, 4 and 1 is 5.  57.  Are we there yet?",teacher,18,0,1.0,,0.0,عمل جيد إذاً 5 و 2 هو 7 و 4 و 1 هو 5 و 57 هل وصلنا بعد؟
Yes.,multiple students,1,0,,,,-أجل، أجل
What do we need to do now?  So I’m done?,teacher,10,0,,,0.0,ماذا علينا أن نفعل الآن؟
Yes. No.,multiple students,2,0,,,,أجل، كلاّ
"I don’t have a final answer.  For A I have there are 296 sunflowers.  Student D, what should I do?",teacher,20,0,,,0.0,ليس لدي إجابة نهائية لدي 296 زهرة شمسية للطالب (د) ماذا أفعل؟
You have to add them.,student,5,1,,,,يجب أن تضيفهم
"Add each column, right?  Student S, can you do 10 plus 5 plus 4?",teacher,14,1,1.0,,0.0,إضافة كل عمود، صحيح؟ الطالب S، هل يمكنك أن تفعل 10 زائد 5 زائد 4؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"That equals 19.  What about this second group, Student J?",teacher,10,0,,,1.0,وهذا يساوي 19 ماذا عن هذه المجموعة الثانية، الطالب J؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Good.  What about this third group, Student S?",teacher,8,0,,,0.0,جيد، ماذا عن المجموعة الثالثة، الطالب (س) ؟
19.,student,1,0,,,,19.
"19.  Still equals 19.  So the final questions says, “If there was the same number of each color, how many red tulips did they order?”  Who can answer that in a statement?  Tell me how many red tulips they ordered.  Student S?",teacher,42,0,,,0.0,19. لا يزال يساوي 19. لذا السؤال الأخير يقول: إذا كان هناك نفس العدد من كل لون، كم طوبان حمراء طلبوا؟ من يستطيع الإجابة على ذلك في بيان؟ أخبرني كم طوبان حمراء طلبوا. الطالب S؟
There are 19 red tulips.,student,5,0,,,,هناك 19 طولبان حمراء.
"Good.  Or they ordered, ordered is the verb that they’re using. So let me just erase this top part. They ordered 19 red tulips.  You want to make sure that you have the red tulips on there, because that’s really what they’re asking you. Hold on one second.",teacher,48,0,1.0,,0.0,حسنًا. أو طلبوا، أو طلبوا هو الفعل الذي يستخدمونه. لذا دعوني فقط أسحف الجزء العلوي. لقد طلبوا 19 طولبان حمراء. تريد التأكد من أن لديك الطولبان الحمراء هناك، لأن هذا هو بالضبط ما يطلبون منك. انتظر لحظة.
Miss [inaudible]?,student,2,0,,,,آنسة [غير مسموعة]؟
[Inaudible.]  Student D?,teacher,3,0,,,0.0,الطالب (دي) ؟
"I know another way, because 60 divided by 3 equals 20.  I just [inaudible].",student,14,1,,1.0,,أعرف طريقة أخرى، لأن 60 مقسماً بـ 3 يساوي 20.
"So Student D is talking about another way.  She’s kind of using – remember we talked the other day about benchmark numbers, like numbers, especially if you’re on a multiple [tower], you can know like the 10th and the 20th, and maybe even the 5th and the 15th right away?  So Student D is saying she knows 3 times 20 equals 60, okay? And if she takes away one group of 3 from 60, you’ve got what, Student D?",teacher,79,1,1.0,,0.0,إذاً الطالب D يتحدث عن طريقة أخرى. هي نوعاً ما تستخدم  تذكر أننا تحدثنا بالأمس عن الأرقام المرجعية، مثل الأرقام، خاصةً إذا كنت على برج متعدد، يمكنك معرفة مثل العاشر والعشرين، وربما حتى الخامس والخامس عشر على الفور؟ إذاً الطالب D يقول أنها تعرف 3 × 20 = 60، حسناً؟ وإذا أخذت مجموعة من 3 من 60،
57.,student,1,0,,,,57
"57.  Which means, if she’s taking away one group of 3, now she has 3 times 19.  Good.  That’s a good strategy.  Okay.  Can you turn to 7C please?  Who can read 7C for me?  Student S, nice and loud.",teacher,40,0,,,0.0,وهذا يعني، إذا كانت تأخذ مجموعة واحدة من 3، الآن لديها 3 × 19. جيد. هذه استراتيجية جيدة. حسنا. هل يمكنك الانتقال إلى 7C من فضلك؟ من يستطيع قراءة 7C بالنسبة لي؟ الطالب S، لطيفة وبشكل عال.
The class ordered 56 –,student,5,0,,,,الطبقة طلبت 56 
[Bean],teacher,1,0,0.0,,0.0,[فول]
– bean plants [inaudible].  They want to [inaudible].  How many [inaudible]?,student,11,0,,0.0,,نباتات الفاصوليا [غير مسموعة]. يريدون [غير مسموعة]. كم [غير مسموعة]؟
Okay.  What’s some important information from C?  Student R?,teacher,9,0,0.0,,1.0,حسناً، ما هي بعض المعلومات المهمة من الطالب (ر) ؟
That they have [inaudible].,student,4,0,,,,"""أنهم لا يسمعون""."
"Okay.  So important information is 56 bean plants.  Does it give you anything else, any other numbers in there? Student B?  Are there any other numbers in that problem? No?  Student M? Nope?  Student K?",teacher,35,0,,,1.0,حسناً، إذاً المعلومات المهمة هي 56 نبات فاصولياً، هل تعطيك أي شيء آخر، أي أرقام أخرى هناك؟ الطالب ب؟ هل هناك أي أرقام أخرى في هذه المشكلة؟ لا؟ الطالب م؟ لا؟ الطالب ك؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  So they definitely say they want the same number in each row.  So what do we need to do?  How could we figure that out?  It doesn’t say, like, they want 8 in each row, or anything like that.  It just says they want the same number in each row.  What are some possibilities?  Student S? Well, an array would really be for multiplication.  This is like splitting up the bean plants into rows, so it’s really division.  Student D?",teacher,81,3,,,1.0,حسناً. إذاً يقولون بالتأكيد أنهم يريدون نفس الرقم في كل سطر. إذاً ما الذي يجب علينا فعله؟ كيف يمكننا معرفة ذلك؟ لا يقولون أنهم يريدون 8 في كل سطر، أو أي شيء من هذا القبيل. يقولون فقط أنهم يريدون نفس الرقم في كل سطر. ما هي بعض الاحتمالات؟ الطالب S؟ حسناً، فإن الترتيب سيكون حقاً للمضاعفة. هذا يشبه تقسيم نباتات الفاصوليا إلى صفوف، لذا فهو حقاً تقسيم. الطالب D؟
"You could do, like, [inaudible].",student,5,0,,,,يمكنك أن تفعل، مثل، [غير مسموع].
"Okay, wait.  Okay.  So Student D said 28, we could have 28 rows, or we could have 2 rows.  What do you notice about the way I’m setting this up?  What does it look like we’re about to list?  I’m giving you a lot of hints on this one. Student J?",teacher,51,0,0.0,,1.0,حسناً، مهلاً، حسناً، الطالب (د) قال 28، يمكننا أن نحصل على 28 صف، أو يمكننا أن نحصل على 2 صف. ماذا لاحظت عن الطريقة التي أضع بها هذا؟ كيف يبدو أننا على وشك أن نضع قائمة؟ أنا أعطيك الكثير من النصائح حول هذا. الطالب (ج)
I think we’re going to [inaudible].,student,6,0,,,,أعتقد أننا سنذهب إلى [غير مسموع].
Yeah.  We’re talking about factors.,teacher,5,1,0.0,,0.0,نعم نحن نتحدث عن العوامل
Pairs.,student,1,0,,,,أزواج
"Factor pairs, true.  Factors of 56.  Because all is says is the same number in each row.  You could have two rows – that’s true.  This is an even number.  It can be divided into evenly.  We could have 28 rows; that would mean a lot of rows.  How many other rows could we have?  Student J?",teacher,57,3,,,0.0,أزواج العوامل، صحيح. العوامل من 56. لأن كل ما يقال هو نفس الرقم في كل سطر. يمكنك أن يكون لديك صفين  هذا صحيح. هذا هو عدد مساوي. يمكن تقسيمه بالتساوي. يمكننا أن يكون لدينا 28 سطر؛ وهذا يعني الكثير من الصفوف. كم عدد الصفوف الأخرى يمكن أن يكون لدينا؟ الطالب J؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"How many times?  Figure that out.  How many times does 26 go into 56?  We need to have the same number in each.  Student B?  We could have one row of all 56.  What else could we have, Student J?",teacher,40,0,,,1.0,كم مرة؟ اكتشف ذلك. كم مرة يذهب 26 إلى 56؟ نحتاج أن يكون لدينا نفس الرقم في كل واحد. الطالب B؟ يمكننا أن يكون لدينا صف واحد من جميع 56. ماذا يمكن أن يكون لدينا، الطالب J؟
Four.,student,1,0,,,,أربعة.
"We could have 4 rows.  So the 2 and the 28 multiply together to make 56.  Student K, what else?",teacher,20,1,,,1.0,يمكننا أن نحصل على 4 صفوف. اذاً 2 و 28 يضاعفون معاً ليصبحوا 56. الطالب K، ماذا أيضاً؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
And then what?,teacher,3,0,,,0.0,وماذا بعد ذلك؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"You got 54, so we’d actually have two little bean plants left over.  It has to be even.  Those two remainders, we wouldn’t have any anywhere to put them.  Student C?",teacher,31,1,,,0.0,لديك 54، لذلك سيكون لدينا في الواقع اثنين من نباتات الفاصوليا الصغيرة تبقى. يجب أن تكون متساوية. هذين الباقين، لن يكون لدينا أي مكان لوضعهم. الطالب C؟
56.,student,1,0,,,,56
We could have 56 rows of only one bean plant in each row.  That would have to be a big garden.  Student S?,teacher,23,0,,,0.0,يمكن أن يكون لدينا 56 صف من نبات فول واحد فقط في كل صف سيكون ذلك حديقة كبيرة
14.,student,1,0,,,,14.
"We could have 14.  I’m going to write this over.  1, 2, 4, 26. Let’s do this:  1 times 56, 2 times 28.  We had 4, and we don’t know yet.  What did you say, Student S?  14? Actually, now I’m c–.  You guys don’t have to really show this.  I just have to erase this one.  1, 2, 4, 14, 28, 56. Okay.  So the 1 and the 56, the 2 and the 28.  Okay. Student J?",teacher,78,0,,,0.0,"يمكن أن يكون لدينا 14. سأكتب هذا مرة أخرى. 1, 2, 4, 26. دعونا نفعل هذا: 1 × 56, 2 × 28. كان لدينا 4، ونحن لا نعرف بعد. ماذا قلت، الطالب S؟ 14؟ في الواقع، الآن أنا c."
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Okay.  Let’s look at this for a second, because we’ve actually just been doing this.  2 times 28 and 4 times 14.  What do you notice about those?  Something we were just doing the other day.  Student S?  Can you see it?  [Inaudible] this way.  Does that help? [Inaudible] you got 2 times 28 and 4 times 14.  What do you notice about those, Student J?",teacher,66,0,,,1.0,حسناً، دعونا نلقي نظرة على هذا للحظة، لأننا في الواقع كنا نفعل هذا. 2 × 28 و 4 × 14. ماذا تلاحظ في هذه؟ شيء كنا نفعل به في اليوم الآخر. الطالب S؟ هل ترى ذلك؟ [غير قابل للسمع] بهذه الطريقة. هل هذا يساعد؟ [غير قابل للسمع] لديك 2 × 28 و 4 × 14.
"I notice that 28 is half of 14 – oh, 14 is half of 28 – and 4 is half of 2, or 2 times 2.",student,26,0,,1.0,,لاحظت أن 28 هو نصف 14  اوه، 14 هو نصف 28  و 4 هو نصف 2، أو 2 × 2.
"Okay.  So Student J said, “I noticed 14 is half of 28, and 2 is half of 4.”  So this is going to be what?  What were we calling it when we divided it by 2, Student J?",teacher,38,1,1.0,,0.0,حسناً، قال الطالب J، لاحظت أن 14 هو نصف 28، و 2 هو نصف 4.
Halving.,student,1,0,,,,نصف.
"Halving.  And this one, Student J, is doing what?  Doubling. Good job.  So if we get a question like this on the assessment on Friday, you could try doubling and halving for factors.  Anything else?  Could we try doubling and halving again?",teacher,42,1,,,1.0,نصف. وهذا، الطالب جي، ماذا يفعل؟ مضاعفة. عمل جيد. إذا حصلنا على سؤال مثل هذا في التقييم يوم الجمعة، يمكنك محاولة مضاعفة ونصف للعوامل. أي شيء آخر؟ هل يمكننا محاولة مضاعفة ونصف مرة أخرى؟
Yes.,student,1,0,,,,-أجل، أجل
"How about – why don’t we double and halve with 4 and 14?  Let’s double and halve this 4 and 14.  If we double 4, what will we get, Student M?  We’ll get 8.  And if we halve 14, what will we get?  Student I?",teacher,45,0,,,0.0,ماذا عن  لماذا لا نضاعف ونصف مع 4 و 14؟ دعونا  مضاعف ونصف هذا 4 و 14. إذا ضاعفنا 4، ماذا سنحصل، الطالب M؟ سنحصل على 8.
[Inaudible.],student,1,0,,,,[غير مسموع.]
"If we halve 14, cut it in half.",teacher,8,0,,,0.0,إذا خفضنا 14 إلى النصف، خفضها إلى النصف.
7.,student,1,0,,,,7
We’ll get 7.  We all know our 8s and our 7s.  I’m going to erase these.  So these are all the factor pairs.  Anything else?  Student M?,teacher,27,0,,,1.0,سنحصل على 7، جميعنا نعرف ثمانياتنا وسبعياتنا. سأحذف هذه. إذاً هذه كل أزواج العوامل. أي شيء آخر؟ الطالب M؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Yeah.  [Inaudible.]  Good.  Good job doubling and halving.  So it says, “How many rows of bean plants could they have planted?”  These are all possibilities.  They could plant 1, 2, 4, 7, 8, 14, 28, 56.  Those are all possibilities. Is 56 a square number?",teacher,45,1,,,0.0,"نعم. جيد. عمل جيد مضاعفة ونصف. لذلك يقول، كم صفوف من نباتات الفاصوليا يمكن أن زرع؟  هذه كلها إحتمالات. يمكن أن زرع 1, 2, 4, 7, 8, 14, 28, 56. هذه كلها إحتمالات. 56 هو رقم مربع؟"
Yes.,student,1,0,,,,-أجل، أجل
"Is 56 a square number?  Think about what these arrays are going to look like.  Student J, is this a square number?",teacher,22,3,,,0.0,هل 56 هو رقم مربع؟ فكري كيف ستبدو هذه الترتيبات. الطالب J، هل هذا رقم مربع؟
No.,student,1,0,,,,-كلا .
Why?,teacher,1,0,,,1.0,-لماذا؟
