text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
Percent.,student,1,1,,,,نسبة مئوية
Percent.  Good.  Okay.  So those are – those are always the trickier ones.  Right.  How about five-tenths?,teacher,17,2,,,0.0,في المئة. جيد. حسناً. إذاً هذه هي  تلك هي دائماً الأكثر صعوبة. حسناً. ماذا عن خمس عشرات؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
Student P?,teacher,2,0,,,0.0,الطالب بي؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
What is it?,teacher,3,0,,,0.0,-ما الأمر؟
Fifty percent.,student,2,1,,,,خمسين في المئة
"Fifty percent.  Okay.  Good.  Okay.  So we’re going to look at the objective up here and we are gonna be identifying fraction and percent equivalents through reasoning about representations and known equivalents and relationships and then we’re gonna play the in between game. – two students demonstrate playing it.  So we’re all gonna watch ’cause I wanna make sure that everybody knows how to play the game.  Okay.  So the first thing that we’re gonna take out would be our little fraction cards.  Do you have your fraction cards, the yellow [inaudible]?  Everybody’s got them.  Hopefully.  I thought that maybe we’d use the whole pack but I don’t think we will today because some of them on here are – the numerator’s bigger than the denominator.  We need to talk about that.  Okay.  So if you would just take out the cards with the diamonds and you’re gonna play with a partner and we’re gonna be seeing how well you know your percents and your fraction equivalents. We’re gonna see how good you’re going to be doing on this. Student A?",teacher,181,13,,,0.0,الخمسين في المئة. حسناً. حسناً. حسناً. إذاً سوف ننظر إلى الهدف هنا وسنقوم بتحديد الأجزاء والنسبة المكافئة من خلال التفكير حول التمثيلات والنسبة المكافئة المعروفة والعلاقات ثم سنلعب بين اللعبة.  اثنين من الطلاب يظهرون لعبها. لذا سنشاهد جميعًا  لأنني أريد التأكد من أن الجميع يعرف كيف يلعب اللعبة. حسناً. إذاً أول شيء سنخرجه هو بطاقات الكسور الصغيرة. هل لديك بطاقات الكسور الخاصة بك، الصفراء [غير قابلة للسمع]؟ الجميع يحصل عليها. آمل. ظننت أننا قد نستخدم الحزمة بأكملها
Can we [inaudible]?,student,3,0,,,,هَلْ يُمْكِنُ أَنْ نَكُونَ [غير مُسمع]؟
Excuse me?,teacher,2,0,,,0.0,المعذرة؟
Can we choose our own partners?,student,6,0,,,,هل يمكننا اختيار شركائنا؟
First we’re gonna do a demonstration and then we’re gonna all – I don’t know before we were doing all right with the partners that we chose before.  You want to maybe mix it up a little bit?,teacher,38,0,1.0,,0.0,أولاً سنقوم بعرض ثم سنقوم جميعاً لا أدري قبل أن نكون على ما يرام مع الشركاء الذين اخترناهم من قبل
Yes.,multiple students,1,0,,,,-أجل، أجل
"Okay.  Okay.  So what I’d like you to do is first take out all of your little fraction cards and you see the diamond on the side, just the diamond ones and then put the other ones in a safe place for later on when we talk about improper fractions when the numerator is bigger than the denominator.  We haven’t really quite got to that section yet.  So just take out the cards with the little diamond on the side.  Do you have your cards?  Okay.  Everybody’s got them, hopefully.  Okay.",teacher,91,4,,,0.0,حسناً. حسناً. لذا ما أود منك فعله هو أولاً إخراج كل بطاقات الكسور الصغيرة الخاصة بك وترى الماس على الجانب، فقط تلك الماسية ومن ثم وضع الآخرين في مكان آمن لاحقًا عندما نتحدث عن الكسور غير المناسبة عندما يكون العداد أكبر من الناطق. لم نصل إلى هذا القسم بعد. لذا فقط إخراج بطاقات مع الماس الصغير على الجانب. هل لديك بطاقاتك؟ حسناً. على أمل أن الجميع يحصل عليها. حسناً.
I left mine at home.,student,5,0,,,,لقد تركت لي في المنزل.
"Okay.  Then you’re gonna just have to watch, then, if you don’t have them.  Okay.  You may be – oh, no.  You know what? You can sit with somebody that has them.  Okay.  But they shouldn’t be at home.  They should be brought in.  Okay.",teacher,45,0,1.0,,0.0,حسناً، إذاً عليك أن تشاهد، إذا لم يكن لديك، حسناً، قد تكوني كذلك، يمكنك أن تجلس مع شخص لديه، لكن لا ينبغي أن يكون في المنزل، يجب أن يتم إحضارهم، حسناً.
I forgot them.,student,3,0,,,,لقد نسيتُهم
"Okay.   All right.  Now, in addition to having – two of you play you really need one deck of cards, correct.  So now take out, if you would, the rules for the game.  You’ve got the rules for the in between game that I gave you last week when we were working on it.",teacher,54,1,,,0.0,حسناً. حسناً. الآن، بالإضافة إلى أن يكون لديكما اثنان منكم يلعبون تحتاجون حقاً إلى مجموعة واحدة من البطاقات، صحيح. لذا الآن اخترعوا قواعد اللعبة، إذا كنتم تريدون، لديكما قواعد اللعبة المتوسطة التي أعطيتكمها الأسبوع الماضي عندما كنا نعمل عليها.
So we gotta go in between?,student,6,0,,,,إذاً يجب أن نذهب بينهما؟
"And if you have the rules you might also have, please sit down. Pleas sit down.",teacher,16,0,0.0,,0.0,وإذا كان لديك القواعد التي قد تكون لديك أيضاً، رجاءً اجلس.
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Please sit down.  Please sit down, Student D.  You may also have your percent equivalent strip, too, that we worked on and we were right in the fractions, right below the percents.  You may have that also or you might have this one also.  That’s if you don’t know them still, you know, some of you may very well know them so – game it’s in your math handbook, okay, you have that so if you don’t have the rules but I think most of you know how to – kinda have a clue as to – we’re gonna do a demonstration on it anyway. Okay.  So everybody’s got all of those papers out.  What we will also need would be just a piece of scrap paper so that we’re gonna play five rounds of this game.  Okay.  And whoever – who’s gonna win the game?",teacher,146,4,,,0.0,يرجى الجلوس. يرجى الجلوس، الطالب D. قد يكون لديك أيضا شريط تعادل النسبة المئوية، التي عملنا عليها وكنا على حق في الكسور، تماما تحت النسبة المئوية. قد يكون لديك ذلك أيضا أو قد يكون لديك هذا أيضا. هذا إذا كنت لا تعرفهم بعد، كما تعلمون، بعض منكم قد يعرفهم جيدا جدا لذلك  اللعبة انها في دليل الرياضيات الخاص بك، حسنا، لديك ذلك لذلك إذا لم يكن لديك قواعد ولكن أعتقد أن معظمكم يعرف كيف  نوع من فكرة 
Me.,student,1,0,,,,-أنا
Who’s going to win the game?,teacher,6,0,,,0.0,من سيفوز بالمباراة؟
Me.  [Inaudible.],multiple students,2,0,,,,أنا. [غير مسموع]
When somebody –,teacher,3,0,,,0.0,عندما شخص ما
Got the lowest –,student,4,0,,,,حصلت على أدنى 
"Right.  Has the lowest number.  Right.  When somebody has the lowest number they will be the ones that win.  So you’ve got everything out that we need.  I – Student D, can you pass out a small piece of math paper to everybody?  So we’ll use this to, you know, mark rounds, one round, two rounds, three rounds, four rounds and five rounds and whoever wins is the winner.",teacher,69,0,,,0.0,صحيح. لديه أدنى الرقم. صحيح. عندما يكون لدى شخص ما أدنى الرقم هم من يفوزون. لذلك لديك كل ما نحتاجه. أنا  الطالب D، هل يمكنك توزيع قطعة صغيرة من ورقة الرياضيات للجميع؟ لذلك سوف نستخدم هذا ل، كما تعلمون، علامة جولات، جولة واحدة، جولتين، ثلاث جولات، أربعة جولات وخمس جولات ومن يفوز هو الفائز.
We play five rounds?,student,4,0,,,,سنلعب خمس جولات؟
"We’re gonna play five rounds.  Yeah.  Okay.  So first though, I think before we even do anything what I’d like to do is have a little demonstration just to be sure that people remember.  There’s something on the floor, honey.  I don’t know if that’s one of the cards.  I don’t know.",teacher,52,0,,,0.0,سنلعب خمس جولات، أجل، حسناً، لذا أولاً، قبل أن نفعل أي شيء، أعتقد أنّي أودّ القيام بعرض صغير فقط للتأكد من أنّ الناس يتذكّرون.
[Inaudible.],student,1,0,,,,[غير مسموع.]
Pardon me?,teacher,2,0,,,0.0,عفواً؟
The cards.,student,2,0,,,,البطاقات
Is somebody’s initials on that?,teacher,5,0,,,0.0,هَلْ يَجِبُ أَحَدُ أَنْ يَكُونَ أَوْلَفَ على ذلك؟
No.,student,1,0,,,,-كلا .
No?,teacher,1,0,,,0.0,-أليس كذلك؟
I don’t think it’s mine.,student,5,0,,,,لا أعتقد أنها ملكي
"Well, there should be initials on the back.  No.  Okay.",teacher,10,0,0.0,,0.0,حسناً، يجب أن يكون هناك حروف أولية على الخلف
"Yeah, I put all my initials [inaudible].",student,7,0,,,,نعم، وضعت كل أولياتي [غير مستمع].
"Okay.  So you know what?  We’re gonna – you  might have an extra piece of scrap paper.  That’s okay but I think first of all we’re gonna have Student D, I don’t know who owns it anyway.  Student D and Student A play a demonstration game for us.  Okay.  ’Cause they know how to play.  Who won last time with you two?",teacher,62,0,0.0,,0.0,حسناً، إذاً أتعلمون ماذا؟ ربما يكون لديك قطعة إضافية من الورق الخردة، لا بأس، لكن أعتقد أولاً أننا سنحصل على الطالب (د) ، لا أعرف من يملكه على أي حال، الطالب (د) والطالب (أ) يلعبون لنا لعبة إثباتية، حسناً، لأنهم يعرفون كيف يلعبون، من فاز معكما آخر مرة؟
Me.,student,1,0,,,,-أنا
"You?  Okay.  So what we’re gonna do just for a couple of minutes is we’re gonna review playing the game to make sure everybody knows what to do.  If you don’t have the rules to the in-between game you need to take it out, okay and that –",teacher,48,0,,,0.0,حسناً، ما سنفعله فقط لبضع دقائق هو مراجعة لعب اللعبة للتأكد من أن الجميع يعرف ما يجب القيام به
[Inaudible?],student,1,0,,,,[غير مسموع]
Excuse me?,teacher,2,0,,,0.0,المعذرة؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"No, everybody can just have one and they could just, you know, go with – wit with another person, whoever we’re gonna play with.  But first of all I would like Student D.  I would like all of you kind of move your desks over so we can bring Student D up here and then Student A can come up. You don’t need to move too far, just so we have enough room to kinda stand around them as we put their desks in the middle.  So want to move over a little bit, please?  Move over so I want to bring Student D’s desk up here.",teacher,107,0,,,0.0,لا، يمكن للجميع الحصول على واحدة ويمكن أن يذهبوا فقط، كما تعلمون، مع شخص آخر، مهما كنا سنلعب معه. ولكن أولاً أود من الطالب D. أود منكم جميعاً أن تحركوا مكاتبكم نوعاً ما حتى نتمكن من جلب الطالب D إلى هنا ثم الطالب A يمكن أن يرتفع. لا تحتاج إلى التحرك بعيداً جداً، فقط لكي يكون لدينا مساحة كافية للوقوف حولهم عندما نضع مكاتبهم في المنتصف. لذا هل تريد التحرك قليلاً، من فضلك؟ تحركوا حتى أريد إحضار مكتب الطالب D هنا.
[Inaudible.],student,1,0,,,,[غير مسموع.]
Huh?,teacher,1,0,,,0.0,هاه؟
Why can’t we just use everybody else –,student,8,0,,0.0,,لماذا لا نستخدم الجميع؟
"Well, he’s right here, too, so that’s fine.",teacher,8,0,0.0,,0.0,حسناً، هو هنا أيضاً، لذا لا بأس.
[Inaudible.],student,1,0,,,,[غير مسموع.]
Excuse me?,teacher,2,0,,,0.0,المعذرة؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Student D, want to come up please?  And Student A bring a chair up, please and just come right here and then we’re just gonna stand.  Just bring a chair hon, you don’t need to bring the desk, okay.  Okay.  Good.  Come on up.  All right.  Now, the rest of you, Students, all of us we’re gonna be so good at this.  We’re gonna be so good.  Look at that, uh oh.  Uh oh.",teacher,74,0,,,0.0,الطالب (د) ، هل تريد الصعود من فضلك؟ والطالب (أ) يرفع الكرسي، من فضلك، تعال هنا وحسب، ثم سنقف فقط. فقط أحضر الكرسي حبيبتي، ليس عليك إحضار المكتب، حسناً. حسناً. حسناً. تعالوا. حسناً. الآن، البقية منكم، الطلاب، جميعنا سنكون جيدين جداً في هذا. سنكون جيدين جداً. انظروا إلى ذلك، اوه اوه اوه
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Student A, come over here please and Student I, please, come on up.  Okay.  So come on over everybody.  Come on over. And especially if some of you don’t remember so the very – I would need everybody standing up so everybody can see what’s going on with these kids.  Okay.  So we are on round number one so could you please write round one on your paper anywhere and then put A and then D so we’re gonna see – we’re gonna do the first round.  Could someone loan him a pencil so he could write that.  Just write round one, okay. Student B, I need you too, honey.  Okay.  So we’re gonna do round one and whoever gets the lowest score after all five rounds will be a winner and I think since you did such a good job on Friday, since I’m bringing you in something tomorrow that maybe some of the winners today.  Student I won the spelling bee so you’re gonna get something else and then maybe the winners of this so come on over, honey, come on over and watch.  Okay. So let’s explain so the very first thing that we do, what do we do here?  What do we do?  Student A?",teacher,209,0,,,0.0,الطالب (أ) ، تعال هنا من فضلك و الطالب (أ) ، تعال هنا من فضلك. حسناً. تعالوا جميعاً. تعالوا إلى هنا. وخصوصاً إذا كان بعضكم لا يتذكرون ذلك تماماً  سأحتاج الجميع إلى الوقوف حتى الجميع يستطيعون رؤية ما يجري مع هؤلاء الأطفال. حسناً. لذا نحن في الجولة الأولى لذا هل يمكنك من فضلك كتابة الجولة الأولى على ورقتك في أي مكان ثم وضع A ثم D لذلك سوف نرى  سنقوم بالجولة الأولى. هل يمكن لشخص ما استعارة قلماً له حتى يستطيع كتابة ذلك. فقط اكتب الجولة الأولى، حسناً. الطالب B، أنا بحاجة لك أيضاً يا عزيزي. حسناً. لذا سنقوم بالجولة الأولى ومن يحصل على أدنى درجة بعد كل الجولات الخمس سيكون الفائز وأعتقد أنك قمت بعمل جيد جداً يوم الجمعة، بما أنني سوف أحضر لك شيئاً من الفائزين غداً.
Shuffle the cards.,student,3,0,,,,خلي البطاقات
"We shuffle the cards, just the ones with the diamonds on them, right?  And then in the middle of the desk what are we putting down?  Are we putting down fractions or percents?",teacher,33,2,,,0.0,ونحن نخلط بين البطاقات، فقط تلك التي لديها الماس عليها، صحيح؟ ثم في منتصف المكتب ماذا نضع؟ هل نضع أسفل الكسور أو المئات؟
Percents.,multiple students,1,1,,,,نسبة مئوية
"Percents.  We put 10 percent over here, 50 percent in the middle and 90 percent over here.  First of all, who can tell me 10 percent stands for what fraction?  Who can tell me?  Student J?",teacher,36,6,,,0.0,نضع 10 في المئة هنا، 50 في المئة في الوسط و 90 في المئة هنا. أولاً، من يمكنه أن يقول لي 10 في المئة تعني أي جزء؟ من يمكنه أن يقول لي؟ الطالب J؟
Tenth.,student,1,1,,,,العاشر
"One-tenth.  Fifty percent stands for what?  Student I, come on up, please.  50 percent stands for –",teacher,17,3,,,0.0,واحد عشرة. 50 في المئة تعني ماذا؟ الطالب الأول، تعال، رجاءً. 50 في المئة تعني 
One-half.,student,1,0,,,,ونصف.
One-half.  And 90 percent stands for –,teacher,7,1,,,0.0,ونصف. و 90 في المئة تعني 
Nine-tenths.,student,1,1,,,,تسعة عشرات.
"Nine-tenths.  Very good.  Okay.  So first of all we put those out, right.  And then the next thing we’re going to do is we shuffle the cards around and you all – how much is each person going to get?  How many cards?",teacher,43,1,,,0.0,تسعة عشرات. جيد جداً. حسناً. لذا أولاً نضع هذه، حسناً. ثمّ الشيء التالي الذي سنفعله هو نقوم بتدفق البطاقات
Six.,student,1,0,,,,ستة.
"Six.  Okay.  So we mix them up.  Now, do you have six, Student A?  And you  have six, right?  Okay.  So now you’re gonna take turns placing the card so that it touches another card like this.  You also can put an equivalent – what does equivalent mean?",teacher,48,2,,,1.0,ستة. حسناً. لذا نقوم بتخليطهم. الآن، هل لديك ستة، الطالب A؟ وهل لديك ستة؟ حسناً. الآن سوف تقوم بتناوب وضع البطاقة بحيث تلمس بطاقة أخرى كهذه. يمكنك أيضاً وضع مكافئ  ماذا يعني مكافئ؟
The same.,multiple students,2,0,,,,نفس الشيء.
"The same.  Equivalent fraction right up above the percent. Right.  Or below, yeah.  Okay.  So the object of the game is to see how many cards you are going to place.  Okay. Now, as you put the card down, if you get one close to any of the percents that are down here you are going to say what the fraction is and its equivalent.  Okay.  I don’t know, Student C, I don’t know if we were doing that last time.  So anyway, okay, so who dealt the cards?  Did somebody – did you – he dealt them.  Okay.  Student A, take one of your cards out and then you have to state the fraction and the percent equivalent.",teacher,119,8,,,1.0,نفس الشيء. الجزء المكافئ فوق المئة مباشرة. صحيح. أو أسفل، نعم. حسناً. لذا الهدف من اللعبة هو معرفة عدد البطاقات التي ستضعها. حسناً. الآن، عندما تضع البطاقة إلى أسفل، إذا حصلت على واحدة قريبة من أي من المئات التي هي هنا سوف تقول ما هي الجزء ومعادلها. حسناً. لا أعرف، الطالب C، لا أعرف ما إذا كنا نفعل ذلك في المرة الماضية. على أي حال، حسناً، إذاً من قام بتوزيع البطاقات؟
One ten and 10 percent.,student,5,1,,,,واحد عشرة و 10 في المئة.
"One-tenth is 10 percent equal to.  Okay.  Good.  Student D, your turn.",teacher,12,2,1.0,,0.0,واحد عشرة يساوي 10 في المئة حسناً حسناً الطالب (د) ، دورك
33 and a third.,student,4,0,,,,33 و ثالثة
[Inaudible] and a third.  What’s the other word?,teacher,8,0,,,0.0,و ثالثاً ما هي الكلمة الأخرى؟
Percent [whispering]. percent.,student,3,2,,,,نسبة مئوية
percent.  Thirty-three and a third percent.  Now notice no one can take a card and stick it now in between these two ’cause they’re touching.  Okay.  Okay.  Go ahead.,teacher,29,2,,,0.0,الآن لاحظ أنه لا يمكن لأحد أن يأخذ بطاقة ويضعها الآن بين هذين الاثنين لأنهم يلمسون. حسناً. حسناً. هيا.
"One-forth, 25 percent.",student,3,1,,,,ربع، 25 في المائة.
"Very good.  Next one, Student C?",teacher,6,0,,,0.0,جيد جداً، التالي، الطالب (سي) ؟
"One-half, 50 percent.",student,3,1,,,,نصف، 50 في المائة.
Very good.,teacher,2,0,,,0.0,جيد جداً
"Three-tenths, 30 percent.",student,3,2,,,,ثلاثة عشرات، 30 في المائة.
"Very good.  You watching, girls?  So we’re gonna know exactly what we’re doing.  And the winners will get a little something tomorrow.",teacher,22,0,,,0.0,حسناً يا فتيات سوف نعرف بالضبط ما نفعله والفائزين سيحصلون على شيء صغير غداً
"Three-fifths, 60 percent.",student,3,1,,,,ثلاثة خمسة، 60 في المائة.
"Three-fifths, 60 percent.",teacher,3,1,,,0.0,ثلاثة خمسة، 60 في المائة.
"Nine-tenths, 90 percent.",student,3,2,,,,تسعة عشرات، 90 في المائة.
"Excellent.  Excellent.  Any more, Student D?",teacher,6,0,,,1.0,ممتاز، ممتاز، المزيد يا طالب (دي) ؟
"Two-thirds, 66 and a two-thirds.",student,5,0,,,,ثلثين، 66 وثلثين
Per?,teacher,1,0,0.0,,0.0,في كل مرة؟
Cent.,student,1,0,,,,سنت.
Very good.  Okay.  66 that’s a tough one.  So you really know them.  Good for you.  Okay.,teacher,17,0,,,0.0,جيد جداً حسناً 66 هذا صعب جداً لذا تعرفهم حقاً جيد لك حسناً
"Four-fifths, 80 percent.",student,3,1,,,,أربع خمسة، 80 في المائة.
Okay.,teacher,1,0,,,0.0,-حسناً
Can’t do any more.,student,4,0,,,,لا أستطيع فعل المزيد
Can’t do any more?,teacher,4,0,,,0.0,لا يمكنك فعل المزيد؟
"Seven-tenths, [inaudible].",student,2,1,,,,سبعة عشرات، [غير مسموع].
Okay.  Good.  Excuse me.  Okay.  Seven-tenths stands for 70 percent.  Right.  Okay.  Okay.  Student D.,teacher,15,2,,,0.0,حسناً، حسناً، عفواً، حسناً، سبعة عشرات تعني 70 في المئة، حسناً، حسناً، الطالب (دي)
[Inaudible.],student,1,0,,,,[غير مسموع.]
Student D’s done?  He’s got – what have you got left?  What are the two fractions you have left?,teacher,19,1,,,0.0,الطالب D  انتهى؟ لديه  ماذا تبقى لديك؟ ما هي الكسورتان التي تبقى لديك؟
Three-eights and [inaudible].,student,3,0,,,,ثلاثة ثمانية و [غير مسموع].
Three-eights and one-eighth.  What would three-eights stand for in percent?,teacher,10,1,,,0.0,ثمانية ثمانية و واحد ثمانية ماذا يعني ثمانية ثمانية في المئة؟
37 -and-a-half.,student,2,0,,,,37 و نصف
37 -and-a-half percent.  Could we put it in here anywhere?,teacher,10,1,,,0.0,37 في المائة ونصف، هل يمكننا وضعها هنا في أي مكان؟
[Inaudible.],multiple students,1,0,,,,[غير مسموع.]
Could we put it in here?  No.  No.  We couldn’t.  And then we have one-eighth.  What would one-eighth stand for?,teacher,20,0,,,0.0,لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا، لا،
Twelve -and-a-half,multiple students,2,0,,,,اثني عشر ونصف
"Twelve -and-a-half percent.  Could we put that in here?  It would go right here but once these cards are touching you can’t put anything in between. Okay.  So we just played one round.  They just played one round.  So how many cards do you have left, Student D?  Two.  So write two next to your initial.  And Student A has –",teacher,61,1,,,0.0,اثني عشر ونصف في المئة. هل يمكننا وضع ذلك هنا؟ سوف يذهب هنا ولكن بمجرد أن تلمس هذه البطاقات لا يمكنك وضع أي شيء بينهما. حسناً. لذلك لعبنا جولة واحدة فقط. لعبوا جولة واحدة فقط.
Zero.,student,1,0,,,,صفر.
Zero.  So who won the first round?,teacher,7,0,,,0.0,صفر، من الذي فاز بالجولة الأولى؟
Student D.,multiple students,2,0,,,,الطالب (د)
Why did he win the first round?  Who can tell me?  Raise your hand.  Why did he win the first round Student B?,teacher,23,0,,,1.0,لماذا فاز بالجولة الأولى؟ من يمكنه أن يقول لي؟ ارفع يدك. لماذا فاز بالجولة الأولى للطلاب ب؟
Because he had less cards.,student,5,0,,,,لأنه كان لديه بطاقات أقل
"He had less cards.  He actually didn’t have any, did he?",teacher,11,0,1.0,,0.0,كان لديه بطاقات أقل، في الواقع لم يكن لديه بطاقات، أليس كذلك؟
No.,student,1,0,,,,-كلا .
"No.  Okay.  So let’s do round two and then we’re all gonna play.  Everybody’s got it?  Do you have it too?  I wanted you to join us, honey.",teacher,28,0,,,0.0,لا، حسناً، دعونا نقوم بالجولة الثانية، ثم سنلعب جميعاً.
I don’t wanna play.,student,4,0,,,,لا أريد اللعب
Okay.  Okay.  So now we’re on round two and after five rounds whoever has the lowest amount are they the winner?  Are they the winner?,teacher,25,0,,,0.0,حسناً، حسناً، الآن نحن في الجولة الثانية، وبعد خمس جولات، من لديه أدنى مبلغ هو الفائز؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"Okay.  Okay.  Good so, you know, the whole object of this game is called in between which means once the cards are touching you can’t put anything in between them.  Okay.",teacher,31,1,,,0.0,حسناً، حسناً، حسناً، كل شيء في هذه اللعبة يتم استدعائه بينهما مما يعني أنه بمجرد أن تلمس البطاقات لا يمكنك وضع أي شيء بينهما
[Inaudible.],student,1,0,,,,[غير مسموع.]
"That’s why they’re called in between so then after we do the diamond ones then we’re gonna learn about improper fractions where the numerator is bigger than the denominator and then we’ll be able to play with that too. Okay. Okay.  So the first thing they did, what’d they do? Student K, what’d they do there?",teacher,56,3,,,1.0,ولهذا السبب يتم استدعائهم بينهما لذا بعد القيام بالأجزاء الماسية سوف نتعلم عن الكسور غير الملائمة حيث يكون العداد أكبر من الناطق ثم سوف نكون قادرين على اللعب بذلك أيضا. حسناً. حسناً. إذاً أول شيء فعلوه، ماذا فعلوا؟ الطالب ك، ماذا فعلوا هناك؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
What did they put down there?,teacher,6,0,,,0.0,ماذا وضعوا هناك؟
[Inaudible.],multiple students,1,0,,,,[غير مسموع.]
"What did they put down there?  What’s the first thing that they did?  Student C, what did they put down?",teacher,20,0,,,1.0,ما الذي وضعوه هناك؟ ما هو أول شيء فعلوه؟ الطالب سي، ما الذي وضعوه؟
They put the fractions.,student,4,1,,,,لقد وضعوا الكسور
"They put the fractions down, the 10 percent, the 50 percent and the 90 percent.  Okay.   Now, we could put a lot of cards in between here, couldn’t we?",teacher,29,4,,,0.0,يضعون الكسور إلى أسفل، 10 في المئة، 50 في المئة، و 90 في المئة. حسنا، الآن، يمكننا وضع الكثير من البطاقات بين هنا، أليس كذلك؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"Now, in the beginning it’s wide open.  But okay, so you dealt them this time.  Okay.  So Student D, and again they got six cards.",teacher,25,0,,,0.0,حسناً، في البداية كان مفتوحاً جداً، لكن حسناً، لذا قمت بتوزيعهم هذه المرة، حسناً، إذاً الطالب (د) ، ومرة أخرى حصلوا على ست بطاقات.
"One-half, 50 percent.",student,3,1,,,,نصف، 50 في المائة.
"One-half is 50 percent, very good.",teacher,6,1,,,0.0,النصف هو 50 في المئة، جيد جدا.
One-ten and that’s 10 percent.,student,5,1,,,,واحد عشرة وهذا هو 10 في المئة.
Excellent.,teacher,1,0,0.0,,0.0,ممتاز.
