text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
"It means let’s say I work for a company and they want me to build a box that holds 24 cubes, okay?  Is this the only box that will hold 24 cubes?",teacher,32,2,,,0.0,هذا يعني، لنفترض أنني أعمل في شركة ويريدون مني أن أبني صندوق يحتوي على 24 مكعب، هل هذا هو الصندوق الوحيد الذي سيحتوي على 24 مكعب؟
No.,student,1,0,,,,-كلا .
"No, ’cause I know that I could have one tall, skinny box, right –",teacher,14,0,,,0.0,لا، لأني أعرف أنه يمكنني الحصول على صندوق طويل و رقيق، صحيح؟
Yeah.,student,1,0,,,,-أجل، أجل
"– that holds 24 stacked up.  I could have one that holds 2 columns with 12 in each and the box would be tall and skinny.  So, boxes can be different sizes, right?  Your job after you double the volume for Number 2 and you create a box is to then try to come up with as many dimensions as you possibly can for that box. And you can build them if you want with paper.  You can build them if you want just with cubes.  You’re just gonna build today, okay?  You’re kind of being math scientists right now.  Got it?  Anyone have any questions?  Yes.",teacher,107,3,,,1.0,يمكن أن تكون الصناديق كبيرة جداً، أليس كذلك؟ وظيفتك بعد مضاعفة حجم رقم 2 وخلق الصندوق هو بعد ذلك محاولة الحصول على أكبر عدد ممكن من الأبعاد للصندوق. ويمكنك بناءها إذا كنت تريد مع الورق. يمكنك بناءها إذا كنت تريد فقط مع الكوبات. سوف تقوم ببناءها اليوم فقط، حسناً؟ أنت نوع من الرياضيات الآن. هل فهمت؟ هل لدى أي علماء أسئلة؟ نعم.
Can you just do it on paper?,student,7,0,,,,هل يمكنك أن تفعل ذلك فقط على الورق؟
Huh?,teacher,1,0,0.0,,0.0,هاه؟
Can you just do it on the paper?,student,8,0,,0.0,,هل يمكنك فقط أن تفعل ذلك على الورق؟
"Well, you have to kind of follow what it says.  You’re gonna have to draw the design.  So, you have to draw one pattern that you come up with for Number 2. And then, for Number 3, you can – kind of like we talked about before, conjectures are kind of like guesses in math, right?  You can come up with conjectures and say, oh, well, I think 10 times 1 times 3 is gonna work or something like that. But how do you know?  You have to find some way to figure out if that’s gonna work.  You have to build it or draw it or be able to explain it to us.  ’Cause what we’re gonna do is I have a chart that we’re gonna put up at the end and we’re gonna come up with all different ways that we can build that new box. Got it?",teacher,150,0,0.0,,0.0,حسناً، عليك أن تتبع ما يقوله نوعاً ما. عليك أن ترسم التصميم. لذا، عليك أن ترسم نمطاً واحداً يمكنك أن تأتي به للرقم الثاني. ومن ثم، بالنسبة للرقم الثالث، يمكنك أن ترسم نوعاً ما مثل ما تحدثنا عنه سابقاً، الافتراضات نوعاً ما مثل الافتراضات في الرياضيات، صحيح؟ يمكنك أن تأتي بآفتراض وتقول، أوه، حسناً، أعتقد أن 10 × 1 × 3 سوف تنجح أو شيء من هذا القبيل. ولكن كيف تعرف؟ عليك أن تجد طريقة لتحديد ما إذا كانت ستنجح؟ عليك أن تبنيها أو ترسمها أو تكون قادرة على شرحها لنا.
Yeah.,student,1,0,,,,-أجل، أجل
"Okay.  You’re off. Anybody that wants to build with paper, there’s tons of it. Anybody that wants to build with cubes, we’ll hand them out to you.  Anybody know they want to build with paper? Paper, anybody else? We have some.",teacher,41,1,,,1.0,حسناً، أنت ذاهب. أي شخص يريد بناء من الورق، هناك طن من ذلك. أي شخص يريد بناء من الكوبات، سنقوم بتوزيعها لك. أي شخص يعرف أنهم يريدون بناء من الورق؟ الورق، أي شخص آخر؟ لدينا بعض.
What do you mean by build with paper?,student,8,0,,0.0,,ماذا تعني بإنشاء الورق؟
"Like we did before, build a pattern on the bottom.",teacher,10,0,1.0,,0.0,كما فعلنا من قبل، بناء نمط على القاع.
Oh.,student,1,0,,,,-أوه .
"But you’re building it for that new one, so you have to figure out the volume of it first. So, my question for this first one, Number 1, what is the volume of the first box the factory gave us?  Come on, guys.  We talked about it.  It’s right here written out for you.  Student A?",teacher,56,2,,,0.0,ولكنك تقوم ببناءها لهذا الجديد، لذا عليك أن تعرف حجمها أولاً. لذا، سؤالي لهذا الأول، رقم واحد، ما هو حجم الصندوق الأول الذي أعطتناه المصنع؟ هيّا يا رفاق. تحدثنا عنه. إنه مكتوب هنا لكم. الطالب A؟
30.,student,1,0,,,,ثلاثون
How’d you get it?,teacher,4,0,,,1.0,كيف حصلت عليها؟
I multiplied 2 times 6 – 2 times 3 equals 6.,student,11,1,,0.0,,مضاعفة 2 × 6  2 × 3 = 6.
2 times 3 is 6.,teacher,5,0,1.0,,0.0,2 × 3 = 6
Times 5 is 30.,student,4,0,,,,وقت الخامس هو 30
"Units cubed, right?",teacher,3,2,,,0.0,وحدات مكعب، أليس كذلك؟
Yep.,student,1,0,,,,-أجل .
"So, now, for the Number 2, what’s the volume that our focus is about?  Student J?",teacher,16,1,,,0.0,إذاً، الآن، بالنسبة للرقم الثاني، ما هو الحجم الذي نركز عليه؟ الطالب J؟
Double it.,student,2,0,,,,مضاعفة.
"Double it, which is?",teacher,4,0,,,0.0,مضاعفة، أي هو؟
60.,student,1,0,,,,الـ60
"60.  So, you’re trying to build boxes that are gonna hold 60 cubes.  And what we’re looking for is how many of these can you come up with?  What are the dimensions, right?  That’s your job. So, you can sit here.  And if you’re using cubes, you’re gonna need 60 of them, right?  And if you’re using paper –",teacher,59,3,,,0.0,إذاً، أنت تحاول بناء صناديق يمكنها أن تحتوي على 60 مكعب. ونحن نبحث عن عدد هذه التي يمكنك أن تأتي بها؟ ما هي الأبعاد، أليس كذلك؟ هذه وظيفتك. لذلك، يمكنك الجلوس هنا. وإذا كنت تستخدم مكعبات، ستحتاج إلى 60 منها، أليس كذلك؟ وإذا كنت تستخدم الورق
[Inaudible.],student,1,0,,,,[غير مسموع.]
"You’re gonna have to figure it out, you know what I mean?  So, you might want to use both.  There’s a ton going on.  You?",teacher,25,0,,,0.0,عليك أن تفهم الأمر، أتفهمين ما أعنيه، لذا، قد ترغب في استخدام كليهما.
Do we skip 3?,student,4,0,,,,هل نقفز 3؟
"You don’t skip 3.  The thing is for 3, you need to make a design that’s gonna work.",teacher,18,0,,,0.0,الشيء هو لثلاثة، تحتاج إلى جعل تصميم سوف تعمل.
On grid paper?,student,3,0,,,,على ورقة الشبكة؟
"We can make it on grid paper.  You can make it with cubes, but you have to be able to prove to me it’s gonna work.",teacher,26,1,,,0.0,يمكننا القيام بذلك على ورق الشبكة يمكنك القيام بذلك مع الكوبات، ولكن عليك أن تكون قادرة على إثبات لي أنها ستعمل.
"Like, can I have some grid paper?",student,7,0,,,,مثل، هل يمكنني الحصول على بعض ورقة الشبكة؟
"Absolutely.  Build me the box if you can.  Pretend like, you know, for social studies, you’re making commercials to get people to come to your colonial area.  Think about the same thing for this.  If you’re working in a factory, how can you prove to the people that run the factory –",teacher,52,1,1.0,,1.0,بالتأكيد. قم ببناء الصندوق بالنسبة لي إن أمكنك. تظاهري، كما تعلمون، للدراسات الاجتماعية، أنت تقوم بإصدار إعلانات لجعل الناس يأتون إلى منطقتك الاستعمارية. فكر في الشيء نفسه لهذا. إذا كنت تعمل في مصنع، كيف يمكنك إثبات للناس الذين يديرون المصنع
Which one is the –,student,5,0,,,,أي واحد هو 
– that your box will really hold 60 cubes.,teacher,9,1,0.0,,0.0,أن صندوقك سيحتوي حقاً على 60 مكعب
What’s the bottom?,student,3,0,,,,ما هو الجزء السفلي؟
"What is the bottom?  Well, the thing is, Student J, that it’s the bottom when – you could say the bottom is 2 times 3, right?  ’Cause you could say the bottom is?",teacher,33,0,,,0.0,ما هو الجزء السفلي؟ حسنا، الشيء هو، الطالب J، أنه هو الجزء السفلي عندما يمكنك أن تقول أن الجزء السفلي هو 2 × 3، أليس كذلك؟
2 times 3.,student,3,0,,,,2 × 3
"2 times 3.  And then, the height would be?  So, we know that Student A said the base is gonna be 6, right?  Which would mean?",teacher,26,0,,,0.0,2 × 3 ثم، الارتفاع سيكون؟ إذاً، نحن نعلم أن الطالب A قال أن القاعدة ستكون 6، صحيح؟ وهذا يعني؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Right?  ’Cause that’s gonna be 6 – 1, 2, 3, 4, 5 times, which holds 30 cubes.  Does that have to be?  That’s what we wanna talk about, ’cause you could also have a base that is –",teacher,38,1,,,0.0,صحيح؟ لأن هذا سيكون 6  1، 2، 3، 4، 5 مرات، والذي يحتوي على 30 مكعب. هل يجب أن يكون ذلك؟ هذا ما نريد التحدث عنه، لأنه يمكن أن يكون لديك أيضا قاعدة هي 
15.,student,1,0,,,,15.
"15, which would be?  And then, the sides would be?  And that way, you’d have 2 rows of 15 on top of each other.  They both equal 30 cubes, right?  So, now, your job is how can you work with these numbers to then make patterns that hold 60. Does that mean I want you guys to recreate the wheel here? Let’s focus on the numbers they gave us.  How could we work with those and get 60 cubes?",teacher,79,2,,,1.0,15، أي سيكون؟ ومن ثم، الجانبين سيكون؟ وبهذه الطريقة، سيكون لديك 2 صفين من 15 فوق بعضها البعض. كلاهما يساوي 30 مكعب، أليس كذلك؟ الآن، وظيفتك هي كيف يمكنك العمل مع هذه الأرقام ثم جعل أنماط التي تحتوي على 60؟ هل هذا يعني أنني أريدك أن تعيد إنشاء العجلة هنا؟ دعونا نركز على الأرقام التي أعطونا. كيف يمكننا العمل مع تلك والحصول على 60 مكعب؟
Do you have 1 times [inaudible] 3 times 1?,student,9,0,,0.0,,هل لديك 1 × [غير مسموع] 3 × 1؟
"If you think that’ll work, sure.  We said that for 12, right? This box here will hold 12 cubes, will it not?",teacher,22,1,0.0,,0.0,إذا كنت تعتقد أن هذا سوف ينجح، بالتأكيد. لقد قلنا ذلك لمدة 12، أليس كذلك؟ هذا الصندوق هنا سوف تحتوي على 12 مكعب، أليس كذلك؟
Yes.,student,1,0,,,,-أجل، أجل
"It’ll be a tall, skinny box, but it’ll work.  And the base is gonna be 1 times 1 and the height is?",teacher,22,0,,,0.0,سيكون مربعاً طويلاً و رقيقاً، ولكنه سينجح، والقاعدة ستكون 1 × 1، والارتفاع هو؟
12.,student,1,0,,,,12
"So, Student M –",teacher,4,0,,,0.0,لذا، الطالب M 
Yes.,student,1,0,,,,-أجل، أجل
"– this is a 1 by 1 by 12.  So, would 1 by 1 by 60 work?",teacher,17,0,,,1.0, هذا هو 1 × 1 × 12. إذاً، هل 1 × 1 × 60 يعمل؟
Uh-huh.,student,1,0,,,,اه-ها.
"Absolutely, so draw it and prove it. See, how Teacher S’s cutting idea should be perfect to come to the meeting and say, Teacher J, this box will hold 60. I know, because you can actually see it.  I can prove it to you. So, what are you drawing?",teacher,49,0,,,1.0,بالتأكيد، لذا ارسمها و أثبتها. انظر، كيف يجب أن تكون فكرة تقطيع المعلم S مثالية للوصول إلى الاجتماع وقول، المعلم J، هذا الصندوق سيبقى 60، أعرف، لأنك يمكن أن ترى ذلك في الواقع. يمكنني أن أثبت ذلك لك. لذا، ماذا ترسم؟
I’m trying to reach this box.,student,6,0,,,,أنا أحاول الوصول إلى هذا الصندوق
"Okay.  So, 5 by 5.",teacher,5,0,0.0,,0.0,حسناً، 5×5
But he won’t –,student,4,0,,,,لكنه لن يفعل
"So, you know what to do?  You can do it there and you can do it there, right?  There, you only have that and, there, you only have that.  So, if you cut that out.",teacher,35,0,,,0.0,يمكنك القيام بذلك هناك ويمكنك القيام به هناك، صحيح؟ هناك، لديك فقط ذلك، وهنا، لديك فقط ذلك. لذا، إذا كنت تقطع ذلك.
But that’s 4.  I need 3.,student,6,0,,,,لكن هذا 4 أحتاج 3
"I know.  No, no, no.  You have 3 up here, right, and 3 up here. But you only ever have –",teacher,21,0,1.0,,0.0,أعلم، لا، لا، لا، لديك ثلاثة هنا، صحيح، وثلاثة هنا، ولكن لديك فقط 
Oh.,student,1,0,,,,-أوه .
"– 2 up here and 2 up here.  So, if we cut this and just tape it there, you’ll have a third row.  And then, we need to cut that out and tape it with that one.",teacher,37,0,,,0.0, 2 هنا و 2 هنا إذا قطعنا هذا و مجرد تسجيله هناك سيكون لديك صف ثالث ثم نحتاج الى قطع هذا و تسجيله مع هذا
Yeah.,student,1,0,,,,-أجل، أجل
"You know what I mean?  Watch, I’ll show you.  Do you have tape?",teacher,13,0,,,0.0,هل لديك شريط؟
Here you go.,student,3,0,,,,ها أنت ذا
You have that.,teacher,3,0,,,0.0,لديك هذا
"Ooh, just pasted it.",student,4,0,,,,لقد ملصقتها للتو
"You have that [inaudible].  And see, if you tape this here and, now, you’re able to have – sometimes, the patterns are just too big for the paper.  So, you have to cut some extra pieces out.  You are a tape waster, huh?",teacher,43,0,,,0.0,لديك ذلك (غير قابل للسمعة) و انظر، إذا قمت بتسجيل هذا هنا و الآن، أنت قادرة على الحصول على  في بعض الأحيان، أنماط كبيرة جدا للورقة. لذلك، عليك قطع بعض القطع الإضافية. أنت ضائع الشريط، أليس كذلك؟
[Laughs],student,1,0,,,,[ضحك]
"All right, now, you have your pattern.  You just had to use an extra piece.",teacher,15,0,,,0.0,حسناً، لديك نمطك، كان عليك فقط استخدام قطعة إضافية
Can I have [inaudible] –,student,5,0,,,,هل يمكنني الحصول على [غير مسموع] 
Grid paper?  This?,teacher,3,0,0.0,,0.0,ورق الشبكة؟
"No, the one that’s smaller.",student,5,0,,,,لا، الذي هو أصغر.
"No, you have to use that one.  So, you might need to use more than one piece, like imagine this piece here.  Student J had to cut extra rows off and put them on to make his pattern bigger.",teacher,39,0,1.0,,0.0,لا، يجب أن تستخدم هذه. لذلك، قد تحتاج إلى استخدام أكثر من قطعة واحدة، مثل تخيل هذه القطعة هنا. كان على الطالب J قطع صفوف إضافية وضعه عليها لجعل نمطه أكبر.
Hmm.,student,1,0,,,,-حسناً
"So, if your pattern is not fitting on one sheet, cut some squares off another sheet.  That’s why we have a bunch.",teacher,22,1,,,0.0,لذا، إذا كان نمطك لا يناسب على ورقة واحدة، قطع بعض المربع من ورقة أخرى.
What do you have to do for Number 3?,student,9,0,,0.0,,ما الذي يجب عليك فعله من أجل رقم 3؟
