text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
Ten.  Good.  So we divide it by ten.  What’s our new fraction?,teacher,12,2,,,0.0,عشرة. جيد. إذاً نقسمها على عشرة. ما هو الجزء الجديد لدينا؟
[Inaudible],student,1,0,,,,[غير مسموع]
What’s our new fraction?  Student L?,teacher,6,1,,,0.0,ما هو الجزء الجديد لدينا؟ الطالب L؟
One half.,student,2,0,,,,نصف.
One half.  Excellent.  You see how we did that?,teacher,9,0,,,0.0,نصف، ممتاز، أترى كيف فعلنا ذلك؟
Yeah.,multiple students,1,0,,,,-أجل، أجل
"Anybody have questions so far?  So, when you have a numerator and a denominator that has two factors that go into each other, which one do you pick?  Which one do you pick? Student Y?",teacher,35,3,,,0.0,إذاً، عندما يكون لديك عدداً وعيداً يحتويان على عاملين يتوافقون مع بعضهما البعض، أيّ واحد تختار؟ أيّ واحد تختار؟ الطالب Y؟
The bigger number.,student,3,0,,,,الرقم الأكبر.
"The bigger number out off the two.  Excellent.  Now, let’s look at letter C.  What are the factors of three?  Student A?",teacher,22,1,,,0.0,الرقم الأكبر من اثنين. ممتاز. الآن، دعونا ننظر إلى الحرف C. ما هي عوامل الثلاثة؟ الطالب A؟
Three and one.,student,3,0,,,,ثلاثة وواحد
What are the factors of five?  Student J?,teacher,8,1,,,0.0,ما هو العوامل لخمسة؟
One [Inaudible],student,2,0,,,,واحد [غير مسموع]
One and five.  Do we have a number that’s common?  Can we divide by a number that’s there?  Student W?,teacher,20,1,,,0.0,واحد وخمسة. هل لدينا رقم شائع؟ هل يمكننا تقسيمه بأعداد موجودة؟ الطالب W؟
[Inaudible] [to get a number that is not common.],student,9,0,,0.0,,[لا يمكن سماعها] [للوصول إلى رقم غير شائع.]
No.  I want the simplest fraction.  Simple means breaking it down to the smallest possible numbers.  I don’t want to make it bigger.  That’s finding an equivalent fraction.  I want to break it down to simple form.  Simple.   What does simple mean?  Student L?,teacher,44,2,0.0,,1.0,لا. أريد أبسط كسر. بسيط يعني تقسيمها إلى أصغر الأرقام الممكنة. أنا لا أريد أن تجعلها أكبر. هذا هو العثور على كسر معادلة. أريد تقسيمها إلى شكل بسيط. بسيط. ماذا يعني بسيط؟ الطالب L؟
Easiest.,student,1,0,,,,أسهل شيء
"Easiest.  Plain.  Okay?  We don’t want to make it harder.  We could keep going.  You could have hundreds of equivalent fractions but we’re trying to find the very small little fraction, simplest form.  So, what can we do here?  What number can we divide by?  Student J?",teacher,47,4,,,0.0,أسهل. بسيط. حسناً؟ لا نريد أن نجعل الأمر أكثر صعوبة. يمكننا الاستمرار. يمكنك الحصول على مئات الكسور المتكافئة ولكننا نحاول العثور على الكسور الصغيرة جداً، أسهل شكل. لذا، ماذا يمكننا أن نفعل هنا؟ ما هو الرقم الذي يمكننا تقسيمه؟ الطالب J؟
[Inaudible] by one.,student,3,0,,,,[غير مسموع] من قبل واحد.
What happens when we divide anything by one?,teacher,8,1,,,0.0,ماذا يحدث عندما نقسم أي شيء بواحد؟
It’s still the same.,student,4,0,,,,لا تزال نفسها
"Student J, what happens when we divide anything by one?",teacher,10,1,,,1.0,الطالب جي، ماذا يحدث عندما نقسم أي شيء واحد؟
It stays the same.,student,4,0,,,,انها تبقى نفسها.
"It stays the same.  So, if we divide three fifths by one, guess what answer we come up with?",teacher,19,1,,,0.0,فإنه يبقى كما هو، لذا، إذا قمنا بتقسيم ثلاثة الخامسة بمقدار واحد، تخمين ما هي الإجابة التي سنحصل عليها؟
Three fifths.,student,2,0,,,,ثلاثة الخامسة
"Three fifths.  So then, is it in its simplest form?",teacher,10,0,,,0.0,إذاً، هل هي في أبسط شكلها؟
Yes.,student,1,0,,,,-أجل، أجل
"When you cannot divide any more, when you’re all the way down to dividing by one that means it’s in its simplest form and you don’t need to do any more.  ‘Cause some of you, when I gave you problems last time you had three fits and you’re like, “Well, there isn’t a number that goes into three and into five.”  And I’m like, “Exactly.  What does that mean?” You’re like.  Two?  When you get to the point where you’re dividing by one, you’re done.  Questions on that?",teacher,88,1,,,0.0,عندما لا تستطيعين الانقسام بعد الآن، عندما تكونين حتى الانقسام بمقدار واحد فهذا يعني أنه في أبسط شكله ولا تحتاجين للقيام بمزيد من ذلك. لأن بعضكم، عندما أعطيتكم المشاكل في المرة الماضية كنتم تعاني من ثلاث نوبات وكنتم مثل، حسناً، لا يوجد عدد يذهب إلى ثلاثة إلى خمسة. وأنا مثل، بالضبط. ماذا يعني هذا؟ أنت مثل. اثنان؟ عندما تصلين إلى نقطة حيث كنتم تقسمين بمقدار واحد، انتم قد انتهوا من الأسئلة حول ذلك؟
No.,multiple students,1,0,,,,-كلا .
Questions on anything we’ve done so far?,teacher,7,0,,,0.0,أسئلة عن أي شيء فعلناها حتى الآن؟
[Inaudible],student,1,0,,,,[غير مسموع]
You sure?  Positive?,teacher,3,0,,,0.0,هل أنت متأكد؟
Yes.,student,1,0,,,,-أجل، أجل
"Okay.  Teacher’s assistants?  Student W is going to have a piece of paper that says two. Student L is going to have a piece of paper that says one.  Hang on a second guys.  Each of you are going to have a different piece of paper from your partner.  So, Student J is going to have one and Student L is going to have two.  Student J is going to have one and Student L is going to have two. Do you see what I’m talking about?  [Inaudible] is going to have one, Student Y is going to have two. What I want you to do is when you are done with your sheets, it’s the same thing we were doing before, simplest fractions.  I want you to explain to your partner how you got your answer.  Okay?  So I want to hear you using the beautiful words of English and explaining how you got to where you got and how did you solve it.  Okay?  Questions on that?",teacher,169,1,,,0.0,حسناً. مساعدات المعلمين؟ الطالب W سيكون لديه قطعة ورق تقول اثنين. الطالب L سيكون لديه قطعة ورق تقول واحدة. انتظروا ثانيةً يا رفاق. كل واحد منكم سيكون لديه قطعة ورق مختلفة من شريككم. لذا، الطالب J سيكون لديه قطعة ورق واحدة والطالب L سيكون لديه اثنين. الطالب J سيكون لديه واحد والطالب L سيكون لديه اثنين. هل ترى ما أتحدث عنه؟ [غير قابل للسمع] سيكون لديه واحد، الطالب Y سيكون لديه اثنين. ما أريدك أن تفعله هو عندما تنتهي من أوراقك، هو نفس الشيء الذي كنا نفعله من قبل، أسهل الكسور. أريد منك أن تشرح لشريكك كيف حصلت على إجابتك. حسناً؟ لذلك أريد أن أسمعك تستخدم كلمات اللغة الإنجليزية الجميلة وتشرحك كيف وصلت و كيف حللت تلك الأسئلة؟ حسناً؟
[Inaudible],student,1,0,,,,[غير مسموع]
"Okay, Student L.",teacher,3,0,,,0.0,حسناً، الطالب (إل)
[Inaudible],student,1,0,,,,[غير مسموع]
What?,teacher,1,0,,,0.0,ـ ماذا؟
[Inaudible],student,1,0,,,,[غير مسموع]
Go ahead.  You guys can give it out.,teacher,8,0,,,0.0,هيّا، تستطيعون إعطائه
[Inaudible],student,1,0,,,,[غير مسموع]
"Excellent.  Lights.  Sh! So, put your name on it.  Find the simplest fraction and then shade in, thank you.  Finished?",teacher,20,1,,,0.0,حسناً، أضواء، ضع اسمك عليها، ابحث عن الجزء الأسهل، ثم ضع ظلّاً، شكراً.
[Inaudible],student,1,0,,,,[غير مسموع]
And then I want you to shade in the part of the figure that represents your fraction.  Good. Okay.  Okay.  There’s 12 right?  How many do you need to color in?,teacher,31,1,,,0.0,ومن ثم أريدك أن تضع ظلال في الجزء من الرقم الذي يمثل الجزء الخاص بك. جيد. حسنا. حسنا. هناك 12 حق؟ كم تحتاج إلى لون في؟
Four.,student,1,0,,,,أربعة.
"Uh-huh.  And that’s the same as one third.  Keep going. [Inaudible], you shouldn’t be playing right now.  You’re not in music class.  You’re not a drummer.  Okay? Dropping pencils, Student D.  What do we divide here to get to – two fourth is the same as one fourth?   Oh.  Why did you change it?  You made a mistake?  So then you need to change that. Do you?  Is that one half?  You colored in two out of four? Think about what I’m asking.  You have to color in two out of four which is the same as one half. Did you color in one half?  Color in one half.  Half means in the middle.  Right?  Mm-hm.",teacher,116,1,,,0.0,و هذا هو نفس الثلث. استمر. [لا يمكن سماعها] ، يجب أن لا تعزف الآن. أنت لست في فئة الموسيقى. أنت لست بطار. حسنا؟ إسقاط الأقلام، الطالب D. ما الذي نقسم هنا للوصول إلى  2 ربع هو نفس ربع؟ أوه. لماذا قمت بتغيير ذلك؟ قمت بخطأ؟ لذلك ثم تحتاج إلى تغيير ذلك. هل أنت؟ هل هذا نصف؟ هل قمت بتلوين في اثنين من أربعة؟ فكر في ما أنا أسألك عنه. يجب عليك تلوين في اثنين من أربعة وهو نفس نصف. هل قمت بتلوين في نصف؟ لون في نصف. نصف يعني في الوسط. صحيح؟
[Inaudible],student,1,0,,,,[غير مسموع]
You have to color in one fourth of that whole thing or four sixteenths.  That’s not one fourth.,teacher,18,1,,,0.0,يجب أن تلوين في ربع كل شيء أو أربعة ستة عشر. هذا ليس ربع.
[Inaudible],student,1,0,,,,[غير مسموع]
It’s either one fourth or four sixteenths.,teacher,7,0,,,0.0,إما ربع أو أربعة عشر
"If I color this way, [Inaudible] five?",student,7,0,,,,إذا كنت ألون بهذه الطريقة، [غير قابل للسمع] خمسة؟
What?,teacher,1,0,0.0,,0.0,ـ ماذا؟
"If I color five this, [Inaudible] five?",student,7,0,,,,إذا كنت ألون خمسة هذا، [غير سمع] خمسة؟
"Where you getting – you have to break this down to the smallest fraction, Student J. No, no.  Forget about coloring.  Break this down to the smallest fraction.",teacher,28,2,1.0,,0.0,حيث تحصل على  يجب أن تقطع هذا إلى الجزء الأصغر، الطالب J. لا، لا. انسى عن التلوين.
[Inaudible],student,1,0,,,,[غير مسموع]
"That number is not broken down, is it?  Good.  So you color in that.  How many boxes are there?",teacher,19,0,,,0.0,هذا الرقم ليس مقطوعاً، أليس كذلك؟ حسناً، لذا قم بتلوين ذلك. كم عدد الصناديق الموجودة هناك؟
Ten.,student,1,0,,,,عشرة.
So then how many are you supposed to color in?,teacher,10,0,,,0.0,إذاً كم من المفترض أن تلوين؟
Five.,student,1,0,,,,خمسة.
Really?  That’s a five?,teacher,4,0,,,0.0,حقاً، هل هذا خمسة؟
Four.,student,1,0,,,,أربعة.
There you go. Good.  Uh-huh.  You also have to color it in.  Four goes into nine?,teacher,16,0,,,0.0,حسناً، عليك أيضاً أن تلوينها، أربعة تساوي تسعة؟
[Inaudible],student,1,0,,,,[غير مسموع]
Four goes into nine two times?,teacher,6,0,,,0.0,أربعة تذهب إلى تسعة مرتين؟
No.,student,1,0,,,,-كلا .
Give me the factors of each of these numbers.,teacher,9,1,,,0.0,أعطني العوامل لكل من هذه الأرقام
Factor is one.,student,3,0,,,,العامل هو واحد
And?,teacher,1,0,,,1.0,-وماذا؟
Nine.,student,1,0,,,,تسعة
And?,teacher,1,0,,,1.0,-وماذا؟
Three?,student,1,0,,,,ثلاثة؟
Good.  Sure.  Put them down.  Write them down.  Write them down.   The factors. Good.  And the factors of six.,teacher,19,2,,,0.0,حسناً، بالتأكيد، ضعها، اكتبها، اكتبها، العوامل، جيد، والعوامل السادسة.
"Two, three, six.",student,3,0,,,,اثنان، ثلاثة، ستة.
What number do they have in common?,teacher,7,0,,,1.0,ما هو عددهم المشترك؟
[Nine.],student,1,0,,,,[تسعة.]
What number do they both have?,teacher,6,0,,,0.0,ما هو الرقم الذي لديهم؟
These ones are even.  These ones are odd.,student,8,0,,0.0,,هذه متساوية هذه غريبة
What number do they both have that they share the same factor?,teacher,12,0,0.0,,0.0,ما هو العدد الذي يشترك فيهما في نفس العامل؟
Three.,student,1,0,,,,ثلاثة.
"Three.  So you have to divide them by three.  So, go ahead.",teacher,12,1,,,0.0,ثلاثة، لذا يجب أن تقسيمها بثلاثة، لذا، هيا.
So I have to divide this by three?,student,8,1,,0.0,,إذاً عليّ تقسيم هذا بثلاثة؟
Mm-hm.  Sh! Okay.  Now you’re getting it.  Okay.,teacher,8,0,1.0,,0.0,حسناً، الآن ستفهمين الأمر
[Inaudible],student,1,0,,,,[غير مسموع]
"Yep.  Yep, yep.  Is anybody done?  Anybody else?  If you are done, I want you to take those fractions and reduce them to simplest form.",teacher,25,1,,,0.0,نعم، نعم، نعم، هل انتهى أحد؟ هل انتهى أحد آخر؟ إذا انتهيت، أريدك أن تأخذ هذه الكسور وتقللها إلى أبسط شكل.
[Inaudible],student,1,0,,,,[غير مسموع]
Very good.  You got the right answer.  You don’t understand what?,teacher,11,0,,,0.0,جيد جداً، لديك الإجابة الصحيحة، لا تفهم ماذا؟
To shade it.,student,3,0,,,,لتظليلها.
How many pieces are there?,teacher,5,0,,,0.0,كم عدد القطع الموجودة؟
Eight.,student,1,0,,,,ثمانية
So then how many do you have to shade?  To make it the fraction.,teacher,14,1,,,0.0,اذاً كم عدد ما يجب عليك ان تضع الظلال عليه؟
Three.,student,1,0,,,,ثلاثة.
How many out of eight?,teacher,5,0,,,0.0,كم عدد من ثمانية؟
Four.,student,1,0,,,,أربعة.
Really?  That’s a four?,teacher,4,0,,,0.0,حقاً، هل هذه أربعة؟
"No, six. I can help her.",student,6,0,,,,لا، ستة يمكنني مساعدتها
"No, she’s got it.",teacher,4,0,1.0,,0.0,لا، انها حصلت عليه.
Six.,student,1,0,,,,ستة.
"Thank you, though.  How did you know?",teacher,7,0,,,1.0,شكراً لك، كيف عرفت؟
[Inaudible],student,1,0,,,,[غير مسموع]
"As the numerator?  If you and your partner are done, you both can share how you solved the problem.  All of them.",teacher,22,1,,,0.0,إذا أنتِ و شريككِ إنتهيتما، يمكنكما أن تشاركما كيف حلتم المشكلة.
[Inaudible],student,1,0,,,,[غير مسموع]
Hm?,teacher,1,0,,,0.0,هل هذا صحيح؟
[Inaudible],student,1,0,,,,[غير مسموع]
Do the factors.  Do what we just did.,teacher,8,1,,,0.0,افعل العوامل، افعل ما فعلناه للتو
"One, two, [Inaudible].",student,3,0,,,,واحد، اثنان، [لا يمكن سماع].
What number do they share?,teacher,5,0,,,1.0,ما هو الرقم الذي يشاركونه؟
Four.,student,1,0,,,,أربعة.
Four.  Right.,teacher,2,0,,,0.0,أربعة، صحيح
Yeah.,student,1,0,,,,-أجل، أجل
Okay.  Four divided by four is four?,teacher,7,1,,,0.0,حسناً، أربعة مقسومة على أربعة هي أربعة؟
[Inaudible] four.,student,2,0,,,,أربعة
Four divided by four –,teacher,5,1,,,0.0,أربعة مقسمة على أربعة 
Is one.,student,2,0,,,,هو واحد
"Yeah.  That’s what you had before.  Why’d you erase it? Student [Inaudible], are you done?  So I want to give you another sheet.  Wait until Student A is done.  No.  No. No, no, no, no, no.  Keep working.  When you and your partner are done, I want to hear you sharing how you solved your problems.",teacher,56,0,,,0.0,نعم. هذا ما كان لديك من قبل. لماذا قمت بحذفه؟ الطالب (لا يمكن سماعه) ، هل انتهيت؟ لذلك أريد أن أعطيك ورقة أخرى. انتظر حتى يتم الطالب A. لا. لا، لا، لا، لا، لا، لا، لا، لا. استمر بالعمل. عندما أنت وشريكك انتهيت، أريد أن أسمعك تقاسم كيف حلت مشاكلك.
[Inaudible],student,1,0,,,,[غير مسموع]
You should know all of them.  Do what we just did in class.,teacher,13,0,,,0.0,يجب أن تعرفهم جميعاً، افعل ما فعلناه في الصف
Can I help [Inaudible]?,student,4,0,,,,هل يمكنني مساعدتك؟
No.  What’s this?  Have you ever seen a fraction like this before?,teacher,12,1,,,0.0,لا، ما هذا؟ هل رأيت قطعة كهذه من قبل؟
No.,student,1,0,,,,-كلا .
What number did we use to get to five?  What number did we divide by to get to five?,teacher,19,1,,,0.0,ما هو الرقم الذي استخدمناه للوصول إلى خمسة؟ ما هو الرقم الذي نقسمه للوصول إلى خمسة؟
Five.,student,1,0,,,,خمسة.
Five divided by five is five?,teacher,6,1,,,0.0,خمسة مقسومة على خمسة هي خمسة؟
No.,student,1,0,,,,-كلا .
"You just told me that.  So, what number did we use to get to five from here?  Ten divided by what equals five?",teacher,23,1,,,0.0,لقد أخبرتني للتو، ما هو الرقم الذي استخدمناه للوصول إلى 5 من هنا؟ 10 مقسمة على ما يساوي 5؟
Two?,student,1,0,,,,اثنان؟
Yeah.  The same thing we do to the numerator we have to do to the denominator.  So 16 divided by what?,teacher,21,3,,,0.0,نعم، نفس الشيء الذي نقوم به مع العداد يجب أن نقوم به مع القاسم، إذن 16 مقسماً بماذا؟
[Inaudible],student,1,0,,,,[غير مسموع]
"Sixteen divided by two is seven?  Ah!  That’s a little bit better.  So, 16 divided by two is what?  Sixteen divided by two is what?",teacher,25,3,,,0.0,ستة عشر مقسمة على اثنين هو سبعة؟ آه! هذا أفضل قليلا. إذاً، ستة عشر مقسمة على اثنين ما هو؟ ستة عشر مقسمة على اثنين ما هو؟
Eight.,student,1,0,,,,ثمانية
