text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
Okay.  So 10 going down.  What does this 10 and 2 represent?,teacher,12,0,1.0,,0.0,حسناً، إذاً 10 ينخفض، ماذا يمثل هذا 10 و 2؟
10 times 2?,student,3,0,,,,10 × 2 ؟
Nope.  Not 10 times 2.,teacher,5,0,,,0.0,لا، ليس 10 × 2
12.,student,1,0,,,,12
The 12.  Where am I getting the 12 from?  Student M?  They can’t necessarily see you point so you’re going to need to be a little louder.,teacher,27,0,,,0.0,12 من أين أحصل على 12؟ الطالب M؟ لا يمكنهم بالضرورة أن يروا أنك تشير لذلك سوف تحتاج إلى أن تكون بصوت أعلى قليلا.
From the board up top.,student,5,0,,,,من اللوحة من الأعلى.
"Okay, from the equation, the 12 here, we now have 10 and 2? All right.  What do I need to do to the rest of the array?",teacher,27,2,0.0,,0.0,حسناً، من المعادلة، 12 هنا، لدينا الآن 10 و 2، حسناً، ماذا علي أن أفعل لبقية الترتيب؟
Break down [inaudible].,student,3,0,,,,تفكّر [غير مسموع].
All right.  I need to break the 21 down.  How am I going to break my 21 apart?  Student E?,teacher,20,0,,,0.0,حسناً، أنا بحاجة إلى كسر الـ21 إلى أسفل كيف سأكسر الـ21 إلى أسفل؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"20 and 1. And what’s my next step?  Student K?  Do you want to come up here and show us that?  It’s very hard to hear you.  You’re going to have to speak a little louder.  Not just for me, but for the fact that we have to deal with next door.",teacher,52,0,,,0.0,20 و 1. وما هي خطوتي التالية؟ الطالب ك؟ هل تريد أن تأتي إلى هنا وتظهر لنا ذلك؟ من الصعب جداً أن أسمعك. عليك أن تتحدث بصوت أعلى قليلاً. ليس فقط من أجلي، ولكن من أجل حقيقة أن علينا التعامل مع الباب المجاور.
Add them up together?,student,4,1,,,,أجمعهم معاً؟
Add what up?,teacher,3,1,,,0.0,إضافة ماذا؟
[Inaudible] is 20.,student,3,0,,,,[غير مسموع] هو 20.
"All right.  So write nice and big in here, 10 times 20.",teacher,12,0,,,0.0,حسناً، اكتب جيداً هنا، 10 × 20.
"Do I write the answer, too?",student,6,0,,,,هل أكتب الإجابة أيضاً؟
"If you know it off the top of your head.  Very good.  What else do we have to do, Student A?  Any idea, or do you want to wait until the next one?",teacher,33,0,0.0,,0.0,إذا كنت تعرف ذلك من فوق رأسك، جيد جداً، ماذا علينا أن نفعل، الطالب الأول؟ أي فكرة، أم تريد الانتظار حتى التالي؟
I think you’re supposed to wait until the next one.,student,10,0,,0.0,,أعتقد أنه من المفترض أن تنتظر حتى المرة القادمة
"Wait until the next one?  All right.  Student T?  Don’t be camera-shy, guys.  Student L?  Come up.  Do it. I know how to do it.  It’s your turn to do it.  All right.  Who can explain why this is 2 times 20?",teacher,42,0,1.0,,0.0,الانتظار حتى المرة القادمة؟ حسناً. الطالب T؟ لا تكونوا خجولين من الكاميرا، يا رفاق. الطالب L؟ تعالوا. افعلها. أنا أعرف كيف أفعل ذلك. حان دورك للقيام بذلك. حسناً. من يمكنه شرح لماذا هذا 2 × 20؟
20 [inaudible] on the top of it.,student,7,0,,,,20 [غير مسموع] على رأسها.
And where is the 2 coming from?,teacher,7,0,0.0,,0.0,ومن أين يأتي الثاني؟
The bottom.,student,2,0,,,,القاع
"So this is a 2 by 20 array.  All right.  What do you have left? Are you ready, Student A?",teacher,20,1,,,0.0,حسناً، ما الذي تبقى لديك؟ هل أنت مستعد، الطالب أ؟
I think you’re supposed to do 1 times 2.,student,9,0,,0.0,,أعتقد أنك من المفترض أن تفعل 1 × 2.
You show me.  I’ll let you know if you’re wrong.  Okay.  So show me the 1.  Show me where you got the 1 from. Okay.  Show me where you got the 2 from.  Now let’s look at this.  Where does this 2 line up with?,teacher,45,1,1.0,,1.0,أرني من أين حصلت على 1؟ أرني من أين حصلت على 2؟ الآن دعونا نلقي نظرة على هذا.
10.,student,1,0,,,,عشرة
"This 2, if we follow it over, goes in this box here.  So what should be in this box over here, Student A?",teacher,23,0,,,0.0,هذا الثاني، إذا قمنا بتتبعها، يذهب إلى هذا الصندوق هنا. إذن ما الذي يجب أن يكون في هذا الصندوق هنا، الطالب A؟
10 times 2?,student,3,0,,,,10 × 2 ؟
"10 times 2.  How can we fix this answer, because 2 times 1 and 2 times 10 are related.",teacher,19,0,,,0.0,10 × 2. كيف يمكننا إصلاح هذه الإجابة، لأن 2 × 1 و 2 × 10 مرتبطة.
Add a zero.,student,3,1,,,,إضافة الصفر
"Add a zero?  What do you mean by “add a zero”?  Add a zero, so 2 plus 0 is 2?  2 times 10 is 20, so when you say “add a zero,” you’re telling me to put the zero after the 2.  All right.  So we’ve got 2 times 10 is 20.  Who wants to fill in this last box?  Who has not been up here yet?  Student A? So our answer is –?",teacher,74,4,,,1.0,إضافة الصفر؟ ماذا تعني بـ ضافة الصفر؟ إضافة الصفر، إذاً 2 + 0 = 2؟ 2 × 10 = 20؟ إذاً عندما تقول ضافة الصفر،  تقول لي أن أضع الصفر بعد 2؟ حسناً، لدينا 2 × 10 = 20؟ من يريد ملء هذا الصندوق الأخير؟ من لم يصل إلى هنا بعد؟ الطالب A؟
I think it’s 218. 218.  [Inaudible.] 262.,student,7,0,,,,أعتقد أنه 218، 218، 262.
I’m not saying which ones are right or wrong.  I’m just hearing everyone’s opinion at the moment.  Student L?,teacher,19,0,1.0,,0.0,أنا لا أقول أي منها صحيح أو خاطئ أنا فقط أسمع رأي الجميع في الوقت الحالي
262.,student,1,0,,,,262
"All right.  Who wants to come up and prove their answer is correct?  Someone with nice, neat handwriting.  Student L, come on up. Student J?  Thank you.",teacher,27,0,,,0.0,حسناً، من يريد أن يأتي و يثبت أن إجابته صحيحة؟ شخص لديه كتابة يد لطيفة ونظيفة.
You’re welcome.  [Inaudible.],student,3,0,,,,مرحبًا بك.
"You’re telling me, but explain it to them.",teacher,8,0,,,1.0,أنت تقول لي، ولكن شرح لهم.
"Because 200 plus 40 equals 240, and plus 20 equals 260, and plus 2 equals 262.",student,16,0,,1.0,,"لأن 200 + 40 = 240 + 20 = 260, + 2 = 262."
"Very good.  Okay.  So we solved that one.  Who remembers Method 2?  It’s a lot like Method 1.  We broke 21 into 20 and 1, and 12 into 10 and 2.  How do we solve this one?  Student K, do you want to come up and explain it, or at least tell us the first step?  What would you do first?",teacher,61,0,0.0,,1.0,جيد جداً. حسناً. لذا قمنا بحل هذه. من يتذكر الطريقة 2؟ إنها تشبه الطريقة 1 تماماً. قمنا بتقسيم 21 إلى 20 و 1 و 12 إلى 10 و 2. كيف نحل هذه؟ الطالب K، هل تريد أن تأتي وتشرحها، أو على الأقل تخبرنا الخطوة الأولى؟ ماذا ستفعل أولاً؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
No.  Not 20 times 1.,teacher,5,0,,,0.0,لا، ليس 20 × 1.
Make a line to the [inaudible] side [inaudible].,student,8,1,,0.0,,اجعل خطاً إلى الجانب.
So we multiply 20 times 10.  What’s step 2?  Student M?,teacher,11,1,0.0,,0.0,اذاً نضاعف 20 × 10 ما هي الخطوة 2؟ الطالب M؟
20 times [inaudible].,student,3,0,,,,20 مرة [غير مستمع].
"Remember, this is a four-step process.  What’s step 3?  Student A, pay attention.  Sit criss-cross, please.",teacher,16,0,,,0.0,تذكر، هذه عملية أربع خطوات، ما هي الخطوة الثالثة؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
Step 3 is –.  And step 4?  What’s the last step?  Student E? What’s the only one we haven’t multiplied yet?,teacher,21,1,,,0.0,الخطوة الثالثة هي . والخطوة الرابعة؟ ما هي الخطوة الأخيرة؟ الطالب E؟ ما هي الخطوة الوحيدة التي لم نضاعفها بعد؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Did you say 1 times 2?  All right.  So what’s 20 times 10? Everyone, give me the answer on this next one.  20 times 2?",teacher,25,0,,,0.0,هل قلت 1 × 2؟ حسناً، ما هو 20 × 10؟ الجميع، أعطني الإجابة على هذا التالي. 20 × 2؟
40.,multiple students,1,0,,,,أربعين
1 times 10?,teacher,3,0,,,0.0,1 × 10؟
10.,multiple students,1,0,,,,عشرة
1 times 2?,teacher,3,0,,,0.0,1 × 2 ؟
2.,multiple students,1,0,,,,2 .
Did I make a mistake somewhere?,teacher,6,0,,,0.0,هل ارتكبت خطأ في مكان ما؟
No.,multiple students,1,0,,,,-كلا .
Then why is our answer different?  Where did I go wrong?,teacher,11,0,,,1.0,إذاً لماذا تكون إجابتنا مختلفة؟
In the 10 times 1?,student,5,0,,,,في 10 × 1؟
In the 10 times 1?  How did I go wrong there?,teacher,11,0,1.0,,1.0,في 10 × 1؟ كيف أخطأت هناك؟
[Inaudible] 200 plus 1 is 201.  [Inaudible.],student,7,0,,,,200 + 1 = 201
What’s that?  Okay.  So you’re saying that there’s a difference there?,teacher,11,0,0.0,,1.0,ما هذا؟ حسناً، إذاً أنت تقول أن هناك فرق هناك؟
10 times 2.,student,3,0,,,,10 × 2
"We did 10 times 2.  Where’s our 10 times 2 in this one?  Right? We’ve got our 20 times 2, our 20 times 10 – 200 – our 1 times 10, and our 1 times 2.  Where did I go wrong?  Maybe we’ll have to revisit this.  Mr. D, do you see where I’m going wrong on this?  My 2 times 10 is missing, and I don’t see where I –.",teacher,71,0,,,0.0,لقد فعلنا 10 × 2 أين لدينا 10 × 2 في هذا؟ صحيح؟ لدينا 20 × 2، لدينا 20 × 10  200  1 × 10، ونحن لدينا 1 × 2. أين أخطأت؟ ربما علينا إعادة النظر في هذا. سيد د، هل ترى أين أخطأت في هذا؟ 2 × 10 غائبة، وأنا لا أرى أين أنا .
[Inaudible.],student,1,0,,,,[غير مسموع.]
"Did I miswrite this here?  All right.  Well, what a great lesson to be taped, huh?  Student L?",teacher,18,0,,,0.0,حسناً، يا لها من درس رائع لتسجيله، أليس كذلك؟
It’s supposed to be 2 times 10 and you [inaudible] 1 times 10.,student,13,0,,0.0,,من المفترض أن يكون 2 × 10 وأنت 1 × 10.
"Oh.  I had 2 times 10.  So we’ve got 20.  We add it up.  No, actually, you know what? – and this is why we double-check things.  This is 1 times 10.  This is 10.  I just looked back up here.  What do we have here?",teacher,46,1,1.0,,0.0,لقد حصلت على 2 × 10 ، لذلك لدينا 20 ، نقوم بإضافة ذلك. لا ، في الواقع ، أتعلمون ماذا؟  وهذا هو السبب في أننا نتحقق من الأشياء مرتين. هذا هو 1 × 10 ، هذا هو 10. لقد نظرت إلى الوراء هنا. ماذا لدينا هنا؟
2.,multiple students,1,0,,,,2 .
What should this be?,teacher,4,0,,,0.0,ما هذا؟
12.,multiple students,1,0,,,,12
"This is just supposed to be 1.  So even though the addition was right, we made a simple mistake and we didn’t catch it right away.  Student J, can you have a seat at the back table?  All right.  We have 252.  Unintentionally, we just proved why it’s important to solve things two ways.  A mistake just became a learning experience for us, because I was confused.  This was making perfect sense to me.  All right.  It’s very important that we double-check our work. If I can make a mistake, it’s pretty easy that we can make mistakes on our tests, correct?",teacher,102,1,,,0.0,لذلك على الرغم من أن الإضافة كانت صحيحة، فقد ارتكبنا خطأ بسيطًا ولم نلتقطه على الفور. الطالب J، هل يمكنك الجلوس على الطاولة الخلفية؟ حسناً. لدينا 252. دون قصد، فقد أثبتنا فقط لماذا من المهم حل الأشياء بطريقتين. أصبح خطأ تجربة تعليمية بالنسبة لنا، لأنني كنت مشوشًا. كان هذا منطقيًا تمامًا بالنسبة لي. حسناً. من المهم جدًا أن نقوم بفحص عملنا مرتينًا. إذا استطعت أن أرتكب خطأً، فمن السهل جدًا أن نرتكب خطأً في اختباراتنا، صحيح؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"All right.  [Inaudible] show your work two ways.  So if we add this up:  200 plus 40 plus 10 plus 2, what do we get?",teacher,25,1,,,0.0,حسناً. [لا يمكن سماع] أظهر عملك بطرق اثنتين. إذاً إذا جمعنا هذا: 200 زائد 40 زائد 10 زائد 2، ما الذي نحصل عليه؟
152? 252.,student,2,0,,,,152؟ 252.
"252.  I should’ve caught that earlier, but I’m glad we caught it.  Step 3, Student 3 said earlier – or not Step 3, Method 3 – is to break it up into smaller problems.  We can break 21 into times 12 into these here.  Where is my 21 in these three problems down here?  Student K?  Where’s my 21?",teacher,59,0,,,0.0,252. كان يجب أن أفهم ذلك في وقت سابق ، لكنني سعيد أننا أمسكنا به. الخطوة الثالثة ، قال الطالب 3 في وقت سابق  أو لا الخطوة الثالثة ، الطريقة الثالثة  هي تقسيمها إلى مشاكل أصغر. يمكننا تقسيم 21 إلى 12 في هذه هنا. أين 21 في هذه المشاكل الثلاثة هنا؟ الطالب K؟ أين 21؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"The 10, the 10 and the 1 is my 21.  Why would I break things into 10s?  Student L?",teacher,19,0,,,1.0,الـ10 و الـ10 و الـ1 هي 21 لِمَ أَنْ أَكْسِرَ الأشياءَ إلى الـ10؟ الطالب L؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"All right.  Anything times 10, you have the 0 at the end. So 10 times 120 is –?",teacher,18,0,,,0.0,حسناً. أي شيء × 10 لديك 0 في النهاية. إذاً 10 × 120 هو ؟
120.,student,1,0,,,,120.
10 times 12 is –?,teacher,5,0,,,0.0,10 × 12 هو ؟
120.,student,1,0,,,,120.
1 times 12 is –?,teacher,5,0,,,0.0,1 × 12 هو ؟
12.,multiple students,1,0,,,,12
"0, 0, and 2?",teacher,4,0,,,0.0,0، 0، و 2؟
2.,multiple students,1,0,,,,2 .
"2, 2, and 1?",teacher,4,0,,,0.0,2، 2، و 1؟
5.,multiple students,1,0,,,,5 .
1 and 1?,teacher,3,0,,,0.0,واحد و واحد؟
2.,multiple students,1,0,,,,2 .
"How many people can do one of these three methods?  Show of hands?  Very good.  If you can do any one of these, that’s going to be great.  If you can do more than one, it’s going to be helpful because then you can check your answers.  We saw how it’s very easy to make a quick mistake.  How many people prefer Method 1?  Method 2?  I always liked Method 2.  It seemed to work for me.  Method 3?  Good.  So as long as you can do one or the other.  So this is multiplication. What’s the opposite of multiplication?",teacher,100,2,,,1.0,كم من الناس يمكنهم القيام بأحد هذه الأساليب الثلاثة؟ أظهار اليدين؟ جيد جداً. إذا كنت تستطيع القيام بأي من هذه الأساليب، فسيكون ذلك رائعاً. إذا كنت تستطيع القيام بأكثر من واحد، فسيكون ذلك مفيدًا لأنه عندئذ يمكنك التحقق من إجاباتك. رأينا كيف أنه من السهل جداً إجراء خطأ سريعًا. كم من الناس يفضلون الطريقة 1؟ الطريقة 2؟ لطالما أحببت الأسلوب 2. يبدو أنه يعمل بالنسبة لي. الطريقة 3؟ جيدًا. لذا طالما يمكنك القيام بأحد أو الآخر. لذلك هذا مضاعفة. ما هو عكس مضاعفة؟
Division.,multiple students,1,1,,,,القسم
"Wait to be called on, please.  All right.  Everyone wants to give the answer, so what’s the answer?",teacher,18,0,,,0.0,حسناً، الجميع يريد الإجابة، فما هي الإجابة؟
Division.,multiple students,1,1,,,,القسم
"Very good.  I have 138 divided by 7 here because it’s showing through.  I’m going to flip the page for us, so you guys remember the numbers 138 divided by 7.  What was the problem?",teacher,35,2,,,0.0,جيد جداً. لدي 138 مقسماً بـ 7 هنا لأنه يظهر من خلال. سأقوم بتحويل الصفحة لنا، لذا تذكرون أرقام 138 مقسماً بـ 7. ما كانت المشكلة؟
138 divided by 7.,multiple students,4,1,,,,138 مقسمة على 7.
Who can tell me one way we could solve this?  Student G? Student W?,teacher,14,0,,,1.0,من يمكنه أن يخبرني عن طريقة لحل هذا؟
We could do 138 divided by [10-something].,student,7,1,,,,يمكننا أن نفعل 138 مقسمة على [10 شيء].
"Do you know 138 divided 6 memorized?  All right.  If we’re going to try to break it apart, we want to try to work with numbers that we know, and we don’t want to just break the 7 apart.  We want to break the 138 apart.  Okay?",teacher,47,1,1.0,,0.0,هل تعلمون 138 مقسماً 6 حفظ؟ حسناً، إذا كنا سنحاول تفكيكه، نريد أن نحاول العمل مع الأرقام التي نعرفها، ونحن لا نريد فقط تفكيك 7 بعيداً. نريد تفكيك 138 بعيداً. حسناً؟
Or you could do the hangman with it.,student,8,0,,0.0,,أو يمكنك القيام بالشنق معه.
"The hangman method?  Do you want to show us the hangman method? Could you walk me through the hangman method, that Student J, while not on camera, was the one who named?  I think it works well.  So we start with this.",teacher,42,0,1.0,,0.0,الطريقة المعلقة؟ هل تريد أن تظهر لنا طريقة المعلقة؟ هل يمكنك أن تشير لي من خلال طريقة المعلقة، أن الطالب J، بينما ليس على الكاميرا، هو الذي سمي؟ أعتقد أنه يعمل بشكل جيد. لذلك نبدأ بهذا.
You put 138 –,student,4,0,,,,وضعت 138 
"138, because that’s the number we’re –",teacher,7,0,,,0.0,138، لأن هذا هو الرقم نحن
And then you put 7 right there.,student,7,0,,,,ومن ثم تضع 7 هناك.
"Put 7 here.  This is the one [inaudible].  Okay.  Thank you. Who can tell me the next step?  Student A, come on up.",teacher,23,0,1.0,,0.0,ضعي 7 هنا، هذا هو واحد، حسناً، شكراً، من يمكنه أن يخبرني الخطوة التالية؟ الطالب الأول، تعال.
You take out a group.,student,5,0,,,,أنت تقتل مجموعة
Take out a group?  Okay.  You want one group taken out?,teacher,11,0,1.0,,0.0,حسناً، أتريدين إزالة مجموعة واحدة؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
It can be more than either.  How many groups should we take out?,teacher,13,0,,,0.0,يمكن أن يكون أكثر من كل منهما، كم من المجموعات يجب أن نتخلص منها؟
10.,student,1,0,,,,عشرة
"10.  Ten is always a good number.  So we take away 10 groups of 7, how many are we taking away?",teacher,21,0,,,0.0,10 هو دائما عدد جيد. إذاً نأخذ 10 مجموعات من 7، كم عدد نأخذ؟
70.,student,1,0,,,,70.
"Who can come up here and tell me the subtraction.  Student A, would you like to?",teacher,16,1,,,1.0,من يمكنه أن يأتي إلى هنا ويقول لي عن العزل؟
They could do it.,student,4,0,,,,يمكنهم فعل ذلك
"Okay.  Have a seat.  Student W.  Student J.  I’m going to call you to take up the next groups, okay?",teacher,20,0,,,0.0,حسناً، اجلس، الطالب (و) الطالب (ج) سأتصل بك لتأخذ المجموعات التالية، حسناً؟
138 divided by 70.,student,4,1,,,,138 مقسمة على 70.
138 subtract 70.,teacher,3,1,,,0.0,138 انقطاع 70.
"Minus 70, and 68.",student,4,0,,,,ناقص 70 و 68.
"Very good.  All right.  What should we do next?  Student K?  If we take away another 10, how much would that be?",teacher,22,0,,,0.0,جيد جداً، حسناً، ماذا نفعل بعد ذلك؟ الطالب كيه؟ إذا أخذنا عشرة أخرى، كم سيكون ذلك؟
70.,student,1,0,,,,70.
Do we have 70 left?  Nope.  So we can’t take away 10 more. Student R?,teacher,15,0,,,0.0,هل تبقى لدينا 70؟ لا، لذلك لا يمكننا أخذ 10 آخرين. الطالب R؟
Taking 56? [0:17:00],student,3,0,,,,هل تأخذ 56؟
Where are you getting 56 from?,teacher,6,0,,,1.0,من أين حصلت على 56؟
8 times 7 equals 56.,student,5,0,,,,8 × 7 يساوي 56.
Okay.  So you’re saying take 8 groups away which is a total of 56.,teacher,14,1,1.0,,0.0,حسناً، إذاً تقول أن تأخذ 8 مجموعات بعيداً، أي 56 مجموعاً.
[Inaudible.],student,1,0,,,,[غير مسموع.]
How many does that leave us left?  Student K?,teacher,9,0,,,0.0,كم عدد ما تبقى لنا؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
8 minus 6 is –?,teacher,5,0,,,0.0,8 ناقص 6 هو ؟
2.,student,1,0,,,,2 .
"2.  6 minus 5?  I’m taking to Student K.  Please let her share her thoughts.  Student K, can we take any more groups of 8 out of there?",teacher,28,0,,,0.0,6 - 5؟ أنا آخذها إلى الطالب ك. من فضلك دعها تشارك أفكاره. الطالب ك، هل يمكننا أخذ المزيد من مجموعات من 8 من هناك؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"If I have 12 or something, can I take 8 away?",teacher,11,0,,,0.0,إذا كان لدي 12 أو ما شابه، هل يمكنني أخذ 8 بعيدا؟
[Inaudible.],student,1,0,,,,[غير مسموع.]
"I need it to be quiet so Student K can share her thoughts with us, if you waited quietly while everyone else shared.  If I have 12 students, can I send 8 away? If you have 12 dollars, can you give 8 away?  You could, right?  I don’t know if you’d want to, but you could, right?  So we can take one more group of 8 away.",teacher,67,0,,,0.0,أريد أن تكون هادئة حتى تدرس ك يمكن أن تشارك أفكاره معنا، إذا انتظرت بهدوء بينما الجميع يتشارك. إذا كان لدي 12 طالب، هل يمكنني إرسال 8 بعيدا؟ إذا كان لديك 12 دولار، هل يمكنك إرسال 8 بعيدا؟ هل يمكن؟ لا أعلم إذا كنت تريد، ولكن يمكنك، أليس كذلك؟ لذلك يمكننا إرسال مجموعة أخرى من 8 بعيدا.
[Inaudible.],student,1,0,,,,[غير مسموع.]
What?,teacher,1,0,,,0.0,ـ ماذا؟
7.,multiple students,1,0,,,,7
"Where am I looking?  Come point to it.  You guys are so good. No wonder why you were confused when I was saying 8.  I was looking at the 8 there.  You guys want to teach me how to do this [later], class?",teacher,43,0,,,0.0,أين أنا أبحث؟ أشار إليها. أنتم جيدون جداً. لا عجب لماذا كنتم مرتبكين عندما قلت 8. كنت أنظر إلى الثمانية هناك. هل تريدون أن تعلموني كيف أفعل هذا [في وقت لاحق] ، درجة؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"You guys are doing much better in front of a camera than I am. I’m glad no one important is going to see this, because I feel very foolish.  All right.  12 minus 7.  What’s 12 minus 7, Student T?  5.  You guys are truly showing me, though, that you know your stuff.  What is this 5 here now?",teacher,59,0,,,0.0,أنتم يا رفاق تفعلون أفضل بكثير أمام الكاميرا مني. أنا سعيدة أن لا أحد مهم سيرى هذا، لأنني أشعر غباء جدا. حسنا. 12 ناقص 7. ما هو 12 ناقص 7، الطالب T؟ 5.
Remainder.,student,1,1,,,,البقية
"Our remainder.  We circle our remainder.  And how do we show our remainder in our answer?  Student M, do you want to come up and write our answer, right up top?  All right. Student M, can you quickly explain where you got 19 from?",teacher,44,4,,,1.0,بقيتنا. نحن ندور بقيتنا. وكيف نظهر بقيتنا في إجابتنا؟ الطالب M، هل تريد أن تأتي وتكتب إجابتنا، مباشرة فوق؟ حسنا. الطالب M، هل يمكنك أن تشرح بسرعة من أين حصلت على 19؟
"8 plus 1 equals 9, and 10 plus 9 equals 19.",student,11,0,,0.0,,8 + 1 = 9 و 10 + 9 = 19.
Did everyone hear him?,teacher,4,0,0.0,,0.0,هل سمع الجميع؟
Yes.,multiple students,1,0,,,,-أجل، أجل
"8 plus 1 group is 9 groups.  9 groups plus 10 groups – we had 19 groups of 7 and 5 left over.  Very good.  Before I confuse you any more with my misspeaking, we have a worksheet for you to work on at your seats.  Mr. D, could you remember that worksheet?  Is it this one right here? All right.  So we are going to work on this and then we are going to go over it on the board after you’re done. So you will have maybe 15 to 20 minutes to work on this.  If you finish this worksheet – it’s got a few problems on it – there’s a challenge question to do on the back of this sheet.  The challenge question says, “72 students are in my class.  I want to have the same number of students in each row.  How many combinations of rows and columns can you come up with?”  Can everyone see that?  All right.  So, for instance, you could do 72 times 1.  Is that probably the best way to set up my classroom now?",teacher,184,0,,,0.0,8 + 1 مجموعة هي 9 مجموعات. 9 مجموعات + 10 مجموعات  كان لدينا 19 مجموعات من 7 و 5 متبقية. جيد جدا. قبل أن أخلطكم أكثر من خطأتي، لدينا ورقة عمل بالنسبة لك للعمل عليها في مقاعدك. السيد د، هل يمكنك تذكر تلك الورقة؟ هل هي هذه هنا؟ حسنا. لذلك سوف نعمل على هذا وبعد ذلك سوف نعمل عليها على اللوحة بعد الانتهاء. لذلك سيكون لديك ربما 15 إلى 20 دقيقة للعمل على هذا. إذا انتهيت من هذه الورقة  لديها بعض المشاكل عليها  هناك تحدي للقيام به في الجزء الخلفي من هذه الورقة. يقول السؤال التحدي، 72 الطلاب في فصلي. أريد أن يكون هناك نفس عدد الطلاب في كل صف. كم عدد مجموعات من الصفوف والعمود يمكن أن تأتي مع كل شخص؟ إذاً، هل يمكن أن تفعل ذلك الآن؟
No.,multiple students,1,0,,,,-كلا .
"No.  So I want to see how many ways you can come up with. Student W, take the first one.  As soon as you get it, you can go to your seat.  Mr. D., I will come around and help you.  Raise your hand if you have any questions.  People in the back, you’re going to stay after that and be working back there.  I will bring you four pencils. Student J, are you actually trying to [eat]your permission slip, so you can go to your seat?",teacher,87,0,,,0.0,لا. لذلك أريد أن أرى عدد الطرق التي يمكنك أن تأتي بها. الطالب W، خذ الأول. بمجرد أن تحصل عليها، يمكنك الذهاب إلى مقعدك. السيد D، سأأتي إلى هنا لمساعدتك. ارفع يدك إذا كان لديك أي أسئلة. الناس في الخلف، سوف تبقى بعد ذلك والعمل هناك. سأحضر لك أربعة أقلام. الطالب J، هل تحاول حقا [أكل] ورقة تصريحك، حتى تتمكن من الذهاب إلى مقعدك؟
[Inaudible] left out [inaudible].,student,4,0,,,,[غير مسموع] خارج [غير مسموع].
