text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
"Did you get extension [Inaudible]?  You guys got two of the same.  That was [Inaudible]  problem.  You don’t need two of these.  Yeah.  If anybody does not have an extension, let me know.  After you fold the small box, the extension will go on.  Has anybody figured out just by looking at the pattern what the box is gonna look like?  You’ve got two dimensions.  You got two dimensions.  [Inaudible] said six by four.  Two dimensions.  And what’s the third dimension? Has anybody been able to figure that out?",teacher,89,4,,,1.0,هل حصلتم على امتداد؟ حصلتم على اثنين من نفسها. كانت هذه مشكلة. أنت لا تحتاج إلى اثنين من هذه. نعم. إذا كان أي شخص ليس لديه امتداد، أخبرني. بعد أن تطويق الصندوق الصغير، فسوف يستمر التمديد. هل عرف أي شخص فقط من خلال النظر إلى النمط كيف ستبدو الصندوق؟ حصلتم على ابعدين. حصلتم على ابعدين. قال [Inaudible] ستة على أربعة. ابعدين.
[Inaudible]?,student,1,0,,,,[غير مسموع]؟
Remember you have to have the extension.  And the extension shows you how it’s gonna – Box 1 is actually gonna look like.,teacher,23,0,,,0.0,تذكّر أنّكَ يجب أن تحصل على التمديد، والتمديد يُظهر لكَ كيف سيبدو الصندوق الأول في الواقع.
[Inaudible],student,1,0,,,,[غير مسموع]
That looks good.  Oops.  [Inaudible]. Yeah.  Here are your extensions.  Okay?  What?,teacher,12,0,,,0.0,هذا يبدو جيداً، نعم، ها هي تمديداتك، حسناً؟ ماذا؟
Do you have tape?  Tape?  Tape?,student,6,0,,,,هل لديك شريط؟
Oh.  There you go.  All right.  Anybody got a clue yet?,teacher,11,0,0.0,,0.0,حسناً، هل وجد أحدكم فكرة بعد؟
Me.,student,1,0,,,,-أنا
We know Student A said it was six times four but we needed one more dimension.,teacher,16,1,,,0.0,نَعْرفُ الطالبِ أَنّه قَالَ هو ستة × أربعة ولكن نحن بحاجة إلى بعد واحد أكثر.
Six times four.  This is – Five?,student,7,0,,,,ستة أضعاف أربعة هذا هو  خمسة؟
Times five?,teacher,2,0,1.0,,0.0,خمس مرات؟
Times two.,student,2,0,,,,مرتين
Times two?,teacher,2,0,,,0.0,مرتين؟
That’s what I said.  Six times four.,student,7,0,,,,هذا ما قلته ستة مرات أربعة
"Okay.  Are you looking at the diagram of how to add the extension to the box?  Even though this is a three box, you’re just gonna add it after you fold your box.",teacher,33,2,0.0,,0.0,حسناً، هل تنظر إلى الرسم البياني لكيفية إضافة التوسع إلى الصندوق؟ على الرغم من أن هذا صندوق ثلاثي، ستضيفه فقط بعد أن تضع الصندوق الخاص بك.
Six times four times three.,student,5,0,,,,ست مرات أربعة مرات ثلاثة.
"Six times four times three.  Let’s everybody make it and see if it’s right.  You need to get your box made before you play with the cubes, okay?  Work with the cubes.  What?  Okay. So you need to be cutting up. Wasn’t this a double?  Yeah, you should have cut this all together. See?  Let me give you another one.  When you cut this out, you want to cut it all together.  Okay?",teacher,73,2,1.0,,0.0,ستة أضعاف أربعة أضعاف ثلاثة. دعونا جميعاً نفعل ذلك ونرى إن كان صحيحاً. عليك أن تصنع صندوقك قبل أن تلعب مع الكوبات، حسناً؟ عمل مع الكوبات. ماذا؟ حسناً. لذا عليك أن تقطع. ألم يكن هذا مضاعفاً؟ نعم، كان عليك أن تقطع كل هذا معاً. اسمحوا لي أن أعطيك واحدة أخرى. عندما تقطع هذا، تريد أن تقطع كل شيء معاً. حسناً؟
Okay.,student,1,0,,,,-حسناً
You’re supposed to [Inaudible] the dimensions.  Here’s a four. This is a four and this is –,teacher,17,1,,,0.0,من المفترض أن تعرف الأبعاد، وهنا أربعة، وهنا أربعة.
Can we [Inaudible] Teacher?,student,4,0,,,,هَلْ يُمْكِنُ أَنْ نَكُونَ [لا يَسْمَعُ] مُعَلِّم؟
It’s three.  So what do you think it is?,teacher,9,0,,,1.0,إنها الثالثة، إذاً ما الذي تعتقد أنه؟
"Eighteen? No, no.  It’s three times four times six.",student,9,0,,0.0,,ثمانية عشر؟ لا، لا، إنها ثلاث مرات أربعة مرات ستة.
Three times four times six.  Yeah.,teacher,6,0,1.0,,0.0,ثلاث مرات أربعة مرات ستة
Do you put this –,student,5,0,,,,هل وضعت هذا
"Yeah.  Just like that.  You’re gonna have to tape them.  Okay? Yep. Okay.  Now that you have your boxes, I’m gonna give you the sheet and I’ll just put them in the middle of the table.  As soon as you finish the boxes made, you can pass them around and we’re gonna talk about how you do this.",teacher,58,0,1.0,,0.0,أجل، هكذا، عليك أن تسجلها، حسناً؟ حسناً، حسناً، الآن، بما أن لديك صناديقك، سأعطيك الأوراق وأضعها في منتصف الطاولة، بمجرد أن تنتهي من صناديقها، يمكنك أن تمررها، وسنتحدث عن كيفية القيام بذلك.
Thank you. You’re not supposed to do that.  You’re supposed to put the squares on the – are you supposed to put the squares on the inside or the outside? Outside. Or it doesn’t matter?,student,35,2,,0.0,,شكراً. لا يفترض أن تفعل ذلك. يفترض أن تضع المربعات على المربعات. هل يفترض أن تضع المربعات على الداخل أم على الخارج؟ خارج. أم لا يهم؟
"Well, if you put them on the outside you can see them but it really doesn’t matter.  You can do it either way.  The diagram had them on the outside.  Okay?  But if you did it on the inside, that’s okay.",teacher,41,0,1.0,,0.0,حسناً، إذا وضعتهم على الجانب الخارجي يمكنك رؤيتهم ولكن لا يهم حقاً، يمكنك القيام بذلك بأي طريقة. الرسم البياني كان لهما على الجانب الخارجي. حسناً؟ ولكن إذا قمت بذلك من الداخل، لا بأس بذلك.
[Inaudible] outside and [Inaudible] You looked at the back. It’s a back.,student,12,0,,0.0,,لقد نظرت إلى الخلف، إنه الخلف.
Let’s get going okay?  So we get the –,teacher,9,0,0.0,,0.0,دعونا نذهب حسنا؟ حتى نحصل على
I need tape.,student,3,0,,,,أحتاج إلى شريط
"Yeah.  You know, let me show you something. When you put this on, you only need little pieces of tape.  Just like – go like that.  You don’t need long pieces, okay?  Because we’ll run out of tape.  There you go.  Just like that. See.",teacher,45,0,,,0.0,أجل، دعيني أريك شيئاً، عندما تضع هذا، تحتاج فقط إلى قطع صغيرة من الشريط، فقط هكذا. لا تحتاج إلى قطع طويلة، حسناً؟ لأن الشريط سينتهي. ها أنت ذا. هكذا. انظر.
Okay.,student,1,0,,,,-حسناً
You’re fine.  You’re fine.  Okay.,teacher,5,0,,,0.0,أنتِ بخير، أنتِ بخير
[Inaudible] I do need something.,student,5,0,,,,أنا بحاجة لشيء ما
"Okay.  There.  That’s fine.  All right.  The next thing you need to – no, no, no, no, no.  You need to start reading our papers.  Okay?  So just read it.  We’re gonna do the first part together so just – just read about the packages, okay?  Boys and girls, if you finish with your box, and then you take your sheet, you can read at the top of the sheet. You can start making the packages but do not go down to the fill them in.  We’re gonna do the first one together.  So, just if you can start making the packages at the top of the sheet. Okay?  Once your box is completed.  Excellent.",teacher,115,0,0.0,,0.0,حسناً. حسناً. حسناً. الشيء التالي الذي تحتاج إليه هو أن تبدأ في قراءة أوراقنا. حسناً؟ لذا اقرأها. سنقوم بالجزء الأول معاً، لذا فقط اقرأ عن الحزمة، حسناً؟ الفتيان والفتيات، إذا أنهيتم مع صندوقكم، ثم أخذتم ورقةكم، فيمكنكم القراءة في أعلى ورقة. يمكنكم البدء في صنع الحزمات ولكن لا تذهبوا إلى أسفل لملئها. سنقوم بالجزء الأول معاً. لذا، فقط إذا كنتم تستطيعون البدء في صنع الحزمات في أعلى ورقة. حسناً؟ بمجرد أن يتم إكمال صندوقكم. ممتاز.
We need more than one piece of tape.,student,8,0,,0.0,,نحتاج إلى أكثر من شريط واحد
More tape dispenser?  Very good.  Okay.  Do you remember what I said you could do now?,teacher,16,0,1.0,,0.0,حسناً، أتتذكرين ما قلته لكِ أن تفعله الآن؟
Yep.,student,1,0,,,,-أجل .
Okay.  You take your sheet here and start making the boxes.,teacher,11,0,,,0.0,حسناً، خذ ورقك هنا وابدأ في صنع الصناديق
Or could you – I need extra tape for this.,student,10,0,,0.0,,أَو يُمْكِنُ أَنْ تَكُونَ تَحتاجُ شريط إضافي لهذا.
"No, you’re making these out of tubes.",teacher,7,0,1.0,,0.0,لا، أنت تصنع هذه من الأنابيب.
"Oh, yeah.",student,2,0,,,,أوه، نعم.
Okay?  So you have the tubes there.,teacher,7,0,,,0.0,إذاً لديك الأنابيب هناك
"Oh, you need it right now?",student,6,0,,,,هل تحتاجها الآن؟
Good.  You can’t get it apart?,teacher,6,0,0.0,,0.0,جيد، ألا تستطيعين تفكيكها؟
"No, I’m trying to connect it back.",student,7,0,,,,لا، أنا أحاول ربطها مرة أخرى.
Okay.  All right.  You don’t really need –,teacher,8,0,1.0,,0.0,حسناً، حسناً، أنتِ لا تحتاجين حقاً
The tape’s stuck.  I’m trying to cut it.,student,8,0,,0.0,,الشريط عالق، أحاول قطعه
"I know.  You don’t really need a lot of tape to do these.  Just roll it over like that and then you just need kind of one piece for each of these.  Oh, I see.  You cut some off here?",teacher,40,0,1.0,,0.0,أعلم، لا تحتاج إلى الكثير من الشريط للقيام بذلك، فقط قم بتدويرها هكذا وبعدها تحتاج إلى قطعة واحدة لكل منها.
Yeah.,student,1,0,,,,-أجل، أجل
That was a good idea.,teacher,5,0,,,0.0,لقد كانت فكرة جيدة
Yeah.  So what else [Inaudible]?,student,5,0,,,,أجل، ماذا أيضاً؟
That was a good idea.,teacher,5,0,0.0,,0.0,لقد كانت فكرة جيدة
Just [Inaudible] like this.,student,4,0,,,,فقط مثل هذا.
All right.  I’ll kind of line up the lines.,teacher,9,2,,,0.0,حسناً، سأقوم بتحديد الخطوط
That’s all right.  Then you can put a piece right there.,student,11,0,,0.0,,لا بأس، ثم يمكنك وضع قطعة هناك
"You’re all done?  Okay.  Student C, you can start making some of the packages, all right?  Out of the tubes.  Okay. You’re all done.  You want to start making your packages out of the cubes.  Do you need help?",teacher,39,1,1.0,,0.0,هل انتهيت؟ حسناً، الطالب سي، يمكنك البدء في صنع بعض الحزم، حسناً؟ من الأنابيب. حسناً، انتهيت. تريد البدء في صنع حزمك من الكوبات. هل تحتاجين المساعدة؟
Yes.,student,1,0,,,,-أجل، أجل
"Oh, where is the tape?  Oh, you can’t keep it in your lap.  You know what?  We’ll just take a big piece and we’ll cut it into smaller pieces. [Inaudible] line up the lines.  Okay?",teacher,35,2,,,0.0,أوه، أين الشريط؟ أوه، لا يمكنك الاحتفاظ به في حضنك. أتعلم ماذا؟ سنأخذ قطعة كبيرة ونقصها إلى قطع أصغر. [لا يمكن سماعها] صف الخطوط، حسناً؟
Yuk!  [Inaudible].  No.,student,3,0,,,,(يوك) ، لا.
"And put a piece there.  A piece there.  After you cut it, it’ll go right in.  Okay, you’re all done so you can start making these out of the cubes.  All right?",teacher,32,1,,,0.0,ووضع قطعة هناك، قطعة هناك، بعد أن تقطعها، ستدخل مباشرة. حسناً، انتهيت، لذا يمكنك البدء في صنع هذه من الكوبات، حسناً؟
[Inaudible],student,1,0,,,,[غير مسموع]
Yep.  That one looks like it’s already made.,teacher,8,0,,,0.0,أجل، هذه تبدو وكأنها مصنوعة بالفعل.
I can’t do this because I have sticking-up pieces.  It’s not gonna like let it go in perfectly.  It takes some [Inaudible].,student,22,0,,0.0,,لا أستطيع فعل هذا لأن لدي قطع متعلقة لن أحب أن أسمح لها بالدخول بشكل مثالي
"Yeah, you’re right.  We’re just gonna have to deal with that. Okay.  Okay.  We’re not doing any of that yet.  We’re making all the pieces first, okay?  Just make your pieces. You have one, two, three, four, five to make. You almost got it done?",teacher,45,0,1.0,,0.0,أجل، أنت محق، علينا أن نتعامل مع ذلك فقط، حسناً، حسناً، نحن لا نقوم بأي شيء من هذا بعد، نحن نقوم بإنشاء جميع الأجزاء أولاً، حسناً، فقط قم بإنشاء الأجزاء الخاصة بك، لديك واحد، اثنان، ثلاثة، أربعة، خمسة لتصنعها، هل انتهيت تقريباً؟
You do it every day.  You’re [Inaudible] like seconds. Who? You.,student,11,0,,0.0,,أنت تفعل ذلك كل يوم، أنت مثل الثانية.
How you coming along?  Looks like you’re almost ready.,teacher,9,0,0.0,,0.0,كيف حالك؟ يبدو أنك على وشك الاستعداد.
[Inaudible],student,1,0,,,,[غير مسموع]
Excellent.  Excellent.  I think just about everybody’s finished with their box. You don’t need this.  I’ll move this out of your way.  I’ll be right there.  This goes like this.  One little piece of tape.,teacher,35,0,,,0.0,ممتاز. ممتاز. أعتقد أن الجميع قد انتهوا من صناديقهم. أنت لا تحتاج إلى هذا. سأحرك هذا بعيداً عن طريقك. سأكون هناك. هذا يذهب هكذا. قطعة صغيرة من الشريط.
[Inaudible],student,1,0,,,,[غير مسموع]
I know.  But the camera can’t see you here.  Okay.   Just the – I mean it’ll stay together if you just do one little piece of tape.  Okay?,teacher,28,0,,,0.0,أعلم، لكن الكاميرا لا تستطيع رؤيتك هنا، حسناً، أعني أنها ستبقى معًا إذا قمت بتصوير شريط صغير فقط، حسناً؟
Where [Inaudible]?,student,2,0,,,,أين؟
Okay.  There’s no shape that looks like this.,teacher,8,0,,,0.0,حسناً، لا يوجد شكل يشبه هذا
I know.,student,2,0,,,,-أعلم ذلك
"So – wait.  No, no, no.  You have to make all of these.  Okay. We’re not testing quite yet.  We’re just making.  All right.",teacher,24,0,,,0.0,لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ، لا ،
We’re making –,student,3,0,,,,نحن نقوم بـ
"Packages.  Okay.  Right.  One of each.  Hold on one second. Let me help these kids finish.  Have you cut out the other one there?  Oh, there it is over there.  Why did it get on his desk?",teacher,37,0,,,1.0,حسناً، حسناً، واحد من كلّ واحد، انتظر لحظة، دعني أساعد أولئك الأطفال على إنهاء، هل قطعتِ الآخر هناك؟ ها هو هناك، لماذا وصل إلى مكتبه؟
Are you supposed to make the [Inaudible]?,student,7,0,,,,هل من المفترض أن تجعل [الجهر]؟
"No.  You’re supposed to – oh, I’m sorry.",teacher,8,0,1.0,,0.0,لا، من المفترض أن تفعل هذا أنا آسفة
[Inaudible] was doing something.,student,4,0,,,,كان يفعل شيئاً
Yeah.  The packages that we had at the beginning.,teacher,9,0,,,0.0,نعم، الحزم التي كانت عندنا في البداية
What was the plan [Inaudible]? How am I doing?,student,9,0,,0.0,,ما كانت الخطة؟ كيف حالي؟
You’re doing okay.,teacher,3,0,1.0,,0.0,أنتِ بخير.
I would easily do it but I’m having a hard time with that [Inaudible].,student,14,0,,0.0,,كنت سأفعل ذلك بسهولة ولكنني أجد صعوبة في ذلك
Pass them to [Inaudible].  Just take one little piece and then we’re finished.,teacher,13,0,1.0,,0.0,فقط خذ قطعة صغيرة وحينها سننتهي
I have tape [Inaudible].,student,4,0,,,,لدي شريط
"Okay.  That’s good enough.  Now you want to start thinking about the packages.  Okay?  Right here.  Well, we can tape that afterwards.  Don’t worry about it.",teacher,26,0,,,0.0,حسناً، هذا جيد بما فيه الكفاية، الآن تريد أن تبدأ بالتفكير في الحزم، حسناً؟ هنا، حسناً، يمكننا تسجيل ذلك لاحقاً، لا تقلق بشأن ذلك.
I get it now.  So [Inaudible] supposed to try and find out how many –,student,15,0,,0.0,,فهمت الآن، لذا من المفترض أن نحاول معرفة كم 
Right.  But first of all you want to build A.  Okay?  So you know what it looks like.  Student D?,teacher,20,0,0.0,,0.0,حسناً، لكن أولاً تريد أن تبني (أ) حسناً، لذا تعرف كيف يبدو ذلك الطالب (د)
Yes.,student,1,0,,,,-أجل، أجل
"I asked nobody to write until I told you to do so. Okay?  And Student PJ, you didn’t hear me say that?",teacher,22,0,,,0.0,لم أطلب من أحد أن يكتب حتى أطلب منك أن تفعل ذلك
No.  I just heard that you don’t [Inaudible]. Can I start it?,student,12,0,,0.0,,لا، لقد سمعت للتو أنكِ لا تسمعين، هل يمكنني البدء؟
"But I said that.  All right.  We’re gonna stop right now because people are at all different places.  So if everybody can five, four, three, two, cross their hands so we’re not touching anything.  Okay. We’re gonna go down to the first – most people almost have their box built.  Who again can remind us the dimensions? [Inaudible]?",teacher,58,1,1.0,,0.0,لكن قلت ذلك. حسناً. سنوقف الآن لأن الناس في كل أماكن مختلفة. إذاً إذا كان الجميع يستطيعون خمسة، أربعة، ثلاثة، اثنين، أن يتقاطعوا يديهما حتى لا نلمس أي شيء. حسناً. سنذهب لأول مرة
It was six by four by three?,student,7,0,,,,كانت ستة على أربعة على ثلاثة؟
"Six times four times three.  Did anybody calculate how many cubes that will hold?  A six by four?  [Inaudible], we’re still putting our hands like this.  Student J?",teacher,28,1,1.0,,0.0,ستة أضعاف أربعة أضعاف ثلاثة. هل أحسب أحدكم كم عدد الكوبات التي سوف تحمل؟ ستة أضعاف أربعة؟
72.,student,1,0,,,,72.
"72.  Okay.  But we’re not putting in just 72 boxes today, cubes today, are we?  We want to see how many of the different packages.  So, I know everybody hasn’t finished their package A but you’ll have time to do that.  This is package A, right?",teacher,46,1,,,0.0,72. حسنا. ولكننا لن نضع فقط 72 صناديق اليوم، مكعبات اليوم، أليس كذلك؟ نحن نريد أن نرى كم من الحزم المختلفة. لذا، أنا أعرف أن الجميع لم ينهي حزمة A ولكن سيكون لديك الوقت للقيام بذلك. هذا حزمة A، أليس كذلك؟
Yes.,student,1,0,,,,-أجل، أجل
How many cubes in package A?,teacher,6,1,,,0.0,كم عدد الكوبات في الحزمة (أ) ؟
"Six.   Wait up. Eight? No, eight.  Eight.",student,7,0,,,,ستة انتظر ثمانية لا ثمانية ثمانية
"Okay.  So your first thing was if you look down at the bottom, it says how many of each package will fit in box 1?  You all have your boxes.  How many of these do you think will fill in box 1?  Write your answer where it says first answer.   How many of these do you think will fit in box 1? Okay, we’re all doing this together right now.  Your first answer is your own personal answer.  How many you think.  You need to write it on the line.",teacher,90,1,0.0,,0.0,حسناً. إذاً أول شيء لديك إذا نظرت إلى الأسفل، فهو يقول كم من كل حزمة ستتناسب مع الصندوق الأول؟ جميعكم لديكم صناديقكم. كم من هذه تعتقدون أنها ستملأ الصندوق الأول؟ اكتبوا إجابتكم حيث تقول الجواب الأول. كم من هذه تعتقدون أنها ستتناسب مع الصندوق الأول؟ حسناً، نحن جميعاً نقوم بهذا معاً الآن. إجابتكم الأولى هي إجابتكم الشخصية. كم من هذه تعتقدون. يجب أن تكتبوها على الخط.
How many – [Inaudible] ones?,student,5,0,,,,كم عدد تلك التي لا يمكن سماعها؟
Just A.  This is package A.  You are estimating or giving an answer of how many of these you think will fit in box 1.  I see Student N’s got it done.  I don’t see your answer.,teacher,37,1,0.0,,0.0,فقط A. هذا هو الحزمة A. كنت تقدير أو إعطاء إجابة عن كم من هذه تعتقد أنها ستتناسب في الصندوق 1. أرى طالب Ns حصلت عليه. أنا لا أرى إجابتك.
My answer’s right here.,student,4,0,,,,إجابتي هنا
"Okay.  I see your answer.  Okay.  Then, you’re going to test it.  You’re going to try it out to see how many fit.  Now, do you have to build all of them?  No.  You can.  But you can also do things like this. Okay?  So you shouldn’t do that before you do your estimate, however. Is everybody clear on what they’re gonna do?",teacher,63,1,,,0.0,حسناً. أرى إجابتك. حسناً. بعد ذلك، ستختبرينها. ستجربينها لمعرفة عدد الملائمين. الآن، هل يجب عليك بناء جميعها؟ لا. يمكنك. ولكن يمكنك أيضاً القيام بأشياء كهذه. حسناً؟ لذلك لا يجب عليك القيام بذلك قبل إجراء تقديرك.
Yes. Yes. Yes.,student,3,0,,,,أجل، أجل، أجل
"Okay.  So you’re gonna continue testing your answers.  Is this yours, Student PJ?",teacher,13,0,,,0.0,حسناً، ستستمر في اختبار إجاباتك هل هذا لك يا طالب بي جي؟
No.,student,1,0,,,,-كلا .
All right.,teacher,2,0,,,0.0,-حسناً
Yeah.,student,1,0,,,,-أجل، أجل
"So, do you guys need more cubes here?",teacher,8,1,,,0.0,إذاً، هل تحتاجون المزيد من الكوبات هنا؟
I don’t know but I’m [Inaudible].,student,6,0,,,,أنا لا أعرف ولكن أنا [غير قابل للسمع].
Okay.,teacher,1,0,0.0,,0.0,-حسناً
I’m done.,student,2,0,,,,لقد انتهيت
May I see B?  I’d like to see the 24 in here.,teacher,12,0,,,0.0,هل لي أن أرى ب؟ أود رؤية 24 هنا.
What’s C?,student,2,0,,,,ما هو (ج) ؟
Okay.  So you fit.,teacher,4,0,,,0.0,حسناً، إذاً أنتِ مناسبة
"One, two, three, four, five, six, seven, eight.  Eight.",student,9,0,,0.0,,واحد، اثنان، ثلاثة، أربعة، خمسة، ستة، سبعة، ثمانية.
Okay.  Great.  And this one?,teacher,5,0,0.0,,0.0,حسناً، عظيم، وهذه؟
"[That’s 12 by 18.] One, two, three, four, five, six.  Six times three equals 18.",student,15,0,,0.0,,واحد، اثنان، ثلاثة، أربعة، خمسة، ستة. ستة × ثلاثة يساوي 18.
Okay.  And D?,teacher,3,0,0.0,,0.0,حسناً، و (دي) ؟
"Which one is D?  [Inaudible].  One, two, three, four.",student,9,0,,0.0,,أي واحد هو D؟ واحد، اثنان، ثلاثة، أربعة.
Okay.  And this one?,teacher,4,0,0.0,,0.0,حسناً، وهذه؟
"E.  One, two, three, four, five, six, seven, eight, nine, ten, eleven.",student,12,0,,0.0,,واحد، اثنان، ثلاثة، أربعة، خمسة، ستة، سبعة، ثمانية، تسعة، عشرة، أحد عشر.
Okay.  All right.,teacher,3,0,0.0,,0.0,حسناً، حسناً
This is homework.  [Inaudible] that fit inside?,student,7,0,,,,هذه هي الواجبات المنزلية هل تتناسب بالداخل؟
Mm-hm.,teacher,1,0,0.0,,0.0,-حسناً
[Inaudible],student,1,0,,,,[غير مسموع]
Okay.,teacher,1,0,,,0.0,-حسناً
This is [Inaudible]?,student,3,0,,,,هَلْ هَذَا [غير مُسمع]؟
Right.  What we’re gonna go on to when you finish.,teacher,10,0,,,0.0,حسناً، ما سنقوم به عندما تنتهي
"Yeah, I know that.",student,4,0,,,,نعم، أنا أعرف ذلك.
"Okay.  Let’s look at this one again, E.",teacher,8,0,,,0.0,حسناً، دعينا نلقي نظرة على هذه مرة أخرى يا (إي)
[Inaudible].  I just did this.  I saw [Inaudible].  Oh.  Yeah. 24.,student,11,0,,0.0,,(لا يمكن سماعها) ، لقد فعلت هذا للتو، رأيت (لا يمكن سماعها) ، أجل، 24.
24 fit in there?,teacher,4,0,1.0,,0.0,24 يتناسب هناك؟
[Inaudible]  12.,student,2,0,,,,[غير مسموع] 12.
Okay.  How we doing here?  Okay.  There’s nothing that big.,teacher,10,0,,,0.0,حسناً، كيف حالنا هنا؟ حسناً، لا يوجد شيء بهذا الحجم
I know.,student,2,0,,,,-أعلم ذلك
"We’re using these packages, okay?  So you want to do your estimates right?",teacher,13,1,,,0.0,نحن نستخدم هذه الحزم، حسناً؟
Mm-hm.,student,1,0,,,,-حسناً
And then put them in.  What did you estimate for this one?  And what’d you find out?,teacher,17,1,,,1.0,ثم وضعتهم في. ما التقديرات لهذا واحد؟ وماذا وجدت؟
