text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
Times?,teacher,1,0,0.0,,0.0,(تايمز) ؟
"No, how many 12s or…",student,5,0,,,,لا، كم عدد 12 أو...
That’s good too.  How many 12s in – in what? It was 12? Your base number was 12?,teacher,18,0,1.0,,0.0,هذا جيد أيضاً. كم عدد 12 في  في ماذا؟ كان 12؟ كان رقم أساسك 12؟
How many 12s is in 268.,student,6,0,,,,كم عدد الـ 12 في 268
"Good job.   How many 12s?  I could tell you really have your division.  Yeah, because the question you ask, how many 12s is in…",teacher,24,1,1.0,,0.0,أجل، لأن السؤال الذي تسأله هو، كم عدد الـ 12 في...
268.,multiple students,1,0,,,,268
"That’s the thing this morning we’re going to find out.  All right? Another person, look, look.  Excuse me.  We are just revising people who really did a wonderful job.  Yes, Student M.",teacher,32,0,,,0.0,هذا ما سنكتشفه هذا الصباح شخص آخر، اسمع، اسمع، عذراً، نحن نراجع فقط أشخاص قاموا بعمل رائع حقاً
"I think that the way that I did it, I do it by four.",student,14,0,,0.0,,أعتقد أن الطريقة التي فعلتها، أنا أفعل ذلك في أربعة.
You did it by four.  And I encourage people to do it by groups.,teacher,14,0,1.0,,0.0,لقد فعلتها في الرابعة وأشجع الناس على القيام بذلك في مجموعات
"Four is a factor. 16 divided by four [inaudible]. And four is a factor of 8, and 8 is a factor of 16.",student,23,1,,0.0,,أربعة هو عامل. 16 مقسمة على أربعة. و أربعة هو عامل من 8 و 8 هو عامل من 16.
"Good job.   Good job.  Now you really, really, you are learning.  You’re building.  You’re building a lot doing this unit. Now this is another person that kind of writes the equation, and that person has the equation right there and she writes …",teacher,43,3,0.0,,0.0,عمل جيد. عمل جيد. الآن أنت حقا، حقا، أنت تتعلم. أنت تبني. أنت تبني الكثير عن طريق القيام بهذه الوحدة. الآن هذا شخص آخر نوعا ما يكتب المعادلة، وهذا الشخص لديه المعادلة هناك وتكتب ...
Student R.,student,2,0,,,,الطالب ر.
28 times equals.  Now do you think you are ready to build for 30? Can you predict?,teacher,17,0,,,0.0,28 ضرب يساوي الآن هل تعتقد أنك مستعد لبناء 30؟ هل يمكنك التنبؤ؟
32.,student,1,0,,,,32.
Can you predict what your 32nd digit multiple would be? And that’s the thing we’re going to do this morning.,teacher,20,2,,,0.0,هل يمكنك التنبؤ بمعدل رقمك الثالث والثلاثين؟ وهذا ما سنفعله هذا الصباح.
This one is a 26 multiple tower.,student,7,1,,,,هذه هي برج متعدد 26
"That’s good.  So now I’m going to pass these back.  Excuse me, listen, you’re not listening. You are not listening.  Student K.  Yes.  Thank you.  Student N. Yes.  Now, you need to listen for direction.  You need to do another one from scratch.  You need to do another one from scratch.  I’ll let you do it, but it’s going to take time.  Because see, these people.  We’re kind of doing the second part of the lesson.  The second part is learning. First one you predict and you write the equation.  Next, then you build the tower, which is the second half of the 16th multiple of your number.  And then you do.  Now, how many people have question on what we’re going to do.  Yes?",teacher,125,2,0.0,,0.0,هذا جيد. لذلك الآن سوف أعيد هذه. اعذرني، اسمعني، أنت لا تستمع. أنت لا تستمع. الطالب ك. نعم. شكراً. الطالب ن. نعم. الآن، تحتاج إلى الاستماع للتوجيه. تحتاج إلى القيام بعمل آخر من الصفر. تحتاج إلى القيام بعمل آخر من الصفر. سأدعك تفعل ذلك، ولكن سيستغرق وقتاً. لأن انظروا، هؤلاء الناس. نحن نوعاً ما نقوم بالجزء الثاني من الدروس. الجزء الثاني هو التعلم. الأول أنت تنبأ وتكتب المعادلة. ثم، تبني البرج، وهو النصف الثاني من 16 ضربة من عددك. ثم تفعل. الآن، كم من الناس لديهم سؤال حول ما سنفعله. نعم؟
Is it going to be the same as multiple towers?,student,10,1,,0.0,,هل ستكون نفسها مثل الأبراج المتعددة؟
"It is multiple tower. You’re going to do… You did for the 16th, now you’re going to do for up to…",teacher,21,1,1.0,,0.0,إنّه برج متعدد، ستفعلين ذلك، ستفعلين ذلك في السادس عشر، والآن ستفعلين ذلك حتى...
32.,student,1,0,,,,32.
"32nd multiple, yes.",teacher,3,1,,,0.0,32 ضرب، نعم.
Divide by 32nd multiple?,student,4,2,,,,تقسيم بـ 32 ضرباً؟
"They’re not listening, they’re not listening.  You need to listen to her question.",teacher,13,0,,,0.0,إنهم لا يستمعون، إنهم لا يستمعون عليك أن تستمع إلى سؤاله
After we’ll get it.,student,4,0,,,,بعد ذلك سنحصل عليه
"Yes, after.",teacher,2,0,,,0.0,نعم، بعد ذلك.
Should we divide the 2nd multiple or the… 32nd multiple.,student,10,3,,0.0,,هل يجب أن نقسم المضاعف الثاني أو المضاعف الثالث والثلاثين
"I’m glad you asked that question.  Then I’m going to have people.  The same way you did your multiple equation, I’m going to have people kind of decide, what is the division equation, which is just like he said, how many, and then show the division side.  We’ll do one, all right? So, I need your attention. Student V, if you could move up for a minute.  Student V, are you okay?",teacher,72,5,1.0,,0.0,أنا سعيدة أنك طرحت هذا السؤال. ثم سأحصل على الناس. بنفس الطريقة التي قمت بها معادلة متعددة، سأحصل على الناس نوع من القرار، ما هي معادلة التقسيم، وهو بالضبط كما قال، كم عدد، ثم عرض جانب التقسيم. سنقوم بواحدة، حسنا؟ لذلك، أنا بحاجة إلى انتباهك. الطالب V، إذا كنت يمكن أن تتحرك لمدة دقيقة. الطالب V، هل أنت بخير؟
I just think about an idea here.  You know the roller coaster?,student,12,0,,0.0,,أنا فقط أفكر في فكرة هنا هل تعرف الساحلة العابرة؟
"Ride, roller coaster? Yeah.",teacher,4,0,1.0,,0.0,ركوب السيارات العابرة؟
"[Speaking in French] build with multiple towers.  [French] fast, would be as slow.",student,13,1,,0.0,,[تحدث الفرنسية] بناء مع أبراج متعددة. [فرنسية] بسرعة، سيكون بطيء.
"Wow, that’s physics.",teacher,3,0,1.0,,0.0,هذا هو الفيزياء
"Yeah, that’s why we were taking the pencil and counting the second.",student,12,0,,0.0,,أجل، لهذا السبب كنا نأخذ القلم ونعد الثانية
"Wow, so you’re getting into the physical study, that’s a big science.  So we’ll kind of, we’ll probably get into that later.  Now listen carefully.  Student V, why I wanted you to be here is because I needed your help to tell me which is…",teacher,45,0,0.0,,0.0,حسناً، إذاً أنتِ تدخلين إلى دراسة الفيزياء، هذا علم كبير، لذا سندخل في ذلك نوعاً ما، على الأرجح سندخل في ذلك لاحقاً. الآن استمعي بعناية. الطالب الخامس، لماذا أردتُكِ أن تكوني هنا لأنني احتجتُ لمساعدتكِ لتخبريني ما هو...
I can’t see anything from [inaudible].,student,6,0,,,,لا أستطيع رؤية أي شيء من [غير مسموع].
"I need a few that can help me with the division, because I know some people are ready.   Sit down, sit down, sit down, sit, sit, sit.  Sit down, Student K, sit down.  Now quickly, and I have the rest for the other people.  The rest.  Before you move on to your seat and work on it.  Student K.  Could you give to Student K back there please.  Student R, Student R, what’s to do, he’s over.  Student R.  Student I. I have yours.",teacher,84,1,0.0,,0.0,أحتاج إلى عدد قليل من الأشخاص الذين يمكنهم مساعدتي في التقسيم، لأنني أعرف أن بعض الناس مستعدون. اجلس، اجلس، اجلس، اجلس، اجلس، اجلس. اجلس، اجلس، اجلس، اجلس، اجلس، اجلس، اجلس، اجلس، اجلس الآن بسرعة، ولدي الباقي للناس الآخرين. الباقي. قبل أن تنتقل إلى مقعدك وتعمل على ذلك. الطالب K. هل يمكن أن تعطى للطالب K هناك من فضلك. الطالب R، الطالب R، ما يجب القيام به، هو over. الطالب R. الطالب I. لدي لك.
You said to fix this?,student,5,0,,,,قلت أن أصلح هذا؟
"No, no, we’ll see. Student J.  Hold on, hold on, we’ll ask you a few questions.  Student K, good job.  Student J, good job.  Student N, good job. Student J, good job.  And give that to Student L, please. Okay, Student K.  We need you back here, and Student R. Hold on, hold on.  Okay.  Now, before you go back to your seat, listen carefully.  I need your attention.  A quick, quick one.  Quick one.  I could see she’s showing it. Student V, I need your attention.  I need you to kind of show people the divisions.  Not the division [story], but a division equation.  And we could call it division.  I know a lot of you already know division is the…",teacher,122,6,1.0,,0.0,لا، لا، سنرى. الطالب J. انتظر، انتظر، سنطرح لك بعض الأسئلة. الطالب K، عمل جيد. الطالب J، عمل جيد. الطالب N، عمل جيد. الطالب J، عمل جيد. و أعط ذلك للطالب L، من فضلك. حسنا، الطالب K. نحتاجك هنا، والطالب R. انتظر، انتظر. حسنا. الآن، قبل أن تعود إلى مقعدك، الاستماع بعناية. أنا بحاجة إلى انتباهك. واحدة سريعة، سريعة. واحدة سريعة. أستطيع أن أرى أنها تظهر ذلك. الطالب V، أنا بحاجة إلى انتباهك. أريد منك أن تظهر للناس التقسيمات. ليس التقسيم [القصة] ، ولكن معادلة. ويمكننا أن نسميها التقسيم. وأنا أعلم أن الكثير منكم يعرف بالفعل التقسيم هو...
Opposite of multiplication.,student,3,1,,,,العكس من مضاعفة
"Thank you.  Now, if you wrote your equation, your equation was…",teacher,11,2,,,0.0,الآن، إذا كتبت معادلتك، معادلتك كانت...
[Inaudible],student,1,0,,,,[غير مسموع]
"Student M, we need your attention for a minute.  One minute and then I’ll let you work.  Listen, listen, everyone.  I need you to look at what we are doing.  Student J.  Yes.",teacher,33,0,,,0.0,الطالب (إم) ، نحتاج إلى إنتباهك لدقيقة، دقيقة واحدة، ثم سأتركك تعمل، اسمعوا، اسمعوا جميعاً، أريدكم أن تنظروا إلى ما نفعله. الطالب (ج) نعم.
704.,student,1,0,,,,704
704.,teacher,1,0,,,0.0,704
Divided by 16.,student,3,1,,,,مقسومة على 16
"Divided by 16.  Now, how do you get to do this equation? What was your time? What was your multiple equation?",teacher,21,4,,,1.0,الآن، كيف يمكنك القيام بهذه المعادلة؟ ما هو وقتك؟ ما هو المعادلة المتعددة؟
My multiple equation was 44 times 16.,student,7,2,,,,معادلتي المتعددة كانت 44 × 16.
44.  Sorry.  I need your attention so you can help me.  44 times 16.,teacher,14,0,1.0,,0.0,المعذرة أحتاج انتباهك حتى تتمكن من مساعدتي
Equals 704.,student,2,0,,,,يساوي 704.
Equals 704. And remember we said when we’re doing our – and we call this factor… Some people are not paying attention.  Factor…,teacher,23,0,,,0.0,يساوي 704 وتذكر أننا قلنا عندما نقوم بعمل  و نسمي هذا العامل... بعض الناس لا ينتبهون.
Factor times factor equals product.,multiple students,5,1,,,,العوامل × العوامل = المنتج
"Product.  Now, for our division, what do we do?",teacher,9,2,1.0,,0.0,المنتج، الآن، بالنسبة لقسمنا، ماذا نفعل؟
"Mr. J., I know a way to do it, [inaudible] 16.",student,11,0,,0.0,,سيد جي، أنا أعرف طريقة للقيام بذلك، [غير مسموع] 16.
"Yes, but this is our…  I’ll come to you for a minute.  Then we did the factor …",teacher,18,0,0.0,,0.0,أجل، لكن هذا هو... سأأتي إليك لدقيقة، ثم فعلنا العامل...
You mean the product.,student,4,1,,,,تعني المنتج
"We did the product, I’m sorry, product for our division.  And then we look for how many, look up here, how many, how many, this is how many…",teacher,28,3,,,0.0,لقد صنعنا المنتج، أنا آسف، المنتج لقسمنا ثم نبحث عن عدد، نبحث هنا، كم عدد، كم عدد، هذا عدد...
Groups.,student,1,0,,,,المجموعات.
"How many groups of 16.  Thank you very much.  How many groups. Now we’re going to build it into how many groups of 32? This is our prediction.  We did for 16, now the next one would be 32.   We don’t need to tell, yes, because people have different numbers, and I want people to kind of work it up.  Build the tower up to, not to 16 now, but to 32. But you can predict.  How could you predict that? See, Student R is not really paying attention.  I don’t think he’ll be able to do a good job.  Student R.  Could you help us.  How could you predict.  If I know for 16…",teacher,115,0,,,1.0,كم عدد المجموعات من 16؟ شكراً جزيلاً لكم. كم عدد المجموعات. الآن سنقوم بإنشائها إلى عدد المجموعات من 32؟ هذا هو التنبؤ لدينا. فعلنا لـ 16، والآن المجموعة التالية ستكون 32. نحن لا نحتاج أن نقول، نعم، لأن الناس لديهم أرقام مختلفة، وأريد أن الناس نوعاً ما يعملون على ذلك. بناء البرج إلى، وليس إلى 16 الآن، ولكن إلى 32. ولكن يمكنك التنبؤ. كيف يمكنك التنبؤ بذلك؟ انظر، الطالب R لا يجهل الانتباه حقاً. لا أعتقد أنه سيكون قادراً على القيام بعمل جيد. الطالب R. هل يمكنك مساعدتنا. كيف يمكنك التنبؤ. إذا كنت أعرف لـ 16 ...
Yes?,student,1,0,,,,-أجل؟
"He’s good now, listen to Student R. If I know for 16 multiple, this is my product.",teacher,17,2,,,0.0,هو جيد الآن، استمع إلى الطالب R. إذا كنت أعرف ل 16 مضاعفة، وهذا هو منتج بلدي.
[Inaudible],student,1,0,,,,[غير مسموع]
It’s Student R.  Student R.  Give Student R a chance.,teacher,10,0,,,0.0,إنه الطالب (ر) الطالب (ر) أعط الطالب (ر) فرصة
"If you know 16, you can know 32, because you can just add another 16.",student,15,1,,1.0,,إذا كنت تعرف 16 ، يمكنك معرفة 32 ، لأنك يمكنك فقط إضافة 16 آخر.
Good job.  And now somebody say add.  We could add another…,teacher,11,2,1.0,,0.0,عمل جيد والآن يقول أحدهم إضافة يمكننا إضافة آخر
Timing by two.,student,3,0,,,,التوقيت في اثنين.
"Timing by two, that’s very good, that’s the thing I was waiting for.  And now [inaudible] is here.",teacher,18,0,,,0.0,التوقيت عند الثانية، هذا جيد جداً، هذا هو الشيء الذي كنتُ أنتظرُه، والآن هو هنا.
Seven hundred and [four]. Student I is not paying attention.,student,10,1,,0.0,,الطالب الأول لا ينتبه
"Okay, now, I want you to still kind of build it, even you know. So you build 15.  You could say I know it because I’ve done up to, and after 16 then I’ll go – listen – if I skip counting by 4, then my next one would be …",teacher,51,0,0.0,,0.0,حسناً، الآن، أريد منك أن تبنيه نوعاً ما، حتى لو كنت تعرف ذلك. لذا يمكنك أن تبنيه 15. يمكنك أن تقول أنني أعرف ذلك لأنني قمت بذلك، وبعد 16 ثم سأذهب
"1,400.",student,1,0,,,,1400.
"No, no, hold on.  My next multiple would be, if I do skip counting by 4, the 20th…",teacher,18,1,,,0.0,لا، لا، انتظر، ضربي التالي سيكون، إذا تخطيت العد بـ4، العشرين...
"24, 28.",student,2,0,,,,24، 28
Yeah.,teacher,1,0,,,0.0,-أجل، أجل
28 … 32!,student,3,0,,,,28 ... 32!
"Good job.  Good job.  Now I’m going to let people see and we’ll walk around.  Mr. R is here now, and he’s going to walk around and see people who not only built a multiple tower up to the 32nd, but they will write the division, which is kind of the opposite, okay? All right.  Now you may go back to your seat, and then we’ll come back to see what did you learn. You’re already there? So you need to do it kind of [inaudible]. Rio? I don’t have a Rio marker, I only have this. Are you sure you want to? Just kind of make it.",teacher,108,2,,,0.0,عمل جيد. عمل جيد. الآن سأدع الناس يرون وسنمشي حولها. السيد آر هنا الآن، وسوف يمشي حولها ويرى الناس الذين لم يقتصروا على بناء برج متعدد حتى الثالث والثلاثين، ولكنهم سيكتبون التقسيم، والذي هو نوعا ما العكس، حسناً؟ الآن يمكنك العودة إلى مقعدك، ومن ثم سنعود لرؤية ما تعلمته. أنت هناك بالفعل؟ لذلك يجب عليك القيام بذلك نوعاً ما [غير قابل للسمع]. ريو؟ ليس لدي علامة ريو، لدي فقط هذا. هل أنت متأكد من أنك تريد ذلك؟ فقط نوعاً ما قم بذلك.
I did 16 so now it’s time to do the 36.,student,11,0,,0.0,,لقد فعلت 16 لذا الآن حان الوقت للقيام بال36
I’ll come to you.  You build it up to 32nd.  You need to build it up to…,teacher,17,0,0.0,,0.0,سأأتي إليك، ستبنيها إلى 32، يجب أن تبنيها إلى...
32nd.,student,1,0,,,,الثالث والثلاثين
"So sit down.  So you’re doing the equation, then you’re going to do up to the 32nd.  Good job.",teacher,19,1,,,0.0,لذا اجلس. إذا كنت تفعل المعادلة، ثم سوف تفعل حتى الثالث والثلاثين. عمل جيد.
I need a marker.,student,4,0,,,,أحتاج إلى علامة.
"I don’t have a marker, I have those [inaudible].",teacher,9,0,,,0.0,ليس لديّ علامة، لديّ تلك [غير مسموعة].
I have a marker.,student,4,0,,,,لدي علامة
"You do? Student I, maybe you should do it up here, not on the desk. Let’s see, how are you doing?",teacher,21,0,,,0.0,الطالب الأول، ربما عليك القيام بذلك هنا وليس على الطاولة، دعونا نرى كيف حالك؟
Real good.,student,2,0,,,,جيد جداً
"Okay, let me see what Student J is doing.  Oh, you already did your equation.  You did the equation already?",teacher,20,2,,,0.0,حسناً، دعني أرى ما الذي يفعله الطالب (جاي) لقد قمت بعملية المعادلة بالفعل
Yeah.,student,1,0,,,,-أجل، أجل
So is that what you’re doing?,teacher,6,0,,,0.0,إذاً هل هذا ما تفعله؟
I already did my equation.,student,5,1,,,,لقد قمت بعمل معادلتي
Good job.,teacher,2,0,0.0,,0.0,عمل جيد
I’m going up to 32.,student,5,0,,,,سأصعد إلى 32
"32nd, good job.",teacher,3,0,0.0,,0.0,الثامنة والثلاثين، عمل جيد.
"Mr. J, I need to start going like this because I don’t have any space left.",student,16,0,,0.0,,سيّد (جاي) ، عليّ البدء بهذه الطريقة لأنّي لا أملك أيّ مساحة.
You could do the second 16th right up here.,teacher,9,0,0.0,,0.0,يمكنك أن تفعل الثاني 16 هنا.
Okay.  I just need to separate them first.,student,8,0,,0.0,,حسناً، يجب أن أفرقهما أولاً
