text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic
"Okay, good.  So you were looking at the top number which is called –",teacher,14,0,0.0,,0.0,حسناً، حسناً، إذاً كنت تنظر إلى العدد الأعلى الذي يسمى 
The numerator.,student,2,1,,,,العداد.
"The numerator. We are looking at the numerator or the part and we see it go zero- fourth, one-fourth two-fourth, three-fourth one.  How could we change that to help us know that we really are correct? Student J?",teacher,38,2,,,1.0,الرقم. نحن ننظر إلى الرقم أو الجزء ونرى أنه يذهب إلى الصفر الرابع، واحد ربع اثنان أربع، ثلاثة أربع واحد. كيف يمكننا تغيير ذلك لمساعدتنا على معرفة أننا حقا على حق؟ الطالب J؟
The four-fourth.,student,2,0,,,,أربعة أربعة.
"The four-fourth, good.  So I’m just going to put that in parenthesis to check my work.  You could do that, too, if you want to check your work.  It’s up to you.  Can somebody choose another track for us to finish off?  Student T?",teacher,44,0,,,0.0,الرابعة الرابعة، جيد. لذلك سأضع ذلك في العلاقة فقط للتحقق من عملي. يمكنك القيام بذلك أيضا، إذا كنت ترغب في التحقق من عملك. الأمر عائد إليك. هل يمكن لأي شخص أن يختار مسار آخر لنا لإنهاء؟ الطالب T؟
We finish off the – six – I meant the eighths.,student,11,0,,0.0,,نحن ننتهي من  6  قصدت الثامنة.
The eighths.,teacher,2,0,1.0,,0.0,الثمانية.
Yeah.,student,1,0,,,,-أجل، أجل
"Okay, very good.  So the eighths are a little more confusing, but we did learn a lot of the equivalent fractions.  So are there any fractions in the eighths that we know are equal to another fraction that might be already labeled on the chart?  It’s kind of a tricky question.  But I always think of that yummy chocolate bar that I let you guys eat, and remember it was broken up into four pieces? And then we had to make eight pieces out of it, and what did you do? Student B?",teacher,93,3,,,0.0,حسناً، جيد جداً. حسناً، الثمانيات أكثر إرتباكاً قليلاً، لكننا تعلمنا الكثير من الكسور المعادلة. إذاً هل هناك أي كسور في الثمانيات التي نعلم أنها تساوي كسور أخرى قد تكون مسموحة بالفعل على الرسم البياني؟ هذا سؤال صعب نوعاً ما. ولكنني أفكر دائماً في ذلك الشوكولاتة اللذيذة التي تركتكم تأكلونها، وتذكرون أنه تم تقسيمها إلى أربعة قطع؟ ثم كان علينا صنع ثمانية قطع منها، وماذا فعلتم؟ الطالب ب؟
We broke it in half.,student,5,0,,,,لقد كسرناه إلى النصف
Good.  We broke those pieces in half and then we got to gobble them up.  So which one?,teacher,18,0,1.0,,0.0,حسناً، لقد كسرنا تلك الأجزاء إلى النصف ثم يجب أن نبتلعها.
Two-eighths.,student,1,0,,,,اثنان ثمانية.
Two-eighths is equal to?,teacher,4,0,,,0.0,اثنان ثمانية تساوي؟
One-fourth.,student,1,0,,,,ربع واحد.
One-fourth.  So that’s how you can check your work if they line up correctly.  We know that those two are equal.  Check that you did that.  Or they might have already had that one done for you.,teacher,37,1,,,0.0,واحد ربع. وهكذا يمكنك التحقق من عملك إذا كانت متسلسلة بشكل صحيح. نحن نعلم أن هذان الاثنان متساويان. تحقق من أنك فعلت ذلك. أو قد يكون لديهم بالفعل ذلك واحد من أجلك.
Yes.,student,1,0,,,,-أجل، أجل
There’s another one or a couple more for the eighths that are equal to something else.  Does anybody know another fraction out of eight that is equal to something else on the chart?  Student J?,teacher,35,1,,,1.0,هناك واحد آخر أو اثنين آخرين للثمانية التي تساوي شيء آخر. هل يعرف أي شخص جزء آخر من ثمانية التي تساوي شيء آخر على الرسم البياني؟ الطالب J؟
Four-eights.,student,1,0,,,,أربعة ثمانية.
Four-eights is equal to ½.  So that’s what I’m going to do. What’s the problem back there?,teacher,17,0,,,0.0,أربعة ثمانية تساوي 1⁄2. لذلك هذا ما سأفعله. ما هي المشكلة هناك؟
I don’t get this.,student,4,0,,,,أنا لا أفهم هذا
"So you did miss yesterday’s lesson so I will help you.  Just as a reminder, you might have missed yesterday; these are just like number lines. Do you remember how we worked on the fractions with the number line? So, each line is a number line.  This one is broken up into halves.  This one is going to be broken up into thirds, although it’s not complete, but if you look at this one, we finished this one.  So it’s just like a number line where we have lines to break them up.",teacher,93,7,,,0.0,إذاً فقدت درس البارحة لذا سأساعدك. فقط لتذكير، ربما فقدت البارحة؛ فهذه مثل خطوط الأرقام. هل تتذكر كيف عملنا على الكسور مع خط الأرقام؟ إذاً، كل سطر هو سطر أرقام. يتم تقسيم هذه إلى نصفين. هذه سوف يتم تقسيمها إلى ثلثين، على الرغم من أنها ليست كاملة، ولكن إذا نظرت إلى هذه، لقد انتهينا من هذه.
"Oh, I’m [getting it.]",student,4,0,,,,أوه، أنا [أحصل عليه.]
But now it’s in dots.  Okay?,teacher,6,0,,,0.0,لكن الآن هو في النقاط، حسناً؟
[inaudible],student,1,0,,,,[غير مسموع]
"And they’re all lined up together because we’re using some information from other ones to help us fill in the rest. And it’s going to be a game board so we’re going to need – yes, Student S?",teacher,38,1,,,0.0,ونحن نستخدم بعض المعلومات من الآخرين لمساعدتنا على ملء الباقي. وسوف يكون اللوحة لعبة لذلك نحن سوف نحتاج نعم، الطالب S؟
I know how to figure out the fraction.,student,8,1,,0.0,,أنا أعرف كيفية معرفة الجزء.
"Okay, excellent.  Hold on because Student J just told me – what did you tell me?  Four-eights?  Yes?  And you told me it was equal to what?",teacher,27,0,0.0,,1.0,حسناً، ممتازة، انتظر، لأن الطالب (ج) أخبرني للتو ماذا قلت لي؟ أربعة ثمانية؟ نعم؟
One-half.,student,1,0,,,,ونصف.
"One-half.  So that’s where I was lining them up, making sure that they’re lined up as best as I can.  It’s not going to be perfect. The important part is that you’re using the skills that you know because we know it’s not going to be perfect.  None of us are.  Right?",teacher,52,1,,,0.0,النصف. إذاً هذا هو المكان الذي كنتُ أضعهم فيه، أتأكد من أنّهم في صف أفضل ما يمكنني. لن يكون الأمر مثاليًا. الجزء المهم هو أنك تستخدم المهارات التي تعرفها لأننا نعلم أنها لن تكون مثاليًا. لا أحد منا كذلك. أليس كذلك؟
Right.,multiple students,1,0,,,,-حسناً
"As long as you’re trying to line things up and make them even. Like you can see right here, these piece aren’t equal but should they be?",teacher,27,1,,,0.0,طالما أنك تحاول ترتيب الأشياء وتجعلها متساوية كما ترون هنا، هذه الأجزاء ليست متساوية ولكن هل يجب أن تكون؟
Yeah.,multiple students,1,0,,,,-أجل، أجل
Yes.  Each eighths should be equal.  I didn’t do a very good job on that part.  Okay?  So just be aware that you’re trying to make them even pieces.  Student D?,teacher,31,0,,,0.0,أجل، كل ثمانية يجب أن تكون متساوية، لم أقوم بعمل جيد في هذا الجزء، حسناً؟
[inaudible] [is organized] [inaudible],student,4,0,,,,[غير مسموع] [منظم] [غير مسموع]
"Very good.  And we’re going to talk about why not all of them do have a dot in the middle though.  So hold that thought. Student S, you were going to do six-eighth.",teacher,33,0,,,0.0,جيد جداً. ونحن سوف نتحدث عن لماذا ليس لديهم نقطة في الوسط على الرغم من ذلك. لذا حافظ على هذا الفكر. الطالب S، كنت ستعمل ستة ثمانية.
[inaudible] one-six [inaudible] I know how to figure [inaudible],student,9,0,,0.0,,[غير مسموع] واحد ستة [غير مسموع] أنا أعرف كيفية التفكير [غير مسموع]
I thought you were – before you mentioned that you knew six- eighths was equal to something.  No?,teacher,18,0,0.0,,0.0,اعتقدت أنكِ كنتِ كذلك قبل أن ذكرتِ أنكِ تعرفين أن ستة ثمانية تساوي شيئاً ما
No.,student,1,0,,,,-كلا .
Okay.  So what did you want to do?,teacher,8,0,,,1.0,حسناً، ما الذي أردت فعله؟
The one – the number six.,student,6,0,,,,واحد هو رقم ستة.
"Okay.  Let’s first finish the eighths since we started them. Let’s go – let’s complete a whole track before we move on. So, Student K, you have another one?",teacher,29,1,0.0,,0.0,حسناً، دعونا ننهي المرحلة الثامنة أولاً منذ أن بدأنا بها، دعونا نذهب، دعونا ننهي مسار كامل قبل أن ننتقل.
Sixth-eighth is also three-fourth.,student,4,0,,,,السادس الثامن هو أيضا ثلاثة أربعة.
"Very good.  So, six-eighths should have been lined up with three-fourths.  Those are equal.  We should have that memorized by now and you should be able to prove it.  We’re still missing quite a few on the eighths chart or eights line though.  Student B?",teacher,45,2,,,0.0,جيد جداً. إذاً، ستة ثمانية يجب أن تكون مرتبطة مع ثلاثة أرباع. تلك هي متساوية. يجب أن يكون لدينا ذلك حفظاً الآن و يجب أن تكون قادراً على إثبات ذلك. ما زلنا نفتقد عددًا كبيرًا في الرسم البياني الثامن أو خط الثمانية على الرغم من ذلك. الطالب ب؟
Five-eighths is equal to two-thirds.,student,5,0,,,,خمسة ثمانية تساوي ثلثين.
Five-eighths is equal to two-thirds.  Let’s see.  Five-eighths is equal to two-thirds.  Is that true?,teacher,15,0,1.0,,0.0,خمسة ثمانية يساوي ثلثي. دعونا نرى. خمسة ثمانية يساوي ثلثي. هل هذا صحيح؟
No.,multiple students,1,0,,,,-كلا .
Can we show something –,teacher,5,0,,,0.0,هل يمكننا أن نريك شيئاً
[Inaudible],student,1,0,,,,[غير مسموع]
Sorry.  Five-eighths.  We don’t have five-eighths down yet.,teacher,8,0,,,0.0,آسف، خمسة ثمانية، ليس لدينا خمسة ثمانية حتى الآن.
If you put it right there –,student,7,0,,,,إذا وضعتها هناك
Well do you remember – does anyone remember what five-eighths as a percent?,teacher,13,1,0.0,,1.0,هل تتذكرون أي شخص يتذكر أي خمسة ثمانية في المئة؟
Yeah.,student,1,0,,,,-أجل، أجل
Challenge question. Student S?,teacher,4,0,,,0.0,سؤال تحدي الطالب (س) ؟
Thirty three [inaudible],student,3,0,,,,ثلاثون وثلاثون
"That’s four-eighths as a percent, Student S.",teacher,7,1,,,0.0,هذا هو أربع ثمانية في المئة، الطالب S.
[Inaudible],student,1,0,,,,[غير مسموع]
Four out of eight.,teacher,4,0,,,0.0,أربعة من ثمانية.
Fifty.,student,1,0,,,,خمسين
Fifty percent.  So that might help you get to five-eighths. Student S?,teacher,12,1,,,0.0,خمسين في المئة، هذا قد يساعدك على الوصول إلى خمسة ثمانية.
Sixty two point five percent.,student,5,1,,,,62 نقطة خمسة بالمئة
Sixty two point five percent -- stamp it in your brain – is five-eighths.  Do you remember what two-thirds is?,teacher,20,1,1.0,,0.0,62 نقطة 5 في المئة -- طابع في دماغك  هو خمسة ثمانية. هل تتذكرون ما هو الثلثين؟
Yeah.,student,1,0,,,,-أجل، أجل
What?,teacher,1,0,,,0.0,ـ ماذا؟
Sixty-six and two-thirds.,student,3,0,,,,ستة وستين وثلثين
"Sixty-six and two-thirds.  They’re really close, right?  So they’re going to look almost lined up but they’re not exact.  Thank you for bringing that up.  So, you guys look. We have zero-eighths.  We have two-eighths, three-eighths, six-eighths, one whole.  We’re missing quite a few.  Could you help me out, Student J?",teacher,51,2,,,0.0,ستين وستين وثلاثين. انهم قريبون جدا، أليس كذلك؟ لذلك سوف تبدو تقريبا متسلسلة ولكنها ليست دقيقة. شكرا على ذكر ذلك. لذلك، يا رفاق انظروا. لدينا صفر ثمانية. لدينا ثمانية اثنين ثمانية، ثلاثة ثمانية، ست ثمانية، واحد كامل. نحن نقص عدد قليل. هل يمكنك مساعدتي، الطالب J؟
You’re missing one-eighths and five-eighths.,student,5,0,,,,أنت تفتقد واحد ثمانية وخمس ثمانية.
Where should one-eighths be?,teacher,4,0,1.0,,0.0,أين يجب أن يكون ثمانية؟
In between zero-eighths and two-eighths.,student,5,0,,,,بين صفر ثمانية و ثمانية ثمانية
"Excellent job.  Right in the middle it should be.  Is one- eighths.  So now we have zero-eighths, one-eighths, two- eighths, three-eighths, four-eighths.",teacher,22,0,1.0,,0.0,عمل ممتاز. في الوسط يجب أن يكون. هو واحد ثمانية. لذلك الآن لدينا صفر ثمانية، واحد ثمانية، اثنين ثمانية، ثلاثة ثمانية، أربعة ثمانية.
"Oh, I forgot five-eighths.",student,4,0,,,,لقد نسيت خمس ثمانية
"Student T, help us out.",teacher,5,0,,,0.0,الطالب (تي) ، ساعدنا
We forgot five-eighths  and  four-eighths.,student,5,0,,,,نسينا خمسة ثمانية وأربعة ثمانية
We have four –,teacher,4,0,0.0,,0.0,لدينا أربعة
Four-eights is in there.  It’s supposed to – the five-eighths is supposed to be in the middle of four-eighths and six- eighths.,student,22,0,,0.0,,أربعة ثمانية هناك من المفترض أن تكون الخمسة ثمانية في منتصف أربعة ثمانية وستة ثمانية
Excellent job.  Yes.,teacher,3,0,0.0,,0.0,عمل ممتاز - نعم -
[inaudible] seven-eighths.,student,2,0,,,,سبعة ثمانية
Student M?,teacher,2,0,,,0.0,الطالب (م) ؟
Seven-eighths is supposed to be in between six-eighths and a whole.,student,11,1,,0.0,,7 ثمانية من المفترض أن تكون بين 6 ثمانية وكل.
You got it.  So double check that you have that on your chart. Let’s also tell what one whole is so that we can double check our work.  Student J.,teacher,30,1,1.0,,0.0,لقد حصلت عليه. لذا تحقق من أن لديك ذلك على الرسم البياني الخاص بك. دعونا أيضا نقول ما هو كامل واحد حتى نتمكن من التحقق من عملنا مرتين. الطالب J.
[inaudible],student,1,0,,,,[غير مسموع]
"No, as the eights.",teacher,4,0,,,0.0,لا، مثل الثمانية.
Eight-eighths is one whole.  Just so that we can practice.  Is that all on your paper?,student,16,1,,0.0,,ثمانية ثمانية هي واحدة كاملة فقط حتى نتمكن من التدريب هل هذا كل شيء في ورقتك؟
And they’re trying to be as even as possible between the dots?,teacher,12,0,0.0,,0.0,ويحاولون أن يكونوا على قدم المساواة بين النقاط؟
Yes.,student,1,0,,,,-أجل، أجل
Very good.  Somebody mentioned they want to go to sixes next.,teacher,11,0,,,0.0,جيد جداً، شخص ما ذكر أنهم يريدون الذهاب إلى الستة التالية
Student S.,student,2,0,,,,الطالب S.
"Student S, you want to start us off?",teacher,8,0,,,0.0,الطالب (س) ، هل تريد أن تبدأنا؟
I done found out – I done found out where three-sixths goes.,student,12,0,,0.0,,لقد اكتشفت، لقد اكتشفت إلى أين يذهب 3/6
Excellent.  Because?,teacher,2,0,0.0,,0.0,ممتاز، لماذا؟
Because it’s equal to ½.,student,5,0,,,,لأنه يساوي 1⁄2.
"Very good.  So, I’m going to line them up.  We have three-sixes is equal to one half, all that work we did the other day with it.  Very good.  Anything else we can label?  Student N.",teacher,36,1,1.0,,1.0,جيد جداً، لذا سأقوم بتصويرها. لدينا ثلاثة ستة يساوي نصف، كل هذا العمل الذي قمنا به في اليوم السابق. جيد جداً. أي شيء آخر يمكننا تسميته؟ الطالب N.
Four-six.,student,1,0,,,,أربعة ستة.
Four-sixes where?,teacher,2,0,,,0.0,أربعة ستة أين؟
In between three-sixths and five-sixths.,student,5,0,,,,بين ثلاثة ستة و خمسة ستة
Very good.,teacher,2,0,0.0,,0.0,جيد جداً
[inaudible],student,1,0,,,,[غير مسموع]
"So we have zero-sixths, two-sixths, three-sixths, four-sixths, five-sixths.  We’re still missing some, Student B.",teacher,14,0,,,0.0,لدينا صفر ستة، اثنان ستة، ثلاثة ستة، أربعة ستة، خمسة ستة. ما زلنا نفتقد بعض، الطالب ب.
One-sixth.,student,1,0,,,,واحد السادس
"Very good.  They have the dot for you so you don’t need to think about that one.  And then just to double check our work, one whole, Student M, is equal to what out of six?",teacher,36,1,,,0.0,جيد جداً. لديهم نقطة لك حتى لا تحتاج إلى التفكير في هذا واحد. ثم فقط للتحقق من عملنا، واحد كامل، الطالب M، يساوي ما من ستة؟
Huh?,student,1,0,,,,هاه؟
One whole?,teacher,2,1,,,0.0,واحدة كاملة؟
[Inaudible] No.,student,2,0,,,,لا، لا.
We’re working on fractions.,teacher,4,1,,,0.0,نحن نعمل على الكسور
I don’t know what you’re talking about.,student,7,0,,,,لا أعرف ما الذي تتحدثين عنه
Okay.  We’ve been labeling the fractions.,teacher,6,1,0.0,,0.0,حسناً، لقد قمنا بتسمية الكسور
I don’t know.,student,3,0,,,,أنا لا أعرف.
"Can you not be like that, please.",teacher,7,0,,,0.0,هل يمكن أن لا تكون مثل ذلك، من فضلك.
"Teacher, what are you talking about.",student,6,0,,,,أيها المعلم، ما الذي تتحدث عنه؟
"Okay, if you’re – if you think about a picture and you broke it up into six boxes and you colored in the whole thing what fraction would that be?",teacher,30,2,0.0,,1.0,حسنا، إذا كنت   إذا كنت تفكر في صورة وتقسمها إلى ستة صناديق وتلوين في كل شيء ما هو الجزء الذي سيكون؟
What is one whole of six?,student,6,1,,,,ما هو واحد كامل من ستة؟
How many pieces out of six would you have colored in?,teacher,11,0,1.0,,1.0,كم قطعة من ستة كنت ستقوم بتلوينها؟
Six.,student,1,0,,,,ستة.
"Okay, so what fraction is it?",teacher,6,1,,,0.0,حسناً، ما هو الجزء؟
Six-sixths.,student,1,0,,,,ستة ستة
"Yes, thank you very much.  Excellent job, Student M. Okay, so we have this one done.  I’m going to put out of two just to speed it up.  We don’t have this finished.  We worked on this one.  So we have fifths, tenths, and thirds to go, and then we can get to the game.",teacher,55,1,,,0.0,نعم ، شكراً جزيلاً. عمل ممتاز ، الطالب M. حسناً ، لقد قمنا بهذا. سأضع اثنين فقط لتسريع الأمر. لم ننتهي من هذا. عملنا على هذا واحد. لذلك لدينا الخامس والعشر والثلثات المتبقية ، ثم يمكننا الوصول إلى اللعبة.
Student M.,student,2,0,,,,الطالب (م)
Student C.,teacher,2,0,,,0.0,الطالب (ج)
You want me to do fifths?,student,6,0,,,,أتريدني أن أفعل الخامسة؟
Sure.,teacher,1,0,0.0,,0.0,-بالطبع
"Well, you don’t have to really add any dots, just put one- fifths.",student,13,1,,0.0,,حسناً، ليس عليك حقاً إضافة أي نقطة، فقط ضع واحد الخامس.
"Okay, so here we have one-fifth.  Very good.  Student S?",teacher,10,0,1.0,,0.0,حسناً، هنا لدينا الخامس، جيد جداً.
Three-fifths.,student,1,0,,,,ثلاثة الخامسة
Three-fifths goes?,teacher,2,0,,,0.0,ثلاثة الخامسة تذهب؟
Between two-fifths and four-fifths.,student,4,0,,,,بين خمسين و أربعة خمسين
"You got it.  And then one whole.  Let’s finish it off.  Student K?  Out of fifth, what does one whole equal to?",teacher,22,2,,,0.0,حسناً، حسناً، حسناً، حسناً، حسناً، حسناً، حسناً، حسناً، حسناً، حسناً.
[inaudible],student,1,0,,,,[غير مسموع]
"Good, five-fifths.  That should be on your paper, too, even though didn’t require it.  It’s good practice.  Two more to go.  What do you want to do next?  Oh goodness, Student J?",teacher,32,0,,,0.0,حسناً، الخمسة الخمسة، يجب أن تكون في ورقتك أيضاً، على الرغم من أنك لم تتطلبها، إنها ممارسة جيدة، لا تزال هناك إثنان، ماذا تريد أن تفعلي بعد ذلك؟
One-third.,student,1,0,,,,ثلث
"Good, one-third.  Where do you think one-third goes?",teacher,8,0,,,0.0,حسناً، ثلثاً، أين تعتقد أن ثلثاً يذهب؟
In the middle.,student,3,0,,,,في الوسط
"About in between.  Very good.  Zero-thirds and two-thirds, so it should be about this size and if we go in the middle it should be. Excellent job, one-third, so we have zero-thirds, one-thirds, two- thirds, and we have one whole.  What does one whole equal to out of thirds, Student M?",teacher,51,2,,,0.0,ما بينهما. جيد جداً. صفر ثلثي و ثلثي، لذلك يجب أن يكون هذا الحجم، وإذا ذهبنا إلى الوسط، يجب أن يكون. عمل ممتاز، واحد ثلثي، لذلك لدينا صفر ثلثي، واحد ثلثي، وثلثي، ونحن لدينا كامل واحد. ما هو كامل واحد يساوي من الثلثي، الطالب M؟
You just called on me.,student,5,0,,,,لقد اتصلت بي للتو
I know.  You did so awesome I want you to do it again.,teacher,13,0,1.0,,0.0,أعلم، لقد قمت بعمل رائع جداً وأريدك أن تفعله مجدداً
No. Oh my God.,student,4,0,,,,لا، يا إلهي.
Just one whole out of three.,teacher,6,1,,,0.0,فقط واحدة كاملة من ثلاثة.
Student M [inaudible] No.,student,4,0,,,,الطالب M [غير مسموع] لا.
"I know.  Student N, could you sit in Student T’s seat but with your notebook – with your math book.",teacher,20,0,,,0.0,أعلم، الطالب (ن) ، هل يمكنك الجلوس في مقعد الطالب (تي) مع دفتر الملاحظات الخاص بك مع كتاب الرياضيات
Student M [inaudible],student,3,0,,,,الطالب M [غير مسموع]
How about Student N?  Could you tell us what one whole is out of three?,teacher,15,1,,,1.0,ماذا عن الطالب ن؟ هل يمكنك أن تخبرنا ما هو واحد كامل من ثلاثة؟
[inaudible],student,1,0,,,,[غير مسموع]
Three out of three.  Excellent job.,teacher,6,0,,,0.0,ثلاثة من ثلاثة عمل ممتاز
"[Inaudible] Yay, Student N.",student,4,0,,,,[غير مسموع] ياه، الطالب N.
Okay.  Last one should feel like the easiest one.  I think this is what I saw most people do right off the bat.  I know how you love your tenths.  Student J.,teacher,32,1,,,0.0,حسناً، الأخير يجب أن يشعر بأسهل شيء أعتقد أن هذا ما رأيته معظم الناس يفعلونه منذ البداية
The second dot is two-tenths.,student,5,1,,,,النقطة الثانية هي اثنين عشرة.
