text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
It has a question involving math.  Okay.  Student T?,teacher,9,0,1.0,,0.0,لديه سؤال يتعلق بالرياضيات حسناً، الطالب (تي) ؟,لديه سؤال يتعلق بالرياضيات حسنا، الطالب (تي) ؟,8,0.0,False
Numbers.,student,1,0,,,,الأرقام.,الارقام.,1,0.0,False
"It has some numbers in it.  Okay.  So here – we’re starting with all great ideas of how and why this may be a word problem.  It says, “Farmer Brown needs to collect 122 eggs. He wants to put 6 eggs in each basket.  How many baskets does he need?”  I want you to turn and talk with your partner and come up with the operation for this story problem.  What do you think?  Why?",teacher,75,0,,,1.0,فهناك بعض الأرقام فيها. حسناً. لذا هنا نحن نبدأ بجميع الأفكار الرائعة حول كيف ولماذا قد تكون هذه مشكلة الكلمات. تقول: المزارع براون يحتاج إلى جمع 122 بيضة. يريد وضع 6 بيضات في كل سلة. كم سلة يحتاج إليها؟,فهناك بعض الارقام فيها. حسنا. لذا هنا نحن نبدا بجميع الافكار الرائعه حول كيف ولماذا قد تكون هذه مشكله الكلمات. تقول: المزارع براون يحتاج الي جمع 122 بيضه. يريد وضع 6 بيضات في كل سله. كم سله يحتاج اليها؟,37,0.02564102564102564,True
Because it doesn’t say how many baskets you need to have.,student,11,0,,1.0,,لأنه لا يقول كم سلة يجب أن يكون لديك.,لانه لا يقول كم سله يجب ان يكون لديك.,9,0.0,False
"Because it doesn’t say that or because it does say that?  Think about that, okay, while we come back.  Alright.  Come back to me.  Come back to me, [inaudible].  Thank you.  So what did you guys come up with?  What operation?  [Not the operation of the game] – which operation do you think you’re going to need to solve this.  Student A?",teacher,62,0,1.0,,0.0,لأنه لا يقول ذلك أو لأنه يقول ذلك؟ فكر في ذلك، حسناً، بينما نعود. حسناً. عدوا إليّ. عدوا إليّ، [غير مسموع]. شكراً لكم. إذن ما الذي توصلتم به؟ أي عملية؟ [ليس عملية اللعبة],لانه لا يقول ذلك او لانه يقول ذلك؟ فكر في ذلك، حسنا، بينما نعود. حسنا. عدوا الي. عدوا الي، [غير مسموع]. شكرا لكم. اذن ما الذي توصلتم به؟ اي عمليه؟ [ليس عمليه اللعبه],33,0.0,False
Division.,student,1,1,,,,القسم,القسم,1,0.0,False
Division.  Does everybody agree with division?,teacher,6,2,,,1.0,القسم هل يتفق الجميع مع القسم؟,القسم هل يتفق الجميع مع القسم؟,6,0.0,False
Yes.,multiple students,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"All right.  Great.  So, we’re actually right.  Are there some key words we should probably underline in this word problem?  Student T?",teacher,22,1,,,0.0,حسناً. عظيم. إذاً، نحن في الحقيقة على حق. هل هناك بعض الكلمات الرئيسية التي يجب أن نؤكد عليها في هذه المشكلة الكلمة؟ الطالب T؟,حسنا. عظيم. اذا، نحن في الحقيقه علي حق. هل هناك بعض الكلمات الرئيسيه التي يجب ان نؤكد عليها في هذه المشكله الكلمه؟ الطالب T؟,24,0.0,False
How many.,student,2,0,,,,كم عدد,كم عدد,2,0.0,False
"How many.  Why do you want to underline “how many,” Student T?",teacher,12,1,,,1.0,كم عدد؟ لماذا تريد التأكيد على كم عدد، الطالب T؟,كم عدد؟ لماذا تريد التاكيد علي كم عدد، الطالب T؟,10,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
And how many?,teacher,3,0,,,0.0,وكم عدد؟,وكم عدد؟,2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Okay.  How many what?,teacher,4,0,,,0.0,حسناً، كم عدد ماذا؟,حسنا، كم عدد ماذا؟,4,0.0,False
How many [inaudible]?,student,3,0,,,,كم عدد [غير مسموع]؟,كم عدد [غير مسموع]؟,5,0.0,False
So you want to underline how many because you think that this is something that’s going to key me into the answer?,teacher,22,1,,,1.0,إذاً تريد التأكيد على كم عدد لأنّك تعتقد أنّ هذا شيء سيقودني إلى الإجابة؟,اذا تريد التاكيد علي كم عدد لانك تعتقد ان هذا شيء سيقودني الي الاجابه؟,14,0.0,False
Yeah.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
Is there anybody else that wants to underline anything else? Student T?,teacher,12,1,,,1.0,هل هناك أي شخص آخر يريد التأكيد على شيء آخر؟,هل هناك اي شخص اخر يريد التاكيد علي شيء اخر؟,10,0.0,False
Baskets.,student,1,0,,,,السلة.,السله.,1,0.0,False
"Baskets.  Why do you – is there anything else?  Does anybody else want to [inaudible] this, Student A?",teacher,18,0,,,1.0,السلة، لماذا تقولين؟ هل هناك أي شيء آخر؟ هل يريد أي شخص آخر أن يسمع هذا، الطالب أ؟,السله، لماذا تقولين؟ هل هناك اي شيء اخر؟ هل يريد اي شخص اخر ان يسمع هذا، الطالب ا؟,18,0.0,False
I would say “each.”,student,4,0,,,,"سأقول ""كل واحد""","ساقول ""كل واحد""",3,0.0,False
Each?  “Each” is a word you want to underline?  What is this last sentence called?  Who knows?  What is this last sentence called?  Student D?,teacher,25,1,,,0.0,كل واحد؟ كل هو كلمة تريد التأكيد عليها؟ ما هو اسم هذه الجملة الأخيرة؟ من يعلم؟ ما هو اسم هذه الجملة الأخيرة؟ الطالب D؟,كل واحد؟ كل هو كلمه تريد التاكيد عليها؟ ما هو اسم هذه الجمله الاخيره؟ من يعلم؟ ما هو اسم هذه الجمله الاخيره؟ الطالب D؟,24,0.0,False
The interrogative sentence.,student,3,0,,,,الحكم الاستجوابي,الحكم الاستجوابي,2,0.0,False
"The interrogative sentence, and because it ends in a question. And why do we underline the interrogative questions? Because somebody forgot we need to do all this.  Why do we underline it, Student J?",teacher,34,2,,,1.0,الجملة الاستجوابية، ولأنّها تنتهي بسؤال، ولماذا نؤكد الأسئلة الاستجوابية؟ لأنّ أحدهم نسيت أننا بحاجة إلى القيام بكلّ هذا.,الجمله الاستجوابيه، ولانها تنتهي بسؤال، ولماذا نؤكد الاسئله الاستجوابيه؟ لان احدهم نسيت اننا بحاجه الي القيام بكل هذا.,18,0.0,False
It helps us get the label.,student,6,0,,,,إنها تساعدنا على الحصول على العلامة,انها تساعدنا علي الحصول علي العلامه,6,0.0,False
"It helps us get the label.  Okay.  And what is a label?  It’s about baskets.  Very good.  Well, what else in a division problem does it help us with?",teacher,29,1,1.0,,1.0,إنها تساعدنا على الحصول على العلامة. حسناً. وما هي العلامة؟ إنها حول السلة. جيد جداً. حسناً، في ماذا آخر في مشكلة التقسيم تساعدنا؟,انها تساعدنا علي الحصول علي العلامه. حسنا. وما هي العلامه؟ انها حول السله. جيد جدا. حسنا، في ماذا اخر في مشكله التقسيم تساعدنا؟,23,0.0,False
What?,student,1,0,,,,ـ ماذا؟,ماذا؟,2,0.0,False
"In multiplication, when we underline the interrogative sentence.  It does help us get the label.  It does help us in addition and subtraction helps us understand the label. But it does something different in division.  Does anybody remember what it does?",teacher,41,5,,,1.0,في المضاعفة، عندما نؤكد الجملة الاستبيانية، فهو يساعدنا على الحصول على العلامة. فهو يساعدنا على إضافة والسحب يساعدنا على فهم العلامة. لكنه يفعل شيئاً مختلفاً في التقسيم. هل يتذكر أحد ما يفعل؟,في المضاعفه، عندما نؤكد الجمله الاستبيانيه، فهو يساعدنا علي الحصول علي العلامه. فهو يساعدنا علي اضافه والسحب يساعدنا علي فهم العلامه. لكنه يفعل شيئا مختلفا في التقسيم. هل يتذكر احد ما يفعل؟,32,0.03125,True
It helps us [inaudible] what we have to do?,student,9,0,,0.0,,هل يساعدنا [غير مسموع] ما الذي علينا فعله؟,هل يساعدنا [غير مسموع] ما الذي علينا فعله؟,8,0.0,False
Okay.  Okay.  Good.  It does tell us what we have to do. Student T?,teacher,14,0,1.0,,0.0,حسناً، حسناً، جيد، إنه يخبرنا بما يجب علينا فعله,حسنا، حسنا، جيد، انه يخبرنا بما يجب علينا فعله,9,0.0,False
It [inaudible] us –,student,4,0,,,,هو [غير مسموع] لنا ,هو [غير مسموع] لنا,4,0.0,False
"Student D, are you paying attention?  Huh?",teacher,7,0,,,0.0,الطالب (دي) ، هل انتبه؟,الطالب (دي) ، هل انتبه؟,5,0.0,False
It’s a key word that tells us what we need.,student,10,0,,0.0,,إنها كلمة رئيسية تخبرنا بما نحتاجه,انها كلمه رئيسيه تخبرنا بما نحتاجه,6,0.0,False
It tells us a key word that we need?  Does it have to do anything with?,teacher,16,0,1.0,,0.0,هل يخبرنا بكلمة رئيسية نحتاجها؟,هل يخبرنا بكلمه رئيسيه نحتاجها؟,5,0.0,False
The remainder.,student,2,1,,,,الباقي,الباقي,1,0.0,False
The remainder.  Yes.  What does it tell us about the remainder?,teacher,11,2,,,1.0,الباقي، نعم، ما الذي يخبرنا به عن الباقي؟,الباقي، نعم، ما الذي يخبرنا به عن الباقي؟,8,0.0,False
"It tells us about the remainder, what [inaudible] it is, like [inaudible].",student,12,1,,0.0,,إنه يخبرنا عن البقية، ما هو [غير مسموع]، مثل [غير مسموع].,انه يخبرنا عن البقيه، ما هو [غير مسموع]، مثل [غير مسموع].,12,0.0,False
"Can you stop for a second?  Just because you are over there does not mean you do not pay attention.  Close your books and eyes on this board right now.  Student J.  Thank you. Student W, go back to what you had to say.",teacher,44,0,0.0,,0.0,هل يمكنك التوقف للحظة؟ فقط لأنك هناك لا يعني أنك لا تهتم. أغلق كتبك وعينيك على هذه اللوحة الآن. الطالب J. شكراً لك. الطالب W، عد إلى ما كان لديك لتقوله.,هل يمكنك التوقف للحظه؟ فقط لانك هناك لا يعني انك لا تهتم. اغلق كتبك وعينيك علي هذه اللوحه الان. الطالب J. شكرا لك. الطالب W، عد الي ما كان لديك لتقوله.,30,0.0,False
"Well, it tells what, like, [inaudible] remainder.  Basically it [inaudible].",student,10,1,,0.0,,حسناً، إنه يقول ما هو، مثل، البقية. في الأساس هو [غير مسموع].,حسنا، انه يقول ما هو، مثل، البقيه. في الاساس هو [غير مسموع].,12,0.0,False
Uh-huh.,teacher,1,0,0.0,,0.0,اه-ها.,اه-ها.,2,0.0,False
Or fractions.  Let’s see.  It gives you a [inaudible].,student,9,1,,0.0,,أو الكسور. دعونا نرى. فإنه يعطيك [غير مسموع].,او الكسور. دعونا نري. فانه يعطيك [غير مسموع].,8,0.0,False
"Very good.  Did you hear what he said, everybody?",teacher,9,0,0.0,,1.0,جيد جداً هل سمعتم ما قاله الجميع؟,جيد جدا هل سمعتم ما قاله الجميع؟,7,0.0,False
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
"This is the most important part, Student W, because in a division word problem, the interrogative sentence tells us not only what our label is, but it tells us what to do with our remainder.  We need to think about our word problem. We need to think – let me ask you.  Is a basket that is split going to help us?  Can I break a basket in half?",teacher,69,2,,,0.0,هذا هو الجزء الأكثر أهمية، الطالب W، لأن في مشكلة كلمة التقسيم، الجملة الاستبيانية لا تخبرنا فقط ما هو علامتنا، بل تخبرنا ما يجب القيام به مع بقيتنا. نحن بحاجة إلى التفكير في مشكلة الكلمة لدينا. نحن بحاجة إلى التفكير  دعوني أسألك. هل سلة منقسمة سوف تساعدنا؟ هل يمكنني كسر سلة إلى النصف؟,هذا هو الجزء الاكثر اهميه، الطالب W، لان في مشكله كلمه التقسيم، الجمله الاستبيانيه لا تخبرنا فقط ما هو علامتنا، بل تخبرنا ما يجب القيام به مع بقيتنا. نحن بحاجه الي التفكير في مشكله الكلمه لدينا. نحن بحاجه الي التفكير دعوني اسالك. هل سله منقسمه سوف تساعدنا؟ هل يمكنني كسر سله الي النصف؟,53,0.018867924528301886,True
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
"Probably not.  So keep that in mind as we solve the problem. [Inaudible] solve the problem for you today, because we’re going to be working on them on our own, and the problem is here.  I said that I want to use multiplication to help me solve this, so I start with 122 divided by 6.  Where did I get that 122 from?  Where did that come from?  Student D?",teacher,70,2,,,1.0,على الأرجح لا. لذا ضع ذلك في اعتبارك عندما نحل المشكلة. [لا يمكن سماع] حل المشكلة بالنسبة لك اليوم، لأننا سوف نعمل عليها بمفردنا، والمشكلة هنا. قلت أنني أريد استخدام مضاعفة لمساعدتي على حل هذا، لذلك أنا أبدأ مع 122 مقسمة على 6. من أين حصلت على هذا 122؟ من أين جاء ذلك؟ الطالب D؟,علي الارجح لا. لذا ضع ذلك في اعتبارك عندما نحل المشكله. [لا يمكن سماع] حل المشكله بالنسبه لك اليوم، لاننا سوف نعمل عليها بمفردنا، والمشكله هنا. قلت انني اريد استخدام مضاعفه لمساعدتي علي حل هذا، لذلك انا ابدا مع 122 مقسمه علي 6. من اين حصلت علي هذا 122؟ من اين جاء ذلك؟ الطالب D؟,53,0.03636363636363636,True
The word problem.,student,3,0,,,,مشكلة الكلمات,مشكله الكلمات,2,0.0,False
The word problem.  But what does the 122 represent in the word problem?  Who remembers?  Student A?,teacher,17,0,,,0.0,مشكلة الكلمات. لكن ماذا يمثل رقم 122 في مشكلة الكلمات؟ من يتذكر؟ الطالب أ؟,مشكله الكلمات. لكن ماذا يمثل رقم 122 في مشكله الكلمات؟ من يتذكر؟ الطالب ا؟,13,0.0,False
The baskets.,student,2,0,,,,السلة.,السله.,1,0.0,False
It wasn’t the baskets.,teacher,4,0,,,0.0,لم تكن السلة,لم تكن السله,3,0.0,False
The eggs.,student,2,0,,,,البيض.,البيض.,1,0.0,False
"The eggs.  The 122 represented the eggs.  Okay.  Where did I get the 6 from?  Where did I get the 6 from, Student T? Student J, pay attention.",teacher,28,0,,,0.0,البيض 122 تمثل البيض حسناً من أين حصلت على 6 من أين حصلت على 6 من الطالب T؟ الطالب J، انتبه,البيض 122 تمثل البيض حسنا من اين حصلت علي 6 من اين حصلت علي 6 من الطالب T؟ الطالب J، انتبه,18,0.0,False
Baskets.,student,1,0,,,,السلة.,السله.,1,0.0,False
"The 6 equals the baskets.  Okay.  Keep that in mind.  Which multiplication table should I be working in, Student T? Which multiplication table should I be working in, Student T?  Student T, do you want to help Student T?  You got it?",teacher,42,2,,,0.0,السادس يساوي السلة. حسناً، ضع ذلك في اعتبارك. في أي طاولة مضاعفة يجب أن أعمل، الطالب T؟ في أي طاولة مضاعفة يجب أن أعمل، الطالب T؟ الطالب T، هل تريد مساعدة الطالب T؟ فهمت؟,السادس يساوي السله. حسنا، ضع ذلك في اعتبارك. في اي طاوله مضاعفه يجب ان اعمل، الطالب T؟ في اي طاوله مضاعفه يجب ان اعمل، الطالب T؟ الطالب T، هل تريد مساعده الطالب T؟ فهمت؟,34,0.029411764705882353,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Very good.  In the 6 tables.  6 times 10.  Why did I use “times 10”?  Why not 6 times 2?  I know that one.  Why 6 times 10? Student A?,teacher,30,0,,,1.0,جيد جداً. في الجداول الستة. 6 × 10. لماذا استخدمت  × 10 ؟ لماذا لا 6 × 2؟ أعرف ذلك واحد. لماذا 6 × 10؟ الطالب A؟,جيد جدا. في الجداول السته. 6 × 10. لماذا استخدمت × 10 ؟ لماذا لا 6 × 2؟ اعرف ذلك واحد. لماذا 6 × 10؟ الطالب A؟,18,0.0,False
So [inaudible].,student,2,0,,,,لذا [غير مسموع].,لذا [غير مسموع].,3,0.0,False
"Very good.  It can get me closer, and more importantly, I know that one.  I know that one like the back of my hand. That’s the front of my hand.  The back of my hand.  6 times 10 is 60.  I’m going to do that again, because I know 60, and 60 gets me to what?",teacher,56,0,,,0.0,جيد جداً. يمكن أن تجعلني أقرب، والأهم من ذلك، أنا أعرف ذلك. أنا أعرف ذلك مثل الجزء الخلفي من يدي. هذا هو الجزء الأمامي من يدي. الجزء الخلفي من يدي. 6 × 10 هو 60. سأفعل ذلك مرة أخرى، لأنني أعرف 60 و 60 يصلني إلى ماذا؟,جيد جدا. يمكن ان تجعلني اقرب، والاهم من ذلك، انا اعرف ذلك. انا اعرف ذلك مثل الجزء الخلفي من يدي. هذا هو الجزء الامامي من يدي. الجزء الخلفي من يدي. 6 × 10 هو 60. سافعل ذلك مره اخري، لانني اعرف 60 و 60 يصلني الي ماذا؟,41,0.0,False
120.,multiple students,1,0,,,,120.,120.,0,0.0,False
"120.  Hmm.  But Student T figured it out.  She said, “Uh oh, Ms. H., you need 2 more.”  What do I have that’s the remainder?  What is the remainder here?  Is it the baskets or the eggs?",teacher,37,2,,,0.0,"لكن الطالب (تي) اكتشفت ذلك وقالت: ""أوه يا آنسة (إتش) ، تحتاجين لفترة إضافية"".","لكن الطالب (تي) اكتشفت ذلك وقالت: ""اوه يا انسه (اتش) ، تحتاجين لفتره اضافيه"".",14,0.0,False
The eggs.,student,2,0,,,,البيض.,البيض.,1,0.0,False
"The eggs, Student T.  Very good.  Twenty baskets will only hold 120 eggs.  I can’t say, “That’s it, then I’m going to stop.”  I have 2 left over.  I have 2 eggs left over, so I have to do something.  Student M, what do I have to do?",teacher,48,0,,,0.0,"البيض, الطالب T. جيد جداً. عشرون سلة ستحتوي فقط على 120 بيضة. لا أستطيع أن أقول،  هذا كل شيء، ثم سأوقف. لدي 2 بيضة متبقية. لدي 2 بيضة متبقية، لذلك يجب أن أفعل شيئاً. الطالب M، ماذا علي أن أفعل؟","البيض, الطالب T. جيد جدا. عشرون سله ستحتوي فقط علي 120 بيضه. لا استطيع ان اقول، هذا كل شيء، ثم ساوقف. لدي 2 بيضه متبقيه. لدي 2 بيضه متبقيه، لذلك يجب ان افعل شيئا. الطالب M، ماذا علي ان افعل؟",36,0.025,True
Order another basket.,student,3,0,,,,أطلب سلة أخرى.,اطلب سله اخري.,3,0.0,False
"I have to order another basket.  So instead of 20 baskets, I need how many, Student T?",teacher,17,0,,,0.0,عليّ أن أطلب سلة أخرى، لذا بدلاً من 20 سلة، كم أحتاج إليها، تلميذ (تي) ؟,علي ان اطلب سله اخري، لذا بدلا من 20 سله، كم احتاج اليها، تلميذ (تي) ؟,15,0.0,False
21.,student,1,0,,,,21.,21.,0,0.0,False
I need 21 baskets.  Yes.  What’s your question?,teacher,8,0,,,1.0,أحتاج إلى 21 سلة نعم ما هو سؤالك؟,احتاج الي 21 سله نعم ما هو سؤالك؟,7,0.0,False
Can’t [inaudible] 6 times 2?,student,5,0,,,,لا يمكن [غير مسموع] 6 × 2؟,لا يمكن [غير مسموع] 6 × 2؟,5,0.0,False
"Where, honey?",teacher,2,0,0.0,,0.0,أين، حبيبي؟,اين، حبيبي؟,2,0.0,False
Can’t [inaudible] do 6 times 4 [inaudible]?,student,7,0,,,,لا يمكن أن تفعل 6 × 4 [غير مسموع]؟,لا يمكن ان تفعل 6 × 4 [غير مسموع]؟,7,0.0,False
"That’s a very question.  Student A says, “Ms. H, well, you have 6 times 20 and I know that equals 120.  Why can’t you just do 6 times 2, which equals 12?”  Somebody tell Student A why that doesn’t work.",teacher,40,0,1.0,,0.0,هذا سؤال جيد جداً. الطالب A يقول، السيدة H، حسناً، لديك 6 × 20 وأنا أعلم أن هذا يساوي 120. لماذا لا يمكنك فقط 6 × 2، الذي يساوي 12؟,هذا سؤال جيد جدا. الطالب A يقول، السيده H، حسنا، لديك 6 × 20 وانا اعلم ان هذا يساوي 120. لماذا لا يمكنك فقط 6 × 2، الذي يساوي 12؟,23,0.06666666666666667,True
"Because if you do 6 times 2, it will pass 122.  It’ll go to 132 instead.",student,16,0,,1.0,,لأنه إذا قمت بـ 6 × 2 ، فسوف يمر 122. وسوف يذهب إلى 132 بدلاً من ذلك.,لانه اذا قمت ب 6 × 2 ، فسوف يمر 122. وسوف يذهب الي 132 بدلا من ذلك.,13,0.0,False
"Very good.  See, Student A, I think what you need to realize is that when you 6 times 2, you are saying, “I am taking 6 groups times 2, 6 things times 2, and that’s where that 12 comes in.”  All right? You can’t get another group of 6 inside 122.  You’ve already gone too far.  Nice job explaining that, Student T.  You had 132. Even though you’re like, “Well, I only need 2 more,” but you’re not doing 2 more.  You’re doing 6 groups, 6 members times 2 groups.  Good question, though, because I’m sure other people had that question.  Student J?",teacher,103,0,1.0,,0.0,"جيد جداً. انظر، الطالب A، أعتقد أن ما عليك أن تدركه هو أنه عندما تأخذ 6 × 2، تقول: أخذ 6 مجموعات × 2, 6 أشياء × 2, وهذا هو المكان الذي يأتي فيه 12. حسناً؟ لا يمكنك الحصول على مجموعة أخرى من 6 داخل 122. لقد ذهبت بعيداً جداً بالفعل. عمل جيد لشرح ذلك، الطالب T. كان لديك 132. على الرغم من أنك مثل، حسناً، أنا فقط بحاجة إلى 2 أكثر،ولكنك لا تفعل 2 أكثر. أنت تفعل 6 مجموعات، 6 أعضاء × 2 مجموعات. سؤال جيد، على الرغم من ذلك، لأنني متأكد من أن الآخرين لديهم هذا السؤال. الطالب J؟","جيد جدا. انظر، الطالب A، اعتقد ان ما عليك ان تدركه هو انه عندما تاخذ 6 × 2، تقول: اخذ 6 مجموعات × 2, 6 اشياء × 2, وهذا هو المكان الذي ياتي فيه 12. حسنا؟ لا يمكنك الحصول علي مجموعه اخري من 6 داخل 122. لقد ذهبت بعيدا جدا بالفعل. عمل جيد لشرح ذلك، الطالب T. كان لديك 132. علي الرغم من انك مثل، حسنا، انا فقط بحاجه الي 2 اكثر،ولكنك لا تفعل 2 اكثر. انت تفعل 6 مجموعات، 6 اعضاء × 2 مجموعات. سؤال جيد، علي الرغم من ذلك، لانني متاكد من ان الاخرين لديهم هذا السؤال. الطالب J؟",82,0.0,False
7 times 22?,student,3,0,,,,7 × 22؟,7 × 22؟,1,0.0,False
"6 times 22 for what, honey?",teacher,6,0,,,0.0,6 × 22 ماذا، حبيبي؟,6 × 22 ماذا، حبيبي؟,2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"No.  6 times 22 is 132, and Farmer Brown needed 122 eggs, all right?  Does everybody understand that?  All right.  So sometimes your remainder can be split, like if it was a cookie or a cracker.  And other times your remainder, you need to think about the word problem and you may have to add your remainder. Who remembers in the word problem that you couldn’t take the remainder and add one over, or you couldn’t split it in half.  Anybody remember a word problem from yesterday, where you couldn’t do that.",teacher,92,6,,,1.0,"رقم 6 × 22 هو 132, والفلاح براون يحتاج 122 بيضة, حسنا؟ هل الجميع يفهم ذلك؟ حسنا. لذلك في بعض الأحيان الباقي الخاص بك يمكن تقسيمه, مثل إذا كان كعكة أو كراكر. وفي بعض الأحيان الباقي الخاص بك، تحتاج إلى التفكير في مشكلة الكلمة و قد تضطر إلى إضافة الباقي الخاص بك. من يتذكر في مشكلة الكلمة أنك لم تتمكن من أخذ الباقي وإضافة واحد أكثر، أو كنت لا يمكن تقسيمها إلى النصف. أي شخص يتذكر مشكلة الكلمة من أمس، حيث لم تتمكن من القيام بذلك.","رقم 6 × 22 هو 132, والفلاح براون يحتاج 122 بيضه, حسنا؟ هل الجميع يفهم ذلك؟ حسنا. لذلك في بعض الاحيان الباقي الخاص بك يمكن تقسيمه, مثل اذا كان كعكه او كراكر. وفي بعض الاحيان الباقي الخاص بك، تحتاج الي التفكير في مشكله الكلمه و قد تضطر الي اضافه الباقي الخاص بك. من يتذكر في مشكله الكلمه انك لم تتمكن من اخذ الباقي واضافه واحد اكثر، او كنت لا يمكن تقسيمها الي النصف. اي شخص يتذكر مشكله الكلمه من امس، حيث لم تتمكن من القيام بذلك.",81,0.011627906976744186,True
