text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
Okay.  She’s saying we have to find the surfaces and the area of the rectangular prism.  Can someone answer that for me? Can someone answer that?  Yes [inaudible].,teacher,28,3,1.0,,0.0,حسناً، إنها تقول أننا يجب أن نجد السطح ومساحة الصورة المستقيمة، هل يمكن لأحد أن يجيب لي؟ هل يمكن لأحد أن يجيب على ذلك؟,حسنا، انها تقول اننا يجب ان نجد السطح ومساحه الصوره المستقيمه، هل يمكن لاحد ان يجيب لي؟ هل يمكن لاحد ان يجيب علي ذلك؟,24,0.0,False
You also have to find the volume.  You have to find the [inaudible].,student,13,1,,0.0,,عليك أيضاً العثور على الصوت يجب عليك العثور على الصوت,عليك ايضا العثور علي الصوت يجب عليك العثور علي الصوت,10,0.0,False
"Okay, what Student W said – okay.  We have to find the length, the width, and the height.  So before we can find the surface area, we have to figure out what is the length, what is the width. We have to find out – what [inaudible], if we want.  What word describes length, width, and height?  What’s that word I’m looking for?  What one word describes length, width, and height?  Yes.  Starts with a D.",teacher,76,6,1.0,,0.0,حسناً، ما قاله الطالب W  حسناً. علينا العثور على الطول، والعرض، والارتفاع. لذا قبل أن نجد مساحة السطح، علينا معرفة ما هو الطول، وما هو العرض. علينا معرفة  ما [غير مسموع] ، إذا أردنا. ما هي الكلمة التي تصف الطول، والعرض، والارتفاع؟ ما هي تلك الكلمة التي أبحث عنها؟ ما هي الكلمة التي تصف الطول، والعرض، والارتفاع؟ نعم. تبدأ بـ D.,حسنا، ما قاله الطالب W حسنا. علينا العثور علي الطول، والعرض، والارتفاع. لذا قبل ان نجد مساحه السطح، علينا معرفه ما هو الطول، وما هو العرض. علينا معرفه ما [غير مسموع] ، اذا اردنا. ما هي الكلمه التي تصف الطول، والعرض، والارتفاع؟ ما هي تلك الكلمه التي ابحث عنها؟ ما هي الكلمه التي تصف الطول، والعرض، والارتفاع؟ نعم. تبدا ب D.,59,0.01639344262295082,True
Dimension.,multiple students,1,1,,,,الأبعاد,الابعاد,1,0.0,False
"Dimensions.  Dimension.  [Inaudible] we need to find the dimensions of the prism, okay?  So what I want you to do as a group – I’m going to give each group a rectangular prism. Why is it called a rectangular prism?  Student J?",teacher,42,8,,,1.0,الأبعاد. الأبعاد. [غير مسموع] نحن بحاجة إلى العثور على أبعاد الصورة، حسناً؟ لذلك ما أريده منك أن تفعله كمجموعة  سأعطى كل مجموعة بصورة مستطيلة. لماذا تسمى بصورة مستطيلة؟ الطالب J؟,الابعاد. الابعاد. [غير مسموع] نحن بحاجه الي العثور علي ابعاد الصوره، حسنا؟ لذلك ما اريده منك ان تفعله كمجموعه ساعطي كل مجموعه بصوره مستطيله. لماذا تسمي بصوره مستطيله؟ الطالب J؟,30,0.0,False
It’s a 3-D shape and then [inaudible] rectangles.,student,8,1,,0.0,,إنه شكل ثلاثي الأبعاد ثم مستطيل,انه شكل ثلاثي الابعاد ثم مستطيل,6,0.16666666666666666,True
Okay.  It’s a 3-D shape and the base is a –?,teacher,11,0,1.0,,0.0,حسناً، إنه شكل ثلاثي الأبعاد والقاعدة هي ؟,حسنا، انه شكل ثلاثي الابعاد والقاعده هي ؟,8,0.0,False
Rectangle.,multiple students,1,1,,,,مستطيل,مستطيل,1,1.0,True
"Rectangle.  Okay.  So I’m giving each group a rectangular prism.  You will work as a group to find how many stamps – everyone listen – find how many stamps of surface area of the rectangular prism.  Do not take it apart, please.  It’s not a toy, remember.  Each group has a rectangular prism. Yes?",teacher,54,9,,,0.0,مستطيل. حسناً. لذلك سأعطى لكل مجموعة نظرية مستطيلة. ستعملون كمجموعة للعثور على عدد العلامات  الجميع يستمعون  العثور على عدد العلامات من المساحة السطحية من نظرية مستطيلة. لا تفكرها، من فضلكم. انها ليست لعبة، تذكروا. كل مجموعة لديها نظرية مستطيلة. نعم.,مستطيل. حسنا. لذلك ساعطي لكل مجموعه نظريه مستطيله. ستعملون كمجموعه للعثور علي عدد العلامات الجميع يستمعون العثور علي عدد العلامات من المساحه السطحيه من نظريه مستطيله. لا تفكرها، من فضلكم. انها ليست لعبه، تذكروا. كل مجموعه لديها نظريه مستطيله. نعم.,40,0.0,False
"Do you mean that [inaudible] both sides, the length, the width, and the height [inaudible].",student,15,1,,0.0,,هل تعني أن الجانبين الطويل والعريض والارتفاع غير مسموعين؟,هل تعني ان الجانبين الطويل والعريض والارتفاع غير مسموعين؟,9,0.0,False
"Okay.  Remember, you’re working together. In addition to the rectangular prism, I am going to give each group a piece of chart paper, and you have to show me how you figured out the answer.  Each group will have a chart paper.  So many faces again does this rectangular prism have?",teacher,51,5,0.0,,0.0,حسناً، تذكرون، إنكم تعملون معاً. بالإضافة إلى الصورة المستقيمة، سأعطى لكل مجموعة قطعة من ورقة الرسم البياني، وعليك أن تريني كيف اكتشفت الإجابة. كل مجموعة سيكون لها ورقة الرسم البياني.,حسنا، تذكرون، انكم تعملون معا. بالاضافه الي الصوره المستقيمه، ساعطي لكل مجموعه قطعه من ورقه الرسم البياني، وعليك ان تريني كيف اكتشفت الاجابه. كل مجموعه سيكون لها ورقه الرسم البياني.,30,0.0,False
Six.,multiple students,1,0,,,,ستة.,سته.,1,0.0,False
"Six faces.  So we’re going to figure out how many stamps it will take to cover the entire rectangular prism.  Okay?  I will give you a piece of paper.  You have to show me how you solved the problem. [Inaudible] one, two, three, four.  [Inaudible.]",teacher,45,2,,,0.0,ستة وجوه. لذلك نحن ذاهبون لمعرفة كم من الطوابع ستحتاج إلى تغطية كل prism مستطيل. حسنا؟ سأعطيك قطعة من الورق. عليك أن تظهر لي كيف حل المشكلة. [لا يمكن سماع] واحد، اثنان، ثلاثة، أربعة. [لا يمكن سماع],سته وجوه. لذلك نحن ذاهبون لمعرفه كم من الطوابع ستحتاج الي تغطيه كل prism مستطيل. حسنا؟ ساعطيك قطعه من الورق. عليك ان تظهر لي كيف حل المشكله. [لا يمكن سماع] واحد، اثنان، ثلاثه، اربعه. [لا يمكن سماع],36,0.05405405405405406,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
We’re finding the surface area.  [Inaudible] area.,teacher,7,3,,,0.0,نحن نعثر على مساحة السطح.,نحن نعثر علي مساحه السطح.,5,0.2,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.] Okay.  Someone should be taking notes.,teacher,7,0,,,0.0,حسناً، يجب أن يكتب أحدهم ملاحظات,حسنا، يجب ان يكتب احدهم ملاحظات,6,0.0,False
"I will, because [inaudible].",student,4,0,,,,سأفعل، لأن [غير مسموع].,سافعل، لان [غير مسموع].,4,0.0,False
"[Inaudible] ideas.  Let’s see what I have here.  Working together as a group.  That means all four of you, working together.  [Inaudible.]",teacher,22,0,,,0.0,دعونا نرى ما لدي هنا، العمل معاً كمجموعة، وهذا يعني أنكم الأربعة تعملون معاً.,دعونا نري ما لدي هنا، العمل معا كمجموعه، وهذا يعني انكم الاربعه تعملون معا.,14,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.],teacher,1,0,,,0.0,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.],teacher,1,0,,,0.0,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible] the surface area of any prism. [Inaudible.]  What does 3 represent?,teacher,12,3,,,0.0,[لا يمكن سماعها] مساحة سطح أي نظارة. [لا يمكن سماعها.] ماذا يمثل 3؟,[لا يمكن سماعها] مساحه سطح اي نظاره. [لا يمكن سماعها.] ماذا يمثل 3؟,13,0.15384615384615385,True
The length?  The width?  The length?,student,6,2,,,,الطول، العرض، الطول؟,الطول، العرض، الطول؟,3,0.0,False
The width.  What does the 4 represent?,teacher,7,0,1.0,,0.0,العرض، ماذا يمثل الرابع؟,العرض، ماذا يمثل الرابع؟,4,0.0,False
The length.,student,2,1,,,,الطول.,الطول.,1,0.0,False
Okay.  So what does the 12 represent?,teacher,7,0,,,1.0,حسناً، ما الذي يمثل 12؟,حسنا، ما الذي يمثل 12؟,5,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Wait a minute.  You multiply the length by the width, so what does the 12 represent?  What happened [inaudible]?",teacher,19,2,,,0.0,انتظر لحظة، تضاعف الطول بالعرض، ما الذي يمثل 12؟ ماذا حدث؟,انتظر لحظه، تضاعف الطول بالعرض، ما الذي يمثل 12؟ ماذا حدث؟,11,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
So you multiply by the length by the width. What are we finding?,teacher,13,2,,,0.0,اذا تضاعف بالطول بالعرض ما الذي نجده؟,اذا تضاعف بالطول بالعرض ما الذي نجده؟,7,0.0,False
Area.,student,1,1,,,,المنطقة,المنطقه,1,0.0,False
"Thank you.  Okay.  So, now that we have this, and that represents area, [inaudible] multiply that by 3? [Inaudible.]  One surface, one surface.  [Inaudible.]",teacher,24,2,,,0.0,شكراً. حسناً، الآن لدينا هذا، وهذا يمثل المساحة، [غير مسموع] مضاعفة ذلك بـ 3؟ [غير مسموع] سطح واحد، سطح واحد. [غير مسموع],شكرا. حسنا، الان لدينا هذا، وهذا يمثل المساحه، [غير مسموع] مضاعفه ذلك ب 3؟ [غير مسموع] سطح واحد، سطح واحد. [غير مسموع],22,0.09090909090909091,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
It does.  So why do you think [inaudible].,teacher,8,0,,,1.0,-إنه كذلك، فلماذا تظنين ذلك؟,-انه كذلك، فلماذا تظنين ذلك؟,5,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Wait a minute.  This surface [inaudible] prism height again?,teacher,9,1,,,0.0,انتظر لحظة، هذا ارتفاع البرازما السطحي مجدداً؟,انتظر لحظه، هذا ارتفاع البرازما السطحي مجددا؟,7,0.14285714285714285,True
6.,multiple students,1,0,,,,6 .,6 .,0,0.0,False
So that’s [inaudible]?,teacher,3,0,,,0.0,إذاً هذا (غير قابل للسمع) ؟,اذا هذا (غير قابل للسمع) ؟,6,0.0,False
[Inaudible.] [Inaudible.],multiple students,2,0,,,,[غير مسموع] [غير مسموع],[غير مسموع] [غير مسموع],4,0.0,False
[Inaudible.] [Inaudible.],teacher,2,0,,,0.0,[غير مسموع] [غير مسموع],[غير مسموع] [غير مسموع],4,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"What did I say, Miss [inaudible]? What do you guys say, when you multiply 12 by 3?  What did I say?  Remember, I said, how many [inaudible] do you have that has 12 [inaudible]?  Remember, [inaudible] has two surfaces, so what happened to these two surfaces? [Inaudible] this surface?  Is it hard?  Is it [inaudible]? Student J?  [Inaudible] again.  How many square units?  How many stamps?  If I [inaudible], how many stamps would you need?  Only 6?  9?  Okay.  So how many stamps would you need to cover this [inaudible]? So, [inaudible] like this, by 6?  [Inaudible.]",teacher,97,3,,,1.0,ماذا قلت يا آنسة [غير مسموعة]؟ ماذا تقولون يا رفاق عندما تضربون 12 ب 3؟ ماذا قلت؟ تذكر، قلت، كم عدد [غير مسموعة] لديك التي لديها 12 [غير مسموعة]؟ تذكر، [غير مسموعة] لديها سطحين، فماذا حدث لهذه السطحين؟ [غير مسموعة] هذه السطح؟ هل صعبة؟ [غير مسموعة]؟ هل هو [غير مسموعة]؟ الطالب J؟ [غير مسموعة] مرة أخرى. كم وحدة مربعة؟ كم طوابع؟ إذا أنا [غير مسموعة] ، كم طوابع ستحتاج؟ فقط 6؟ 9؟ حسناً.,ماذا قلت يا انسه [غير مسموعه]؟ ماذا تقولون يا رفاق عندما تضربون 12 ب 3؟ ماذا قلت؟ تذكر، قلت، كم عدد [غير مسموعه] لديك التي لديها 12 [غير مسموعه]؟ تذكر، [غير مسموعه] لديها سطحين، فماذا حدث لهذه السطحين؟ [غير مسموعه] هذه السطح؟ هل صعبه؟ [غير مسموعه]؟ هل هو [غير مسموعه]؟ الطالب J؟ [غير مسموعه] مره اخري. كم وحده مربعه؟ كم طوابع؟ اذا انا [غير مسموعه] ، كم طوابع ستحتاج؟ فقط 6؟ 9؟ حسنا.,75,0.0136986301369863,True
Three.  Four.,student,2,0,,,,ثلاثة، أربعة,ثلاثه، اربعه,2,0.5,True
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.]  Is this 3 by 3 as well?,teacher,8,0,,,0.0,هَلْ هَذَا 3 على 3 أيضاً؟,هل هذا 3 علي 3 ايضا؟,4,0.0,False
This is a cube.,student,4,1,,,,هذا مكعب,هذا مكعب,2,0.5,True
"12 by 3.  [Inaudible.]  The surface area, I’m making stamps [inaudible].  How many stamps – no talking when I’m talking.  How many stamps [inaudible].",teacher,24,2,,,0.0,مساحة السطح، أنا أقوم بإنشاء طوابع، كم طوابع لا تتحدث عندما أتحدث، كم طوابع.,مساحه السطح، انا اقوم بانشاء طوابع، كم طوابع لا تتحدث عندما اتحدث، كم طوابع.,14,0.07142857142857142,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
[Inaudible.] [Inaudible.] [Inaudible.] [Inaudible.] [Inaudible.],multiple students,5,0,,,,[غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع],[غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع] [غير مسموع],12,0.0,False
Hold on for a moment.  [Inaudible.],teacher,6,0,1.0,,0.0,انتظر لحظة.,انتظر لحظه.,2,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
Okay everyone.,teacher,2,0,,,0.0,حسناً، الجميع,حسنا، الجميع,2,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Okay.  Everyone has a [inaudible].  I need everyone’s attention.  Student A, I’m waiting for you.  Student D, I’m waiting for your attention.  Student Q, I’m waiting for your attention.  [Inaudible], focus.  Okay.  So we have a prism. How many stamps will it take to cover the entire prism?  Raise your hands.  How many stamps will it take to cover the entire prism?  Are you paying attention over there?  Okay.  42. What are the dimensions again, everyone?",teacher,76,4,,,0.0,حسناً. كل شخص لديه [لا يسمعه]. أحتاج إلى إنتباه الجميع. الطالب A، أنا أنتظرك. الطالب D، أنا أنتظر إنتباهك. الطالب Q، أنا أنتظر إنتباهك. [لا يسمعه]، التركيز. حسناً. لدينا نظاماً. كم عدد العلامات التي ستحتاج إلى تغطية نظاماً كاملاً؟ ارفعوا أيديكم. كم عدد العلامات التي ستحتاج إلى تغطية نظاماً كاملاً؟,حسنا. كل شخص لديه [لا يسمعه]. احتاج الي انتباه الجميع. الطالب A، انا انتظرك. الطالب D، انا انتظر انتباهك. الطالب Q، انا انتظر انتباهك. [لا يسمعه]، التركيز. حسنا. لدينا نظاما. كم عدد العلامات التي ستحتاج الي تغطيه نظاما كاملا؟ ارفعوا ايديكم. كم عدد العلامات التي ستحتاج الي تغطيه نظاما كاملا؟,51,0.0,False
[Inaudible.],multiple students,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
What is it?,teacher,3,0,,,0.0,-ما الأمر؟,-ما الامر؟,2,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"[Inaudible] attention, especially you, Student Q.  And Student D, I really need your attention, because for the next activity, you will have to work in pairs to find the surface area of two rectangular prisms.  And I need you to focus and pay attention so that you can be successful in finding the answer. So everyone, look at your prism.  What are the dimensions?",teacher,64,6,,,0.0,الانتباه، خاصة أنت، الطالب Q، والطالب D، أنا حقا بحاجة إلى انتباهك، لأن للنشاط التالي، سيكون لديك للعمل في أزواج للعثور على المساحة السطحية من prisms مستطيلين. وأنا بحاجة إلى التركيز والاهتمام حتى تتمكن من النجاح في العثور على الإجابة.,الانتباه، خاصه انت، الطالب Q، والطالب D، انا حقا بحاجه الي انتباهك، لان للنشاط التالي، سيكون لديك للعمل في ازواج للعثور علي المساحه السطحيه من prisms مستطيلين. وانا بحاجه الي التركيز والاهتمام حتي تتمكن من النجاح في العثور علي الاجابه.,39,0.0,False
6.,student,1,0,,,,6 .,6 .,0,0.0,False
"Remember, I’m looking for dimensions.  Look at your prisms right now.  What is it?",teacher,14,2,,,0.0,تذكر، أنا أبحث عن أبعاد أنظر إلى نظاراتك الآن ما هي؟,تذكر، انا ابحث عن ابعاد انظر الي نظاراتك الان ما هي؟,11,0.0,False
12.,student,1,0,,,,12,12,0,0.0,False
"Dimensions, everyone.  What is the length?  [Inaudible.]",teacher,7,2,,,0.0,الأبعاد، الجميع، ما هو الطول؟,الابعاد، الجميع، ما هو الطول؟,5,0.0,False
3. 24.,student,2,0,,,,3. 24.,3. 24.,0,0.0,False
Okay.  [Inaudible.]  What’s the width?,teacher,5,0,,,0.0,حسناً، ما هو العرض؟,حسنا، ما هو العرض؟,4,0.0,False
3.,student,1,0,,,,3 .,3 .,0,0.0,False
3 square units.  And the height?,teacher,6,2,,,0.0,ثلاث وحدات مربعة، والارتفاع؟,ثلاث وحدات مربعه، والارتفاع؟,4,0.0,False
Is 3.,student,2,0,,,,هو 3,هو 3,1,0.0,False
3 square units.,teacher,3,2,,,0.0,ثلاث وحدات مربعة,ثلاث وحدات مربعه,3,0.0,False
"[Inaudible.]  So 3 times 4 is 12, times 3 is –.",student,11,0,,0.0,,اذاً 3 × 4 = 12 × 3 = ,اذا 3 × 4 = 12 × 3 =,1,0.0,False
"Okay.  If you covered the entire [inaudible] with the stamps, the stamp [inaudible] square unit, how many square units did you figure out it will take? [0:28:00]",teacher,27,4,1.0,,0.0,حسناً، إذا غطيت الطوابع بأكملها، الطوابع المربعة، كم عدد الطوابع المربعة التي ستحتاجها؟,حسنا، اذا غطيت الطوابع باكملها، الطوابع المربعه، كم عدد الطوابع المربعه التي ستحتاجها؟,13,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"What do you have, Student W?  66 square units.  [Inaudible.] Okay.  Student I was who said it will take 42 square units.",teacher,22,4,,,0.0,ماذا لديك، الطالب W؟ 66 وحدة مربعة. حسناً. الطالب الأول الذي قال أنه سيستغرق 42 وحدة مربعة.,ماذا لديك، الطالب W؟ 66 وحده مربعه. حسنا. الطالب الاول الذي قال انه سيستغرق 42 وحده مربعه.,15,0.11764705882352941,True
"No, I said that.",student,4,0,,,,لا، أنا قلت ذلك.,لا، انا قلت ذلك.,4,0.0,False
"Okay, well, that’s [inaudible].  You’re good.",teacher,6,0,,,0.0,حسناً، هذا غير قابل للسمعة أنتِ جيدة,حسنا، هذا غير قابل للسمعه انت جيده,7,0.0,False
He said 76.,student,3,0,,,,قال 76,قال 76,1,0.0,False
"76.  And this would explain to me how you figured it out.  I need a speaker for this [inaudible], and you’re going to explain to me how you figured it out.  Okay, everyone is listening right now.  Okay, how did you figure it out, Student K?",teacher,46,0,,,1.0,و هذا سيشرح لي كيف اكتشفت ذلك. أنا بحاجة إلى متحدث لهذا، وأنت ستشرح لي كيف اكتشفت ذلك. حسنا، الجميع يستمعون الآن. حسنا، كيف اكتشفت ذلك، الطالب ك؟,و هذا سيشرح لي كيف اكتشفت ذلك. انا بحاجه الي متحدث لهذا، وانت ستشرح لي كيف اكتشفت ذلك. حسنا، الجميع يستمعون الان. حسنا، كيف اكتشفت ذلك، الطالب ك؟,28,0.0,False
"We counted the whole [inaudible], and then we got 12.",student,10,1,,0.0,,لقد عدنا كل شيء، ثم وصلنا إلى 12,لقد عدنا كل شيء، ثم وصلنا الي 12,7,0.0,False
"Okay.  Everyone listen.  Student D, you’re not paying attention, please.  Okay.  Hold on for one minute.  Student K said we counted the number of 12 units for the [inaudible] side, okay?  How many square units was that?",teacher,37,3,1.0,,0.0,حسناً، اسمعوا جميعاً، الطالب (د) ، أنت لا تستمع، رجاءً، حسناً، إنتظر لحظة، الطالب (ك) قال أننا عدنا عدد 12 وحدة للجانب غير السمعي، حسناً، كم عدد الوحدات المربعة تلك؟,حسنا، اسمعوا جميعا، الطالب (د) ، انت لا تستمع، رجاء، حسنا، انتظر لحظه، الطالب (ك) قال اننا عدنا عدد 12 وحده للجانب غير السمعي، حسنا، كم عدد الوحدات المربعه تلك؟,29,0.03333333333333333,True
