text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Yeah.  Nice job, Student O.  There are 12 parts.  So I want you to imagine that the minute hand is stuck on the 12.  The hour hand is the only hand that moves.  The hour hand moves and it’s stopped on the 1.  What fraction of our clock moved?  Student P?",teacher,51,1,,,0.0,نعم. عمل جيد، الطالب O. هناك 12 جزءا. لذلك أريدك أن تتخيل أن يد دقيقة عالقة على 12. يد الساعة هي اليد الوحيدة التي تتحرك. يد الساعة تتحرك وتوقف على 1.,نعم. عمل جيد، الطالب O. هناك 12 جزءا. لذلك اريدك ان تتخيل ان يد دقيقه عالقه علي 12. يد الساعه هي اليد الوحيده التي تتحرك. يد الساعه تتحرك وتوقف علي 1.,27,0.0,False
One-twelfth.,student,1,0,,,,واحد اثنا عشر.,واحد اثنا عشر.,3,0.0,False
"One-twelfth.  Excellent.  Now, my hour hand moved and stopped on the 3.  What fraction did my hour hand move?",teacher,19,1,,,0.0,واحد اثنا عشر. ممتاز. الآن، يدي الساعة تحرك وتوقفت على الثالثة.,واحد اثنا عشر. ممتاز. الان، يدي الساعه تحرك وتوقفت علي الثالثه.,11,0.0,False
One-fourth.,student,1,0,,,,ربع واحد.,ربع واحد.,2,0.5,True
So you say one-fourth.  Is there another answer?  Student F?,teacher,10,0,,,0.0,إذاً قلت ربع، هل هناك إجابة أخرى؟,اذا قلت ربع، هل هناك اجابه اخري؟,7,0.0,False
One-third?,student,1,0,,,,ثلث؟,ثلث؟,1,0.0,False
"Not one-third.  Thinking about this as a whole, a whole [inaudible].  Student K?",teacher,13,2,,,0.0,ليس ثلثاً، إن فكرت بهذا ككل، فكل شيء غير قابل للسمعة.,ليس ثلثا، ان فكرت بهذا ككل، فكل شيء غير قابل للسمعه.,11,0.0,False
One-fourth?,student,1,0,,,,ربع؟,ربع؟,1,0.0,False
"So you’re saying that this is three-twelfths, Student K?",teacher,9,0,,,0.0,إذاً أنتِ تقولين أن هذا ثلاثة اثني عشر، الطالب كيه؟,اذا انت تقولين ان هذا ثلاثه اثني عشر، الطالب كيه؟,10,0.1,True
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
And Student D says that this is one-fourth.  I want you to talk for about 20 seconds and decide who is correct. Okay.  Who is correct?  Student B?,teacher,28,0,,,0.0,الطالب (د) يقول أن هذا هو ربع، أريدك أن تتحدث لمدة 20 ثانية وتقرر من على حق. حسناً، من على حق؟ الطالب (ب) ؟,الطالب (د) يقول ان هذا هو ربع، اريدك ان تتحدث لمده 20 ثانيه وتقرر من علي حق. حسنا، من علي حق؟ الطالب (ب) ؟,23,0.0,False
Both.,student,1,0,,,,كلاهما.,كلاهما.,1,0.0,False
They’re both correct.  Explain to me why.  Justify your answer.,teacher,10,0,,,1.0,كلاهما على حق أوضح لي السبب وبرر إجابتك,كلاهما علي حق اوضح لي السبب وبرر اجابتك,8,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Three-twelfths equals one-fourth.  So we move three-twelfths around the clock and we move one-fourth.  Now, how many minutes have gone by?  How many minutes on my clock have gone by?  Student J?",teacher,32,0,,,0.0,ثلاثة اثنا عشر يساوي ربع. لذلك نقوم بتحريك ثلاثة اثنا عشر حول الساعة ونحن نقوم بتحريك ربع. الآن، كم دقيقة مضت؟ كم دقيقة على ساعتي مضت؟ الطالب J؟,ثلاثه اثنا عشر يساوي ربع. لذلك نقوم بتحريك ثلاثه اثنا عشر حول الساعه ونحن نقوم بتحريك ربع. الان، كم دقيقه مضت؟ كم دقيقه علي ساعتي مضت؟ الطالب J؟,28,0.25,True
15.,student,1,0,,,,15.,15.,0,0.0,False
"15 minutes have gone by.  My whole has changed, though, so 15 minutes out of how many minutes have gone by?  15 minutes out of how many minutes?  So we moved three twelfths around the clock.  We’ve also moved one-fourth, which means those two fractions are equal.  They are equivalent fractions. Student K?",teacher,53,3,,,0.0,لقد مضت 15 دقيقة. لقد تغيرت مجموعي، لذلك 15 دقيقة من عدد الدقائق التي مضت؟ 15 دقيقة من عدد الدقائق؟ لذلك نقلنا ثلاثة اثني عشر حول الساعة. لقد نقلنا أيضا ربع واحد، مما يعني أن هذين الكسورين متساوين. هم كسور متساوية. الطالب ك؟,لقد مضت 15 دقيقه. لقد تغيرت مجموعي، لذلك 15 دقيقه من عدد الدقائق التي مضت؟ 15 دقيقه من عدد الدقائق؟ لذلك نقلنا ثلاثه اثني عشر حول الساعه. لقد نقلنا ايضا ربع واحد، مما يعني ان هذين الكسورين متساوين. هم كسور متساويه. الطالب ك؟,40,0.09302325581395349,True
60.,student,1,0,,,,الـ60,ال60,1,0.0,False
"60 minutes.  There are 60 minutes in an hour.  I’m going to be passing around a clock right now.  Paper passers.  You’re not cutting it out, no.  You’re just actually using this just as a tool to help you find the next fraction. So just write your name on this.  Is there anyone who did not get a clock?  Student K did not get one.  Okay.  So again, I want you to think about the hour hand not moving, it’s broken, it’s stuck, and it’s stuck on the 12.  I want you to imagine the hour hand moving one-third around this clock. One-third around the clock.  Where would my hour hand stop – and I want you to actually draw it on your clock.  So here I’m at one whole.  Now I’m going to move one-third around my clock, which means that this clock is going to be broken up into thirds.  Where is one-third? [0:12:18] Student J, go ahead and show us what one-third looks like on our clock.  You can draw it on the transparency.  How did you know that that was one-third?  What did you determine to get that answer?",teacher,193,2,,,0.0,60 دقيقة. هناك 60 دقيقة في الساعة. سأقوم بتجول الساعة الآن. متجولون الورق. أنت لا تقطعها، لا. أنت فقط في الواقع تستخدم هذا فقط كأداة لمساعدتك في العثور على الجزء التالي. لذا فقط اكتب اسمك على هذا. هل هناك أي شخص لم يحصل على ساعة؟ الطالب ك لم يحصل على واحدة. حسناً. مرة أخرى، أريدك أن تفكر في يد لا تتحرك، إنها مكسورة، إنها عالقة، وهي عالقة على 12. أريدك أن تتخيل يد الساعة تتحرك ثلثًا حول هذه الساعة. ثلثًا حول الساعة. أين ستوقف ساعتي  وأريدك أن ترسمها حول ساعتك. لذا أنا هنا في واحد كامل. الآن سأحرك ثلثًا، ما هي ساعتي، وهذا يعني أنه سيتحطم، إنها عالقة، وكيف يمكنك أن ترسم ثلثًا؟,60 دقيقه. هناك 60 دقيقه في الساعه. ساقوم بتجول الساعه الان. متجولون الورق. انت لا تقطعها، لا. انت فقط في الواقع تستخدم هذا فقط كاداه لمساعدتك في العثور علي الجزء التالي. لذا فقط اكتب اسمك علي هذا. هل هناك اي شخص لم يحصل علي ساعه؟ الطالب ك لم يحصل علي واحده. حسنا. مره اخري، اريدك ان تفكر في يد لا تتحرك، انها مكسوره، انها عالقه، وهي عالقه علي 12. اريدك ان تتخيل يد الساعه تتحرك ثلثا حول هذه الساعه. ثلثا حول الساعه. اين ستوقف ساعتي واريدك ان ترسمها حول ساعتك. لذا انا هنا في واحد كامل. الان ساحرك ثلثا، ما هي ساعتي، وهذا يعني انه سيتحطم، انها عالقه، وكيف يمكنك ان ترسم ثلثا؟,110,0.0,False
[Inaudible] because I know 4 times 3 equals 12.,student,9,0,,1.0,,[غير قابل للسمع] لأنني أعرف 4 × 3 يساوي 12.,[غير قابل للسمع] لانني اعرف 4 × 3 يساوي 12.,6,0.1,True
"So you multiplied 3 by 4 by 4 three times and you got 12.  So what is another equivalent fraction to one-third?  What is one-third also equal to?  Looking at our clock, what is one- third.  So you’re telling me – and Student J, you are correct.  So I just want to show you that Student J is correct.  This is equal to one-third.  What else is it equal to?  Student J?",teacher,72,2,1.0,,1.0,اذا ضربت 3 × 4 × 4 3 مرات و حصلت على 12 اذا ما هو جزء معادل آخر لثلث؟ ما هو الثلث يساوي أيضا؟ بالنظر إلى الساعة لدينا، ما هو الثلث. اذا كنت تقول لي  و الطالب J، كنت على حق. لذلك أريد فقط أن أريك أن الطالب J هو على حق. هذا يساوي الثلث. ما هو يساوي أيضا؟ الطالب J؟,اذا ضربت 3 × 4 × 4 3 مرات و حصلت علي 12 اذا ما هو جزء معادل اخر لثلث؟ ما هو الثلث يساوي ايضا؟ بالنظر الي الساعه لدينا، ما هو الثلث. اذا كنت تقول لي و الطالب J، كنت علي حق. لذلك اريد فقط ان اريك ان الطالب J هو علي حق. هذا يساوي الثلث. ما هو يساوي ايضا؟ الطالب J؟,54,0.04838709677419355,True
Four-twelfths.,student,1,0,,,,أربعة اثنا عشر.,اربعه اثنا عشر.,3,0.3333333333333333,True
"Four-twelfths.  How many minutes have gone by?  How many minutes have gone by, Student K?",teacher,15,0,,,0.0,أربعة اثنا عشر، كم دقيقة مضت؟,اربعه اثنا عشر، كم دقيقه مضت؟,6,0.16666666666666666,True
20.,student,1,0,,,,عشرون,عشرون,1,1.0,True
20.  What would my fraction be?  Twenty what?,teacher,8,1,,,0.0,ما هو جزءي؟,ما هو جزءي؟,3,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Sixtieths.  So all of these fractions are equivalent.  I’m just curious.  What is two-thirds equal to on my clock?  What is two-thirds equal to?  I already know what one third is.  I know that this is equal to one-third.  What is two-thirds equal to?  If I take that much out of my clock, if I cut that out, I know that this represents one-third.  So what would another third be?  What other equivalent fraction is one-third?  So what would one-third plus one-third be, Student B?",teacher,85,3,,,0.0,"الستينات. اذا كل هذه الكسور متساوية. انا فقط فضولي. ما هو الثلثين يساوي على ساعتي؟ ما هو الثلثين يساوي؟ انا اعرف بالفعل ما هو الثلث. انا اعرف ان هذا يساوي الثلث. ما هو الثلثين يساوي؟ اذا اخذت هذا الكثير من ساعتي, اذا قطعت ذلك, انا اعرف ان هذا يمثل الثلث. اذا ما سيكون الثلث الاخر؟ ما هو الثلث المكافئ الاخر؟ اذا ما سيكون الثلث زائد الثلث الاخر, الطالب ب؟","الستينات. اذا كل هذه الكسور متساويه. انا فقط فضولي. ما هو الثلثين يساوي علي ساعتي؟ ما هو الثلثين يساوي؟ انا اعرف بالفعل ما هو الثلث. انا اعرف ان هذا يساوي الثلث. ما هو الثلثين يساوي؟ اذا اخذت هذا الكثير من ساعتي, اذا قطعت ذلك, انا اعرف ان هذا يمثل الثلث. اذا ما سيكون الثلث الاخر؟ ما هو الثلث المكافئ الاخر؟ اذا ما سيكون الثلث زائد الثلث الاخر, الطالب ب؟",69,0.043478260869565216,True
Eight-twelfths.,student,1,0,,,,ثمانية اثنا عشر.,ثمانيه اثنا عشر.,3,0.3333333333333333,True
"Eight-twelfths. So here again, here is another third.  If I add these two together, what do I get?  Student J?  Eight- twelfths.  Student B said eight-twelfths.  What else is it equal to?",teacher,32,1,,,1.0,ثمانية اثنا عشر. هنا مرة أخرى، هنا ثالث آخر. إذا أضفت هذين الاثنين معا، ما الذي أحصل عليه؟ الطالب J؟ ثمانية اثنا عشر. الطالب B قال ثمانية اثنا عشر. ما هو يساوي أيضا؟,ثمانيه اثنا عشر. هنا مره اخري، هنا ثالث اخر. اذا اضفت هذين الاثنين معا، ما الذي احصل عليه؟ الطالب J؟ ثمانيه اثنا عشر. الطالب B قال ثمانيه اثنا عشر. ما هو يساوي ايضا؟,32,0.12121212121212122,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"It equals forty-sixtieths, but equals one-third plus one-third is what?",teacher,10,0,,,0.0,انها تساوي أربعين وستين، ولكن تساوي واحد ثلث زائد واحد ثلث ما هو؟,انها تساوي اربعين وستين، ولكن تساوي واحد ثلث زائد واحد ثلث ما هو؟,13,0.23076923076923078,True
Two-thirds?,multiple students,1,0,,,,ثلثين؟,ثلثين؟,1,0.0,False
"Two-thirds is equal to eight-twelfths.  Open up your big math book, please, to page 37.  Unit 4, page 37.  And on page 37 you’re going to see a lot of mini clocks, lots of little clocks. And what you’re going to do is you’re going to be working with partners in the room – you will not be leaving the classroom – and you’re going to find the fractions for each clock.  So let’s take a look at number one.  Let’s do number one together.  That clock represents what fraction, Student O?  Number one represents what fraction?",teacher,97,4,,,0.0,ثلثين يساوي ثمانية اثني عشر. افتح كتابك الكبير في الرياضيات، من فضلك، إلى الصفحة 37. الوحدة 4، الصفحة 37. وفي الصفحة 37 سترى الكثير من الساعات الصغيرة، الكثير من الساعات الصغيرة. وما ستفعله هو أنك ستعمل مع الشركاء في الغرفة. لن تغادر الفصول الدراسية. وستجد الكسور لكل ساعة. لذا دعونا نلقي نظرة على رقم واحد. دعونا نفعل رقم واحد معا. هذه الساعة تمثل أي كسر، الطالب O؟ رقم واحد تمثل أي كسر؟,ثلثين يساوي ثمانيه اثني عشر. افتح كتابك الكبير في الرياضيات، من فضلك، الي الصفحه 37. الوحده 4، الصفحه 37. وفي الصفحه 37 ستري الكثير من الساعات الصغيره، الكثير من الساعات الصغيره. وما ستفعله هو انك ستعمل مع الشركاء في الغرفه. لن تغادر الفصول الدراسيه. وستجد الكسور لكل ساعه. لذا دعونا نلقي نظره علي رقم واحد. دعونا نفعل رقم واحد معا. هذه الساعه تمثل اي كسر، الطالب O؟ رقم واحد تمثل اي كسر؟,69,0.027777777777777776,True
One-twelfth?,student,1,0,,,,واحد اثنا عشر؟,واحد اثنا عشر؟,3,0.0,False
"One-twelfth.  So in that square, in that box, I would write one- twelfth.  What else does it represent?  Thinking about how much time has gone by, how much time has gone by.  This is basically saying that one hour out of twelve hours has gone by.  One hour.  How many minutes have gone by, Student M?",teacher,56,1,,,0.0,واحد اثنا عشر. لذلك في هذا المربع، في تلك الصندوق، كنت أكتب واحد اثنا عشر. ماذا يمثل؟ التفكير في كم من الوقت قد مضى، كم من الوقت قد مضى. هذا في الأساس يقول أن ساعة واحدة من اثنا عشر ساعة قد مضت. ساعة واحدة. كم دقيقة قد مضت، الطالب M؟,واحد اثنا عشر. لذلك في هذا المربع، في تلك الصندوق، كنت اكتب واحد اثنا عشر. ماذا يمثل؟ التفكير في كم من الوقت قد مضي، كم من الوقت قد مضي. هذا في الاساس يقول ان ساعه واحده من اثنا عشر ساعه قد مضت. ساعه واحده. كم دقيقه قد مضت، الطالب M؟,50,0.1,True
Five.,student,1,0,,,,خمسة.,خمسه.,1,0.0,False
Five what?,teacher,2,0,,,0.0,خمسة ماذا؟,خمسه ماذا؟,2,0.5,True
Five-sixtieths.,student,1,0,,,,خمسة وستينات.,خمسه وستينات.,2,0.5,True
"So we can say that one-twelfth is also equal to five-sixtieths. Let’s take a look at number two.  What fraction does that clock represent, Student M?",teacher,26,1,,,0.0,لذلك يمكننا أن نقول أن واحد اثنا عشر يساوي خمسة ستينات. دعونا ننظر إلى رقم 2.,لذلك يمكننا ان نقول ان واحد اثنا عشر يساوي خمسه ستينات. دعونا ننظر الي رقم 2.,15,0.25,True
Two-twelfths.,student,1,0,,,,اثنان اثنا عشر.,اثنان اثنا عشر.,3,0.3333333333333333,True
"Two-twelfths.  So right there I would also write two-twelfths. So here’s my two-twelfths.  Does it equal anything else? Two-twelfths, does it equal anything else?  Student B?",teacher,26,0,,,1.0,اثنان اثنا عشر. اذا هنا سوف اكتب اثنان اثنا عشر. اذا هنا اثنان اثنا عشر. هل يساوي أي شيء آخر؟ اثنان اثنا عشر، هل يساوي أي شيء آخر؟ طالب ب؟,اثنان اثنا عشر. اذا هنا سوف اكتب اثنان اثنا عشر. اذا هنا اثنان اثنا عشر. هل يساوي اي شيء اخر؟ اثنان اثنا عشر، هل يساوي اي شيء اخر؟ طالب ب؟,30,0.2,True
One-sixth.,student,1,0,,,,واحد السادس,واحد السادس,2,0.0,False
It equals one-sixth.  How did you know it equaled one-sixth?,teacher,10,0,,,1.0,إنها تساوي 1/6 كيف عرفت أنها تساوي 1/6؟,انها تساوي 1/6 كيف عرفت انها تساوي 1/6؟,7,0.0,False
I know that two-twelfths equals [inaudible] because 6 times 2 equals 12 and [inaudible].,student,14,0,,1.0,,أنا أعرف أن اثنين من الثاني عشر يساوي [غير قابل للسمع] لأن 6 × 2 يساوي 12 و [غير قابل للسمع].,انا اعرف ان اثنين من الثاني عشر يساوي [غير قابل للسمع] لان 6 × 2 يساوي 12 و [غير قابل للسمع].,17,0.14285714285714285,True
I’m sorry.  Say that again.,teacher,5,0,0.0,,0.0,أنا آسفة، قل ذلك مرة أخرى.,انا اسفه، قل ذلك مره اخري.,6,0.0,False
6 times 2 equals 12.,student,5,0,,,,6 × 2 = 12,6 × 2 = 12,0,0.0,False
So because 6 times 2 equals 12 –,teacher,8,0,1.0,,0.0,لذلك لأن 6 × 2 يساوي 12 ,لذلك لان 6 × 2 يساوي 12,3,0.14285714285714285,True
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
"Let’s look at this.  First take a look at this.  We know this. How did we get that?  You’re right, Student B.  You did do something.  You multiplied 6 by 2.  But what did you do to the 12, then, to get 6?",teacher,43,1,,,1.0,دعونا نلقي نظرة على هذا. أولا نلقي نظرة على هذا. نحن نعلم هذا. كيف حصلنا على ذلك؟ أنت محق، الطالب ب. فعلت شيئا. ضربت 6 ب 2. ولكن ماذا فعلت مع 12 ثم، للحصول على 6؟,دعونا نلقي نظره علي هذا. اولا نلقي نظره علي هذا. نحن نعلم هذا. كيف حصلنا علي ذلك؟ انت محق، الطالب ب. فعلت شيئا. ضربت 6 ب 2. ولكن ماذا فعلت مع 12 ثم، للحصول علي 6؟,33,0.0,False
Divided it.,student,2,1,,,,تقسمتها.,تقسمتها.,1,0.0,False
You divided it by 2.  And what did you do up here?,teacher,12,1,,,1.0,وماذا فعلت هنا؟,وماذا فعلت هنا؟,3,0.0,False
Divided it.,student,2,1,,,,تقسمتها.,تقسمتها.,1,0.0,False
"Divide it by 2.  So our equivalent is one-sixth.  How much time has passed, Student A?",teacher,16,2,,,0.0,اذاً ما يعادلنا هو 1/6. كم من الوقت قد مضى، الطالب A؟,اذا ما يعادلنا هو 1/6. كم من الوقت قد مضي، الطالب A؟,11,0.0,False
[Inaudible.],student,1,0,,,,[غير مسموع.],[غير مسموع.],2,0.0,False
10 what?,teacher,2,0,,,1.0,عشرة ماذا؟,عشره ماذا؟,2,0.5,True
Ten-sixtieths.,student,1,0,,,,عشرة الستينات,عشره الستينات,2,0.5,True
