text,speaker,talktime_words,math_density,uptake,student_reasoning,focusing_questions,text_arabic,text_arabic_normalized,talktime_words_arabic,math_density_arabic,has_math_arabic
"Wait a minute, hold on.  Three…",teacher,6,0,,,0.0,انتظر لحظة، انتظر,انتظر لحظه، انتظر,3,0.0,False
30.,student,1,0,,,,ثلاثون,ثلاثون,1,1.0,True
"No, 3, 6, 9, 12.  We’re counting by three. We’re skip counting by three.  3…",teacher,15,0,,,0.0,لا، ثلاثة، ستة، ستة، ستة، إثنان، سنعد إلى ثلاثة، سنغادر العد إلى ثلاثة، ثلاثة...,لا، ثلاثه، سته، سته، سته، اثنان، سنعد الي ثلاثه، سنغادر العد الي ثلاثه، ثلاثه...,14,0.0,False
"6, 9, 12, 15.",multiple students,4,0,,,,6، 9، 12، 15,6، 9، 12، 15,3,0.0,False
You all aren’t paying attention.,teacher,5,0,,,0.0,أنتم جميعاً لا تهتمون,انتم جميعا لا تهتمون,4,0.0,False
"18, 18, 18, 181 21. 24. 27.",student,7,0,,,,18، 18، 18، 181 21، 24. 27.,18، 18، 18، 181 21، 24. 27.,4,0.0,False
27.,teacher,1,0,1.0,,0.0,27.,27.,0,0.0,False
30. 33.,student,2,0,,,,٣٠ ٣٣,٣٠ ٣٣,2,0.0,False
"33, right.  That way we build to the 10th digit.  Let’s start again.  If we add our 10th, then it becomes what? 30… Right? Pay attention.  Hold on.   Hold on, Student K.  30.  Look, look, wait for your turn.  Look at me.",teacher,42,2,,,0.0,33، صحيح، بهذه الطريقة سنبني على الرقم العاشر، دعونا نبدأ من جديد، إذا أضفنا الرقم العاشر، ثم يصبح ماذا؟ 30... صحيح؟ انتبه. انتظر. انتظر. انتظر، الطالب K. 30. انظر، انظر، انتظر دورك. انظر إلي.,33، صحيح، بهذه الطريقه سنبني علي الرقم العاشر، دعونا نبدا من جديد، اذا اضفنا الرقم العاشر، ثم يصبح ماذا؟ 30... صحيح؟ انتبه. انتظر. انتظر. انتظر، الطالب K. 30. انظر، انظر، انتظر دورك. انظر الي.,31,0.0,False
30. 60. 90. 120.,student,4,0,,,,30، 60، 90، 120,30، 60، 90، 120,3,0.0,False
Good job.,teacher,2,0,,,0.0,عمل جيد,عمل جيد,2,0.0,False
150.,student,1,0,,,,150.,150.,0,0.0,False
150.,teacher,1,0,,,0.0,150.,150.,0,0.0,False
180.,student,1,0,,,,180.,180.,0,0.0,False
180.  So is that 6? Is that 6?,teacher,8,0,,,1.0,هل هذا 6؟,هل هذا 6؟,3,0.0,False
Yes.,student,1,0,,,,-أجل، أجل,-اجل، اجل,2,0.0,False
"6, that’s it.  And then, let’s continue.",teacher,7,0,,,0.0,ستة، هذا هو. وبعد ذلك، دعونا نستمر.,سته، هذا هو. وبعد ذلك، دعونا نستمر.,7,0.0,False
110.,student,1,0,,,,110.,110.,0,0.0,False
No!,multiple students,1,0,,,,لا، لا!,لا، لا!,2,0.0,False
"No, no, wait a minute, we’re counting by 30, right?",teacher,10,0,,,0.0,لا، لا، انتظر لحظة، نحن نحسب إلى 30، أليس كذلك؟,لا، لا، انتظر لحظه، نحن نحسب الي 30، اليس كذلك؟,10,0.0,False
"180, 210? 230.",student,3,0,,,,180، 210؟ 230,180، 210؟ 230,2,0.0,False
"210, 40, 24…",teacher,3,0,,,0.0,210، 40، 24...,210، 40، 24...,2,0.0,False
270. And then 300.,student,4,0,,,,و بعد ذلك 300,و بعد ذلك 300,3,0.0,False
"Now, this is the kind of [inaudible] revision, and remember we use these to kind of make it even more effective.  Student K, Student K, Student K.  Yes.   That could be a tower too, because we use all these.  But yesterday the best that I learned about you is when we were doing this tower using only two digits, only two digits – she was [inaudible] – only two digits and I find out there are some people – and you know these are going to go up there – I find out there are some people that did an even better wonderful job.  And they keep on asking how many other ways.  And they did other ways.  They use other ways. And now we kind of do other.  Now, I looked at this one and I see that person.  That’s what we’re going to continue working on this morning, right?  I take this person, that’s Student V’s, and we remember what we had is that person built a tower up to 16 and his biggest number was what?",teacher,179,3,,,0.0,الآن، هذا هو النوع من مراجعة، وتذكر أننا نستخدم هذه لجعلها أكثر فعالية نوعا ما. الطالب ك، الطالب ك، الطالب ك. نعم. يمكن أن يكون ذلك برج أيضا، لأننا نستخدم كل هذا. ولكن بالأمس أفضل ما تعلمته عنك هو عندما كنا نعمل هذا البرج باستخدام رقمين فقط، رقمين فقط  كانت [غير مسمعة]  رقمين فقط وأكتشفت أن هناك بعض الناس  وتعلمون أن هذه ستصعد هناك  أكتشفت أن هناك بعض الناس الذين قاموا بعمل أفضل من ذلك بكثير. ويواصلون على سؤال عدة طرق أخرى.,الان، هذا هو النوع من مراجعه، وتذكر اننا نستخدم هذه لجعلها اكثر فعاليه نوعا ما. الطالب ك، الطالب ك، الطالب ك. نعم. يمكن ان يكون ذلك برج ايضا، لاننا نستخدم كل هذا. ولكن بالامس افضل ما تعلمته عنك هو عندما كنا نعمل هذا البرج باستخدام رقمين فقط، رقمين فقط كانت [غير مسمعه] رقمين فقط واكتشفت ان هناك بعض الناس وتعلمون ان هذه ستصعد هناك اكتشفت ان هناك بعض الناس الذين قاموا بعمل افضل من ذلك بكثير. ويواصلون علي سؤال عده طرق اخري.,82,0.0,False
44.,student,1,0,,,,44,44,0,0.0,False
"44.  And he worked -- that wasn’t a he, that’s a she -- she worked up to different, right?  She did it by to build a tower we said that the best way you could help yourself is really getting it by layers and dividing it into – oh, I see division – dividing it into groups.  Groups. You could divide it into 5 groups.  You could divide your tower into tenth group, and you could divide your tower into fourth. See? Because we are doing it for 16th, and that person decide to do it in 1, 2, 3…",teacher,100,5,,,0.0,44 و عمل - هذا لم يكن هو ، هذا هو هي - عملت إلى مختلفة ، أليس كذلك؟ لقد فعلت ذلك من خلال بناء برج قالنا أن أفضل طريقة يمكن أن تساعد نفسك هي حقا الحصول عليها في طبقات وتقسيمها إلى  أوه ، أرى التقسيم  تقسيمها إلى مجموعات. مجموعات. يمكنك تقسيمها إلى 5 مجموعات. يمكنك تقسيم برجك إلى مجموعة عشرة ، ويمكنك تقسيم برجك إلى رابع. انظر؟ لأننا نقوم بذلك في 16 ، وهذا الشخص يقرر القيام بذلك في 1 ، 2 ، 3 ...,44 و عمل - هذا لم يكن هو ، هذا هو هي - عملت الي مختلفه ، اليس كذلك؟ لقد فعلت ذلك من خلال بناء برج قالنا ان افضل طريقه يمكن ان تساعد نفسك هي حقا الحصول عليها في طبقات وتقسيمها الي اوه ، اري التقسيم تقسيمها الي مجموعات. مجموعات. يمكنك تقسيمها الي 5 مجموعات. يمكنك تقسيم برجك الي مجموعه عشره ، ويمكنك تقسيم برجك الي رابع. انظر؟ لاننا نقوم بذلك في 16 ، وهذا الشخص يقرر القيام بذلك في 1 ، 2 ، 3 ...,77,0.011627906976744186,True
Ooooh!,student,1,0,,,,-أوه!,-اوه!,1,0.0,False
"Yeah, and I’m glad you realize.  You didn't even recognize. Then what she did even, an extra one, she wrote…",teacher,20,0,,,0.0,نعم، وأنا سعيدة أنكِ أدركتِ أنكِ لم تدركِ حتى، ثم ما فعلته حتى، واحدة إضافية، كتبت...,نعم، وانا سعيده انك ادركت انك لم تدرك حتي، ثم ما فعلته حتي، واحده اضافيه، كتبت...,16,0.0,False
The equation.,student,2,1,,,,المعادلة,المعادله,1,0.0,False
"The equation.  Except you didn't put the equation, but I could see you write the equation, this is good.  Now what are we going to do, another person, Student N, hold on for me, thank you.  Another person.  Hold this and check to see what she did.  And another person, that was Student M. Student M did the same thing as this.  She wrote her – and her number was 55, the base number. And she kind of used the value of skip counting by 5 and built on it. But she did the same thing.  She wrote down the 4th multiple, the 5th multiple, the 12th multiple, and the 16th multiple, and the 20th multiple.  And I think those people have a very good base.  What we’re going to do this morning, we’re going to try to write how -- reverse.  What is the reverse of that multiple tower?",teacher,150,10,,,0.0,المعادلة. ما عدا أنك لم تضع المعادلة، ولكنني رأيتك تكتب المعادلة، هذا جيد. الآن ما الذي سنفعله، شخص آخر، الطالب N، انتظر لي، شكراً. شخص آخر. أمسك هذا وتحقق من ماذا فعلت. شخص آخر، كان الطالب M. الطالب M فعل الشيء نفسه. كتبت لها  والرقم لها كان 55، الرقم الأساسي. واستخدمت نوعاً ما قيمة تخطي العد بنسبة 5 وبناء عليها. لكنها فعلت الشيء نفسه. كتبت المضاعفة الرابعة، المضاعفة الخامسة، المضاعفة الثانية عشرة، والمضاعفة السادسة عشرة، والمضاعفة العشرين. وأعتقد أن هؤلاء الناس لديهم قاعدة جيدة جداً.,المعادله. ما عدا انك لم تضع المعادله، ولكنني رايتك تكتب المعادله، هذا جيد. الان ما الذي سنفعله، شخص اخر، الطالب N، انتظر لي، شكرا. شخص اخر. امسك هذا وتحقق من ماذا فعلت. شخص اخر، كان الطالب M. الطالب M فعل الشيء نفسه. كتبت لها والرقم لها كان 55، الرقم الاساسي. واستخدمت نوعا ما قيمه تخطي العد بنسبه 5 وبناء عليها. لكنها فعلت الشيء نفسه. كتبت المضاعفه الرابعه، المضاعفه الخامسه، المضاعفه الثانيه عشره، والمضاعفه السادسه عشره، والمضاعفه العشرين. واعتقد ان هؤلاء الناس لديهم قاعده جيده جدا.,82,0.03529411764705882,True
Division.,student,1,1,,,,القسم,القسم,1,0.0,False
"Division.  So we’re going to try to use this to make the reverse, look.  Because I’m going to help people finish their multiple tower, then from there we’re going to kind of come back and kind of write the division. Another person that did a wonderful job, look. What do you think she did?",teacher,54,3,,,1.0,التقسيم. لذلك سوف نحاول استخدام هذا للقيام بالعكس، انظر. لأنني سوف أساعد الناس على إنهاء برجهم المتعدد، ثم من هناك سوف نعود نوعا ما ونكتب نوعا ما التقسيم. شخص آخر قام بعمل رائع، انظر. ماذا تعتقد أنها فعلت؟,التقسيم. لذلك سوف نحاول استخدام هذا للقيام بالعكس، انظر. لانني سوف اساعد الناس علي انهاء برجهم المتعدد، ثم من هناك سوف نعود نوعا ما ونكتب نوعا ما التقسيم. شخص اخر قام بعمل رائع، انظر. ماذا تعتقد انها فعلت؟,38,0.0,False
Oh!,student,1,0,,,,-أوه,-اوه,1,0.0,False
"Student K, what do you think she did?",teacher,8,0,,,1.0,الطالب كيه، ماذا تعتقد أنها فعلت؟,الطالب كيه، ماذا تعتقد انها فعلت؟,6,0.0,False
She built the tower and gave the equation and plussed it.,student,11,1,,0.0,,لقد بنيت البرج وأعطت المعادلة وأضافها,لقد بنيت البرج واعطت المعادله واضافها,6,0.0,False
How? So multiple tower is like plussing and plus and plus?,teacher,11,1,1.0,,0.0,كيف؟ إذاً البرج المتعدد هو مثل إضافة زائد زائد زائد؟,كيف؟ اذا البرج المتعدد هو مثل اضافه زائد زائد زائد؟,10,0.3,True
No.,student,1,0,,,,-كلا .,-كلا .,1,0.0,False
What is multiple tower? Okay.,teacher,5,1,,,0.0,ما هو البرج المتعدد؟,ما هو البرج المتعدد؟,4,0.0,False
Skip counting…,student,2,0,,,,تفوت العد...,تفوت العد...,2,0.0,False
"No, it’s not you, Student S, it’s not you.  She needs to tell me what did she see.  What can you learn from …",teacher,24,0,,,1.0,لا، ليس أنت، الطالب (س) ، ليس أنت، يجب أن تخبرني بما رأت، ماذا يمكنك أن تتعلم من...,لا، ليس انت، الطالب (س) ، ليس انت، يجب ان تخبرني بما رات، ماذا يمكنك ان تتعلم من...,18,0.0,False
She put it by the stairs [inaudible].,student,7,0,,,,وضعتها عند الدرج,وضعتها عند الدرج,3,0.0,False
"Because we call it tower and she said she built it by étage. Etage means we build on the tower and a different layer or different level, and she even named.  But she write the equation next to it.  That’s what I’m going to ask you to do.  Write the equation for each of them.  That’s another way.  You could do it that way too.",teacher,65,2,1.0,,0.0,"لأننا نسميها البرج وقالت إنها بنتها بالمرحلة. ""مرحلة"" تعني أننا نبني على البرج وطبقة مختلفة أو مستوى مختلف، وأنها حتى سميت. لكنها تكتب المعادلة بجوارها. هذا ما سأطلب منك فعله. اكتب المعادلة لكل منهما. هذه طريقة أخرى. يمكنك القيام بذلك بهذه الطريقة أيضا.","لاننا نسميها البرج وقالت انها بنتها بالمرحله. ""مرحله"" تعني اننا نبني علي البرج وطبقه مختلفه او مستوي مختلف، وانها حتي سميت. لكنها تكتب المعادله بجوارها. هذا ما ساطلب منك فعله. اكتب المعادله لكل منهما. هذه طريقه اخري. يمكنك القيام بذلك بهذه الطريقه ايضا.",43,0.0,False
I was trying to do like how many…how many…,student,9,0,,0.0,,كنت أحاول أن أفعل كم... كم...,كنت احاول ان افعل كم... كم...,6,0.0,False
Times?,teacher,1,0,0.0,,0.0,(تايمز) ؟,(تايمز) ؟,2,0.0,False
"No, how many 12s or…",student,5,0,,,,لا، كم عدد 12 أو...,لا، كم عدد 12 او...,4,0.0,False
That’s good too.  How many 12s in – in what? It was 12? Your base number was 12?,teacher,18,0,1.0,,0.0,هذا جيد أيضاً. كم عدد 12 في  في ماذا؟ كان 12؟ كان رقم أساسك 12؟,هذا جيد ايضا. كم عدد 12 في في ماذا؟ كان 12؟ كان رقم اساسك 12؟,14,0.0,False
How many 12s is in 268.,student,6,0,,,,كم عدد الـ 12 في 268,كم عدد ال 12 في 268,4,0.0,False
"Good job.   How many 12s?  I could tell you really have your division.  Yeah, because the question you ask, how many 12s is in…",teacher,24,1,1.0,,0.0,أجل، لأن السؤال الذي تسأله هو، كم عدد الـ 12 في...,اجل، لان السؤال الذي تساله هو، كم عدد ال 12 في...,10,0.0,False
268.,multiple students,1,0,,,,268,268,0,0.0,False
"That’s the thing this morning we’re going to find out.  All right? Another person, look, look.  Excuse me.  We are just revising people who really did a wonderful job.  Yes, Student M.",teacher,32,0,,,0.0,هذا ما سنكتشفه هذا الصباح شخص آخر، اسمع، اسمع، عذراً، نحن نراجع فقط أشخاص قاموا بعمل رائع حقاً,هذا ما سنكتشفه هذا الصباح شخص اخر، اسمع، اسمع، عذرا، نحن نراجع فقط اشخاص قاموا بعمل رائع حقا,18,0.0,False
"I think that the way that I did it, I do it by four.",student,14,0,,0.0,,أعتقد أن الطريقة التي فعلتها، أنا أفعل ذلك في أربعة.,اعتقد ان الطريقه التي فعلتها، انا افعل ذلك في اربعه.,10,0.0,False
You did it by four.  And I encourage people to do it by groups.,teacher,14,0,1.0,,0.0,لقد فعلتها في الرابعة وأشجع الناس على القيام بذلك في مجموعات,لقد فعلتها في الرابعه واشجع الناس علي القيام بذلك في مجموعات,11,0.0,False
"Four is a factor. 16 divided by four [inaudible]. And four is a factor of 8, and 8 is a factor of 16.",student,23,1,,0.0,,أربعة هو عامل. 16 مقسمة على أربعة. و أربعة هو عامل من 8 و 8 هو عامل من 16.,اربعه هو عامل. 16 مقسمه علي اربعه. و اربعه هو عامل من 8 و 8 هو عامل من 16.,15,0.21052631578947367,True
"Good job.   Good job.  Now you really, really, you are learning.  You’re building.  You’re building a lot doing this unit. Now this is another person that kind of writes the equation, and that person has the equation right there and she writes …",teacher,43,3,0.0,,0.0,عمل جيد. عمل جيد. الآن أنت حقا، حقا، أنت تتعلم. أنت تبني. أنت تبني الكثير عن طريق القيام بهذه الوحدة. الآن هذا شخص آخر نوعا ما يكتب المعادلة، وهذا الشخص لديه المعادلة هناك وتكتب ...,عمل جيد. عمل جيد. الان انت حقا، حقا، انت تتعلم. انت تبني. انت تبني الكثير عن طريق القيام بهذه الوحده. الان هذا شخص اخر نوعا ما يكتب المعادله، وهذا الشخص لديه المعادله هناك وتكتب ...,34,0.0,False
Student R.,student,2,0,,,,الطالب ر.,الطالب ر.,2,0.0,False
28 times equals.  Now do you think you are ready to build for 30? Can you predict?,teacher,17,0,,,0.0,28 ضرب يساوي الآن هل تعتقد أنك مستعد لبناء 30؟ هل يمكنك التنبؤ؟,28 ضرب يساوي الان هل تعتقد انك مستعد لبناء 30؟ هل يمكنك التنبؤ؟,12,0.15384615384615385,True
32.,student,1,0,,,,32.,32.,0,0.0,False
Can you predict what your 32nd digit multiple would be? And that’s the thing we’re going to do this morning.,teacher,20,2,,,0.0,هل يمكنك التنبؤ بمعدل رقمك الثالث والثلاثين؟ وهذا ما سنفعله هذا الصباح.,هل يمكنك التنبؤ بمعدل رقمك الثالث والثلاثين؟ وهذا ما سنفعله هذا الصباح.,12,0.0,False
This one is a 26 multiple tower.,student,7,1,,,,هذه هي برج متعدد 26,هذه هي برج متعدد 26,4,0.0,False
"That’s good.  So now I’m going to pass these back.  Excuse me, listen, you’re not listening. You are not listening.  Student K.  Yes.  Thank you.  Student N. Yes.  Now, you need to listen for direction.  You need to do another one from scratch.  You need to do another one from scratch.  I’ll let you do it, but it’s going to take time.  Because see, these people.  We’re kind of doing the second part of the lesson.  The second part is learning. First one you predict and you write the equation.  Next, then you build the tower, which is the second half of the 16th multiple of your number.  And then you do.  Now, how many people have question on what we’re going to do.  Yes?",teacher,125,2,0.0,,0.0,هذا جيد. لذلك الآن سوف أعيد هذه. اعذرني، اسمعني، أنت لا تستمع. أنت لا تستمع. الطالب ك. نعم. شكراً. الطالب ن. نعم. الآن، تحتاج إلى الاستماع للتوجيه. تحتاج إلى القيام بعمل آخر من الصفر. تحتاج إلى القيام بعمل آخر من الصفر. سأدعك تفعل ذلك، ولكن سيستغرق وقتاً. لأن انظروا، هؤلاء الناس. نحن نوعاً ما نقوم بالجزء الثاني من الدروس. الجزء الثاني هو التعلم. الأول أنت تنبأ وتكتب المعادلة. ثم، تبني البرج، وهو النصف الثاني من 16 ضربة من عددك. ثم تفعل. الآن، كم من الناس لديهم سؤال حول ما سنفعله. نعم؟,هذا جيد. لذلك الان سوف اعيد هذه. اعذرني، اسمعني، انت لا تستمع. انت لا تستمع. الطالب ك. نعم. شكرا. الطالب ن. نعم. الان، تحتاج الي الاستماع للتوجيه. تحتاج الي القيام بعمل اخر من الصفر. تحتاج الي القيام بعمل اخر من الصفر. سادعك تفعل ذلك، ولكن سيستغرق وقتا. لان انظروا، هؤلاء الناس. نحن نوعا ما نقوم بالجزء الثاني من الدروس. الجزء الثاني هو التعلم. الاول انت تنبا وتكتب المعادله. ثم، تبني البرج، وهو النصف الثاني من 16 ضربه من عددك. ثم تفعل. الان، كم من الناس لديهم سؤال حول ما سنفعله. نعم؟,90,0.0,False
Is it going to be the same as multiple towers?,student,10,1,,0.0,,هل ستكون نفسها مثل الأبراج المتعددة؟,هل ستكون نفسها مثل الابراج المتعدده؟,6,0.0,False
"It is multiple tower. You’re going to do… You did for the 16th, now you’re going to do for up to…",teacher,21,1,1.0,,0.0,إنّه برج متعدد، ستفعلين ذلك، ستفعلين ذلك في السادس عشر، والآن ستفعلين ذلك حتى...,انه برج متعدد، ستفعلين ذلك، ستفعلين ذلك في السادس عشر، والان ستفعلين ذلك حتي...,14,0.0,False
32.,student,1,0,,,,32.,32.,0,0.0,False
"32nd multiple, yes.",teacher,3,1,,,0.0,32 ضرب، نعم.,32 ضرب، نعم.,2,0.0,False
Divide by 32nd multiple?,student,4,2,,,,تقسيم بـ 32 ضرباً؟,تقسيم ب 32 ضربا؟,3,0.0,False
"They’re not listening, they’re not listening.  You need to listen to her question.",teacher,13,0,,,0.0,إنهم لا يستمعون، إنهم لا يستمعون عليك أن تستمع إلى سؤاله,انهم لا يستمعون، انهم لا يستمعون عليك ان تستمع الي سؤاله,11,0.0,False
After we’ll get it.,student,4,0,,,,بعد ذلك سنحصل عليه,بعد ذلك سنحصل عليه,4,0.0,False
"Yes, after.",teacher,2,0,,,0.0,نعم، بعد ذلك.,نعم، بعد ذلك.,3,0.0,False
Should we divide the 2nd multiple or the… 32nd multiple.,student,10,3,,0.0,,هل يجب أن نقسم المضاعف الثاني أو المضاعف الثالث والثلاثين,هل يجب ان نقسم المضاعف الثاني او المضاعف الثالث والثلاثين,10,0.0,False
"I’m glad you asked that question.  Then I’m going to have people.  The same way you did your multiple equation, I’m going to have people kind of decide, what is the division equation, which is just like he said, how many, and then show the division side.  We’ll do one, all right? So, I need your attention. Student V, if you could move up for a minute.  Student V, are you okay?",teacher,72,5,1.0,,0.0,أنا سعيدة أنك طرحت هذا السؤال. ثم سأحصل على الناس. بنفس الطريقة التي قمت بها معادلة متعددة، سأحصل على الناس نوع من القرار، ما هي معادلة التقسيم، وهو بالضبط كما قال، كم عدد، ثم عرض جانب التقسيم. سنقوم بواحدة، حسنا؟ لذلك، أنا بحاجة إلى انتباهك. الطالب V، إذا كنت يمكن أن تتحرك لمدة دقيقة. الطالب V، هل أنت بخير؟,انا سعيده انك طرحت هذا السؤال. ثم ساحصل علي الناس. بنفس الطريقه التي قمت بها معادله متعدده، ساحصل علي الناس نوع من القرار، ما هي معادله التقسيم، وهو بالضبط كما قال، كم عدد، ثم عرض جانب التقسيم. سنقوم بواحده، حسنا؟ لذلك، انا بحاجه الي انتباهك. الطالب V، اذا كنت يمكن ان تتحرك لمده دقيقه. الطالب V، هل انت بخير؟,59,0.05084745762711865,True
I just think about an idea here.  You know the roller coaster?,student,12,0,,0.0,,أنا فقط أفكر في فكرة هنا هل تعرف الساحلة العابرة؟,انا فقط افكر في فكره هنا هل تعرف الساحله العابره؟,10,0.0,False
"Ride, roller coaster? Yeah.",teacher,4,0,1.0,,0.0,ركوب السيارات العابرة؟,ركوب السيارات العابره؟,3,0.0,False
"[Speaking in French] build with multiple towers.  [French] fast, would be as slow.",student,13,1,,0.0,,[تحدث الفرنسية] بناء مع أبراج متعددة. [فرنسية] بسرعة، سيكون بطيء.,[تحدث الفرنسيه] بناء مع ابراج متعدده. [فرنسيه] بسرعه، سيكون بطيء.,10,0.0,False
"Wow, that’s physics.",teacher,3,0,1.0,,0.0,هذا هو الفيزياء,هذا هو الفيزياء,3,0.0,False
"Yeah, that’s why we were taking the pencil and counting the second.",student,12,0,,0.0,,أجل، لهذا السبب كنا نأخذ القلم ونعد الثانية,اجل، لهذا السبب كنا ناخذ القلم ونعد الثانيه,8,0.0,False
"Wow, so you’re getting into the physical study, that’s a big science.  So we’ll kind of, we’ll probably get into that later.  Now listen carefully.  Student V, why I wanted you to be here is because I needed your help to tell me which is…",teacher,45,0,0.0,,0.0,حسناً، إذاً أنتِ تدخلين إلى دراسة الفيزياء، هذا علم كبير، لذا سندخل في ذلك نوعاً ما، على الأرجح سندخل في ذلك لاحقاً. الآن استمعي بعناية. الطالب الخامس، لماذا أردتُكِ أن تكوني هنا لأنني احتجتُ لمساعدتكِ لتخبريني ما هو...,حسنا، اذا انت تدخلين الي دراسه الفيزياء، هذا علم كبير، لذا سندخل في ذلك نوعا ما، علي الارجح سندخل في ذلك لاحقا. الان استمعي بعنايه. الطالب الخامس، لماذا اردتك ان تكوني هنا لانني احتجت لمساعدتك لتخبريني ما هو...,38,0.0,False
I can’t see anything from [inaudible].,student,6,0,,,,لا أستطيع رؤية أي شيء من [غير مسموع].,لا استطيع رؤيه اي شيء من [غير مسموع].,8,0.0,False
